0,1,2,3,4,5,6,filename
0,0,0,0,0,0,0,1078.txt
0,0,0,0,0,0,0,1080.txt
0,0,5,7,0,0,9,1082.txt
0,0,0,0,0,0,0,1084.txt
8,7,5,7,0,10,9,1086.txt
0,0,0,7,0,0,0,1088.txt
0,0,0,0,0,9,0,1090.txt
9,7,0,0,0,0,9,1093.txt
8,7,0,0,0,0,0,1094.txt
9,7,5,0,0,10,9,1096.txt
0,0,0,0,0,0,0,1101.txt
0,0,5,7,0,0,0,1105.txt
0,0,0,0,0,0,0,1106.txt
0,0,5,7,0,10,9,1108.txt
8,7,0,0,0,0,0,1109.txt
0,0,0,7,0,0,0,1114.txt
8,7,5,0,0,0,0,1117.txt
0,0,5,0,0,0,0,1118.txt
8,0,0,0,0,0,0,1121.txt
9,7,0,0,0,0,0,1122.txt
0,0,0,0,0,0,0,1124.txt
0,0,0,0,0,0,9,1126.txt
0,0,5,0,0,0,9,1128.txt
0,7,0,0,0,0,0,1130.txt
0,0,0,0,0,9,0,1135.txt
0,0,0,0,0,0,9,1136.txt
8,7,0,7,0,9,0,1137.txt
0,0,0,7,0,0,0,1139.txt
0,0,0,0,0,10,9,1141.txt
0,0,5,7,0,10,9,1143.txt
0,0,0,0,0,0,0,1147.txt
0,0,0,0,0,0,0,1149.txt
0,0,5,0,0,10,9,1151.txt
0,0,0,0,0,0,0,1152.txt
0,0,0,0,0,0,0,1156.txt
0,0,5,7,0,10,9,1158.txt
0,0,5,0,0,0,9,1161.txt
0,0,0,0,0,0,0,1166.txt
8,0,0,0,0,9,0,1168.txt
21,7,6,13,7,12,0,1169.txt
8,7,5,7,0,0,0,1171.txt
0,0,0,0,0,0,0,1175.txt
0,0,0,0,0,0,9,1177.txt
0,0,5,0,0,0,9,1179.txt
0,0,5,0,0,0,0,1183.txt
0,7,0,7,0,0,0,1184.txt
0,0,0,7,0,12,0,1190.txt
0,0,5,0,0,0,9,1192.txt
0,0,5,0,0,0,9,1194.txt
9,7,0,0,0,0,0,1196.txt
9,7,0,0,0,9,0,1197.txt
0,0,0,0,0,0,0,1199.txt
0,0,5,15,0,10,9,1201.txt
0,0,5,0,0,0,0,1203.txt
0,0,0,7,0,9,0,1205.txt
0,0,5,7,0,9,9,1207.txt
0,0,5,0,0,0,0,1211.txt
0,0,5,0,0,0,0,1214.txt
0,0,5,0,0,9,0,1216.txt
8,7,0,0,0,0,0,1217.txt
0,0,0,0,0,0,0,1219.txt
8,7,0,0,0,10,9,1221.txt
0,0,0,0,0,0,9,1225.txt
0,0,5,7,0,0,0,1228.txt
8,7,5,0,0,0,9,1230.txt
0,0,5,7,0,0,0,1234.txt
0,0,0,0,0,0,0,1237.txt
0,7,0,0,0,0,0,1239.txt
0,0,5,7,0,9,9,1241.txt
9,7,0,0,0,0,9,1243.txt
0,7,0,0,0,10,9,1245.txt
8,7,0,0,0,0,9,1249.txt
0,0,5,0,0,0,0,1251.txt
0,0,5,7,0,9,9,1254.txt
9,7,0,0,0,0,0,1255.txt
8,0,0,0,0,9,9,1267.txt
0,0,0,7,0,0,9,1271.txt
0,7,7,0,8,0,10,1274.txt
9,7,0,29,0,0,0,1276.txt
0,0,0,7,0,10,9,1278.txt
8,7,0,0,0,0,0,1280.txt
0,7,0,7,0,0,10,1283.txt
9,7,5,13,7,9,10,1285.txt
8,0,0,0,0,0,9,1287.txt
0,0,0,7,0,0,0,1288.txt
0,0,5,15,0,10,9,1290.txt
0,0,7,7,0,10,10,1292.txt
0,0,5,0,0,0,0,1295.txt
0,0,0,7,0,0,9,1297.txt
0,0,5,0,0,0,9,1300.txt
0,0,0,7,0,0,0,1302.txt
0,0,0,0,0,0,0,1303.txt
0,0,0,0,0,9,9,1305.txt
0,0,5,7,0,0,0,1307.txt
8,7,0,0,0,0,9,1309.txt
0,0,5,0,0,0,0,1311.txt
0,0,0,0,0,0,0,1314.txt
0,0,5,0,0,0,0,1315.txt
8,7,0,7,0,0,0,1317.txt
8,7,0,0,0,0,9,1318.txt
0,0,5,7,0,9,0,1320.txt
0,0,5,7,0,12,0,1323.txt
0,0,0,0,0,0,0,1325.txt
0,0,5,7,0,10,9,1327.txt
8,0,5,0,0,9,9,1329.txt
0,0,5,7,0,10,9,1331.txt
0,0,0,0,0,0,0,1332.txt
0,0,0,0,0,0,0,1335.txt
8,7,0,7,0,10,9,1337.txt
0,0,0,0,0,9,9,1339.txt
0,0,0,7,0,9,0,1341.txt
0,0,0,0,0,0,0,1344.txt
0,0,0,0,0,0,0,1346.txt
0,0,0,7,0,0,0,1348.txt
0,7,6,7,0,0,0,1351.txt
0,0,0,0,0,0,0,1352.txt
0,0,5,7,0,0,0,1354.txt
0,0,0,7,0,0,9,1356.txt
0,0,0,0,0,0,9,1358.txt
0,0,5,7,0,9,9,1360.txt
8,7,0,0,0,0,9,1362.txt
0,0,0,0,0,0,9,1364.txt
8,0,5,0,0,0,0,1367.txt
9,7,5,0,0,0,0,1368.txt
0,0,0,0,0,9,0,1371.txt
0,0,0,0,0,10,9,1372.txt
0,0,0,7,0,0,9,1375.txt
0,0,0,0,0,0,9,1377.txt
0,0,0,0,0,0,9,1379.txt
9,7,0,0,7,0,10,1380.txt
0,0,0,0,0,10,9,1383.txt
8,7,5,0,0,0,9,1389.txt
0,0,5,0,0,0,9,1390.txt
8,0,0,0,0,0,0,1392.txt
0,0,0,0,0,0,0,1395.txt
0,0,0,7,0,0,9,1396.txt
0,0,5,0,0,0,9,1398.txt
0,0,0,0,0,0,0,1400.txt
0,0,5,0,0,0,9,1402.txt
8,7,0,0,0,0,9,1405.txt
0,0,0,7,0,9,0,1407.txt
8,0,0,0,0,0,0,1409.txt
5,2,5,7,0,15,1,1412.txt
0,0,0,0,0,0,0,1416.txt
0,0,0,0,0,10,9,1418.txt
8,7,5,0,0,0,0,1421.txt
0,0,0,0,0,0,9,1422.txt
0,0,0,0,0,0,0,1425.txt
8,0,0,0,0,0,0,1427.txt
8,7,0,0,0,9,0,1429.txt
8,7,5,0,0,0,0,1431.txt
0,0,0,7,0,0,0,1433.txt
0,0,5,7,0,10,9,1434.txt
0,0,5,7,0,10,9,1436.txt
0,0,5,0,0,0,9,1439.txt
0,0,0,7,0,0,0,1441.txt
8,7,0,0,0,9,0,1442.txt
9,7,0,7,0,9,0,1444.txt
0,0,0,0,0,10,9,1446.txt
0,0,0,0,0,10,9,1448.txt
0,0,0,0,0,0,0,1451.txt
0,0,5,0,0,0,0,1453.txt
0,0,5,15,0,10,9,1454.txt
0,7,0,0,0,10,9,1456.txt
0,0,5,0,0,0,9,1458.txt
0,0,5,7,0,0,0,1460.txt
0,0,0,7,0,0,9,1462.txt
0,0,5,0,0,0,0,1465.txt
0,0,5,0,0,0,0,1467.txt
0,0,0,0,0,0,0,1469.txt
0,0,5,7,0,9,9,1470.txt
9,7,0,0,0,0,9,1473.txt
8,7,0,0,0,0,9,1475.txt
0,0,0,0,0,0,0,1477.txt
8,7,5,0,0,0,9,1480.txt
0,0,0,7,0,10,9,1482.txt
9,7,0,0,0,0,9,1484.txt
9,7,5,7,0,0,0,1487.txt
0,0,0,7,0,0,0,1490.txt
0,0,0,0,0,0,0,1491.txt
0,7,7,13,7,10,10,1494.txt
0,0,0,7,0,0,9,1497.txt
8,7,5,0,0,0,0,1499.txt
0,0,0,0,0,0,0,1502.txt
0,0,5,0,0,0,0,1504.txt
0,0,0,7,0,10,9,1505.txt
0,0,0,0,0,0,0,1507.txt
0,0,5,7,0,10,9,1509.txt
8,7,0,0,0,0,0,1511.txt
9,7,0,7,0,0,9,1513.txt
8,7,5,0,0,0,9,1515.txt
0,0,5,7,0,9,0,1518.txt
0,0,0,7,0,9,9,1519.txt
8,7,0,7,0,0,9,1521.txt
8,7,0,0,0,0,9,1523.txt
8,7,0,0,0,0,0,1526.txt
0,0,5,7,0,9,9,1528.txt
0,0,0,0,0,0,9,1529.txt
0,0,5,0,0,0,9,1532.txt
0,0,5,0,0,9,9,1534.txt
0,0,0,7,0,9,10,1536.txt
0,0,0,0,0,10,9,1538.txt
0,0,0,0,0,0,0,1540.txt
0,0,0,0,0,0,0,1543.txt
8,7,0,7,0,9,0,1545.txt
0,7,6,0,7,9,0,1546.txt
0,0,0,7,0,0,0,1548.txt
0,0,5,0,0,0,9,1551.txt
0,0,0,0,0,0,0,1552.txt
0,0,0,0,0,0,9,1556.txt
0,0,0,7,0,9,0,1558.txt
8,7,0,0,0,0,0,1561.txt
0,0,0,0,0,0,0,1563.txt
0,0,0,0,0,0,9,1565.txt
0,0,5,0,0,0,0,1567.txt
8,0,0,0,0,0,0,1570.txt
8,7,0,0,0,0,0,1572.txt
0,0,0,0,0,0,9,1574.txt
0,0,0,7,0,0,0,1581.txt
0,0,0,7,0,9,0,1583.txt
8,7,0,0,0,9,9,1585.txt
8,7,0,0,0,10,9,1587.txt
8,7,0,0,0,0,0,1589.txt
0,0,5,0,0,0,0,1590.txt
8,7,0,0,0,0,0,1594.txt
0,0,0,7,0,0,0,1596.txt
8,7,5,0,0,0,0,1598.txt
0,0,0,7,0,9,0,1600.txt
9,7,0,0,0,0,9,1602.txt
0,0,0,0,0,0,9,1604.txt
8,7,0,0,0,0,9,1605.txt
8,7,5,0,0,0,9,1608.txt
8,7,0,0,0,0,0,1610.txt
0,0,0,7,0,9,9,1612.txt
0,0,0,0,0,0,0,1615.txt
0,0,0,0,0,0,0,1616.txt
0,0,0,0,0,0,0,1618.txt
0,0,5,0,0,0,9,1622.txt
0,0,0,7,0,0,0,1623.txt
0,0,0,0,0,0,0,1626.txt
0,0,0,0,0,0,0,1629.txt
8,7,0,7,0,9,9,1631.txt
0,0,5,0,0,0,0,1632.txt
9,7,0,0,0,10,9,1637.txt
9,7,0,0,0,0,9,1639.txt
0,0,0,7,0,12,0,1641.txt
0,0,0,7,0,0,0,1643.txt
9,7,0,0,0,0,0,1645.txt
9,7,0,7,0,0,0,1647.txt
0,0,0,7,0,9,9,1650.txt
0,0,0,0,0,0,0,1652.txt
0,0,0,0,0,0,0,1654.txt
8,0,0,0,0,0,9,1655.txt
8,7,0,7,0,0,0,1657.txt
0,0,0,0,0,0,0,1660.txt
0,0,5,7,0,10,9,1662.txt
8,7,0,0,0,0,0,1663.txt
0,0,0,0,0,0,9,1666.txt
8,0,0,0,0,0,9,1667.txt
0,0,0,0,0,0,0,1669.txt
0,0,5,0,0,0,0,1671.txt
0,0,0,0,0,0,0,1673.txt
8,0,0,0,0,0,0,1676.txt
9,7,0,0,0,0,0,1677.txt
9,7,0,0,0,0,10,1680.txt
0,7,0,7,0,0,9,1682.txt
8,7,0,7,0,0,0,1684.txt
0,0,0,0,0,0,0,1686.txt
0,0,0,0,0,9,0,1692.txt
0,0,0,0,0,0,0,1694.txt
0,0,0,7,0,9,0,1696.txt
0,0,0,7,0,0,0,1698.txt
