0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,filename
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,5,2,3,10,10,9,3,6,3,3,4,7,4,4,1,2,5,1,5,1,3,5,1,3,0,0,1,1,0,1,3,0,0,2,2,2,1,1,32.txt
0,0,5,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,2,2,1,1,1,1,1,3,1,9,4,3,3,11,7,10,3,2,3,3,4,17,2,4,10,2,3,7,3,1,3,1,4,4,4,5,1,1,1,1,4,6,0,3,2,2,0,3,34.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,8,8,11,13,10,3,2,3,3,4,8,2,4,1,9,3,5,3,1,3,5,1,4,0,5,1,1,0,4,3,0,4,2,2,1,1,1,36.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,11,3,13,3,2,3,3,4,4,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,3,3,3,4,2,2,1,4,2,40.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,8,11,3,7,3,2,3,3,4,7,2,2,7,2,3,1,6,5,3,1,4,4,4,8,1,1,1,1,0,6,0,4,2,3,0,3,41.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,7,7,2,3,0,3,3,4,9,2,2,1,9,3,5,0,0,3,1,0,0,0,5,0,0,0,5,0,3,0,2,2,1,4,2,49.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,7,2,2,11,3,10,3,2,3,3,4,11,2,4,6,2,3,1,3,1,3,1,4,4,4,5,1,1,0,4,0,5,0,4,2,3,2,3,53.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,1,3,1,9,5,2,2,8,3,2,3,2,3,3,4,4,2,4,6,8,3,1,3,5,3,1,4,4,4,5,1,1,1,1,0,5,0,4,2,3,3,3,55.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,7,3,13,3,2,3,3,4,4,2,2,6,2,3,6,9,1,6,1,4,4,4,5,1,4,0,6,0,3,0,2,2,3,2,3,57.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,11,3,2,3,2,3,4,4,4,2,2,1,6,3,1,3,1,3,1,5,4,0,5,1,1,0,5,0,3,0,2,2,1,2,2,60.txt
0,0,0,0,0,0,3,0,1,1,0,0,1,1,3,1,2,2,1,1,0,2,0,0,0,0,2,1,1,1,1,1,1,3,1,9,6,2,3,11,3,14,3,2,3,3,4,6,2,2,6,7,3,3,1,3,1,1,4,1,3,4,1,3,4,7,0,4,3,0,0,0,0,0,61.txt
0,0,6,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,2,3,7,3,2,3,2,3,3,4,9,2,4,1,2,3,8,3,1,3,1,4,4,0,5,0,0,0,5,3,3,0,2,2,3,4,3,63.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,0,7,2,3,11,3,10,3,2,3,3,4,8,2,4,6,7,1,3,1,5,3,1,4,4,3,4,1,3,1,1,0,6,3,4,0,0,0,3,65.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,11,2,8,5,11,14,5,3,2,3,3,4,6,0,0,1,4,3,5,3,1,3,1,1,3,0,0,1,1,0,4,3,5,1,1,0,0,4,1,68.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,6,3,2,7,7,2,3,2,3,3,4,4,2,2,6,8,3,7,3,1,0,0,4,4,4,5,3,0,0,4,3,5,3,4,2,3,4,1,71.txt
0,0,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,10,5,5,11,14,15,3,2,3,3,4,14,2,4,1,9,3,5,7,5,3,1,1,3,0,0,1,1,1,1,1,1,1,1,2,1,1,1,72.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,2,2,7,3,2,6,2,3,3,4,4,2,4,1,2,5,1,0,0,4,1,0,0,0,5,0,0,0,5,0,3,0,2,2,1,4,2,76.txt
0,0,0,0,0,0,3,0,1,1,0,0,1,1,3,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,6,3,3,11,4,3,2,3,3,6,1,3,3,3,9,3,2,0,8,2,5,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,3,78.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,2,3,4,11,13,10,3,2,3,3,4,7,2,2,1,2,3,1,7,1,3,5,1,4,0,7,1,1,0,4,3,0,4,2,2,1,4,2,81.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,6,2,2,7,3,2,3,2,3,3,4,4,2,2,6,8,3,1,0,0,3,1,0,0,4,5,0,0,0,4,0,5,0,3,2,3,3,3,84.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,2,2,7,3,2,3,6,3,3,4,4,4,4,1,2,6,1,3,1,3,1,1,4,0,5,1,1,0,6,0,3,0,2,2,1,2,2,86.txt
3,0,0,0,2,0,3,0,3,3,0,3,1,2,2,4,2,2,1,1,0,2,0,0,0,0,2,1,1,1,1,1,1,3,1,9,5,2,2,11,3,14,10,2,4,3,5,6,2,2,6,7,3,4,7,4,3,4,4,4,4,6,4,1,5,4,3,4,0,5,3,3,3,0,89.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,7,3,2,3,2,3,3,4,4,2,2,1,6,3,1,3,1,3,0,5,4,0,5,0,0,0,6,0,3,0,2,2,1,4,2,90.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,0,2,3,1,9,4,5,2,7,3,2,3,2,3,3,4,4,2,4,1,2,3,1,3,1,3,1,5,4,0,5,0,0,0,5,0,3,0,2,2,1,4,2,92.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,1,1,1,1,5,4,3,2,3,2,2,3,5,1,0,3,1,1,0,1,3,1,5,4,1,3,4,1,3,0,2,2,2,2,0,0,0,0,2,95.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,9,4,8,11,9,6,3,6,3,3,4,7,5,4,10,2,3,1,7,1,3,5,4,4,4,7,3,1,0,4,3,5,4,2,2,3,1,1,97.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,5,3,5,11,3,10,3,2,3,3,4,12,2,2,1,2,3,1,3,1,3,1,5,4,0,5,1,1,0,4,0,0,0,2,2,1,2,2,98.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,11,3,10,3,2,3,4,4,8,2,4,1,2,3,1,3,1,3,1,1,4,0,5,1,1,0,6,0,3,0,2,2,1,4,2,100.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,3,2,7,3,2,3,2,3,3,4,4,2,4,6,2,3,1,3,1,3,5,4,4,4,5,1,1,0,4,0,5,3,2,2,3,4,3,102.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,5,7,3,14,3,2,3,3,4,12,2,4,1,6,3,1,3,1,3,5,4,4,0,5,1,1,0,4,4,0,0,2,2,3,2,3,105.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,7,3,2,3,2,3,3,4,4,2,4,1,6,3,1,3,1,3,1,4,4,0,5,0,0,0,6,0,3,0,2,2,1,4,2,108.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,4,2,5,11,3,10,3,6,3,3,4,11,5,2,1,2,6,1,3,1,3,1,1,4,0,5,1,1,0,5,0,0,4,2,2,1,4,2,110.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,2,5,2,7,7,2,3,2,3,3,4,4,2,4,1,2,3,8,3,1,3,1,4,4,0,5,1,1,0,5,0,3,0,2,2,3,4,2,112.txt
0,0,6,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,10,2,4,11,11,8,3,2,3,3,4,17,2,2,6,2,3,1,9,1,6,5,4,4,4,5,1,4,0,4,0,5,0,2,2,3,4,3,114.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,6,2,8,7,9,7,3,2,3,3,4,7,2,4,6,2,3,7,3,1,3,5,4,4,4,7,1,1,0,0,4,6,0,4,2,0,0,3,116.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,11,3,10,3,2,3,3,4,4,2,2,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,6,0,3,0,2,2,1,4,2,118.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,6,2,2,7,14,16,6,6,3,3,4,4,4,2,1,2,5,5,3,1,3,1,1,3,0,0,1,1,0,4,0,0,1,1,2,3,4,2,121.txt
0,0,0,0,0,0,3,0,1,3,0,0,1,1,2,4,2,2,1,1,0,0,0,0,0,0,2,2,1,1,1,1,1,3,1,6,2,3,2,7,3,10,9,2,4,3,4,4,2,2,6,7,3,1,3,7,3,1,4,4,4,5,4,1,4,0,3,5,3,5,0,0,3,0,123.txt
0,0,3,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,2,4,11,12,14,3,2,3,3,4,15,5,4,1,2,3,1,3,1,3,5,4,4,0,7,1,1,0,4,0,0,4,2,2,1,4,1,124.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,7,3,2,3,2,3,3,4,9,2,2,1,9,3,6,3,1,3,1,0,0,0,5,0,0,0,5,0,3,0,2,2,1,4,2,126.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,3,2,11,3,16,3,2,3,3,4,4,2,2,1,9,3,1,3,1,3,1,5,4,0,5,1,1,0,4,3,0,4,2,2,1,4,2,128.txt
0,0,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,5,2,7,3,14,3,6,3,3,4,16,5,4,1,2,10,1,3,1,3,1,5,4,0,5,0,0,0,5,3,3,4,2,2,1,1,1,130.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,2,4,4,7,3,5,3,2,3,3,4,11,5,4,1,2,3,1,3,1,3,5,5,4,0,5,1,1,0,5,3,1,4,2,2,1,1,1,132.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,2,2,2,7,3,2,3,2,3,3,4,4,2,2,6,2,3,1,3,1,3,1,4,4,4,5,1,1,0,5,0,3,0,4,2,3,2,3,135.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,4,2,3,0,3,2,6,2,3,3,4,4,2,2,1,2,5,1,4,1,4,1,1,4,0,5,1,4,0,4,0,0,0,2,1,1,0,2,137.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,2,5,11,3,14,3,2,3,3,4,8,2,4,1,2,3,1,7,1,3,1,4,4,0,8,1,1,0,6,0,3,0,2,2,3,4,2,141.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,11,3,10,3,2,3,8,4,19,2,4,1,6,3,1,3,1,3,1,4,4,0,6,1,1,0,6,4,3,0,2,2,3,2,1,144.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,10,2,2,11,3,10,3,2,3,3,4,11,2,2,1,2,3,1,3,1,3,5,4,4,0,5,1,1,0,4,3,5,4,2,2,3,4,3,145.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,4,2,2,7,14,2,3,2,3,3,4,9,2,2,1,9,3,5,3,0,3,1,5,0,0,5,0,0,0,5,0,3,1,1,2,1,4,2,147.txt
0,0,6,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,8,2,5,11,3,14,3,2,3,3,4,9,2,4,6,9,3,1,3,1,3,5,4,4,4,5,1,1,0,4,0,5,0,2,2,3,4,3,149.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,3,2,11,3,10,3,2,3,3,4,4,2,2,6,2,3,1,3,1,3,1,4,4,4,5,1,1,0,5,0,3,0,4,2,3,1,1,151.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,4,2,2,11,3,14,3,2,3,4,4,8,5,2,1,2,3,1,3,1,3,1,5,4,0,5,1,1,0,5,0,3,0,2,2,1,4,2,154.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,7,3,2,7,3,2,3,2,3,3,4,4,2,2,0,0,3,1,3,0,0,0,0,0,0,5,0,0,0,4,0,1,0,2,2,1,4,2,156.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,9,6,2,2,11,3,10,3,2,3,3,4,11,2,4,6,2,3,1,6,1,3,1,4,4,4,5,1,1,0,0,0,5,3,4,2,0,2,3,158.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,2,5,11,3,10,3,2,3,3,4,11,2,4,1,2,3,1,3,1,3,5,1,4,0,5,1,1,0,4,3,0,4,2,2,2,0,1,160.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,7,2,2,11,3,10,3,2,3,4,4,8,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,4,0,0,0,2,2,1,4,3,161.txt
3,0,0,0,0,0,3,0,3,3,0,2,1,2,2,4,2,2,1,1,0,2,0,0,0,0,2,1,1,1,1,1,1,3,1,9,7,2,3,11,3,10,9,2,4,5,5,6,2,4,6,7,1,3,1,7,1,4,4,1,3,4,4,3,4,7,0,6,3,0,0,0,0,0,163.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,7,3,2,3,2,3,3,4,4,2,4,1,2,3,1,0,0,3,1,0,0,0,5,0,0,0,5,0,3,0,2,2,1,4,2,165.txt
0,0,0,0,0,0,3,0,1,1,0,0,1,1,2,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,9,2,3,2,7,3,2,3,2,3,7,4,4,2,2,6,7,3,1,3,7,3,1,4,4,4,5,1,1,4,4,0,1,3,3,3,0,3,0,167.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,2,3,2,7,3,2,3,0,3,3,4,4,2,2,0,0,3,1,0,0,0,0,0,0,4,5,0,0,0,5,0,3,0,3,2,3,3,3,169.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,4,2,7,3,2,3,2,3,3,4,4,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,5,3,3,4,2,2,1,1,1,171.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,9,2,2,2,8,3,14,3,2,3,3,4,8,2,2,6,2,3,1,3,7,3,1,4,4,4,5,1,1,0,4,0,5,3,3,0,0,3,3,173.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,5,2,2,11,3,10,3,6,3,3,4,4,4,2,6,2,8,1,9,1,3,1,4,4,4,5,1,4,0,6,0,3,4,2,2,3,4,1,175.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,7,2,2,11,3,10,3,2,3,3,4,12,2,2,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,4,0,0,0,2,2,1,4,2,177.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,7,3,2,3,2,3,3,4,4,2,4,1,2,3,1,6,1,3,1,4,4,0,5,1,1,0,5,4,3,0,2,2,3,2,2,179.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,2,7,7,2,3,2,3,3,4,4,2,4,1,2,3,5,7,1,3,1,0,0,0,5,0,0,0,1,4,3,0,1,2,1,4,2,182.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,7,3,2,3,2,3,3,4,4,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,6,0,3,0,2,2,1,2,2,184.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,3,2,7,3,2,3,2,3,3,4,4,2,2,6,9,3,1,3,1,3,1,4,0,4,5,0,0,0,6,0,3,0,2,2,3,4,3,188.txt
0,0,0,0,0,0,3,0,1,3,0,0,1,1,2,4,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,10,2,2,11,3,10,10,2,4,3,4,11,2,2,6,5,3,1,3,7,3,1,4,4,4,5,4,1,5,0,3,5,0,5,3,3,3,0,189.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,2,3,4,7,12,10,3,2,3,3,4,7,2,2,1,2,3,1,3,1,3,5,4,4,0,7,1,1,0,4,0,0,0,2,2,3,4,3,191.txt
0,0,0,2,3,0,0,0,1,1,0,0,1,1,3,1,1,1,1,1,0,2,0,0,0,0,1,2,1,1,1,1,2,3,1,10,5,8,3,11,6,5,2,2,3,3,4,6,2,2,4,4,3,3,3,5,1,3,3,1,1,1,1,3,1,1,3,4,3,0,0,0,1,1,194.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,3,3,7,7,2,3,2,3,3,4,4,2,4,0,0,3,5,3,1,0,0,1,4,0,5,0,0,0,5,3,3,4,2,2,1,4,2,197.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,5,2,5,7,3,10,3,2,3,3,4,7,2,4,1,2,3,5,3,1,3,5,4,4,0,7,1,1,0,5,3,3,4,2,2,3,4,1,199.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,5,2,3,6,7,13,3,2,3,3,1,2,2,4,3,2,2,2,8,6,5,6,2,2,2,3,2,2,2,7,2,2,2,2,2,2,0,2,203.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,3,2,7,14,2,3,2,3,3,4,4,2,4,1,9,3,5,3,1,3,1,1,4,0,5,1,1,3,3,3,0,4,1,2,1,1,1,204.txt
0,0,0,0,0,0,3,0,1,1,0,0,1,1,3,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,5,2,3,11,3,10,3,2,4,3,4,15,2,2,3,5,7,1,3,3,1,1,4,1,3,4,1,3,4,7,2,2,2,0,0,0,0,3,209.txt
