0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,filename
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,30,0,26,0,18,15,10,8,14,2,16,27,34.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,7,7,0,0,0,6,0,4,8,4,0,11,10,15,21,12,10,8,14,0,0,10,36.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,22,0,26,0,18,15,10,8,14,2,16,24,40.txt
0,0,5,0,0,27,26,20,0,0,0,11,18,24,20,15,9,0,26,12,0,0,15,18,0,7,28,19,28,0,0,0,0,0,0,0,26,0,18,15,10,8,18,0,0,0,41.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,49.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,53.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,0,26,12,0,0,15,27,0,7,0,0,0,0,0,21,0,0,0,0,26,0,18,15,10,8,14,0,0,0,55.txt
0,0,0,0,0,28,26,20,0,0,0,11,18,24,20,15,9,25,8,21,15,12,23,14,18,7,6,9,3,8,28,4,13,4,6,3,3,3,3,3,10,8,17,1,28,24,57.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,8,20,19,7,23,14,18,7,9,27,3,29,28,4,20,4,22,11,23,15,21,12,10,8,19,2,16,2,60.txt
1,0,17,1,8,30,1,7,18,6,22,1,15,17,7,15,4,25,26,12,15,12,15,27,0,7,6,9,18,8,11,4,21,4,27,30,29,28,25,27,10,8,14,13,28,26,61.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,6,0,4,8,4,2,11,23,15,21,12,10,8,6,17,19,2,63.txt
1,17,17,1,5,4,17,6,21,12,22,1,15,17,6,1,29,28,26,12,0,30,15,18,0,12,6,9,18,8,7,18,21,15,6,3,3,3,3,3,17,20,29,1,28,26,65.txt
1,17,22,11,24,23,1,7,18,15,4,8,28,9,6,9,13,9,10,9,18,1,7,16,10,12,24,30,18,29,18,8,26,10,19,25,17,7,11,7,26,30,29,1,28,1,68.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,71.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,26,25,15,20,25,26,12,15,12,15,18,0,7,27,21,30,4,5,4,5,4,10,9,10,9,14,12,10,8,10,29,28,30,72.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,8,21,0,0,14,10,17,0,27,21,30,6,0,21,4,0,0,8,23,6,6,4,10,8,2,0,0,0,76.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,16,27,22,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,11,78.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,18,7,7,27,21,30,0,0,4,0,4,9,0,26,0,18,15,22,22,10,6,6,0,81.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,0,26,12,0,0,15,27,0,7,0,0,0,0,0,0,0,0,0,0,26,0,18,15,10,8,5,0,0,0,84.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,0,26,12,0,0,15,22,0,7,28,19,28,0,0,0,0,0,0,0,26,0,18,15,10,8,17,0,0,0,86.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,18,0,7,27,21,30,0,0,4,0,4,25,0,26,0,18,15,10,8,10,17,16,27,89.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,90.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,6,0,0,27,12,0,0,15,27,0,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,0,12,19,0,0,0,92.txt
1,5,14,1,8,3,17,6,21,6,22,1,15,17,8,1,3,6,4,4,7,28,23,4,18,13,6,12,27,8,6,16,6,11,1,7,1,16,8,11,1,28,1,2,16,22,95.txt
0,0,5,0,0,27,0,20,0,0,0,0,18,24,20,27,9,25,27,12,15,12,10,18,7,7,27,21,30,0,29,4,2,4,9,0,26,0,18,15,21,26,10,6,6,10,97.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,26,26,12,15,12,15,27,0,7,0,0,0,0,0,28,0,3,7,0,26,0,18,15,30,5,14,2,16,30,98.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,8,11,0,0,23,12,18,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,10,8,14,0,0,0,100.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,102.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,2,27,19,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,105.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,108.txt
0,0,0,0,0,27,26,20,0,25,0,11,18,24,20,15,9,25,8,28,24,23,20,13,10,7,4,4,13,5,0,4,16,4,8,14,4,29,6,6,10,8,0,5,5,8,110.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,23,22,21,0,30,23,16,18,7,6,9,3,8,8,6,13,20,22,23,8,16,12,22,10,8,19,27,28,24,112.txt
30,21,0,27,26,15,19,16,27,8,9,24,16,7,15,5,21,7,25,18,27,19,10,18,7,29,2,25,8,22,14,2,29,24,9,2,2,2,22,2,22,22,2,6,6,0,114.txt
30,21,5,29,28,17,19,12,5,9,26,24,10,14,16,18,22,17,18,2,11,14,2,26,7,15,2,25,8,22,23,2,2,27,8,15,21,2,2,13,20,23,10,5,5,0,116.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,23,26,12,0,0,15,27,0,7,0,0,0,0,0,6,0,20,22,19,6,27,11,19,10,8,14,17,28,17,118.txt
1,8,22,17,24,4,1,7,18,15,17,4,13,4,6,9,3,29,21,24,23,28,7,30,10,12,3,10,18,12,8,18,26,15,1,24,8,27,17,19,17,20,7,25,17,30,121.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,6,0,26,0,18,15,10,8,14,2,16,14,123.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,27,7,7,0,0,0,0,0,4,0,4,9,0,26,0,18,15,10,8,14,6,6,0,124.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,126.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,128.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,29,0,23,27,12,0,0,15,27,0,0,0,0,0,0,0,23,0,20,21,0,26,0,18,15,11,12,19,27,28,24,130.txt
30,21,0,27,26,17,19,11,29,8,9,24,2,7,15,19,21,18,20,2,2,11,10,27,7,15,15,5,8,24,13,10,29,24,9,10,12,13,22,10,2,14,14,6,6,0,132.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,2,3,3,3,3,3,10,8,14,17,16,24,135.txt
0,0,0,0,0,27,0,23,0,0,0,0,19,0,0,6,0,0,8,21,12,7,3,10,18,0,27,21,30,6,0,21,5,0,0,9,23,9,14,4,11,12,2,0,0,0,137.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,8,11,15,12,22,14,11,7,9,30,26,29,11,4,18,4,22,6,24,26,10,25,10,8,10,17,28,30,141.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,6,0,26,0,18,15,10,8,14,10,28,29,144.txt
1,0,17,1,24,25,17,6,21,15,22,1,15,17,6,15,29,22,12,6,0,30,21,15,10,7,6,18,23,8,8,24,11,19,30,19,8,21,11,30,29,21,30,17,28,27,145.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,0,0,0,10,147.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,11,27,7,7,0,0,0,0,0,4,0,4,9,0,26,0,18,15,10,8,14,6,6,0,149.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,2,3,3,3,3,3,10,8,14,2,16,15,151.txt
0,0,17,1,24,12,17,6,8,7,22,1,15,17,9,15,13,0,8,10,6,24,20,13,10,0,9,27,14,29,26,21,11,0,0,0,26,0,18,15,10,8,0,0,0,0,154.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,156.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,0,9,25,26,26,15,12,15,22,0,19,28,19,28,0,0,4,0,4,6,3,3,3,3,3,10,8,17,17,28,29,158.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,27,7,7,0,0,0,6,0,4,4,4,9,8,23,6,6,12,10,8,14,6,6,9,160.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,26,12,0,0,15,27,0,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,10,8,14,0,0,0,161.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,26,26,12,15,12,15,27,0,7,0,0,0,0,0,28,0,3,6,0,26,0,18,15,30,5,5,2,16,26,163.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,23,8,3,0,0,14,29,17,0,0,0,0,0,0,6,0,20,1,0,26,0,18,15,10,8,14,12,19,24,165.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,6,9,3,8,28,4,21,4,6,3,3,3,3,3,10,8,14,2,16,24,167.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,2,3,3,3,3,3,10,8,19,2,3,24,169.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,6,0,0,27,12,0,0,15,27,0,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,11,12,14,0,0,0,171.txt
0,0,0,0,0,27,26,25,0,0,0,11,24,0,29,15,26,22,26,12,0,30,15,22,0,0,25,22,28,0,0,15,0,6,15,29,25,28,25,26,10,8,17,1,28,26,173.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,27,0,22,27,12,0,0,15,18,0,0,27,21,30,0,0,23,0,18,2,0,26,0,18,15,11,12,10,17,16,15,175.txt
0,0,0,0,0,27,26,28,0,0,0,11,24,0,29,15,26,23,26,12,0,30,15,18,0,0,9,29,16,29,26,6,11,20,22,6,24,22,11,29,10,8,18,12,28,30,177.txt
0,0,0,0,0,27,26,28,0,0,0,11,24,0,29,15,26,23,8,21,0,30,3,3,18,0,9,27,3,29,26,6,13,6,3,6,8,22,11,29,10,8,10,17,28,13,179.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,29,0,23,8,10,1,7,9,14,29,0,27,21,30,0,0,6,0,20,22,0,26,0,18,15,0,25,15,17,29,2,182.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,7,0,26,0,18,15,10,8,14,12,16,24,184.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,188.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,189.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,18,7,7,25,22,28,0,0,4,0,4,6,0,26,0,18,15,2,14,10,2,16,26,191.txt
26,17,22,11,13,9,10,5,7,13,7,7,6,21,6,22,11,9,12,9,18,21,19,9,10,12,24,30,18,29,18,18,26,15,21,17,13,17,30,22,15,17,25,27,28,17,194.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,8,7,15,12,5,10,28,7,0,0,0,6,12,4,8,4,22,11,23,15,21,12,10,8,14,12,19,2,197.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,27,0,23,8,11,0,0,22,11,11,0,18,27,16,29,26,6,11,6,21,6,13,26,11,19,11,25,17,17,28,30,199.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,6,12,4,8,4,0,11,23,15,21,12,10,8,14,0,0,0,203.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,204.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,6,0,26,0,18,15,10,8,14,2,16,29,209.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,26,12,0,0,15,27,0,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,30,29,14,0,0,0,210.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,6,0,4,8,4,0,11,23,15,21,12,10,8,19,0,0,0,212.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,12,27,12,7,0,0,0,0,0,4,0,4,25,29,25,28,25,26,10,8,14,12,11,27,214.txt
1,5,14,1,13,9,12,5,7,16,22,29,15,16,11,13,24,10,11,7,30,21,5,20,27,20,21,14,23,17,18,18,12,15,29,17,17,23,13,30,25,24,29,20,17,20,217.txt
0,0,0,0,0,27,20,28,0,0,0,0,21,0,0,6,0,0,22,11,0,0,3,15,18,0,27,21,30,0,0,21,0,0,0,0,26,0,18,15,0,25,17,0,0,0,219.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,6,0,4,8,4,0,11,23,15,21,4,10,8,14,0,0,0,220.txt
30,21,0,29,2,15,2,2,20,2,2,2,16,27,17,14,2,16,2,18,10,14,2,22,2,2,16,25,8,15,16,13,2,5,5,2,2,12,16,2,23,22,9,4,2,0,222.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,6,12,4,8,4,0,11,23,15,21,12,10,8,14,0,0,9,225.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,227.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,229.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,6,0,0,27,12,0,0,15,27,0,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,11,25,14,0,0,0,231.txt
1,17,17,1,13,30,17,6,21,12,22,1,15,17,3,1,3,4,8,3,7,7,23,29,18,12,6,9,3,8,8,27,10,26,1,23,7,16,11,19,17,20,7,10,16,24,236.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,27,7,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,241.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,8,21,0,0,22,14,18,0,0,0,0,0,0,21,0,0,8,0,26,0,18,15,10,8,19,5,5,0,242.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,23,26,12,0,30,15,27,0,7,0,0,0,0,0,6,0,18,2,3,3,3,3,3,10,8,14,20,28,15,245.txt
30,2,5,29,2,15,2,2,2,2,2,2,2,27,17,19,2,27,2,18,29,2,2,27,2,2,2,25,8,15,2,2,2,5,15,2,2,2,24,2,19,22,5,17,28,26,247.txt
30,21,5,29,28,17,19,12,0,0,0,24,18,24,20,14,9,16,19,12,15,12,10,18,7,16,16,6,9,2,16,4,17,4,9,0,26,0,18,15,22,22,10,6,6,0,249.txt
30,21,0,27,26,17,18,12,27,8,9,24,2,7,15,19,21,27,25,18,13,11,10,27,4,30,15,5,8,24,15,10,29,24,9,16,21,13,22,13,2,14,14,6,6,0,250.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,252.txt
1,17,17,1,24,12,17,6,21,7,22,1,15,17,9,25,13,4,8,19,20,20,20,29,11,12,3,30,1,29,3,8,6,10,1,6,24,16,10,11,14,16,7,20,28,30,256.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,2,27,19,7,0,0,0,0,0,4,0,4,5,0,26,0,18,15,10,8,14,4,2,0,258.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,1,0,26,0,18,15,10,8,14,10,16,24,260.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,0,26,12,0,0,15,22,0,7,28,22,28,0,0,0,0,0,0,0,26,0,18,15,10,8,17,0,0,0,261.txt
0,0,0,0,0,27,26,28,0,0,0,11,20,0,21,15,18,0,8,20,0,0,9,11,3,8,0,0,0,7,4,0,3,16,0,4,9,4,4,4,10,8,19,0,0,8,264.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,269.txt
0,0,0,0,0,27,0,28,0,0,0,14,24,0,29,30,27,22,8,5,0,30,9,13,9,0,18,27,4,29,26,15,20,19,3,18,8,22,30,29,12,13,0,17,28,24,272.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,8,21,15,12,22,11,21,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,19,0,0,0,274.txt
0,0,0,0,0,0,26,20,0,0,0,11,18,24,20,0,9,13,15,26,3,3,2,25,2,6,25,22,28,6,5,3,16,28,30,14,10,29,6,6,5,29,9,23,3,27,276.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,1,1,15,12,22,1,11,7,0,0,0,0,0,4,0,4,7,0,26,0,18,15,10,8,14,2,16,22,280.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,26,12,0,0,15,27,0,0,0,0,0,0,0,21,0,0,0,0,26,0,18,15,10,8,14,0,0,0,282.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,18,0,7,27,21,30,0,0,4,0,4,0,0,26,0,18,15,10,8,10,0,0,0,283.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,12,27,5,7,0,0,0,0,0,4,0,4,25,30,29,28,25,27,22,22,14,2,16,15,284.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,27,0,7,0,0,0,0,0,4,0,4,6,0,26,0,18,15,10,8,14,20,28,26,286.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,22,0,7,25,19,28,0,0,4,0,4,0,0,26,0,18,15,10,8,17,0,0,0,288.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,23,26,12,0,0,2,27,12,0,0,0,0,0,27,6,2,20,27,29,25,28,25,26,10,8,14,10,28,26,290.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,10,18,5,7,27,21,30,0,0,4,0,4,8,0,26,0,18,15,22,22,17,5,5,0,293.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,295.txt
28,5,14,16,16,3,1,7,17,21,17,7,28,6,8,8,11,5,23,27,18,22,17,9,10,27,24,3,18,3,8,9,15,11,21,17,14,17,11,30,1,1,1,30,24,17,297.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,300.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,303.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,6,9,1,8,3,4,9,4,27,29,25,28,25,26,10,8,5,13,28,29,305.txt
0,0,5,0,0,27,26,20,0,0,0,11,18,24,20,15,9,23,8,11,0,30,23,29,18,7,6,9,1,8,3,23,21,20,6,21,8,16,10,11,10,8,16,17,28,26,307.txt
0,0,6,0,0,27,0,28,0,0,0,0,21,0,0,27,0,23,27,12,0,0,10,18,7,0,27,21,30,0,0,21,0,0,0,0,26,0,18,15,0,13,10,0,0,0,311.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,8,11,15,12,23,14,18,7,6,9,14,8,28,4,18,4,30,6,8,16,11,22,10,8,14,12,28,26,313.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,0,26,12,0,0,15,27,0,7,0,0,0,6,0,21,8,17,0,11,10,15,21,12,10,8,14,0,0,10,318.txt
0,0,0,0,0,27,26,28,0,0,0,11,21,0,0,15,0,0,8,21,0,0,9,14,18,0,0,0,0,4,0,21,8,0,0,11,23,15,21,4,10,8,14,0,0,0,320.txt
17,5,14,16,13,3,12,6,21,16,18,7,4,6,8,8,24,20,4,4,26,5,5,4,28,22,21,14,18,26,28,26,23,7,28,7,30,8,8,8,4,4,4,3,24,17,322.txt
17,5,14,16,13,3,12,6,21,16,18,7,4,6,8,8,24,20,4,4,26,5,5,4,28,22,21,14,18,26,28,26,23,7,28,7,30,8,8,8,4,4,4,3,24,17,323.txt
1,0,16,1,22,4,4,6,8,4,1,29,1,1,6,0,13,22,3,19,6,16,20,3,11,6,3,27,27,29,6,24,9,6,1,1,8,1,17,1,10,8,14,17,28,30,324.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,18,0,7,27,21,30,0,0,4,0,4,0,0,26,0,18,15,10,8,11,0,0,0,326.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,26,12,15,12,15,27,0,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,14,0,0,0,328.txt
0,0,0,0,0,27,0,28,0,0,0,0,21,0,0,6,0,0,27,12,0,0,15,18,0,0,27,21,30,0,0,21,0,0,0,0,26,0,18,15,11,25,10,0,0,0,329.txt
0,0,0,0,0,27,26,20,0,0,0,11,18,24,20,15,9,25,8,11,15,12,22,14,11,7,0,0,0,0,0,4,0,4,0,0,26,0,18,15,10,8,19,0,0,0,333.txt
