0,1,2,3,4,5,6,7,8,9,10,11,12,13,filename
0,7,0,0,0,11,0,8,0,7,0,30,12,0,165.txt
10,7,5,8,0,9,9,8,0,8,0,8,12,0,167.txt
10,0,5,8,0,9,0,8,0,7,0,8,12,0,169.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,10,171.txt
10,0,5,8,0,9,9,8,0,0,0,8,12,0,173.txt
0,7,0,8,0,11,9,8,0,16,14,27,12,0,175.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,177.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,179.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,0,182.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,184.txt
0,7,0,8,0,11,0,8,0,7,0,30,12,0,188.txt
10,7,5,8,0,9,9,8,0,13,0,8,12,10,189.txt
0,7,0,0,12,11,0,8,0,17,0,30,12,0,191.txt
0,7,0,0,0,11,9,8,0,13,14,18,15,10,194.txt
0,7,0,0,0,11,0,0,0,7,14,30,12,10,197.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,199.txt
0,7,0,0,0,11,9,8,0,9,0,30,12,10,203.txt
0,7,0,0,0,11,0,0,10,8,14,30,15,10,204.txt
10,0,5,8,10,9,9,8,0,10,0,8,12,10,209.txt
0,0,0,0,0,11,9,8,0,7,13,30,12,0,210.txt
0,7,0,0,0,11,0,8,0,7,13,30,12,0,212.txt
10,7,5,8,0,9,0,8,12,7,0,8,12,0,214.txt
0,7,0,0,0,11,16,8,0,9,12,30,15,0,217.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,11,219.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,220.txt
0,0,0,0,11,25,0,8,0,7,0,30,12,0,222.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,10,225.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,227.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,229.txt
0,0,0,0,0,11,0,0,12,7,0,30,12,10,231.txt
0,7,0,0,0,11,0,8,0,14,0,30,12,0,236.txt
10,7,5,8,0,10,9,8,0,7,0,8,12,0,241.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,242.txt
0,7,0,0,0,11,9,8,0,8,0,30,12,0,245.txt
0,0,0,0,11,11,0,8,0,7,0,29,12,0,247.txt
0,7,0,0,11,11,0,0,0,0,0,30,12,10,249.txt
0,7,0,0,12,11,0,0,0,23,0,30,12,0,250.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,252.txt
0,0,0,0,0,11,0,8,0,7,0,29,12,0,256.txt
0,0,0,0,0,11,0,8,0,12,0,30,12,0,258.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,260.txt
10,0,5,8,0,10,9,8,0,7,0,8,12,0,261.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,10,264.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,269.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,272.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,274.txt
10,9,5,10,0,13,0,8,0,11,11,8,12,10,276.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,10,280.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,282.txt
0,7,0,0,0,11,9,8,0,10,0,30,12,0,283.txt
0,0,5,8,0,10,0,8,0,10,0,24,12,0,284.txt
10,7,5,8,0,10,0,8,0,7,0,8,12,0,286.txt
0,7,0,8,0,11,9,8,0,7,0,30,12,10,288.txt
10,7,5,8,0,9,9,8,0,7,0,8,12,0,290.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,293.txt
10,0,5,8,10,9,9,8,0,8,0,8,12,10,295.txt
0,7,0,0,0,11,18,8,0,8,14,30,15,0,297.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,300.txt
0,0,0,0,0,11,0,8,0,8,0,30,12,0,303.txt
10,0,5,8,0,9,0,8,0,7,0,8,12,19,305.txt
0,7,0,0,17,11,9,8,0,7,0,29,12,0,307.txt
0,7,0,0,11,11,0,8,0,7,0,30,12,0,311.txt
0,7,0,0,0,11,9,8,0,7,0,29,12,0,313.txt
0,7,0,0,12,11,9,0,0,7,0,30,12,10,318.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,320.txt
0,7,0,0,10,12,0,8,0,9,15,13,12,0,322.txt
0,7,0,0,10,12,0,8,0,9,15,13,12,0,323.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,324.txt
10,7,5,8,10,9,9,8,12,8,0,8,12,10,326.txt
10,7,5,8,0,13,9,8,0,11,11,8,20,26,328.txt
0,7,0,0,0,11,0,0,12,7,0,30,12,0,329.txt
0,0,0,0,0,11,0,0,10,7,0,30,12,0,333.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,335.txt
0,0,0,0,0,11,9,0,0,0,0,30,12,0,337.txt
0,0,0,0,12,11,9,8,0,8,0,30,16,10,341.txt
10,7,5,8,10,9,9,8,0,17,0,8,12,18,342.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,344.txt
0,0,0,8,0,11,0,8,0,0,13,30,12,0,347.txt
9,0,5,8,15,10,0,8,10,11,0,26,12,10,349.txt
10,9,5,8,0,13,0,8,10,7,11,8,12,24,352.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,10,354.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,358.txt
0,7,0,0,0,11,0,0,12,7,0,30,12,0,360.txt
10,7,5,8,0,9,9,8,0,10,0,8,12,0,362.txt
0,0,0,8,0,11,0,8,12,14,0,30,12,0,364.txt
0,0,0,0,0,11,0,8,0,0,0,30,12,0,365.txt
0,7,0,0,12,11,0,8,0,10,0,30,15,0,368.txt
0,7,0,8,0,10,0,8,0,7,0,28,12,10,369.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,371.txt
0,7,0,0,10,11,0,8,0,8,14,14,15,10,375.txt
10,0,5,8,0,9,0,8,0,7,0,8,12,10,377.txt
10,0,5,8,0,9,9,8,0,7,0,8,12,0,380.txt
0,7,0,0,10,11,9,8,0,0,14,16,15,0,382.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,385.txt
0,7,0,0,0,11,9,8,0,8,15,10,12,0,386.txt
0,7,0,0,0,11,9,0,0,7,0,30,15,10,387.txt
9,7,5,8,0,10,0,8,12,7,0,8,12,0,391.txt
0,0,0,0,0,11,0,8,10,7,0,30,12,10,394.txt
10,0,5,8,11,9,9,8,0,8,0,8,12,0,395.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,397.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,400.txt
0,0,0,0,0,11,0,8,10,7,0,30,12,12,402.txt
0,7,0,8,0,11,0,8,0,7,0,23,12,0,405.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,407.txt
0,0,0,8,0,11,0,8,0,7,0,13,12,29,411.txt
10,7,5,8,0,9,0,8,0,17,0,8,12,10,413.txt
10,0,5,8,0,10,9,8,0,7,0,8,12,0,416.txt
0,7,0,0,0,11,9,8,12,7,0,23,15,0,417.txt
0,7,0,0,0,12,0,0,0,8,0,30,12,11,419.txt
0,0,0,0,0,11,9,8,12,7,0,30,12,10,421.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,423.txt
10,7,5,8,15,9,0,8,0,20,0,8,12,10,425.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,427.txt
0,0,0,0,0,11,9,0,0,7,0,30,12,10,430.txt
10,7,5,8,10,10,0,8,0,7,0,8,12,0,434.txt
0,7,0,0,0,11,16,8,0,7,12,30,15,0,436.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,439.txt
0,7,0,0,0,11,9,0,0,14,0,30,12,10,444.txt
0,7,0,0,11,11,0,8,0,7,0,30,12,0,447.txt
0,7,0,0,11,11,9,0,0,10,0,30,12,10,449.txt
0,7,0,0,0,11,0,8,10,9,0,30,15,0,452.txt
10,7,5,8,10,9,9,8,12,8,0,8,12,0,454.txt
10,0,5,8,11,9,0,8,0,9,24,8,12,0,456.txt
0,0,0,8,0,11,0,8,0,7,0,30,12,0,458.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,460.txt
0,7,0,0,0,11,0,8,0,14,0,30,15,0,463.txt
10,0,5,8,0,9,0,8,0,7,0,8,12,0,465.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,29,469.txt
0,0,0,0,10,11,0,8,0,8,0,21,12,0,472.txt
10,7,5,8,0,10,0,8,0,8,0,26,12,0,473.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,0,475.txt
0,0,0,0,0,11,0,8,0,7,13,26,12,0,477.txt
0,7,0,8,0,11,0,8,0,7,0,29,12,0,479.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,481.txt
0,7,0,8,0,11,0,8,0,7,0,30,12,0,485.txt
0,0,0,0,0,11,0,8,10,8,0,30,12,0,487.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,488.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,491.txt
0,0,0,0,0,0,0,8,0,7,0,30,12,0,492.txt
0,0,0,0,0,0,0,8,0,7,0,30,12,0,494.txt
10,7,5,8,11,13,0,8,0,7,11,8,12,10,496.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,10,498.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,0,500.txt
10,8,5,8,0,13,0,8,0,8,11,8,12,10,502.txt
10,7,5,8,0,9,0,8,0,8,0,8,12,0,503.txt
0,0,0,0,10,11,9,8,0,8,0,23,12,0,505.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,507.txt
0,7,5,8,0,10,9,8,0,7,0,20,12,0,510.txt
0,7,0,8,0,11,9,8,0,7,0,23,12,0,513.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,516.txt
9,0,5,8,10,9,9,8,12,17,0,8,12,18,518.txt
0,7,0,0,12,11,9,0,12,7,0,30,10,10,521.txt
0,7,0,0,0,11,9,8,14,11,0,30,12,10,524.txt
10,9,5,22,0,13,0,8,9,7,11,8,12,10,527.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,529.txt
10,7,5,8,0,9,0,8,0,8,0,8,12,0,530.txt
0,7,5,8,0,10,0,8,10,8,18,21,12,0,532.txt
10,0,5,8,0,10,0,8,0,8,0,23,12,18,534.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,0,536.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,538.txt
9,7,5,8,0,9,9,8,10,8,0,8,12,0,541.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,543.txt
0,0,0,0,0,11,0,8,0,16,0,30,12,0,545.txt
0,7,0,0,0,11,9,0,0,7,14,30,16,10,549.txt
0,7,0,8,0,11,9,8,0,0,13,30,12,0,551.txt
10,0,5,8,0,10,9,8,0,7,0,23,12,0,554.txt
10,10,5,8,10,13,9,8,0,7,11,8,12,10,557.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,10,558.txt
0,0,0,8,0,11,0,8,12,7,0,27,12,0,561.txt
0,7,0,0,10,11,0,8,0,14,0,0,12,12,564.txt
0,7,0,0,11,11,0,8,0,14,0,30,12,0,566.txt
0,0,0,0,0,11,9,8,0,0,0,30,12,10,568.txt
0,7,0,0,0,11,9,8,0,0,0,30,12,0,572.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,10,574.txt
0,7,0,0,12,11,9,8,0,7,0,30,12,0,576.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,10,578.txt
0,7,0,0,10,11,0,8,0,8,0,21,12,0,580.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,582.txt
0,7,0,0,0,11,0,0,0,7,14,30,12,10,584.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,586.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,10,588.txt
0,7,5,8,0,10,0,8,0,22,0,30,12,0,591.txt
10,0,5,8,0,10,9,8,0,7,13,8,12,0,594.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,0,596.txt
0,7,0,0,0,11,0,0,0,20,0,30,12,10,598.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,600.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,0,603.txt
10,0,5,8,0,9,9,8,10,7,0,8,12,0,604.txt
0,0,0,0,0,11,9,8,0,8,0,30,12,0,606.txt
0,7,0,0,0,11,9,8,0,8,14,30,12,0,607.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,613.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,615.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,10,618.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,0,621.txt
0,7,0,0,0,11,0,8,10,7,0,30,12,21,623.txt
0,7,0,0,0,11,9,8,0,7,0,20,12,10,624.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,627.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,628.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,629.txt
0,7,0,0,12,12,0,0,0,7,15,30,12,11,631.txt
10,7,5,8,15,9,0,8,0,8,0,8,12,10,633.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,635.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,637.txt
0,7,0,0,0,11,0,0,0,7,14,30,15,0,642.txt
0,7,0,0,0,11,0,8,12,7,0,30,12,0,645.txt
0,7,0,0,12,11,9,8,0,8,15,30,15,0,647.txt
0,7,0,0,12,11,0,8,10,17,0,30,12,0,650.txt
0,7,5,8,0,10,9,8,0,7,0,30,12,0,652.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,10,654.txt
0,7,0,8,0,11,0,8,0,7,0,30,12,21,657.txt
0,7,0,0,0,11,0,8,0,21,0,30,12,0,658.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,11,662.txt
10,7,5,8,12,10,0,8,0,10,0,27,12,0,663.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,665.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,19,669.txt
0,7,0,0,0,11,0,8,10,9,0,30,12,0,671.txt
0,7,5,8,0,10,0,8,12,7,14,23,15,0,673.txt
10,7,5,8,0,10,9,8,0,7,0,8,12,0,675.txt
0,0,0,15,0,11,9,8,0,15,0,0,12,10,678.txt
10,7,5,8,0,10,0,8,0,7,0,8,12,18,680.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,683.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,0,685.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,687.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,689.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,691.txt
0,7,0,0,12,11,9,8,0,11,0,30,15,10,695.txt
0,0,0,0,0,11,0,8,0,7,0,29,12,0,696.txt
0,0,0,0,0,11,9,8,12,7,0,23,12,0,700.txt
10,7,5,8,0,9,0,8,0,8,0,8,12,0,703.txt
0,7,0,0,12,11,9,8,0,8,14,30,12,10,705.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,706.txt
0,0,0,0,12,11,10,0,0,12,0,30,16,27,709.txt
0,7,0,0,12,11,0,8,0,7,0,30,12,0,711.txt
0,7,0,0,12,11,0,8,0,0,14,30,12,0,712.txt
10,7,5,14,0,13,11,8,9,7,11,8,12,10,713.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,11,716.txt
0,0,0,0,11,11,9,8,0,0,0,30,0,10,722.txt
0,7,0,8,0,11,0,8,10,8,0,30,12,0,724.txt
0,7,0,0,0,11,0,0,0,7,14,30,15,11,727.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,728.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,0,732.txt
0,7,0,8,12,11,0,8,0,8,0,30,12,0,734.txt
10,0,5,8,0,19,9,8,0,17,0,8,12,10,735.txt
0,7,0,0,11,11,0,8,0,14,0,30,12,0,737.txt
10,7,5,8,0,10,0,8,0,0,0,8,12,0,738.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,0,741.txt
0,7,0,0,11,11,10,8,12,11,0,30,0,0,743.txt
0,7,0,0,0,11,9,8,0,7,0,26,12,0,747.txt
10,7,5,10,0,13,11,8,9,12,11,8,12,10,748.txt
0,0,0,0,0,11,9,8,10,7,0,30,12,0,751.txt
0,7,0,0,0,11,9,8,12,9,14,30,15,10,755.txt
10,0,5,8,10,9,9,8,0,0,0,8,23,0,756.txt
0,7,5,8,0,10,0,8,10,7,0,17,12,0,760.txt
0,7,0,0,0,11,9,0,12,7,0,30,15,0,765.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,766.txt
0,0,0,0,0,11,0,8,10,7,0,30,12,0,768.txt
10,0,5,8,11,9,9,8,12,7,0,8,21,10,771.txt
0,0,0,8,0,10,9,8,12,7,0,30,13,0,772.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,773.txt
10,0,5,8,0,9,9,8,0,0,0,8,12,0,775.txt
10,7,5,8,0,10,9,8,0,8,0,8,12,10,777.txt
10,7,5,8,0,10,9,8,0,7,0,8,12,10,779.txt
0,0,0,0,0,11,0,8,0,8,13,30,12,0,781.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,785.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,0,787.txt
0,7,0,0,10,11,9,8,0,7,0,20,12,0,790.txt
0,7,0,0,0,11,9,8,0,15,0,30,12,0,792.txt
10,0,5,8,0,9,0,8,0,7,0,8,12,0,796.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,800.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,802.txt
10,7,5,11,15,13,9,8,0,8,11,8,12,0,806.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,807.txt
0,0,0,0,0,11,0,8,0,0,13,30,12,0,810.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,0,813.txt
0,7,0,0,12,11,9,8,0,8,14,30,15,0,816.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,10,817.txt
0,7,0,0,0,11,9,8,0,7,14,30,12,0,818.txt
0,7,0,0,11,11,0,0,0,0,0,30,12,11,821.txt
10,0,5,8,0,10,0,8,0,7,0,27,12,0,824.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,827.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,831.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,10,832.txt
0,0,0,0,0,11,9,8,0,7,0,30,12,0,834.txt
0,7,0,0,12,11,0,8,0,8,0,30,12,18,836.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,10,839.txt
0,7,0,0,0,11,0,8,12,7,17,30,12,0,842.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,847.txt
0,7,0,0,0,11,0,0,0,7,14,30,12,23,851.txt
10,7,5,8,11,13,0,8,0,7,11,8,12,10,852.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,855.txt
10,0,5,8,10,9,9,8,12,8,0,8,12,0,857.txt
0,0,0,0,0,11,0,8,10,7,0,30,12,0,859.txt
0,0,0,8,0,11,0,8,0,7,30,24,12,0,861.txt
0,7,0,0,12,11,9,0,12,17,0,30,12,0,864.txt
10,0,5,8,0,9,9,8,0,7,0,8,12,10,866.txt
10,7,5,8,0,9,9,8,0,7,0,8,12,0,868.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,870.txt
0,0,0,8,0,10,0,8,0,7,0,21,12,0,872.txt
0,0,0,0,11,11,10,8,0,0,0,30,12,0,874.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,0,879.txt
0,7,0,0,0,11,0,0,0,24,0,30,12,0,882.txt
0,7,0,0,11,11,0,0,0,13,0,30,12,10,884.txt
0,0,0,0,0,11,0,8,0,16,0,30,12,24,885.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,0,886.txt
0,7,0,0,0,11,0,8,0,7,0,26,12,0,889.txt
0,7,0,0,12,11,0,0,12,8,0,30,12,10,891.txt
0,0,5,8,0,10,0,8,0,0,0,23,12,0,893.txt
0,0,0,0,11,11,0,8,0,7,0,30,12,0,896.txt
10,0,5,8,0,10,9,8,0,7,0,8,23,0,900.txt
0,7,0,8,0,10,0,8,0,0,13,20,12,0,902.txt
0,7,0,0,12,11,9,8,0,7,14,30,10,10,905.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,907.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,909.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,911.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,10,914.txt
0,7,0,0,0,11,9,8,0,7,0,11,15,0,917.txt
0,0,0,0,0,11,0,8,12,7,0,18,12,0,922.txt
0,7,0,0,0,11,9,8,0,7,27,30,15,0,924.txt
0,0,0,0,0,11,0,8,0,0,0,30,12,0,925.txt
0,0,0,0,0,11,0,8,0,7,0,23,12,0,926.txt
10,7,5,8,0,9,0,8,0,14,0,8,12,10,928.txt
10,0,5,8,0,10,0,8,0,7,0,20,12,0,930.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,932.txt
0,7,0,0,0,11,15,8,0,0,14,30,15,0,935.txt
10,7,5,8,0,9,9,8,0,9,0,8,12,10,940.txt
0,7,0,0,0,11,0,8,0,12,0,30,12,0,942.txt
0,7,0,0,0,11,16,8,10,8,14,30,15,10,944.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,946.txt
0,7,0,0,0,11,0,8,0,24,0,30,9,0,949.txt
0,7,0,0,0,11,9,0,0,8,0,30,12,10,951.txt
10,7,5,8,0,10,0,8,0,7,19,8,12,0,954.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,10,956.txt
10,7,5,8,0,10,0,8,0,0,0,20,12,19,959.txt
0,7,5,8,0,10,0,8,0,7,0,30,12,19,961.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,962.txt
0,7,0,0,11,11,0,8,0,7,0,30,12,0,964.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,966.txt
0,7,0,0,0,11,9,8,0,7,0,30,12,0,968.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,0,970.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,0,974.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,975.txt
0,7,0,0,0,11,0,8,0,8,14,30,15,0,979.txt
0,7,0,0,0,11,18,8,0,7,14,30,15,10,981.txt
10,7,5,8,0,10,9,8,0,7,0,8,12,0,987.txt
0,7,0,0,12,11,0,0,0,11,0,30,12,0,989.txt
0,7,0,0,0,11,0,8,3,1,3,1,1,3,994.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,10,996.txt
0,0,0,8,0,11,9,8,12,7,0,29,12,19,998.txt
0,7,0,0,0,11,9,0,12,7,0,30,15,0,1002.txt
0,7,0,0,0,11,0,0,0,8,0,30,12,10,1005.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,0,1008.txt
0,7,0,0,12,11,9,8,0,7,0,29,15,10,1010.txt
