0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,filename
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,16,19,24,0,3,17,0,0,0,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92.txt
0,0,25,0,0,0,0,24,16,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,1,17,3,17,29,7,7,0,0,6,0,0,8,30,20,10,10,19,14,9,3,3,3,14,7,3,3,3,8,14,15,14,25,11,9,12,4,9,95.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,22,21,28,16,15,14,14,14,11,14,19,8,17,3,17,29,7,7,0,2,25,12,0,0,23,15,10,10,19,14,9,3,3,3,5,30,3,3,3,2,14,15,14,25,17,14,29,7,6,97.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,27,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,0,4,4,10,10,19,14,9,3,3,3,14,0,5,5,5,2,0,0,0,0,21,16,8,6,6,98.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,17,29,7,7,0,2,6,11,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,102.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,105.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,3,15,14,14,14,11,14,19,24,17,8,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,108.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,110.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,112.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,17,29,7,7,0,2,6,0,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,0,6,4,114.txt
0,0,24,0,7,0,0,18,0,25,18,23,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,16,29,7,7,0,2,6,0,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,2,14,15,14,25,11,2,2,5,2,116.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,16,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118.txt
9,2,1,16,2,2,13,1,9,7,26,10,26,1,7,29,7,19,9,21,9,22,30,7,16,10,18,15,8,6,26,26,6,26,11,1,1,1,10,7,11,8,29,27,11,23,23,29,20,9,3,11,3,3,3,5,14,15,14,25,14,4,27,6,4,121.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,17,29,7,7,0,2,6,12,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,4,4,123.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,21,27,16,15,14,14,14,11,16,19,8,19,3,17,10,9,9,0,2,0,11,0,0,4,4,10,10,19,14,9,3,3,3,3,0,6,6,6,8,5,5,5,8,21,16,8,6,6,124.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,0,0,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,29,16,15,14,14,14,11,16,19,24,18,3,17,9,8,8,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,128.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,130.txt
0,0,24,0,7,0,15,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,27,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,132.txt
0,0,24,0,7,0,0,18,0,25,18,0,18,0,0,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,0,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,135.txt
0,0,25,0,0,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,30,7,7,0,0,13,1,5,5,30,18,6,6,6,12,11,3,3,3,1,25,2,2,2,3,2,2,2,2,3,3,3,2,3,137.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,141.txt
0,0,24,0,7,0,0,19,0,25,18,21,18,25,18,18,12,17,16,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,24,4,4,18,3,3,14,9,15,13,16,3,0,3,3,3,0,14,15,14,25,14,4,27,1,4,144.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,27,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,7,4,4,10,10,19,14,9,3,3,3,3,0,6,6,6,8,27,30,30,21,14,4,27,6,4,145.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,30,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,17,16,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,149.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,151.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,154.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,16,3,15,14,14,14,11,14,19,24,17,8,3,30,7,7,0,2,1,1,1,13,4,4,6,6,6,6,6,6,6,6,3,3,3,3,3,0,14,15,14,25,14,4,27,21,4,156.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,17,29,7,7,0,2,6,0,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,4,4,158.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,21,28,16,15,14,14,14,11,16,19,24,19,3,17,10,9,9,0,2,1,1,5,0,4,4,10,10,19,14,11,3,3,3,1,23,2,2,2,3,2,2,2,2,3,3,3,25,3,160.txt
0,0,24,0,7,0,0,18,0,25,18,0,18,25,18,18,18,17,0,16,15,14,14,14,11,16,19,24,0,3,0,0,0,0,0,2,1,1,1,0,4,4,10,10,19,14,9,15,13,16,3,0,3,3,3,2,14,15,14,25,14,4,27,0,4,161.txt
0,0,25,0,0,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,17,29,7,7,0,0,6,0,0,0,30,20,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,4,4,163.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,8,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,165.txt
0,0,1,2,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,3,4,4,4,4,4,1,1,5,1,1,6,5,5,16,7,1,6,2,16,4,10,1,12,13,10,8,2,2,2,2,3,10,3,3,3,18,14,15,14,25,14,4,27,3,4,167.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,15,14,14,14,11,14,19,5,17,3,17,30,7,7,0,2,6,0,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,173.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,177.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,179.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,182.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,184.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,17,16,16,15,14,14,14,11,14,19,24,17,15,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,188.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,21,27,16,15,14,14,14,11,16,19,8,0,3,17,0,0,0,0,2,11,0,0,0,4,4,10,10,19,14,9,3,3,3,14,0,7,7,7,8,27,27,29,20,21,16,8,18,6,189.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,16,16,15,14,14,14,11,14,19,24,17,3,17,30,7,7,0,2,1,1,1,4,4,4,10,10,19,14,9,3,3,3,3,10,3,3,3,4,14,15,14,25,14,4,27,1,4,191.txt
23,2,3,29,30,24,2,4,6,9,30,28,22,6,10,13,26,28,15,24,8,6,6,11,15,13,18,26,14,21,29,18,16,29,15,30,6,30,24,8,12,17,12,13,12,15,26,2,17,2,5,0,6,6,6,8,27,28,30,30,21,16,29,4,6,194.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,13,1,5,1,30,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,197.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,199.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,22,21,27,16,15,14,14,14,11,16,19,8,0,3,17,0,0,0,0,2,14,0,0,14,30,20,10,10,19,14,9,3,3,3,16,11,26,28,19,9,27,29,26,15,11,25,10,25,26,203.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,204.txt
0,0,25,0,0,0,0,18,0,25,18,21,18,25,18,18,22,20,16,16,15,14,14,14,11,14,19,5,17,3,17,29,7,7,0,0,6,0,0,0,30,20,10,10,19,14,9,3,3,3,14,30,5,5,5,2,0,0,0,6,21,16,8,4,6,209.txt
0,0,24,0,7,0,0,18,0,25,18,0,18,25,18,18,12,20,16,16,15,14,14,14,11,16,19,24,0,3,0,0,0,0,0,2,1,1,1,0,4,4,10,10,19,14,9,15,13,16,3,0,3,3,3,0,14,15,14,25,14,4,27,1,4,210.txt
0,0,24,0,7,0,15,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,15,3,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,212.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,12,24,16,16,15,14,14,14,11,14,19,22,17,3,17,29,7,7,0,2,0,0,0,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,214.txt
9,2,1,16,2,25,16,1,2,3,26,2,3,3,3,25,26,30,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,22,27,5,11,3,8,15,15,9,30,18,29,27,9,19,30,6,6,6,17,30,11,12,21,20,17,29,8,13,217.txt
0,0,25,0,0,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,24,1,1,5,0,4,4,10,10,19,14,11,3,3,3,1,23,2,2,2,0,2,2,2,2,14,15,0,2,16,219.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,15,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,220.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,222.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,225.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,16,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,0,4,4,10,10,19,14,9,3,3,3,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,227.txt
0,0,24,0,7,0,0,18,0,25,18,21,18,25,18,18,18,17,0,16,15,14,14,14,11,14,19,24,17,3,17,29,7,7,0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,229.txt
0,0,24,0,7,0,0,18,0,25,18,0,18,25,18,18,18,17,0,16,15,14,14,14,11,16,19,24,0,3,0,0,0,0,0,2,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,231.txt
0,0,1,5,7,0,0,18,0,25,18,21,18,25,18,18,12,20,16,16,1,1,1,1,1,1,1,5,1,1,6,5,5,5,7,1,6,30,24,7,10,8,29,2,10,2,2,2,2,2,3,0,3,3,3,0,14,15,14,25,14,4,27,6,4,236.txt
