0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,filename
0,7,0,5,6,1,0,1,5,0,0,4,0,2,0,8,7,323.txt
0,0,7,0,1,6,0,1,0,0,0,4,0,2,0,0,4,324.txt
6,0,0,5,6,6,5,5,5,0,0,4,0,2,0,8,4,326.txt
6,0,0,5,6,1,5,5,5,0,0,5,0,7,0,8,4,328.txt
0,7,8,0,1,6,0,1,0,0,0,4,0,2,0,0,4,329.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,9,0,0,4,333.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,9,0,8,0,335.txt
0,0,7,0,1,6,0,1,0,0,0,4,0,2,0,0,0,337.txt
0,0,0,5,1,6,0,1,0,0,6,4,0,2,0,8,4,341.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,7,0,8,0,342.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,9,0,8,4,344.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,347.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,349.txt
6,0,6,5,6,1,5,5,5,0,0,5,0,7,7,8,0,352.txt
6,9,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,354.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,0,358.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,4,360.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,362.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,364.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,2,0,8,0,365.txt
0,7,8,0,1,6,0,1,0,0,0,4,0,2,0,0,0,368.txt
6,7,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,369.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,371.txt
0,7,0,0,6,6,0,1,5,0,0,4,0,2,0,0,4,375.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,7,0,8,0,377.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,380.txt
0,7,8,0,8,1,0,1,0,0,0,4,0,2,0,0,0,382.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,385.txt
0,7,0,0,6,1,0,1,5,0,0,4,0,10,0,0,4,386.txt
0,0,8,5,1,1,0,1,0,0,0,4,0,2,0,8,4,387.txt
6,7,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,391.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,9,0,8,4,394.txt
6,0,0,5,6,1,5,5,5,0,6,4,0,2,0,8,0,395.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,397.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,400.txt
0,0,0,5,1,1,0,1,0,0,6,4,0,2,0,8,0,402.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,405.txt
0,0,8,5,1,6,0,1,0,0,0,4,0,9,0,8,4,407.txt
0,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,0,411.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,4,413.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,416.txt
0,0,0,0,6,1,0,1,5,0,0,4,0,2,0,0,4,417.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,4,419.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,9,0,8,4,421.txt
0,0,8,0,1,6,0,1,0,0,0,4,0,2,0,0,4,423.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,425.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,4,427.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,9,0,0,4,430.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,434.txt
0,7,8,0,1,7,0,1,0,0,0,4,0,12,0,0,0,436.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,9,0,8,0,439.txt
0,0,8,0,1,6,0,1,0,0,0,4,0,9,0,0,4,444.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,447.txt
0,7,8,0,1,6,0,1,0,0,6,4,0,2,0,0,4,449.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,452.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,454.txt
6,0,0,5,6,1,5,1,5,0,6,4,0,2,0,8,0,456.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,458.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,460.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,463.txt
6,0,0,5,1,1,5,1,5,0,0,4,0,2,0,8,4,465.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,469.txt
0,0,7,0,6,6,0,1,0,0,0,4,0,2,0,0,4,472.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,473.txt
0,0,7,5,1,6,0,1,0,0,0,4,0,2,0,8,0,475.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,477.txt
0,7,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,479.txt
6,7,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,481.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,485.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,487.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,488.txt
0,0,8,5,1,1,0,1,0,0,0,4,0,2,0,8,0,491.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,492.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,494.txt
6,0,6,5,6,1,6,5,5,0,6,5,0,7,7,8,0,496.txt
0,7,7,0,1,6,0,1,0,0,0,4,0,2,0,0,4,498.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,500.txt
6,0,6,5,6,1,5,5,5,0,0,5,0,7,0,8,0,502.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,503.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,505.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,507.txt
6,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,0,510.txt
0,7,0,5,1,6,0,1,5,0,0,4,0,2,0,8,4,513.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,4,516.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,518.txt
0,7,8,0,1,1,0,1,0,0,6,6,0,2,0,0,4,521.txt
0,0,8,0,6,1,0,1,0,0,0,4,0,2,0,0,4,524.txt
8,0,9,5,6,1,6,7,5,6,0,5,0,7,4,7,9,527.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,2,0,8,4,529.txt
6,9,0,5,6,1,5,5,5,0,0,4,0,7,0,8,4,530.txt
6,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,0,532.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,534.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,536.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,538.txt
6,0,0,5,1,1,5,1,5,0,0,4,0,2,0,8,0,541.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,543.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,2,0,8,0,545.txt
0,7,8,0,1,6,0,1,0,0,0,4,0,2,0,0,0,549.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,551.txt
6,7,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,554.txt
6,0,6,5,6,1,5,5,5,0,0,5,0,7,7,8,0,557.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,558.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,561.txt
0,0,0,5,6,1,0,1,5,0,6,4,0,2,0,8,7,564.txt
0,0,0,5,1,7,0,1,5,0,0,4,0,2,0,8,0,566.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,568.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,572.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,4,574.txt
0,7,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,576.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,9,0,0,0,578.txt
0,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,0,580.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,582.txt
0,0,8,0,1,6,0,1,0,0,0,4,0,2,0,0,0,584.txt
6,0,0,5,6,6,6,1,5,0,0,4,0,2,0,8,0,586.txt
0,0,7,5,1,6,0,1,0,0,0,4,0,2,0,8,4,588.txt
6,7,0,5,1,6,0,1,5,0,0,4,0,2,0,8,0,591.txt
6,0,0,5,1,1,5,1,5,0,0,4,0,2,0,8,4,594.txt
0,0,7,5,1,6,0,1,0,0,0,4,0,2,0,8,0,596.txt
0,7,8,0,1,6,0,1,0,0,0,4,0,2,0,0,0,598.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,9,0,0,4,600.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,603.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,4,604.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,9,0,8,4,606.txt
0,7,8,5,1,1,0,1,0,0,0,4,0,2,0,8,0,607.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,4,613.txt
0,7,8,0,1,1,0,1,0,0,0,4,0,9,0,0,4,615.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,4,618.txt
0,7,8,0,1,1,0,1,0,0,0,4,0,2,0,0,0,621.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,4,623.txt
0,0,0,0,6,1,0,1,5,0,0,4,0,2,0,0,4,624.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,0,627.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,9,0,8,0,628.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,2,0,8,4,629.txt
0,7,8,0,1,1,0,1,0,0,0,6,0,2,1,2,1,631.txt
6,7,0,5,6,7,5,5,5,0,0,4,0,10,0,8,0,633.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,635.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,637.txt
0,7,8,5,1,1,0,1,0,0,0,4,0,2,0,8,0,642.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,645.txt
0,7,8,0,6,1,0,1,0,0,0,4,0,10,0,0,4,647.txt
0,0,0,5,1,6,0,1,0,0,0,4,0,9,0,8,4,650.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,652.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,11,0,0,0,654.txt
0,0,0,5,1,1,0,1,5,0,6,4,0,2,0,8,0,657.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,0,658.txt
0,0,7,0,1,6,0,1,0,0,0,4,0,9,0,0,0,662.txt
6,7,0,5,1,1,5,1,5,0,0,4,0,2,0,8,4,663.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,665.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,669.txt
0,7,8,0,1,1,0,1,0,0,0,4,0,9,0,0,0,671.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,673.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,4,675.txt
0,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,4,678.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,680.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,2,0,8,0,683.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,0,685.txt
0,0,7,5,1,1,0,1,0,0,0,4,0,2,0,8,0,687.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,9,0,8,0,689.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,691.txt
0,0,8,0,1,6,0,1,0,0,0,4,0,2,0,0,4,695.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,696.txt
0,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,0,700.txt
6,9,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,703.txt
0,0,8,0,8,6,0,1,0,0,0,4,0,2,0,0,0,705.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,706.txt
0,0,7,0,1,6,0,1,0,0,6,4,0,9,0,0,0,709.txt
0,0,0,5,1,1,0,1,0,0,6,4,0,2,0,8,0,711.txt
0,7,0,5,1,6,0,1,0,0,0,4,0,2,0,8,0,712.txt
8,0,6,5,6,1,6,6,5,6,0,5,0,7,4,7,5,713.txt
0,7,8,0,1,1,0,1,0,0,0,4,0,3,0,0,4,716.txt
0,0,0,5,1,1,0,1,0,0,6,4,0,2,0,8,0,722.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,724.txt
0,7,8,0,1,7,0,1,0,0,0,4,0,2,0,0,4,727.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,0,728.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,732.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,734.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,735.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,9,0,8,0,737.txt
6,0,0,5,1,1,5,1,5,0,0,4,0,2,0,8,0,738.txt
0,0,7,0,1,6,0,1,0,0,0,4,0,9,0,0,0,741.txt
0,0,0,5,1,1,0,1,0,0,6,4,0,2,0,8,0,743.txt
0,0,0,5,1,1,0,1,5,0,0,4,0,9,0,8,0,747.txt
6,0,6,5,6,1,6,5,5,6,0,5,0,7,4,7,5,748.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,751.txt
0,7,8,0,1,7,0,1,0,0,6,4,0,2,0,0,4,755.txt
6,0,0,5,6,6,5,5,5,0,0,4,0,2,0,8,4,756.txt
6,7,0,5,6,1,0,1,5,0,0,4,0,2,0,8,4,760.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,2,0,0,4,765.txt
0,0,7,0,1,6,0,1,0,0,0,4,0,2,0,0,0,766.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,768.txt
6,0,0,5,6,1,5,5,5,0,0,4,0,2,0,8,4,771.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,4,772.txt
0,0,8,0,1,1,0,1,0,0,0,4,0,9,0,0,0,773.txt
6,0,0,5,6,6,5,5,5,0,0,4,0,2,0,8,0,775.txt
6,0,0,5,1,1,5,1,5,0,0,4,0,2,0,8,4,777.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,779.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,781.txt
0,7,7,5,1,1,0,1,0,0,0,4,0,2,0,8,0,785.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,4,787.txt
0,0,0,5,6,1,0,1,5,0,0,4,0,2,0,8,4,790.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,792.txt
6,0,0,5,6,1,5,1,5,0,0,4,0,2,0,8,0,796.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,4,800.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,802.txt
8,0,6,5,6,1,6,6,5,0,0,5,0,7,7,8,0,806.txt
0,0,8,5,1,1,0,1,0,0,0,4,0,2,0,8,4,807.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,810.txt
0,0,7,0,1,6,0,1,0,0,0,4,0,2,0,0,0,813.txt
0,0,8,0,6,6,0,1,0,0,0,4,0,9,0,0,4,816.txt
0,0,8,0,1,6,0,1,0,0,0,4,0,9,0,0,0,817.txt
0,0,8,5,1,6,0,1,0,0,0,4,0,2,0,8,4,818.txt
0,0,8,0,1,6,0,1,0,0,0,4,0,2,0,0,0,821.txt
6,0,0,5,1,1,0,1,5,0,0,4,0,2,0,8,0,824.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,827.txt
0,0,0,5,6,1,0,1,0,0,0,4,0,2,0,8,0,831.txt
0,0,7,0,1,1,0,1,0,0,0,4,0,2,0,0,0,832.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,834.txt
0,7,0,5,1,1,0,1,0,0,0,4,0,9,0,8,0,836.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,839.txt
0,0,0,5,1,1,0,1,0,0,0,4,0,2,0,8,0,842.txt
0,7,7,0,1,6,0,1,0,0,0,4,0,12,0,0,0,847.txt
