0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,filename
5,12,10,11,0,17,5,0,4,5,0,0,5,5,0,0,0,6,0,10,6,0,3,0,3,9,13,0,0,5,6,0,8,7,0,14,7,8,0,6,0,9,9,9,0,0,6,5,10,8,0,0,0,26.txt
5,12,10,12,0,16,5,6,4,0,0,0,5,5,0,4,0,0,0,9,7,7,3,4,4,10,26,0,0,5,6,6,8,0,6,26,8,8,11,6,9,9,10,9,0,0,6,7,5,14,19,0,5,28.txt
5,12,8,8,0,13,4,0,15,5,0,0,7,5,0,4,0,6,0,0,6,0,3,5,4,9,8,12,0,5,0,6,8,7,0,7,7,14,0,6,0,11,9,9,0,0,6,5,6,8,0,0,0,30.txt
5,16,10,12,0,16,5,21,12,5,14,8,5,5,9,2,5,17,3,14,4,9,5,2,1,15,3,30,2,10,7,3,14,5,28,4,6,6,6,4,28,6,10,9,0,5,6,6,9,21,20,7,0,32.txt
5,12,10,11,0,13,4,6,15,0,4,5,5,5,0,4,0,6,0,0,9,0,3,4,3,9,12,12,6,5,6,0,8,7,8,12,7,14,8,6,21,10,9,9,0,0,6,5,4,8,16,6,8,34.txt
5,12,10,12,0,16,5,6,15,0,9,7,10,0,0,8,0,8,0,10,6,3,3,0,3,10,29,12,9,4,6,0,8,8,21,26,8,15,21,7,8,9,13,9,0,0,6,11,18,14,0,7,0,36.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,0,6,0,3,0,3,10,26,0,0,5,6,0,8,17,6,26,8,8,0,6,9,9,10,9,0,0,6,6,0,14,0,6,0,40.txt
5,12,10,11,0,16,5,21,19,5,0,8,5,5,0,0,0,6,0,10,0,0,3,0,4,10,17,9,0,5,6,0,8,7,14,20,7,23,0,6,19,9,9,9,8,0,6,5,10,21,0,12,0,41.txt
5,12,10,12,0,16,5,6,4,5,9,5,5,5,0,4,0,0,0,11,7,0,3,4,3,10,29,0,9,5,6,0,8,0,8,26,8,8,17,6,8,9,11,9,0,0,6,6,7,14,0,7,6,49.txt
5,12,10,11,0,17,4,7,15,0,0,0,5,5,0,4,0,6,0,0,6,0,3,0,3,9,13,0,0,5,6,0,8,7,0,14,7,13,11,6,0,9,9,9,0,0,6,5,4,8,0,6,0,53.txt
5,12,10,11,0,17,5,0,4,5,0,0,5,5,0,4,0,8,0,10,0,0,3,0,3,9,13,0,6,5,6,0,8,7,15,14,7,8,0,6,21,9,9,9,0,0,6,5,10,8,0,12,0,55.txt
5,12,10,11,0,15,4,6,4,0,0,7,5,5,0,4,0,0,0,0,0,0,3,0,4,9,13,0,0,5,6,16,8,7,0,15,7,8,23,6,0,9,9,9,0,0,6,5,4,8,0,0,0,57.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,10,0,0,3,0,3,10,29,0,9,5,6,0,8,20,0,26,8,8,0,8,8,9,10,9,0,0,6,6,0,14,0,7,0,60.txt
5,16,8,8,0,13,4,0,15,0,0,0,5,5,9,4,0,6,0,11,6,0,3,0,8,8,7,0,0,5,0,0,8,7,0,7,7,17,0,6,0,7,9,9,0,0,6,5,4,7,0,0,0,61.txt
5,12,10,12,0,16,5,6,4,5,0,7,5,5,0,4,0,0,10,0,7,0,3,4,3,10,17,0,4,5,6,0,8,7,6,20,7,8,23,6,7,9,9,9,0,0,6,6,8,14,0,13,8,63.txt
5,16,10,11,0,13,4,0,15,5,0,0,5,5,9,4,0,6,0,0,0,0,3,0,4,9,12,19,0,5,6,6,8,7,6,10,7,14,0,6,0,10,9,9,0,0,6,5,4,8,0,6,0,65.txt
5,16,8,8,0,13,4,6,15,5,0,5,5,5,9,4,9,0,0,11,0,0,0,0,3,9,10,0,0,0,6,6,8,8,6,7,7,14,8,0,0,11,9,9,0,0,6,5,4,8,0,0,0,68.txt
5,12,10,11,0,16,5,6,4,5,0,5,0,0,0,0,0,6,0,10,0,0,0,0,3,10,15,0,0,5,6,0,8,7,6,28,7,8,8,6,0,9,8,9,0,0,6,5,10,8,0,0,0,71.txt
5,12,10,12,0,16,5,6,12,5,9,5,5,5,0,4,0,0,0,10,9,7,3,10,3,10,30,11,9,4,6,0,8,8,17,26,8,23,17,5,8,9,12,9,0,0,6,2,1,14,21,7,6,72.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,4,0,0,0,0,0,0,3,10,4,10,30,0,9,4,6,6,8,0,0,26,8,8,20,7,8,9,7,9,0,0,6,7,11,14,5,7,0,76.txt
5,12,10,11,0,13,4,0,4,0,0,0,5,5,0,0,0,6,0,9,6,0,0,0,3,9,10,0,0,5,6,0,8,7,0,12,7,20,12,6,0,10,9,9,0,0,6,5,4,8,0,0,5,78.txt
5,12,10,12,0,16,5,0,15,0,9,0,5,5,0,4,0,0,0,10,6,0,3,8,4,10,29,9,9,5,6,0,8,8,17,26,8,22,17,7,8,9,11,9,0,0,6,6,12,17,0,7,0,81.txt
5,12,10,11,0,17,4,0,4,0,0,0,5,5,0,4,0,6,0,0,6,0,3,0,3,9,13,0,0,5,6,6,8,7,0,14,7,8,0,6,0,9,9,9,0,0,6,5,4,8,0,0,0,84.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,4,0,0,0,10,6,0,3,5,3,10,29,0,9,5,6,6,8,11,10,26,8,8,17,7,8,9,11,9,0,0,6,7,5,14,0,7,0,86.txt
6,8,8,7,0,11,4,0,15,5,0,0,7,5,0,4,0,16,0,10,6,0,3,0,5,4,5,15,0,5,0,6,6,7,6,7,10,0,0,6,0,11,9,11,0,0,5,5,13,0,0,0,0,89.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,4,0,0,0,10,0,0,3,0,3,10,29,0,9,4,6,0,8,0,0,26,8,8,17,7,8,9,11,9,0,0,6,6,0,14,0,7,0,90.txt
5,12,10,12,0,16,5,0,4,5,9,0,5,5,0,4,0,0,0,0,0,0,3,0,3,10,29,0,9,5,6,6,8,0,17,26,8,8,17,7,8,9,11,9,0,0,6,7,5,14,0,7,0,92.txt
5,16,10,12,0,17,4,0,15,0,0,0,5,5,9,4,13,22,0,10,0,0,3,0,3,9,17,0,0,5,6,0,8,8,0,17,7,17,12,6,0,9,9,9,0,0,6,5,4,12,8,0,0,95.txt
9,23,4,21,4,5,3,4,3,4,0,17,4,3,5,0,0,8,0,0,6,3,3,0,4,10,17,9,8,5,6,6,8,7,6,21,7,10,12,6,18,9,9,9,0,0,6,12,10,21,16,13,0,97.txt
5,12,10,12,0,16,5,0,15,0,4,0,5,5,0,4,0,0,0,0,0,0,3,0,3,10,29,0,4,5,6,0,8,8,0,26,8,17,0,6,7,9,11,9,0,0,6,6,0,14,0,7,0,98.txt
5,12,10,12,0,16,5,0,15,0,9,0,5,5,0,4,0,0,0,10,0,0,3,0,3,10,29,0,9,5,6,0,8,8,17,26,8,18,17,7,8,9,11,9,0,0,6,6,0,14,0,7,0,100.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,6,0,0,0,0,3,0,3,10,17,0,0,5,6,0,8,7,6,21,7,8,0,6,0,9,9,9,0,0,6,6,10,14,0,6,0,102.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,10,0,0,6,0,3,8,3,10,21,0,0,5,6,0,8,7,8,26,8,19,0,6,0,9,10,9,0,0,6,6,0,14,0,6,8,105.txt
5,12,10,12,0,16,5,0,4,5,0,0,5,5,0,4,0,0,0,10,6,0,3,0,3,10,27,0,0,5,6,0,8,0,0,26,8,8,0,6,0,9,11,9,0,0,6,6,0,14,0,10,0,108.txt
5,12,10,12,0,16,5,0,15,0,4,0,5,5,0,4,0,0,0,11,6,0,3,0,3,10,29,0,4,4,6,0,8,8,10,26,8,14,17,7,7,9,11,9,0,0,6,6,0,14,5,7,0,110.txt
5,12,10,12,0,16,5,6,4,0,4,5,5,5,0,4,0,0,0,0,6,0,3,0,3,10,22,0,4,5,6,6,8,12,0,25,8,8,8,6,7,9,9,9,0,0,6,7,5,14,0,6,0,112.txt
5,12,10,11,0,16,5,0,15,0,0,0,12,0,0,0,0,6,0,0,9,0,3,4,4,10,17,9,0,5,6,6,8,7,8,21,7,12,0,6,0,9,9,9,0,0,6,5,10,16,0,0,8,114.txt
5,12,10,11,0,17,5,6,8,0,4,7,5,8,0,4,0,6,0,10,6,0,3,0,3,9,13,9,6,5,6,0,8,7,0,19,7,10,23,6,21,9,9,9,0,0,6,5,10,21,0,6,0,116.txt
6,8,10,12,0,16,5,0,15,5,0,0,5,5,0,4,0,0,0,11,6,0,3,8,3,10,27,0,0,5,6,6,8,25,9,26,8,8,0,6,10,9,10,9,0,0,6,7,5,14,0,0,6,118.txt
5,16,10,12,0,16,5,5,4,5,0,5,5,5,9,4,9,0,0,9,7,7,4,4,3,10,29,0,9,0,6,6,8,20,8,26,8,20,18,0,10,9,10,9,7,5,6,7,5,14,7,7,5,121.txt
6,8,8,8,0,13,4,0,15,5,0,0,29,18,0,0,0,6,0,11,0,0,3,0,3,9,7,0,0,5,0,0,8,7,6,7,10,20,0,6,0,7,9,11,0,0,6,5,6,8,0,0,0,123.txt
5,12,10,12,0,16,5,0,15,0,0,0,12,0,0,0,0,0,0,10,7,0,3,4,3,10,27,14,0,5,6,0,8,8,22,26,8,12,0,6,0,9,14,9,0,0,6,11,0,14,0,6,8,124.txt
5,12,10,12,0,16,5,6,4,0,0,7,5,5,0,4,0,0,0,13,9,0,3,4,3,10,26,0,0,5,6,0,8,0,8,26,8,8,11,6,13,9,10,9,0,0,6,6,0,14,0,0,6,126.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,8,0,0,0,0,6,0,3,0,3,10,29,0,12,5,6,0,8,10,24,26,8,20,17,7,8,9,11,9,0,0,6,6,0,14,0,7,0,128.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,0,7,7,3,4,3,10,29,0,12,5,6,6,8,0,8,26,8,8,0,6,8,9,11,9,0,0,6,7,5,14,0,7,6,130.txt
5,12,10,12,0,16,5,0,15,0,4,0,5,5,0,4,0,0,0,0,0,7,3,0,3,10,29,29,4,5,6,6,8,8,17,26,8,13,17,7,7,9,11,9,0,0,6,7,5,14,0,7,0,132.txt
5,12,10,11,0,17,5,0,4,0,0,0,5,5,0,4,0,0,0,11,6,0,3,0,3,9,13,0,0,5,6,6,8,7,0,17,7,8,15,6,20,9,9,9,0,0,6,5,10,8,0,0,0,135.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,4,0,0,0,9,0,15,0,10,4,10,30,0,9,4,6,14,8,0,0,26,8,8,20,5,25,9,7,9,0,0,6,13,11,14,5,7,7,137.txt
5,12,10,12,0,16,5,0,15,0,0,0,5,5,0,4,0,0,0,0,6,0,3,0,4,10,26,29,0,5,6,6,8,8,0,26,8,12,0,6,17,9,9,9,0,0,6,7,5,14,16,11,0,141.txt
5,12,10,12,0,16,5,0,15,5,0,0,5,5,0,4,0,0,0,10,6,0,3,8,3,10,19,18,0,5,6,0,8,7,9,26,8,12,0,6,0,9,9,9,0,0,6,6,0,14,0,6,8,144.txt
5,16,10,11,0,21,4,0,15,0,4,0,5,5,9,4,0,0,0,10,6,0,3,0,3,9,15,0,4,5,6,6,8,7,6,16,7,14,15,6,7,9,9,9,0,0,6,5,4,12,0,0,0,145.txt
5,12,10,12,0,16,5,6,4,0,4,5,5,5,0,4,0,0,0,9,9,0,3,4,3,10,29,0,4,5,6,6,8,0,8,26,8,8,17,7,7,9,11,9,0,0,6,7,5,14,0,7,7,147.txt
5,12,10,12,0,16,5,0,15,0,0,0,12,0,0,0,0,0,0,12,9,0,3,4,3,10,17,0,0,5,6,0,8,7,19,21,7,14,0,6,0,9,9,9,0,0,6,9,10,14,0,6,5,149.txt
6,8,10,11,0,16,5,0,15,0,0,0,5,5,0,4,0,0,0,10,6,0,3,0,3,10,15,0,0,5,6,0,8,7,6,19,7,20,0,6,9,9,9,9,0,0,6,5,10,8,0,0,0,151.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,13,6,0,3,0,3,10,27,0,9,5,6,6,8,8,6,26,8,19,0,6,16,9,10,9,0,0,6,8,5,14,0,15,0,154.txt
5,12,10,12,0,16,5,0,4,5,0,0,5,5,0,4,0,0,0,9,6,0,0,12,3,10,29,0,12,5,6,0,8,0,24,26,8,8,0,6,10,9,11,9,0,0,6,6,0,14,0,7,9,156.txt
5,12,10,11,0,18,4,0,15,5,0,0,5,5,0,4,0,6,0,9,7,0,3,8,4,9,13,0,0,5,6,6,8,7,8,13,7,16,0,6,0,9,9,9,0,0,6,5,4,8,0,0,5,158.txt
5,12,10,12,0,16,5,0,15,0,9,0,5,5,0,4,0,0,0,0,6,7,3,0,3,10,29,0,4,4,6,6,8,8,17,26,8,16,17,7,7,9,11,9,0,0,6,6,0,14,0,7,0,160.txt
5,12,10,12,0,16,5,0,4,0,0,0,22,0,0,0,0,0,0,10,6,0,3,0,3,10,26,0,0,5,6,6,8,7,0,26,8,18,0,6,24,9,10,9,0,0,6,12,5,14,0,6,0,161.txt
5,12,8,8,0,13,4,0,15,0,0,0,17,0,0,0,0,16,0,0,6,0,3,0,5,7,6,14,0,5,0,0,8,7,0,7,10,0,0,6,0,7,9,11,0,0,6,5,13,0,0,9,0,163.txt
5,12,10,12,0,16,5,0,4,5,0,0,5,5,0,4,0,0,0,13,6,0,3,0,3,10,27,0,12,5,6,6,8,0,0,26,8,8,0,6,10,9,10,9,0,0,6,7,5,14,0,6,0,165.txt
5,12,8,8,0,13,4,0,4,5,0,0,5,5,0,4,0,8,0,0,6,0,0,0,3,9,8,0,0,5,0,0,8,7,0,7,7,8,12,6,0,7,9,9,0,0,6,5,4,8,0,0,0,167.txt
5,12,8,9,0,13,4,0,4,0,0,0,5,5,0,14,0,0,0,10,0,0,3,0,3,9,10,0,0,5,6,0,8,7,0,9,7,8,0,6,0,10,9,9,0,0,6,5,4,8,0,0,0,169.txt
5,12,10,12,0,16,5,0,4,5,0,0,5,5,0,4,0,0,0,0,6,7,3,8,3,10,29,0,12,5,6,6,8,19,24,26,8,8,0,6,8,9,11,9,0,0,6,7,5,14,0,7,6,171.txt
5,12,10,10,0,13,4,0,15,0,0,0,5,5,0,4,0,6,0,0,0,0,0,0,3,9,10,0,0,5,6,6,8,7,0,10,7,14,0,6,0,10,9,9,0,0,6,5,4,8,0,0,0,173.txt
5,12,10,11,5,16,5,5,15,5,0,0,9,5,0,4,0,0,0,9,6,0,3,0,4,9,15,0,8,5,6,6,8,7,6,20,7,17,0,6,14,9,9,9,7,0,6,5,10,14,7,0,5,175.txt
6,18,10,12,0,16,5,0,15,5,0,0,5,5,0,4,0,0,0,0,6,0,3,8,3,10,27,0,8,5,6,6,8,8,9,26,8,18,0,6,14,9,10,9,0,0,6,7,5,14,0,0,6,177.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,0,0,0,3,0,4,10,27,0,0,5,6,6,8,10,0,26,8,8,0,6,12,9,10,9,0,0,6,7,5,14,0,6,0,179.txt
5,12,10,12,0,16,5,6,4,5,9,5,5,5,0,4,0,0,0,0,6,0,3,0,4,10,29,0,9,4,6,6,8,0,10,26,8,8,17,7,8,9,11,9,0,0,6,7,5,14,0,7,0,182.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,0,6,0,3,0,3,10,27,0,0,5,6,0,8,20,0,26,8,8,0,6,16,9,10,9,0,0,6,6,0,14,0,10,0,184.txt
5,12,10,12,0,16,5,0,4,5,0,0,5,5,0,4,0,0,0,10,0,0,3,0,3,10,17,0,0,5,6,0,8,7,0,21,7,8,0,6,0,9,9,9,0,0,6,6,10,14,0,0,0,188.txt
5,12,8,9,0,13,4,0,15,5,0,0,24,0,0,0,0,6,0,0,6,0,3,0,3,9,8,0,0,5,0,6,8,7,26,7,10,16,0,6,20,11,8,0,0,0,6,5,6,8,0,0,0,189.txt
5,12,10,12,0,16,5,6,15,0,0,0,5,5,0,4,0,0,0,0,6,0,0,0,3,10,23,9,0,5,6,0,8,7,6,26,8,12,11,6,30,9,10,9,0,0,6,6,0,14,13,0,0,191.txt
5,16,10,12,0,13,4,0,9,5,0,0,5,5,9,4,9,6,0,0,6,0,3,0,3,9,4,0,1,0,6,0,8,8,6,1,1,17,1,0,2,10,6,12,10,5,6,1,1,1,1,4,4,194.txt
5,12,10,12,0,16,5,6,4,0,9,5,5,5,0,4,0,0,0,0,8,7,3,8,3,10,29,0,9,4,6,0,8,0,17,26,8,8,17,7,8,9,11,9,0,0,6,6,7,14,0,7,6,197.txt
5,12,10,12,0,16,5,6,15,0,4,7,5,5,0,4,0,0,0,0,0,0,3,0,3,10,27,13,4,5,6,6,8,8,6,26,8,12,23,6,7,9,10,9,0,0,6,7,5,14,0,6,0,199.txt
5,12,10,12,0,16,5,6,4,5,9,5,18,0,0,8,0,6,0,0,6,0,3,0,3,10,29,0,0,5,6,0,8,19,0,26,8,8,8,6,8,9,14,9,0,0,6,12,7,14,0,6,0,203.txt
5,12,10,12,0,16,5,6,4,0,9,5,5,5,0,4,0,0,0,0,7,7,3,10,3,10,30,0,9,4,6,0,8,20,17,26,8,8,17,7,8,9,7,9,0,0,6,6,7,14,0,7,6,204.txt
6,8,10,11,0,13,4,0,15,5,0,0,13,0,0,0,0,6,0,0,7,0,3,8,3,9,10,13,0,5,6,0,8,7,8,10,7,12,0,6,0,10,9,9,0,0,6,5,6,8,13,0,8,209.txt
5,12,10,12,0,16,5,0,15,0,0,0,25,0,0,0,0,10,0,0,0,0,3,0,3,10,17,0,0,5,6,0,8,7,0,26,8,17,0,6,0,9,9,9,0,0,6,12,0,14,0,6,0,210.txt
5,12,10,12,0,16,5,0,4,5,0,0,5,5,0,4,0,0,0,10,6,0,3,0,3,10,26,0,8,5,6,0,8,0,0,26,8,8,0,6,9,9,10,9,0,0,6,6,0,14,0,10,0,212.txt
5,12,8,8,0,13,4,0,15,0,0,0,7,5,0,4,0,6,0,9,7,0,3,4,3,9,8,29,0,5,0,0,8,7,8,7,7,12,0,6,0,7,9,9,0,0,6,5,6,8,0,6,5,214.txt
5,16,10,12,5,16,5,5,15,0,17,0,19,17,9,10,10,17,9,3,4,17,5,2,14,22,3,30,1,2,4,4,15,5,29,1,2,6,6,4,26,1,6,12,10,5,6,1,1,2,4,1,1,217.txt
5,12,10,12,5,16,5,5,15,0,21,0,5,5,0,4,0,0,0,0,6,7,3,10,4,10,30,12,9,4,6,7,8,8,10,26,8,17,20,5,8,9,7,9,7,0,6,13,11,14,5,7,0,219.txt
5,12,10,12,0,16,5,0,4,5,9,0,5,5,0,4,0,0,0,0,6,15,3,0,3,10,29,0,9,5,6,0,8,0,0,26,8,8,17,7,8,9,11,9,0,0,6,6,0,14,0,7,0,220.txt
5,12,10,12,0,16,5,21,12,0,9,8,5,5,0,4,0,0,0,0,0,0,3,0,4,10,29,9,9,5,6,6,8,8,11,26,8,23,17,7,8,9,11,9,0,0,6,7,5,21,0,7,0,222.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,4,0,0,0,0,0,5,3,0,3,10,29,0,9,4,6,6,8,19,17,26,8,8,17,7,8,9,11,9,0,0,6,7,5,14,0,7,0,225.txt
5,12,10,12,0,16,5,6,4,5,0,5,5,5,0,0,0,0,0,0,6,7,3,0,3,10,24,0,0,5,6,0,8,7,0,26,8,8,8,6,0,9,10,9,0,0,6,6,7,14,0,0,0,227.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,0,0,0,3,0,3,10,27,0,0,5,6,0,8,8,0,26,8,19,0,6,8,9,11,9,0,0,6,6,0,14,0,6,0,229.txt
5,12,10,12,0,16,5,6,15,0,4,0,10,0,0,8,0,0,0,9,7,0,3,4,3,10,29,0,4,4,6,6,8,8,8,26,8,12,17,7,7,9,11,9,0,0,6,9,5,14,0,7,7,231.txt
5,16,10,12,0,16,5,0,4,0,0,0,5,5,9,4,0,6,0,0,0,0,3,0,3,10,17,0,0,5,6,0,8,8,0,20,8,20,0,6,0,9,9,9,0,0,6,6,0,14,0,6,0,236.txt
5,12,10,11,0,16,5,6,15,0,0,5,5,5,0,4,0,6,0,9,7,0,0,8,3,9,15,29,0,5,6,0,8,7,6,28,7,12,8,6,0,9,9,9,0,0,6,5,10,8,0,0,5,241.txt
5,12,10,12,0,16,5,6,4,0,4,7,5,5,0,4,0,0,0,10,8,5,3,10,3,10,30,0,4,4,6,8,8,8,8,26,8,8,17,5,7,9,7,9,0,0,6,8,11,14,5,7,6,242.txt
5,12,10,12,0,16,5,0,15,5,0,0,5,5,0,4,0,0,0,10,0,0,3,0,3,10,17,0,0,5,6,6,8,7,6,21,7,17,0,6,0,9,9,9,0,0,6,5,10,14,0,0,0,245.txt
5,12,10,11,0,16,5,21,10,0,0,8,5,8,0,4,0,0,0,0,6,0,3,0,3,10,17,9,0,5,6,6,8,7,0,20,7,23,13,6,0,9,9,10,0,0,6,5,10,21,0,0,0,247.txt
5,12,10,12,0,16,5,21,10,0,4,8,5,4,0,4,0,0,0,10,0,0,3,0,4,10,29,9,4,4,6,0,8,8,10,26,8,23,17,7,7,9,11,9,0,0,6,6,9,4,6,7,0,249.txt
5,12,10,12,5,16,5,5,15,0,15,5,5,8,0,4,0,0,0,9,6,0,4,8,3,10,29,9,9,5,6,0,8,8,17,26,8,22,17,7,10,9,11,9,7,0,6,6,7,17,7,7,7,250.txt
5,12,10,12,0,16,5,6,4,0,0,5,5,5,0,4,0,0,0,0,8,0,3,8,3,10,27,0,0,5,6,0,8,8,6,26,8,19,8,6,9,9,10,9,0,0,6,6,7,14,0,6,6,252.txt
5,16,10,12,0,16,5,0,15,0,0,0,5,5,9,4,8,0,0,11,0,0,3,0,3,10,17,16,0,5,6,6,8,8,10,20,8,12,0,6,0,9,9,9,0,0,6,7,5,14,0,0,0,256.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,0,0,0,0,0,6,0,3,0,3,10,27,0,0,5,6,0,8,8,0,26,8,19,0,6,8,9,10,9,0,0,6,6,0,14,0,6,0,258.txt
5,12,10,12,0,16,5,0,4,0,0,0,5,5,0,4,0,0,0,0,6,0,3,0,3,10,29,0,9,5,6,0,8,0,0,26,8,8,0,6,8,9,11,9,0,0,6,6,0,14,0,7,0,260.txt
5,12,10,11,0,16,5,0,15,5,0,0,22,0,0,0,0,0,0,0,6,0,3,0,4,9,13,0,0,5,6,6,8,7,15,28,7,18,0,6,16,9,0,9,0,0,6,5,10,8,16,11,0,261.txt
5,12,10,12,0,16,5,0,4,0,9,0,5,5,0,4,0,0,0,10,0,5,3,0,3,10,29,0,4,5,6,6,8,20,0,26,8,8,17,7,7,9,11,9,0,0,6,6,0,14,0,7,0,264.txt
5,12,10,12,0,16,5,0,4,5,9,0,5,5,0,4,0,0,0,10,0,0,3,10,3,10,30,0,9,4,6,6,8,0,0,26,8,8,17,7,8,9,7,9,0,0,6,7,11,14,24,7,0,269.txt
5,12,10,12,0,16,5,6,4,0,0,5,5,5,0,4,0,0,0,9,6,0,3,5,3,10,26,0,0,5,6,6,8,0,14,26,8,8,8,6,9,9,10,9,0,0,6,7,5,14,0,0,5,272.txt
5,12,10,12,0,16,5,0,4,5,9,0,5,5,0,4,0,0,0,10,0,0,3,0,3,10,29,0,9,5,6,0,8,0,0,26,8,8,0,9,8,9,11,9,0,0,6,6,0,14,0,7,0,274.txt
5,12,17,14,0,7,8,0,0,7,0,0,17,0,0,0,7,15,6,4,6,4,0,0,5,11,0,14,8,5,5,9,0,7,0,6,10,0,16,6,0,0,8,11,0,0,7,5,14,0,0,0,0,276.txt
5,12,10,12,0,16,5,0,15,0,9,0,5,5,0,4,0,0,0,10,6,0,3,0,3,10,29,11,4,5,6,0,8,8,11,26,8,22,17,7,7,9,11,9,0,0,6,6,0,14,0,7,0,280.txt
5,12,10,12,0,16,5,6,4,0,9,5,10,11,0,8,0,0,0,10,6,0,3,9,3,10,29,0,9,4,6,0,8,0,17,26,8,8,17,7,8,9,7,9,0,0,6,6,7,14,0,7,0,282.txt
5,12,10,12,0,16,5,21,12,0,0,8,17,0,0,0,0,0,0,11,6,0,3,0,4,10,27,9,0,5,6,6,8,8,10,26,8,23,16,6,16,9,10,9,0,0,6,10,5,20,0,0,0,283.txt
5,12,10,11,0,16,5,0,15,0,0,0,5,5,0,4,0,0,0,0,6,0,3,0,3,9,15,15,0,5,6,0,8,7,0,19,7,12,0,6,0,9,9,9,0,0,6,5,10,8,0,6,0,284.txt
5,12,10,11,0,17,5,0,15,0,0,0,5,5,0,4,0,0,0,10,0,0,3,0,3,9,13,29,0,5,6,6,8,7,0,28,7,12,0,6,0,9,9,9,0,0,6,5,10,8,0,6,0,286.txt
5,12,10,12,0,16,5,0,15,5,0,0,5,5,0,4,0,6,0,0,7,0,3,8,4,10,17,0,0,5,6,6,8,7,6,20,7,17,0,6,0,9,9,9,0,0,6,7,10,14,0,6,8,288.txt
5,12,10,11,0,17,4,0,15,0,0,0,5,5,0,4,0,6,0,10,6,0,3,0,3,9,13,29,0,5,6,0,8,7,0,14,7,12,0,6,0,9,9,9,0,0,6,5,4,8,16,6,0,290.txt
