0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,filename
4,1,4,1,1,1,1,3,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,65.txt
4,1,4,1,1,1,1,3,1,1,1,5,1,1,4,3,1,6,1,3,1,1,1,1,1,1,68.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,6,3,1,2,1,3,1,1,1,1,1,4,71.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,72.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,76.txt
1,3,4,1,1,1,3,1,1,3,1,5,1,2,4,3,1,2,1,3,1,3,1,1,1,4,78.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,81.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,84.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,86.txt
4,3,4,1,1,1,5,3,1,3,2,5,1,2,4,3,1,2,1,3,1,4,1,2,1,4,89.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,90.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,92.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,95.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,97.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,98.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,100.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,102.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,105.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,108.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,110.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,112.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,114.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,4,116.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,118.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,6,3,1,8,1,3,1,1,1,1,1,1,121.txt
4,3,4,1,1,1,5,3,1,3,2,5,1,2,4,3,1,2,1,3,1,3,1,2,1,4,123.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,124.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,126.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,128.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,130.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,132.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,135.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,137.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,141.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,144.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,145.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,147.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,149.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,151.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,154.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,156.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,158.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,160.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,161.txt
4,3,4,1,1,1,5,3,1,3,2,5,1,2,4,3,1,2,1,1,1,3,1,2,1,4,163.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,165.txt
4,3,4,1,1,1,1,3,1,3,1,5,1,1,4,3,1,2,1,1,1,3,1,1,1,4,167.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,3,1,1,1,4,169.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,171.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,3,1,1,1,4,173.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,175.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,177.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,4,179.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,182.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,184.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,188.txt
1,3,4,1,1,1,6,1,1,3,2,5,1,2,4,3,1,2,1,3,1,3,1,2,1,4,189.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,191.txt
4,1,4,1,1,1,1,3,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,194.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,197.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,199.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,203.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,204.txt
1,3,4,1,1,1,3,1,1,3,1,5,1,2,4,3,1,2,1,3,1,3,1,1,1,4,209.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,210.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,212.txt
4,3,4,1,1,1,5,3,1,3,1,5,1,2,4,3,1,2,1,3,1,3,1,1,1,4,214.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,8,1,3,1,1,1,1,1,1,217.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,219.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,220.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,222.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,225.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,227.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,229.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,231.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,236.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,241.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,242.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,245.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,247.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,249.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,250.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,252.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,256.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,258.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,260.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,2,3,1,2,1,1,1,1,1,1,1,4,261.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,264.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,269.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,272.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,274.txt
4,3,6,3,1,1,4,3,9,3,2,6,1,3,4,3,2,2,2,2,1,2,1,2,1,2,276.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,280.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,282.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,283.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,284.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,286.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,288.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,290.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,293.txt
1,3,4,1,1,1,3,1,1,3,1,5,1,2,4,3,1,2,1,1,1,3,1,1,1,4,295.txt
4,1,1,1,1,1,1,3,1,1,1,5,1,1,6,3,1,2,1,3,2,1,1,1,1,5,297.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,300.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,303.txt
4,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,305.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,307.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,311.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,313.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,5,318.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,320.txt
4,1,4,1,3,1,1,3,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,322.txt
4,1,4,1,3,1,1,3,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,323.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,324.txt
1,3,4,1,1,1,3,1,1,3,1,5,1,2,4,3,1,2,1,3,2,3,1,1,1,4,326.txt
4,3,4,1,1,1,5,3,1,3,3,5,1,2,4,3,2,2,1,3,1,4,1,2,1,4,328.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,329.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,333.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,335.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,337.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,341.txt
4,3,4,1,1,1,5,3,1,3,2,5,1,2,6,3,1,2,1,1,2,3,1,2,1,4,342.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,344.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,347.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,349.txt
4,3,3,1,1,1,4,3,6,3,2,7,1,2,4,3,2,2,2,3,1,2,1,2,1,6,352.txt
4,3,4,1,1,1,5,1,1,3,2,5,1,2,4,3,1,2,1,3,1,3,1,2,1,4,354.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,358.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,360.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,362.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,364.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,365.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,368.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,6,3,1,2,1,3,1,1,1,1,1,4,369.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,371.txt
4,1,4,1,1,1,1,3,1,1,1,5,1,1,6,3,1,2,1,3,1,1,1,1,1,1,375.txt
4,3,4,1,1,1,5,3,1,3,2,5,1,2,4,3,1,2,1,3,1,3,1,2,1,4,377.txt
1,3,4,1,1,1,3,1,1,3,1,5,1,2,4,3,1,2,1,1,1,3,1,1,1,4,380.txt
4,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,4,1,3,1,1,1,1,1,1,382.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,385.txt
4,1,4,1,3,1,1,3,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,1,386.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,5,387.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,391.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,394.txt
1,3,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,3,1,1,1,4,395.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,397.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,400.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,402.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,405.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,407.txt
4,1,4,1,1,1,1,3,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,411.txt
1,3,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,3,1,1,1,4,413.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,416.txt
4,1,4,1,1,1,1,3,1,1,1,5,1,1,7,3,1,2,1,3,1,1,1,1,1,1,417.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,5,419.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,5,421.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,423.txt
4,3,4,1,1,1,5,3,1,3,1,5,1,2,4,3,1,2,1,1,1,3,1,1,1,4,425.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,427.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,430.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,434.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,436.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,439.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,444.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,447.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,449.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,452.txt
1,3,4,1,1,1,3,1,1,3,1,5,1,2,4,3,1,2,1,1,2,3,1,1,1,4,454.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,3,1,1,1,4,456.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,458.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,460.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,463.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,465.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,469.txt
4,1,1,1,1,1,1,3,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,5,472.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,473.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,475.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,477.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,479.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,3,1,1,1,4,481.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,485.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,487.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,488.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,491.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,492.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,494.txt
4,3,3,1,1,1,4,3,6,3,2,7,1,2,4,3,2,2,2,3,1,2,1,2,1,6,496.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,5,498.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,500.txt
4,3,4,1,1,1,5,3,7,3,2,5,1,2,4,3,2,2,1,1,2,4,1,2,1,3,502.txt
4,3,4,1,1,1,5,3,1,3,1,5,1,2,4,3,1,2,1,3,1,3,1,1,1,4,503.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,505.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,507.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,510.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,513.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,5,516.txt
1,3,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,3,1,1,1,4,518.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,6,3,1,5,1,3,1,1,1,1,1,1,521.txt
4,1,1,1,1,1,1,3,1,1,1,5,1,1,7,3,1,2,1,3,1,1,1,1,1,1,524.txt
3,4,5,3,1,1,4,3,9,3,2,6,1,3,3,3,4,2,2,2,1,6,1,2,1,2,527.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,2,1,1,1,1,5,529.txt
4,3,4,1,1,1,5,3,1,3,6,5,1,2,4,3,1,2,1,3,1,3,1,2,1,4,530.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,532.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,534.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,536.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,538.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,7,3,1,2,1,1,1,3,1,1,1,4,541.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,543.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,545.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,1,549.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,551.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,554.txt
4,3,3,1,1,1,5,3,6,3,2,7,1,2,4,3,2,2,2,1,2,4,1,2,1,3,557.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,558.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,561.txt
4,1,4,1,3,1,1,3,1,1,1,5,1,1,4,3,1,2,1,3,2,1,1,1,1,4,564.txt
1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,566.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,1,1,1,1,1,1,4,568.txt
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,3,1,2,1,3,1,1,1,1,1,4,572.txt
