0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,filename
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,0,20,0,0,5,12,11,5,4,26.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,4,30,0,6,4,4,6,0,0,23,22,20,24,30,19,5,3,2,2,28.txt
0,0,0,0,0,0,13,0,0,16,0,0,17,16,19,18,11,8,0,8,8,8,8,23,25,0,0,0,0,24,11,4,8,13,19,4,4,9,0,0,14,15,4,13,9,2,11,26,13,9,30.txt
30,9,1,28,4,13,3,7,6,7,20,23,24,8,4,19,5,20,11,27,16,30,27,4,7,10,9,1,29,12,21,15,27,29,14,12,30,8,7,12,12,11,10,11,18,22,22,20,25,30,32.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,16,30,6,4,4,6,0,0,24,15,20,4,4,3,11,23,14,9,34.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,36.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,2,14,4,10,40.txt
0,0,0,0,0,0,13,0,0,16,0,2,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,11,4,16,30,6,4,4,6,0,0,8,15,20,13,9,19,10,0,0,0,41.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,5,3,2,2,49.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,16,30,6,4,4,6,0,0,5,17,20,13,11,3,5,3,2,2,53.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,55.txt
0,0,0,0,0,0,0,0,0,16,10,11,17,16,19,17,13,1,6,1,8,8,8,23,25,1,1,11,23,11,4,8,10,8,6,4,4,22,10,14,23,22,20,24,30,8,12,11,5,11,57.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,4,6,1,8,8,8,23,25,24,11,25,15,28,6,5,3,10,19,4,4,18,8,9,23,22,20,24,30,7,4,11,30,24,60.txt
0,0,1,28,18,13,3,4,6,5,0,20,3,5,14,19,1,20,0,19,11,11,4,1,28,18,4,4,0,4,4,8,13,8,6,12,30,6,0,0,23,22,20,24,30,17,12,30,5,11,61.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,6,8,8,8,8,23,25,12,12,13,20,22,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,2,11,4,5,63.txt
0,0,16,29,10,19,1,4,7,11,0,20,3,1,6,19,1,1,0,1,22,26,11,4,27,18,14,17,0,20,4,8,22,8,1,7,13,6,0,0,28,11,20,14,25,22,11,27,10,9,65.txt
30,29,1,1,10,13,3,17,27,5,20,20,7,23,4,4,5,20,11,13,10,10,30,4,12,13,20,16,30,8,7,14,1,11,11,7,14,4,9,17,25,11,24,14,15,18,26,7,27,23,68.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,5,5,3,2,2,71.txt
0,0,0,5,0,0,13,0,0,25,0,12,30,0,10,0,0,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,6,13,6,4,4,6,0,0,5,15,20,13,12,21,21,10,21,9,72.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,8,6,8,8,8,8,23,25,12,12,13,20,22,22,4,30,0,6,4,4,18,8,9,23,22,20,24,30,20,6,3,3,3,76.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,14,17,0,20,22,26,30,0,6,4,4,6,22,24,23,22,20,24,30,5,10,6,20,8,78.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,16,30,6,4,4,6,21,23,5,15,20,13,9,19,5,3,2,2,81.txt
0,0,0,0,0,0,13,0,0,16,0,11,8,10,0,17,13,8,0,8,0,0,0,23,25,0,0,0,0,24,22,30,30,0,0,0,18,9,0,0,23,22,20,24,30,3,0,6,0,0,84.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,4,30,0,6,4,4,6,0,0,23,22,20,24,30,2,5,3,2,2,86.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,16,30,6,4,4,6,0,0,14,15,20,13,9,19,11,18,5,11,89.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,90.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,6,8,8,8,8,23,25,6,7,8,7,8,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,5,3,2,2,92.txt
30,9,27,28,4,19,1,7,1,7,8,1,1,5,5,19,1,4,11,1,16,30,27,7,5,4,5,1,15,11,27,10,1,14,14,19,8,3,7,14,10,9,8,10,1,10,12,27,5,21,95.txt
0,0,0,0,0,0,13,0,0,16,0,2,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,16,12,6,4,4,6,21,23,18,15,20,4,4,19,5,3,2,2,97.txt
0,0,0,0,0,0,13,0,0,16,0,11,18,17,21,17,13,8,0,8,9,9,28,22,24,18,0,0,0,24,22,30,30,0,6,0,18,6,0,0,0,22,20,24,30,3,28,26,6,30,98.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,8,13,8,8,8,8,23,25,1,1,25,30,28,22,26,30,0,6,4,4,18,11,10,23,22,20,24,30,3,10,6,20,8,100.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,102.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,23,2,23,22,20,24,30,3,10,6,18,17,105.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,108.txt
0,0,0,0,0,0,13,0,0,16,20,11,17,16,19,17,13,8,16,8,8,8,8,23,25,10,9,10,7,10,9,26,7,30,6,4,4,18,8,9,7,15,20,3,12,3,5,3,2,2,110.txt
0,0,0,0,0,0,13,0,0,16,10,11,17,16,19,17,13,1,6,1,8,8,8,23,25,1,1,11,21,8,15,11,18,18,6,4,4,17,19,15,23,22,20,24,30,8,2,7,4,10,112.txt
12,11,17,4,8,5,22,27,2,28,11,11,11,12,24,26,29,29,28,2,28,20,24,25,18,30,26,19,24,2,9,4,16,13,29,23,25,24,21,24,18,4,16,13,9,19,5,3,2,2,114.txt
12,11,21,4,8,5,22,30,21,28,2,15,11,12,25,29,27,21,18,25,12,15,17,17,2,30,19,19,4,19,9,26,8,12,30,24,24,25,21,23,8,4,5,13,11,19,15,20,22,20,116.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,23,11,30,24,118.txt
30,29,1,28,22,24,17,17,6,5,20,30,14,23,1,19,8,1,13,1,11,11,29,6,27,9,11,20,30,10,27,10,25,29,14,10,12,13,14,25,28,8,26,14,27,1,30,27,30,30,121.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,28,30,0,6,4,4,6,0,0,23,22,20,24,30,5,12,16,10,18,123.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,16,30,6,4,4,6,0,0,5,15,20,13,9,3,5,3,2,2,124.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,2,29,4,5,126.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,128.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,23,10,27,5,130.txt
12,11,17,4,8,5,22,21,22,28,11,11,11,12,15,24,25,29,17,2,30,21,24,16,16,16,27,18,2,2,9,26,6,13,27,20,15,11,21,4,6,4,17,3,10,3,5,3,2,2,132.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,2,5,4,5,135.txt
0,0,0,0,0,0,13,0,0,16,10,11,17,16,19,17,13,8,6,8,8,8,8,0,0,12,12,13,15,22,22,4,30,0,6,4,4,18,8,9,23,22,20,24,30,20,8,3,3,7,137.txt
0,0,0,0,0,0,13,0,0,16,20,11,17,16,19,17,13,20,23,12,8,8,8,23,25,24,11,11,30,12,17,10,10,10,6,4,4,21,26,26,14,15,20,13,9,29,29,30,26,30,141.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,11,30,2,13,6,4,4,6,0,0,7,15,20,13,9,3,11,26,7,14,144.txt
0,0,1,11,10,19,17,18,10,5,20,30,16,5,27,16,17,23,13,7,20,24,11,11,27,6,7,15,30,9,20,14,22,26,6,7,7,17,30,30,6,16,20,27,10,29,14,18,23,19,145.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,21,23,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,9,4,0,0,147.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,30,16,30,6,4,4,6,0,0,8,15,20,13,9,3,10,0,20,8,149.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,2,17,4,10,151.txt
0,0,16,1,10,10,5,7,8,17,25,30,25,5,4,17,13,20,13,24,22,26,11,6,28,5,6,25,7,28,20,10,9,23,6,7,30,18,11,10,23,22,20,24,30,11,10,6,24,8,154.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,156.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,18,11,8,0,8,8,8,8,23,25,18,0,0,0,24,11,4,16,30,6,4,4,6,0,0,14,16,4,13,9,19,12,30,13,11,158.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,7,30,6,4,4,6,0,0,5,15,20,13,12,3,5,3,2,2,160.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,0,0,0,0,24,22,30,30,0,19,4,4,9,0,0,23,22,20,24,30,3,10,6,0,0,161.txt
0,0,0,0,0,0,13,0,0,16,0,11,8,10,0,17,13,8,0,8,0,17,0,22,24,0,4,4,0,4,11,30,14,30,0,0,0,9,23,24,8,3,20,13,9,4,11,30,7,14,163.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,8,6,8,8,8,8,21,23,12,12,13,20,22,22,26,30,0,6,4,4,1,8,9,23,22,20,24,30,3,23,12,27,5,165.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,4,0,6,8,8,8,23,25,18,0,0,0,24,4,8,9,8,6,4,4,6,0,0,23,22,20,24,30,7,12,11,7,14,167.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,9,9,9,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,7,2,29,4,5,169.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,23,11,30,29,171.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,11,30,8,13,6,4,4,6,0,0,8,15,20,13,9,3,11,21,22,11,173.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,4,30,0,6,4,4,6,0,0,23,22,20,24,30,19,2,17,4,10,175.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,4,0,1,8,8,8,23,25,18,0,0,0,24,27,10,9,25,6,4,4,21,10,29,23,22,20,24,30,9,22,20,25,24,177.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,4,6,1,8,8,8,23,25,29,30,11,23,11,6,10,25,10,6,4,4,22,10,14,23,22,20,24,30,7,24,5,26,24,179.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,8,6,8,8,8,8,0,0,12,12,13,17,22,22,4,30,0,6,4,4,18,8,9,23,22,20,24,30,19,22,11,25,5,182.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,3,27,11,27,4,184.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,188.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,16,30,6,4,4,6,0,0,24,15,20,13,9,3,5,3,2,2,189.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,16,30,6,4,4,6,21,4,8,15,20,4,4,19,11,20,14,11,191.txt
29,29,1,1,4,13,30,7,11,17,20,30,16,4,4,4,10,20,9,14,26,27,30,6,27,10,9,5,28,5,13,23,20,16,9,13,30,17,27,8,28,11,29,16,15,24,17,9,16,9,194.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,8,6,8,8,8,8,23,25,12,12,13,13,22,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,18,11,17,5,197.txt
0,0,0,0,0,0,13,0,0,16,20,0,17,16,19,17,13,20,1,19,8,8,8,23,25,6,7,15,7,12,1,1,18,1,6,4,4,22,26,18,14,15,20,13,12,11,27,18,26,30,199.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,203.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,5,3,2,2,204.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,14,17,0,20,16,30,16,30,6,4,4,6,0,0,4,15,20,4,4,3,11,20,5,11,209.txt
0,0,0,0,0,0,13,0,0,16,0,11,18,17,20,17,13,8,0,8,9,9,9,22,24,18,0,0,0,24,22,30,30,0,6,26,18,6,0,0,0,23,20,0,0,27,10,6,0,0,210.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,2,11,4,5,212.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,8,30,6,4,4,6,23,24,5,15,20,13,9,3,11,20,7,13,214.txt
28,29,1,10,4,9,3,3,3,7,20,30,16,5,11,12,20,20,15,28,26,27,30,10,27,10,9,20,30,13,15,16,29,18,22,12,29,14,27,27,30,29,28,22,22,29,29,13,28,27,217.txt
0,0,0,0,0,0,13,0,0,16,6,11,17,16,19,17,13,8,11,8,8,8,8,23,25,10,9,9,30,10,22,4,30,0,6,4,4,18,8,9,23,22,20,24,30,19,8,3,3,7,219.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,0,5,3,2,2,220.txt
0,11,25,4,8,2,2,2,21,2,2,2,13,19,2,30,2,29,28,2,12,13,15,17,2,30,19,19,0,19,8,4,16,30,15,29,2,2,2,23,8,15,3,13,9,19,10,0,0,0,222.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,6,8,8,8,8,23,25,10,9,10,15,8,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,5,3,2,2,225.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,227.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,3,9,4,0,0,229.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,19,15,18,0,0,0,24,8,30,16,30,6,4,4,6,0,0,22,3,20,13,12,3,10,6,0,0,231.txt
0,0,27,28,18,19,1,20,1,5,10,30,25,5,1,19,1,1,6,1,22,26,4,15,13,1,1,15,23,11,6,10,22,10,14,12,12,17,19,15,27,7,26,15,1,8,12,21,5,11,236.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,16,30,6,4,4,6,21,24,5,15,20,13,9,3,5,3,2,2,241.txt
0,0,0,0,0,0,13,0,0,16,10,11,17,16,19,17,13,8,6,8,8,8,8,23,25,23,28,15,7,10,22,30,30,0,6,4,4,18,8,9,23,22,20,24,30,3,5,3,2,2,242.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,2,17,4,10,245.txt
12,11,25,4,8,2,2,2,2,2,2,15,13,19,2,30,2,29,28,2,2,2,24,25,2,30,2,29,24,2,11,30,2,5,30,29,2,25,2,23,2,4,2,3,9,3,15,8,22,20,247.txt
0,11,0,0,0,0,13,0,0,16,0,2,17,16,19,17,13,21,0,25,8,8,8,23,25,18,0,0,0,24,9,4,16,30,6,4,4,6,21,23,8,15,20,4,4,20,5,3,2,2,249.txt
12,12,17,4,8,5,22,21,22,18,11,11,11,12,24,24,25,21,17,25,30,2,24,25,16,16,2,18,4,2,2,26,11,5,27,20,15,11,20,4,6,18,22,28,2,3,5,3,2,2,250.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,26,27,30,24,252.txt
30,29,12,10,3,10,21,1,5,4,20,30,16,5,4,15,21,20,24,24,18,22,11,30,29,6,7,20,30,1,1,1,23,1,1,7,30,10,18,13,19,1,26,9,25,9,29,8,6,30,256.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,0,0,0,0,24,22,30,30,0,19,4,4,9,23,23,23,22,20,24,30,3,9,4,0,0,258.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,29,30,0,6,4,4,18,8,9,23,22,20,24,30,3,23,11,30,5,260.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,4,30,0,6,4,4,6,0,0,23,22,20,24,30,2,10,6,0,0,261.txt
0,0,0,0,0,0,13,0,0,16,7,11,17,16,19,17,13,8,3,8,25,18,20,23,25,6,7,8,8,1,0,28,0,0,7,6,9,16,11,10,23,22,20,24,30,26,20,4,8,8,264.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,269.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,4,6,4,8,8,8,23,25,12,12,13,20,22,5,11,22,9,6,4,4,13,28,14,23,22,20,24,30,7,23,11,30,5,272.txt
0,0,0,0,0,0,13,0,0,16,8,11,17,16,19,17,13,8,6,8,8,8,8,23,25,12,12,13,15,22,22,26,30,0,6,4,4,18,8,9,23,22,20,24,30,3,23,11,26,5,274.txt
0,0,0,0,0,0,14,0,0,16,0,17,19,18,21,8,11,25,0,29,15,17,28,8,8,19,22,26,25,4,11,3,14,4,0,0,0,0,2,5,4,3,21,5,7,2,11,30,22,21,276.txt
0,0,0,0,0,0,13,0,0,16,20,11,18,17,20,17,13,8,12,8,8,8,8,23,25,10,9,1,15,1,8,26,16,30,6,26,18,1,1,1,8,15,20,4,4,3,28,26,26,30,280.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,26,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,282.txt
0,0,0,0,0,0,13,0,0,16,0,2,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,16,30,6,4,4,6,0,0,18,15,20,4,4,19,5,3,2,2,283.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,30,16,30,6,4,4,6,22,4,5,15,20,4,4,3,11,20,22,11,284.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,8,13,6,4,4,6,21,4,7,15,20,13,9,3,11,20,23,19,286.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,4,30,0,6,4,4,6,0,0,23,22,20,24,30,19,10,6,20,17,288.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,11,26,2,13,6,4,4,6,21,4,5,15,20,13,9,5,11,20,13,11,290.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,4,16,30,6,4,4,6,21,23,22,15,20,13,12,19,5,3,2,2,293.txt
0,0,0,0,0,0,13,0,0,16,0,0,17,16,19,17,13,8,0,8,8,8,8,23,25,0,22,26,0,4,16,30,14,30,19,4,4,9,0,0,8,3,20,4,4,3,11,26,22,11,295.txt
30,9,1,22,18,13,26,7,6,24,22,22,10,23,4,13,19,20,29,27,16,30,19,9,5,11,10,1,12,8,13,23,20,16,14,19,30,20,7,30,12,12,10,11,15,22,28,13,27,27,297.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,9,26,8,30,6,4,4,6,0,0,8,15,20,13,9,5,9,4,20,17,300.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,8,0,8,8,8,8,23,25,18,0,0,0,24,22,30,30,0,6,4,4,6,0,0,23,22,20,24,30,3,5,3,2,2,303.txt
0,0,0,0,0,0,13,0,0,16,0,11,17,16,19,17,13,20,0,19,8,8,8,23,25,0,0,0,0,24,4,8,18,8,19,4,4,9,0,0,23,22,20,24,30,1,12,5,5,11,305.txt
0,0,0,0,0,0,13,0,0,16,4,2,17,16,19,17,13,4,23,1,8,8,8,23,25,4,5,5,5,5,1,1,21,1,6,4,4,30,12,11,14,15,20,13,9,1,11,26,22,11,307.txt
