0,1,2,3,4,filename
10,11,7,0,25,182.txt
0,11,0,0,22,184.txt
0,11,0,0,22,188.txt
0,11,0,0,17,189.txt
0,11,8,16,22,191.txt
0,17,8,0,24,194.txt
10,21,7,0,25,197.txt
0,11,11,0,22,199.txt
10,11,7,0,22,203.txt
10,15,7,0,25,204.txt
0,28,16,0,22,209.txt
0,11,16,0,22,210.txt
0,11,8,0,22,212.txt
0,23,16,18,22,214.txt
0,28,8,0,22,217.txt
0,11,18,16,25,219.txt
0,11,8,0,25,220.txt
0,0,19,11,25,222.txt
0,11,0,0,25,225.txt
10,11,7,0,22,227.txt
0,11,8,0,22,229.txt
0,23,8,0,25,231.txt
0,11,0,0,22,236.txt
10,28,7,16,22,241.txt
0,21,11,0,25,242.txt
0,11,16,0,22,245.txt
0,11,18,9,22,247.txt
0,18,15,9,25,249.txt
10,11,7,11,25,250.txt
10,21,7,0,22,252.txt
0,11,0,0,22,256.txt
0,11,18,0,22,258.txt
0,11,0,0,22,260.txt
0,11,15,0,24,261.txt
0,11,0,0,25,264.txt
0,11,0,0,25,269.txt
10,11,7,0,22,272.txt
0,11,0,0,22,274.txt
9,11,8,0,6,276.txt
0,11,16,0,25,280.txt
10,11,7,0,25,282.txt
0,11,8,19,22,283.txt
0,9,0,0,22,284.txt
0,11,16,19,22,286.txt
0,19,8,0,22,288.txt
0,17,15,16,22,290.txt
0,11,11,16,25,293.txt
0,11,8,0,22,295.txt
10,11,7,11,22,297.txt
0,11,11,0,22,300.txt
0,11,0,0,22,303.txt
0,11,0,0,22,305.txt
0,11,8,8,24,307.txt
0,11,16,9,22,311.txt
0,11,16,0,24,313.txt
10,11,7,0,25,318.txt
10,11,7,0,25,320.txt
0,11,8,0,15,322.txt
0,11,8,0,15,323.txt
0,11,8,0,22,324.txt
10,23,7,0,22,326.txt
10,1,7,0,11,328.txt
10,23,7,0,25,329.txt
0,23,11,0,25,333.txt
0,20,8,0,22,335.txt
0,11,16,0,25,337.txt
8,9,6,7,28,341.txt
0,18,18,19,26,342.txt
0,11,11,0,22,344.txt
0,11,8,0,22,347.txt
0,23,8,0,22,349.txt
0,23,0,0,8,352.txt
0,11,0,0,17,354.txt
0,11,9,0,25,358.txt
10,25,7,0,25,360.txt
0,11,16,0,22,362.txt
10,23,7,0,22,364.txt
0,11,16,0,22,365.txt
0,19,0,0,25,368.txt
0,11,0,0,22,369.txt
0,11,8,0,24,371.txt
10,11,7,0,22,375.txt
0,11,18,17,29,377.txt
0,11,0,0,22,380.txt
0,11,0,0,22,382.txt
0,11,8,0,22,385.txt
10,11,7,0,30,386.txt
0,11,8,0,25,387.txt
0,23,0,0,22,391.txt
0,23,11,15,22,394.txt
0,9,0,9,22,395.txt
0,11,0,0,22,397.txt
0,11,0,0,22,400.txt
0,23,8,10,22,402.txt
10,11,7,0,22,405.txt
10,11,7,0,22,407.txt
0,11,0,14,22,411.txt
10,11,7,0,22,413.txt
0,11,8,0,22,416.txt
10,23,7,0,22,417.txt
0,11,8,0,25,419.txt
10,23,7,0,22,421.txt
0,11,8,0,25,423.txt
0,11,16,18,29,425.txt
0,11,11,0,25,427.txt
0,11,11,0,25,430.txt
0,11,0,0,22,434.txt
0,11,16,0,22,436.txt
0,11,18,16,22,439.txt
0,21,8,16,25,444.txt
0,11,0,9,22,447.txt
0,17,8,9,25,449.txt
0,23,0,0,22,452.txt
0,23,8,19,22,454.txt
0,0,15,14,22,456.txt
0,11,8,0,22,458.txt
0,11,0,0,22,460.txt
0,11,0,0,22,463.txt
10,11,7,0,22,465.txt
0,11,22,16,22,469.txt
0,9,11,9,22,472.txt
0,11,8,0,22,473.txt
0,17,8,14,22,475.txt
0,11,8,0,22,477.txt
0,11,0,0,22,479.txt
0,11,9,0,22,481.txt
0,11,8,0,22,485.txt
0,23,0,0,22,487.txt
0,11,0,0,22,488.txt
0,11,0,0,25,491.txt
0,11,8,0,22,492.txt
10,11,7,16,22,494.txt
0,11,0,20,6,496.txt
10,11,7,0,25,498.txt
0,11,11,0,22,500.txt
0,11,9,0,8,502.txt
0,11,8,0,26,503.txt
0,11,16,0,22,505.txt
0,11,0,0,22,507.txt
0,21,8,11,22,510.txt
0,22,8,0,24,513.txt
0,11,8,0,25,516.txt
0,23,15,12,22,518.txt
10,25,7,9,25,521.txt
10,23,7,0,24,524.txt
9,11,8,0,0,527.txt
0,11,11,0,22,529.txt
0,11,11,0,12,530.txt
0,25,8,0,22,532.txt
0,11,0,0,22,534.txt
0,11,8,0,22,536.txt
0,11,0,0,22,538.txt
0,23,20,0,22,541.txt
0,19,0,0,22,543.txt
0,0,0,0,22,545.txt
0,18,15,11,25,549.txt
0,11,0,0,22,551.txt
0,11,22,0,22,554.txt
0,11,8,0,9,557.txt
0,11,8,0,22,558.txt
10,23,7,0,22,561.txt
8,11,6,7,28,564.txt
0,11,0,9,22,566.txt
0,11,16,16,22,568.txt
0,11,16,0,22,572.txt
0,25,8,0,25,574.txt
0,11,18,0,22,576.txt
0,11,0,0,22,578.txt
0,11,0,0,22,580.txt
0,11,0,0,22,582.txt
0,11,8,0,25,584.txt
0,11,0,0,15,586.txt
0,9,8,0,23,588.txt
0,11,0,0,22,591.txt
0,11,8,0,22,594.txt
0,11,0,0,22,596.txt
0,11,8,0,25,598.txt
0,11,8,0,25,600.txt
0,11,0,0,22,603.txt
10,25,7,0,24,604.txt
10,11,7,0,25,606.txt
0,11,17,0,22,607.txt
0,11,8,0,25,613.txt
0,11,11,0,25,615.txt
10,11,7,0,25,618.txt
0,23,0,0,25,621.txt
0,23,11,0,22,623.txt
10,11,7,0,24,624.txt
0,11,0,0,22,627.txt
0,11,0,0,22,628.txt
10,21,7,0,22,629.txt
0,11,0,0,25,631.txt
0,19,0,9,22,633.txt
0,11,16,0,22,635.txt
0,11,8,0,22,637.txt
0,16,0,0,25,642.txt
10,23,7,0,22,645.txt
10,11,7,0,24,647.txt
10,23,7,0,22,650.txt
0,11,16,0,24,652.txt
0,21,8,11,25,654.txt
0,11,18,11,22,657.txt
0,11,0,0,22,658.txt
0,11,8,0,25,662.txt
10,11,7,0,22,663.txt
0,11,16,0,22,665.txt
0,21,18,0,22,669.txt
0,23,0,0,25,671.txt
0,23,16,16,22,673.txt
0,11,11,0,22,675.txt
0,11,8,0,8,678.txt
0,11,16,0,22,680.txt
0,11,0,0,22,683.txt
0,11,8,0,25,685.txt
0,11,22,0,22,687.txt
0,11,8,0,22,689.txt
0,11,0,0,22,691.txt
0,11,11,0,24,695.txt
0,11,0,0,22,696.txt
0,23,0,0,22,700.txt
0,11,0,0,29,703.txt
0,11,8,9,24,705.txt
0,11,8,0,22,706.txt
0,17,15,24,25,709.txt
0,11,16,9,22,711.txt
0,11,0,0,22,712.txt
9,11,0,0,5,713.txt
0,11,11,0,25,716.txt
0,17,15,9,24,722.txt
10,23,7,0,22,724.txt
0,11,8,0,25,727.txt
0,11,22,0,22,728.txt
0,11,8,0,22,732.txt
0,11,0,0,22,734.txt
0,11,0,0,22,735.txt
0,11,0,9,22,737.txt
0,11,8,0,22,738.txt
0,18,15,0,25,741.txt
0,23,16,8,22,743.txt
0,11,22,0,22,747.txt
9,11,0,0,5,748.txt
10,23,7,0,22,751.txt
10,13,7,18,25,755.txt
0,1,11,0,24,756.txt
10,23,7,0,22,760.txt
0,23,11,11,25,765.txt
0,11,16,17,25,766.txt
0,23,8,0,22,768.txt
0,1,11,9,24,771.txt
0,1,8,0,24,772.txt
0,11,22,0,25,773.txt
0,11,16,0,24,775.txt
0,11,8,0,22,777.txt
0,11,8,0,24,779.txt
0,11,0,0,22,781.txt
0,11,0,0,22,785.txt
0,11,8,0,25,787.txt
0,11,8,0,22,790.txt
0,18,9,0,24,792.txt
0,11,8,0,22,796.txt
0,11,8,0,22,800.txt
0,11,9,0,22,802.txt
0,11,16,0,0,806.txt
0,11,8,0,22,807.txt
0,11,0,0,22,810.txt
0,11,8,0,25,813.txt
0,11,11,0,22,816.txt
0,11,16,14,25,817.txt
10,11,7,0,22,818.txt
0,11,0,0,25,821.txt
0,11,16,16,22,824.txt
0,11,0,0,22,827.txt
0,20,0,0,22,831.txt
0,11,8,0,25,832.txt
0,11,0,0,22,834.txt
0,11,18,0,22,836.txt
0,11,8,0,22,839.txt
0,23,0,0,22,842.txt
0,20,0,0,25,847.txt
10,11,7,13,25,851.txt
0,11,0,9,8,852.txt
0,11,0,0,24,855.txt
10,23,7,0,24,857.txt
10,25,7,0,25,859.txt
0,11,22,0,22,861.txt
0,23,11,9,25,864.txt
0,11,19,16,29,866.txt
0,11,8,0,24,868.txt
0,11,0,0,25,870.txt
0,11,8,0,22,872.txt
0,11,0,24,22,874.txt
0,21,0,0,25,879.txt
0,11,0,0,25,882.txt
0,11,9,9,25,884.txt
0,11,11,0,22,885.txt
0,11,22,0,25,886.txt
0,11,22,0,22,889.txt
0,23,9,0,25,891.txt
0,11,0,0,22,893.txt
0,11,11,9,22,896.txt
0,1,16,0,22,900.txt
0,11,22,0,22,902.txt
10,24,7,9,22,905.txt
0,11,0,0,22,907.txt
0,11,0,0,25,909.txt
0,11,8,11,22,911.txt
0,11,0,0,25,914.txt
10,11,7,0,12,917.txt
0,23,16,14,22,922.txt
0,11,0,0,22,924.txt
0,11,0,0,22,925.txt
0,11,0,0,22,926.txt
0,11,8,0,22,928.txt
0,11,8,0,22,930.txt
0,11,9,0,22,932.txt
8,18,6,7,28,935.txt
0,11,16,0,17,940.txt
0,11,0,0,22,942.txt
10,23,7,0,22,944.txt
0,11,9,0,22,946.txt
0,1,8,0,22,949.txt
0,18,9,0,25,951.txt
0,16,0,11,22,954.txt
0,11,0,0,22,956.txt
0,11,0,0,22,959.txt
0,11,18,0,22,961.txt
0,11,8,0,22,962.txt
0,22,8,9,25,964.txt
0,11,11,0,22,966.txt
0,11,8,0,22,968.txt
0,11,0,0,25,970.txt
0,11,8,0,25,974.txt
0,11,0,0,22,975.txt
10,11,7,0,22,979.txt
0,11,8,16,22,981.txt
0,11,11,0,22,987.txt
0,11,8,9,25,989.txt
0,11,0,0,22,994.txt
10,11,7,0,25,996.txt
0,9,16,10,24,998.txt
0,23,8,0,25,1002.txt
10,11,7,0,25,1005.txt
0,11,0,0,22,1008.txt
0,11,15,0,22,1010.txt
0,23,8,0,22,1013.txt
0,11,16,0,22,1015.txt
10,23,7,0,22,1018.txt
8,17,6,7,4,1020.txt
0,11,8,0,25,1022.txt
10,23,7,0,25,1025.txt
0,11,0,0,25,1027.txt
0,11,8,0,25,1030.txt
0,11,0,0,22,1036.txt
0,11,0,0,25,1041.txt
10,23,7,0,25,1043.txt
0,11,11,0,25,1045.txt
0,11,22,0,22,1046.txt
0,11,22,0,22,1048.txt
10,11,7,0,22,1051.txt
0,11,8,0,22,1054.txt
10,23,7,0,22,1057.txt
0,11,22,0,22,1059.txt
0,11,0,0,25,1060.txt
0,11,8,0,22,1064.txt
0,23,20,0,22,1069.txt
0,11,8,0,25,1071.txt
0,23,0,0,22,1073.txt
0,11,16,0,25,1075.txt
0,23,16,17,22,1076.txt
0,11,16,0,22,1078.txt
0,23,0,0,22,1080.txt
10,11,7,10,25,1082.txt
0,11,0,0,25,1084.txt
0,11,8,9,22,1086.txt
10,11,7,0,25,1088.txt
0,11,8,0,22,1090.txt
0,11,17,0,16,1093.txt
0,11,0,0,22,1094.txt
0,11,8,9,22,1096.txt
0,11,0,0,22,1101.txt
0,11,8,0,22,1105.txt
0,11,16,0,25,1106.txt
22,17,7,23,25,1108.txt
0,11,8,0,22,1109.txt
0,11,11,0,22,1114.txt
0,11,8,0,22,1117.txt
0,11,0,0,22,1118.txt
0,11,0,0,22,1121.txt
0,11,8,0,14,1122.txt
0,11,18,0,25,1124.txt
0,11,22,0,25,1126.txt
0,11,8,0,25,1128.txt
0,11,8,0,22,1130.txt
0,11,0,0,22,1135.txt
0,11,16,0,24,1136.txt
10,23,7,0,22,1137.txt
0,11,8,0,22,1139.txt
0,11,16,9,22,1141.txt
8,23,6,7,28,1143.txt
0,11,0,0,25,1147.txt
0,11,8,0,25,1149.txt
0,11,16,9,22,1151.txt
0,23,0,0,22,1152.txt
0,11,0,0,22,1156.txt
0,11,11,9,25,1158.txt
0,11,0,0,22,1161.txt
0,11,0,0,22,1166.txt
0,11,0,0,22,1168.txt
8,11,6,7,28,1169.txt
10,23,7,0,22,1171.txt
0,11,8,0,25,1175.txt
0,11,16,0,22,1177.txt
0,11,8,0,22,1179.txt
0,11,0,0,25,1183.txt
10,23,7,0,22,1184.txt
10,23,7,14,22,1190.txt
0,11,16,11,22,1192.txt
0,11,0,0,22,1194.txt
0,11,18,16,26,1196.txt
0,11,18,0,22,1197.txt
0,11,8,0,25,1199.txt
0,17,8,9,25,1201.txt
0,11,8,0,22,1203.txt
10,23,7,0,25,1205.txt
2,11,11,11,25,1207.txt
0,11,8,0,25,1211.txt
0,11,22,0,25,1214.txt
0,11,9,0,25,1216.txt
0,11,8,0,22,1217.txt
0,11,8,0,22,1219.txt
2,11,16,0,22,1221.txt
0,11,8,13,22,1225.txt
10,23,7,0,25,1228.txt
0,11,0,17,22,1230.txt
10,23,7,0,22,1234.txt
0,11,0,0,22,1237.txt
0,25,0,0,22,1239.txt
2,11,7,0,22,1241.txt
0,11,16,0,22,1243.txt
0,11,16,16,22,1245.txt
0,23,16,0,22,1249.txt
0,11,9,0,22,1251.txt
10,23,7,23,25,1254.txt
0,23,0,0,22,1255.txt
0,23,8,0,22,1267.txt
10,25,7,0,22,1271.txt
0,11,8,0,12,1274.txt
0,11,11,0,14,1276.txt
8,11,6,7,4,1278.txt
0,9,0,0,22,1280.txt
10,11,7,0,22,1283.txt
16,11,6,7,28,1285.txt
0,11,8,11,22,1287.txt
0,23,8,0,25,1288.txt
8,11,6,7,4,1290.txt
0,11,11,9,22,1292.txt
0,11,0,0,22,1295.txt
10,11,7,0,24,1297.txt
0,11,16,0,22,1300.txt
10,23,7,0,22,1302.txt
0,25,8,0,25,1303.txt
0,11,16,16,22,1305.txt
10,23,7,0,22,1307.txt
0,11,0,11,22,1309.txt
0,11,22,0,22,1311.txt
0,11,8,0,25,1314.txt
0,11,9,0,25,1315.txt
0,11,8,0,22,1317.txt
0,11,8,0,22,1318.txt
10,23,7,0,25,1320.txt
10,20,7,0,25,1323.txt
0,11,0,0,22,1325.txt
0,11,11,9,25,1327.txt
0,23,8,11,22,1329.txt
10,23,7,9,23,1331.txt
0,11,0,0,25,1332.txt
0,11,0,0,22,1335.txt
0,1,8,9,21,1337.txt
0,23,0,0,25,1339.txt
0,11,11,0,22,1341.txt
0,11,16,0,25,1344.txt
0,23,8,0,22,1346.txt
10,23,7,0,22,1348.txt
0,11,11,0,22,1351.txt
0,11,0,0,22,1352.txt
10,23,7,0,25,1354.txt
0,11,8,0,25,1356.txt
0,11,0,16,25,1358.txt
0,11,8,9,25,1360.txt
0,11,16,0,22,1362.txt
0,11,16,0,22,1364.txt
0,11,0,0,22,1367.txt
0,17,15,0,8,1368.txt
0,11,0,0,22,1371.txt
0,23,0,8,22,1372.txt
10,11,7,0,25,1375.txt
0,11,16,0,22,1377.txt
0,11,16,0,22,1379.txt
9,11,0,0,0,1380.txt
0,11,16,20,25,1383.txt
0,11,18,16,22,1389.txt
0,11,0,14,22,1390.txt
0,11,9,0,22,1392.txt
0,11,22,0,22,1395.txt
10,23,7,0,25,1396.txt
0,28,16,0,22,1398.txt
0,11,0,0,22,1400.txt
0,21,15,0,25,1402.txt
0,11,16,0,22,1405.txt
0,23,11,0,25,1407.txt
0,11,8,0,22,1409.txt
10,11,7,20,25,1412.txt
0,11,8,0,22,1416.txt
0,17,18,13,25,1418.txt
0,11,0,0,22,1421.txt
0,11,8,13,25,1422.txt
0,11,0,0,22,1425.txt
0,7,0,0,24,1427.txt
0,11,0,0,22,1429.txt
0,11,9,0,24,1431.txt
10,23,7,0,22,1433.txt
10,11,7,9,25,1434.txt
10,11,7,9,25,1436.txt
0,11,0,0,25,1439.txt
10,11,7,0,25,1441.txt
0,11,18,0,22,1442.txt
0,11,8,0,24,1444.txt
0,11,16,20,25,1446.txt
0,11,16,9,22,1448.txt
0,11,0,0,22,1451.txt
0,11,16,0,22,1453.txt
0,18,15,8,25,1454.txt
0,11,16,9,22,1456.txt
0,11,8,0,25,1458.txt
10,11,7,0,25,1460.txt
0,23,8,0,22,1462.txt
0,11,8,0,22,1465.txt
0,11,0,0,25,1467.txt
0,11,9,0,25,1469.txt
10,13,7,9,25,1470.txt
0,0,8,11,26,1473.txt
0,11,16,0,22,1475.txt
0,23,16,0,25,1477.txt
0,11,16,0,22,1480.txt
22,23,7,23,22,1482.txt
0,19,0,0,22,1484.txt
0,11,8,0,24,1487.txt
10,11,7,0,25,1490.txt
0,11,0,0,25,1491.txt
10,11,7,9,8,1494.txt
10,13,7,0,24,1497.txt
0,11,0,0,22,1499.txt
0,11,8,0,23,1502.txt
0,11,0,0,22,1504.txt
8,11,6,7,4,1505.txt
0,11,22,0,25,1507.txt
10,23,7,23,22,1509.txt
0,22,0,0,22,1511.txt
0,11,8,0,22,1513.txt
0,9,16,0,24,1515.txt
0,11,11,17,22,1518.txt
0,9,8,20,25,1519.txt
10,9,7,0,22,1521.txt
0,11,0,13,22,1523.txt
0,11,8,0,24,1526.txt
10,11,7,9,22,1528.txt
0,23,8,0,22,1529.txt
0,11,8,11,22,1532.txt
0,11,8,18,25,1534.txt
0,11,11,9,24,1536.txt
0,11,16,9,22,1538.txt
0,11,0,0,25,1540.txt
0,11,8,0,22,1543.txt
10,21,7,0,22,1545.txt
0,11,8,0,22,1546.txt
10,23,7,0,22,1548.txt
0,11,0,0,22,1551.txt
0,11,0,0,22,1552.txt
0,11,0,0,25,1556.txt
0,11,11,0,25,1558.txt
0,11,8,0,22,1561.txt
0,11,0,0,22,1563.txt
0,11,16,19,25,1565.txt
0,11,8,0,22,1567.txt
0,11,9,0,22,1570.txt
0,11,0,0,22,1572.txt
0,23,16,0,25,1574.txt
0,11,8,0,22,1581.txt
10,11,7,0,25,1583.txt
0,23,16,11,22,1585.txt
0,17,15,9,22,1587.txt
0,11,16,0,22,1589.txt
0,11,16,0,25,1590.txt
0,11,16,0,22,1594.txt
0,11,8,0,25,1596.txt
0,22,16,0,22,1598.txt
10,11,7,0,22,1600.txt
0,9,8,0,22,1602.txt
0,11,22,0,25,1604.txt
0,11,8,0,24,1605.txt
0,11,16,0,24,1608.txt
0,23,0,0,22,1610.txt
0,11,11,14,22,1612.txt
0,11,8,0,25,1615.txt
0,11,0,0,25,1616.txt
0,24,8,14,22,1618.txt
0,11,18,17,22,1622.txt
0,21,11,0,25,1623.txt
0,11,8,0,25,1626.txt
0,23,8,0,22,1629.txt
10,15,7,16,22,1631.txt
0,11,0,0,25,1632.txt
0,9,8,9,24,1637.txt
0,11,8,0,22,1639.txt
10,11,7,0,22,1641.txt
0,23,11,0,22,1643.txt
0,11,0,0,22,1645.txt
10,11,7,0,24,1647.txt
0,11,8,0,25,1650.txt
0,11,8,0,24,1652.txt
0,23,0,0,22,1654.txt
0,17,15,16,22,1655.txt
0,11,11,0,22,1657.txt
0,11,16,0,22,1660.txt
8,11,6,7,28,1662.txt
0,23,16,0,22,1663.txt
0,11,16,14,22,1666.txt
0,23,0,11,22,1667.txt
0,11,0,0,22,1669.txt
0,11,0,0,25,1671.txt
0,11,0,0,22,1673.txt
0,23,8,0,22,1676.txt
0,11,8,11,22,1677.txt
0,23,16,0,9,1680.txt
10,23,7,11,24,1682.txt
0,11,8,0,22,1684.txt
0,11,18,0,22,1686.txt
0,11,8,0,25,1692.txt
0,11,16,0,22,1694.txt
10,11,7,0,25,1696.txt
0,23,8,0,22,1698.txt
0,11,0,0,12,1699.txt
0,11,9,0,22,1701.txt
0,11,8,0,22,1705.txt
0,11,0,0,22,1707.txt
0,23,8,0,25,1709.txt
0,11,0,0,22,1715.txt
0,1,16,0,22,1717.txt
10,23,7,0,25,1720.txt
0,11,18,0,25,1723.txt
0,11,8,0,22,1725.txt
0,11,0,0,22,1727.txt
0,11,16,0,24,1728.txt
0,11,11,0,22,1732.txt
0,11,8,0,25,1734.txt
0,11,0,0,11,1735.txt
0,11,0,0,22,1737.txt
0,11,11,0,25,1739.txt
0,11,16,0,24,1744.txt
0,11,16,13,25,1745.txt
0,23,0,19,22,1747.txt
0,11,15,11,24,1749.txt
0,23,0,0,22,1751.txt
0,11,8,20,25,1755.txt
0,11,0,0,25,1759.txt
10,23,7,0,24,1762.txt
10,11,7,0,25,1764.txt
0,2,0,9,22,1765.txt
10,23,7,0,24,1769.txt
0,25,0,0,22,1771.txt
10,23,7,16,25,1774.txt
0,11,8,0,22,1775.txt
0,11,0,0,25,1778.txt
0,11,8,0,22,1780.txt
0,23,11,0,25,1783.txt
0,11,16,0,24,1784.txt
0,11,0,0,22,1787.txt
10,21,7,0,22,1789.txt
0,11,9,0,22,1791.txt
0,11,16,0,24,1794.txt
0,1,15,0,24,1798.txt
8,17,6,7,4,1800.txt
0,11,0,0,22,1801.txt
0,11,0,0,22,1803.txt
0,17,8,9,24,1805.txt
0,11,0,0,25,1808.txt
9,11,11,0,6,1810.txt
0,11,0,0,22,1812.txt
0,11,0,0,22,1814.txt
0,11,8,0,25,1816.txt
2,11,16,0,25,1818.txt
0,23,14,19,24,1820.txt
0,23,16,0,22,1824.txt
10,11,7,0,22,1825.txt
0,11,0,0,22,1827.txt
0,11,0,8,22,1830.txt
0,11,0,0,22,1831.txt
0,11,0,0,25,1833.txt
0,11,0,9,25,1836.txt
0,11,9,0,25,1838.txt
10,13,7,13,24,1840.txt
0,11,11,0,22,1842.txt
0,11,8,0,25,1844.txt
0,11,0,0,25,1847.txt
0,11,0,0,22,1850.txt
0,16,8,0,25,1851.txt
0,11,0,0,22,1854.txt
0,11,9,0,22,1855.txt
0,11,8,0,22,1858.txt
0,11,0,0,22,1860.txt
0,23,8,18,22,1861.txt
0,11,16,0,9,1863.txt
0,11,0,13,25,1865.txt
10,23,7,0,25,1867.txt
0,11,8,0,22,1870.txt
0,11,11,0,22,1872.txt
0,0,18,0,22,1874.txt
0,11,0,0,22,1876.txt
0,11,9,9,25,1879.txt
0,11,8,0,25,1880.txt
0,11,8,0,22,1884.txt
0,11,8,14,25,1885.txt
0,11,0,0,25,1887.txt
0,11,0,0,25,1890.txt
0,11,9,0,22,1892.txt
0,11,16,0,22,1894.txt
10,17,7,9,24,1898.txt
8,11,6,7,28,1900.txt
0,11,8,0,22,1901.txt
0,11,9,0,22,1903.txt
0,25,0,0,22,1906.txt
0,1,0,11,22,1908.txt
0,11,8,0,22,1911.txt
8,17,6,7,4,1913.txt
0,11,8,0,22,1914.txt
0,18,15,9,25,1916.txt
0,11,16,14,22,1919.txt
0,23,0,0,22,1921.txt
0,11,16,0,22,1923.txt
0,11,0,0,22,1926.txt
0,11,16,0,22,1928.txt
0,11,0,0,25,1930.txt
10,11,7,0,22,1932.txt
0,17,8,11,25,1934.txt
0,11,0,0,22,1937.txt
0,21,11,0,25,1938.txt
10,14,7,0,24,1941.txt
10,11,7,0,22,1942.txt
10,21,7,0,25,1944.txt
0,11,0,0,22,1947.txt
0,11,9,0,22,1948.txt
0,17,14,0,24,1951.txt
0,11,8,0,24,1952.txt
0,23,8,0,25,1954.txt
0,11,0,9,22,1956.txt
0,11,18,0,25,1959.txt
0,17,14,9,24,1961.txt
0,23,8,9,25,1964.txt
0,11,0,0,22,1965.txt
0,23,8,0,22,1970.txt
0,11,0,0,22,1973.txt
0,11,18,9,22,1974.txt
10,23,7,0,22,1976.txt
0,11,0,0,22,1979.txt
0,11,0,0,22,1981.txt
0,11,11,23,25,1983.txt
10,18,7,9,24,1984.txt
0,11,8,0,25,1986.txt
0,11,0,9,21,1989.txt
0,11,0,0,22,1991.txt
0,11,22,0,22,1992.txt
0,11,0,0,25,1995.txt
0,17,18,17,24,1997.txt
0,23,0,11,22,1999.txt
0,11,8,16,22,2001.txt
0,11,0,0,24,2005.txt
0,9,11,17,22,2007.txt
0,11,8,0,24,2008.txt
10,23,7,0,6,2012.txt
10,13,7,0,24,2015.txt
10,11,7,0,22,2017.txt
0,23,8,0,22,2020.txt
0,11,9,0,25,2022.txt
0,11,8,9,22,2024.txt
0,11,8,0,22,2026.txt
0,11,8,0,22,2029.txt
0,23,0,9,22,2031.txt
0,23,25,0,25,2032.txt
0,19,8,0,22,2034.txt
0,23,0,0,22,2037.txt
0,11,8,16,12,2038.txt
0,9,0,0,8,2040.txt
0,19,8,0,22,2043.txt
0,11,22,0,22,2045.txt
0,23,16,11,22,2049.txt
10,11,7,18,22,2052.txt
0,11,0,0,22,2053.txt
0,11,0,0,22,2055.txt
0,11,16,0,22,2057.txt
0,11,17,0,25,2060.txt
0,11,16,0,22,2062.txt
0,11,8,0,22,2066.txt
0,11,8,0,22,2067.txt
0,23,8,13,22,2069.txt
0,11,16,0,24,2072.txt
0,23,0,0,24,2074.txt
0,11,0,0,25,2078.txt
0,11,22,0,22,2080.txt
0,11,16,0,22,2083.txt
0,19,11,0,25,2085.txt
0,23,8,16,24,2087.txt
0,23,8,0,25,2090.txt
0,11,0,0,25,2092.txt
0,11,8,23,22,2093.txt
0,23,8,0,25,2096.txt
10,22,7,0,22,2098.txt
0,11,16,9,22,2099.txt
0,11,8,13,22,2101.txt
0,11,0,0,22,2103.txt
0,23,14,14,24,2105.txt
0,11,9,0,22,2107.txt
