0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,filename
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,8,4,6,21,3,7,6,7,3,28,0,24,13,3,0,25,23,0,13,6,0,12,3,8,11,5,25,27,5,5,1,1,1,16,26.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,10,6,6,19,12,7,6,7,3,28,16,23,16,7,16,12,13,9,15,24,7,12,14,12,11,3,9,11,3,3,10,9,16,16,28.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,28,16,7,23,4,6,6,3,7,6,7,3,28,19,2,3,3,2,13,14,13,15,23,3,12,6,6,11,7,3,3,7,10,5,6,13,13,30.txt
1,29,26,9,12,8,1,1,27,5,27,30,21,25,27,11,19,13,25,29,4,27,4,28,17,11,17,27,18,8,26,29,14,23,22,18,5,23,20,12,11,6,10,18,29,20,19,9,26,23,25,27,30,23,32.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,21,5,5,5,34.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,6,7,7,7,36.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,16,40.txt
0,16,2,6,7,3,19,2,22,26,14,12,29,26,2,0,9,27,16,27,0,0,6,20,0,7,6,7,3,28,5,5,13,11,4,30,15,8,10,28,27,12,21,23,11,5,8,7,5,5,17,5,5,5,41.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,18,0,5,5,3,12,6,6,11,0,3,2,0,0,10,9,16,16,49.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,2,2,3,3,6,7,22,20,53.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,20,3,7,6,7,3,28,0,24,0,0,0,25,23,0,13,6,0,12,3,9,11,0,12,20,0,0,6,5,5,5,55.txt
0,0,0,0,1,20,19,3,5,0,4,5,5,3,3,26,22,10,16,3,23,4,3,6,3,8,8,16,7,14,7,8,3,3,29,1,9,30,30,7,3,12,3,12,11,24,12,27,6,27,12,11,17,1,57.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,17,0,9,27,1,27,1,1,6,24,4,7,6,7,3,28,0,24,3,3,0,25,22,0,14,5,3,11,6,6,7,20,16,8,20,18,1,1,1,16,60.txt
0,15,19,1,1,1,1,10,5,1,4,5,5,3,3,23,23,26,16,9,23,4,1,6,3,6,8,16,7,21,11,16,3,3,12,1,9,3,3,12,3,4,6,6,4,5,2,22,5,5,24,28,22,20,61.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,0,0,0,0,3,12,6,6,11,3,3,2,3,3,10,9,16,16,63.txt
27,15,1,9,1,8,1,12,5,19,4,5,5,3,3,23,23,26,16,9,10,6,18,21,12,28,8,16,18,15,20,17,13,17,7,1,5,27,23,9,0,6,3,12,4,3,8,19,3,3,25,5,5,5,65.txt
27,15,19,12,1,9,1,1,19,22,6,30,24,18,5,4,27,14,3,1,15,8,18,1,20,27,4,6,7,7,8,16,20,12,12,4,20,25,19,3,29,20,29,28,26,27,22,17,13,12,25,19,23,23,68.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,6,3,3,10,9,16,17,71.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,17,7,3,3,17,12,13,9,2,24,3,12,6,6,11,3,3,2,3,3,27,5,5,5,72.txt
0,0,0,0,0,26,19,0,23,0,0,0,0,28,16,0,9,27,16,24,10,6,27,19,12,9,9,11,3,10,5,5,16,7,4,11,12,9,10,24,5,3,14,3,3,1,0,0,20,18,12,11,17,30,76.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,7,6,11,3,29,6,3,3,10,9,16,17,78.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,16,22,3,3,16,12,13,9,15,24,3,12,19,14,11,3,4,25,3,3,6,7,7,7,81.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,27,0,0,6,20,0,7,6,7,3,28,0,24,13,0,0,25,17,0,13,6,0,12,3,9,11,5,12,27,5,5,1,1,1,16,84.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,7,10,6,6,19,12,7,6,7,3,28,2,2,16,7,2,11,12,8,15,30,5,12,16,21,11,0,11,13,0,0,1,1,1,30,86.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,16,22,3,3,16,12,13,11,15,26,3,12,6,6,11,3,3,2,3,3,30,28,9,9,89.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,5,3,2,5,5,1,1,1,16,90.txt
0,0,0,0,0,26,20,0,23,0,0,0,0,28,16,0,9,27,18,24,10,6,27,19,12,9,9,11,0,10,0,24,16,7,0,25,0,0,0,0,5,0,14,13,0,3,11,20,3,3,10,9,16,30,92.txt
1,13,26,9,4,1,8,8,1,1,1,9,1,8,1,10,10,13,25,5,5,12,4,30,28,6,15,14,16,12,1,8,6,28,7,1,5,24,22,9,11,12,12,20,11,24,24,8,6,27,5,6,27,23,95.txt
0,16,2,6,7,3,20,2,22,26,14,12,12,12,2,0,9,27,18,24,23,4,6,6,3,7,6,7,28,28,16,22,3,3,16,12,13,9,15,24,3,30,5,14,8,3,3,2,3,3,6,7,7,7,97.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,5,30,9,9,98.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,10,6,27,19,12,23,24,18,3,18,0,24,13,7,0,25,23,0,13,6,0,12,3,12,11,23,28,27,20,18,7,8,9,9,100.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,6,3,3,10,9,16,16,102.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,1,1,1,16,105.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,5,3,2,5,5,18,18,26,16,108.txt
0,0,0,0,0,20,19,0,12,0,0,16,30,27,16,22,9,9,29,24,20,21,6,15,16,7,6,22,3,20,24,24,3,3,26,22,22,16,14,5,3,11,18,4,7,30,1,9,15,30,7,8,27,23,110.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,10,6,6,20,12,7,6,7,3,28,0,24,13,7,0,25,23,0,13,6,0,12,3,12,11,24,8,7,6,27,10,9,16,16,112.txt
0,0,0,0,0,26,4,0,7,0,0,0,0,28,16,17,7,7,19,10,27,25,5,27,24,21,28,3,21,27,16,22,2,21,16,12,13,11,15,26,15,29,21,23,1,13,12,27,9,8,6,7,9,9,114.txt
0,16,2,6,7,30,10,2,17,27,16,25,13,13,2,17,12,20,20,11,19,16,15,27,8,24,2,3,21,27,5,5,21,18,4,12,13,11,10,26,30,25,19,14,15,13,4,22,9,8,7,8,9,9,116.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,19,3,7,6,7,3,28,0,24,13,3,0,25,23,0,13,6,0,12,3,12,11,3,12,27,3,3,30,24,9,9,118.txt
27,13,26,26,12,9,1,1,19,3,27,30,21,18,5,4,27,29,5,20,6,11,19,15,21,10,22,29,16,8,27,19,6,9,8,16,5,30,30,16,24,6,24,28,30,30,21,9,15,16,25,28,27,23,121.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,7,6,11,3,6,6,3,3,18,18,26,16,123.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,22,24,3,3,27,23,23,7,13,6,3,12,19,14,11,3,3,2,3,3,6,7,24,24,124.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,0,3,2,0,0,10,9,16,16,126.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,16,128.txt
0,0,0,0,0,26,20,0,23,0,0,0,0,28,16,0,9,27,18,24,10,6,27,19,12,22,23,26,0,18,0,24,13,7,0,25,23,0,13,6,0,0,3,13,0,3,11,12,3,3,10,9,16,29,130.txt
0,0,0,0,0,26,4,0,7,0,0,0,0,28,16,6,7,7,8,10,27,25,5,26,24,4,30,4,5,4,22,24,2,21,27,23,23,7,13,6,30,1,21,23,14,13,9,11,9,8,6,7,11,11,132.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,5,3,2,5,5,10,9,16,1,135.txt
0,0,0,0,0,26,20,0,23,0,0,0,0,28,16,0,0,27,1,0,1,27,11,30,28,9,9,11,27,10,5,5,13,7,4,11,12,8,10,27,0,15,3,11,17,20,0,0,20,18,14,11,19,30,137.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,18,2,3,3,18,11,12,8,15,29,3,12,6,6,11,20,3,2,20,18,30,30,13,13,141.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,17,0,13,6,3,12,6,6,11,0,3,2,0,0,22,28,13,13,144.txt
0,15,21,1,1,1,14,12,5,20,30,5,26,3,3,28,29,29,29,20,5,27,19,15,16,17,8,21,9,15,12,21,12,26,25,27,4,30,30,9,7,20,14,12,26,30,28,12,15,13,25,27,24,24,145.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,0,3,2,0,0,12,9,17,17,147.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,0,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,7,8,9,9,149.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,27,29,24,24,151.txt
0,15,19,1,25,1,14,10,19,3,24,30,21,3,3,11,11,29,29,20,5,27,19,15,19,10,17,27,10,8,7,30,13,7,22,7,5,30,30,16,0,12,3,13,11,30,15,9,13,17,17,17,27,23,154.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,17,156.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,19,26,3,3,18,13,14,13,15,23,3,10,6,6,6,3,2,22,3,3,30,29,22,20,158.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,6,7,11,11,160.txt
0,0,0,0,0,26,19,0,23,0,0,0,0,28,16,0,9,27,16,24,10,6,27,19,12,9,9,11,3,10,16,22,10,7,16,12,13,11,15,26,5,12,21,23,11,0,0,0,0,0,17,17,22,20,161.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,27,23,4,6,6,3,7,6,7,3,28,0,0,3,3,0,25,17,0,13,6,3,12,6,6,11,5,2,22,5,5,5,28,22,20,163.txt
0,0,0,0,0,0,19,0,23,0,0,0,0,28,16,0,9,27,16,24,12,6,27,19,0,9,9,11,3,10,0,24,16,0,0,25,23,0,13,6,7,12,14,12,11,1,11,13,6,27,10,9,16,16,165.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,2,6,6,24,3,2,22,3,3,10,9,16,17,167.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,4,3,2,4,4,11,10,18,16,169.txt
0,0,0,0,0,20,20,0,22,0,0,16,30,27,16,0,9,27,18,24,10,6,27,19,12,23,24,19,0,19,0,24,16,7,0,25,23,0,13,6,5,0,14,13,0,3,28,12,3,3,12,9,17,28,171.txt
0,0,0,0,0,27,19,0,23,0,0,20,0,29,19,0,9,0,16,26,0,7,25,21,13,26,27,0,3,25,19,25,0,11,18,14,15,13,15,23,0,12,3,9,11,7,12,27,7,10,13,24,13,13,173.txt
0,0,0,0,0,20,20,0,22,0,0,16,30,27,16,0,9,27,18,24,10,6,27,25,12,9,9,11,28,10,17,22,10,6,16,12,13,9,15,24,8,15,16,10,17,3,9,11,3,3,25,26,9,9,175.txt
0,0,0,0,0,26,19,0,23,0,0,20,0,28,16,0,9,27,16,24,10,6,27,19,12,9,9,11,3,10,2,25,10,7,18,11,12,8,15,28,7,23,15,12,27,3,11,13,3,3,27,24,0,0,177.txt
0,0,0,0,25,26,19,3,5,0,8,4,6,3,3,10,10,29,16,3,29,0,19,20,0,10,7,8,10,8,7,8,16,11,29,1,1,30,30,16,7,23,14,12,2,24,11,13,29,27,12,9,17,30,179.txt
0,0,0,0,0,26,20,0,23,0,0,0,0,28,16,0,9,27,1,24,16,27,27,24,23,9,9,11,29,10,18,7,16,7,18,11,12,9,15,24,7,15,14,12,17,30,11,13,15,16,10,9,16,30,182.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,11,10,18,16,184.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,16,188.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,6,7,22,20,189.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,16,22,3,3,16,12,13,11,15,26,3,12,5,14,11,3,3,2,3,3,13,30,9,9,191.txt
17,15,19,25,25,8,1,12,20,18,22,30,21,17,5,11,11,14,14,29,4,28,21,15,20,28,17,27,19,30,8,16,30,15,12,17,28,18,16,8,21,14,30,26,28,17,21,15,13,29,25,5,5,5,194.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,0,0,0,0,3,3,6,6,3,30,3,2,14,12,10,9,16,16,197.txt
0,0,0,0,0,26,20,0,23,0,0,20,0,28,16,0,9,27,25,24,30,26,27,12,17,9,9,11,26,10,16,7,13,7,16,12,13,11,15,26,0,15,3,21,17,20,9,11,23,20,25,24,24,24,199.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,16,203.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,16,204.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,11,2,5,24,24,30,28,22,20,209.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,0,0,27,20,0,9,9,11,3,10,0,24,13,11,0,25,23,0,13,6,0,12,21,23,11,0,0,0,0,0,7,8,0,0,210.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,18,0,5,5,3,26,6,6,7,11,3,2,24,24,10,9,16,16,212.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,23,24,3,3,26,22,23,15,13,6,3,12,19,14,11,5,3,2,5,5,27,28,13,13,214.txt
18,13,26,1,11,5,18,28,30,1,22,30,21,3,3,21,11,15,14,18,30,29,7,15,15,10,17,27,23,30,10,29,9,13,10,1,25,18,16,8,21,19,30,29,28,28,19,14,13,25,8,15,27,23,217.txt
0,0,0,0,0,26,20,0,23,0,0,0,0,28,16,0,9,27,18,24,10,6,27,19,12,9,9,11,27,10,2,25,16,7,2,11,12,8,15,30,5,0,21,23,0,20,0,0,20,18,6,7,0,0,219.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,0,0,0,0,3,3,6,6,3,3,3,2,3,3,10,9,16,16,220.txt
0,16,0,6,0,3,10,0,17,27,0,25,13,13,16,6,2,25,8,2,2,18,16,26,10,24,30,3,5,26,2,2,2,21,2,11,12,8,15,30,2,1,15,9,8,14,11,20,10,9,17,17,10,10,222.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,0,0,0,0,3,3,6,6,3,3,3,2,3,3,10,9,16,30,225.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,10,9,16,16,227.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,0,3,2,0,0,1,1,1,16,229.txt
0,0,0,0,0,26,0,0,23,0,0,0,0,28,16,0,9,27,18,24,12,0,27,19,0,9,9,11,0,10,0,0,0,11,0,25,22,0,14,5,0,15,21,23,17,5,0,0,5,5,0,0,22,20,231.txt
29,13,26,1,4,1,3,3,5,1,27,5,5,3,3,10,10,4,25,3,5,12,1,24,4,8,8,16,7,14,11,8,6,27,5,1,9,3,3,16,20,4,8,27,4,24,17,8,6,27,1,1,1,16,236.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,22,24,3,3,27,23,23,7,13,6,3,12,19,14,11,3,3,2,3,3,6,7,9,9,241.txt
0,0,0,0,0,26,19,0,23,0,0,0,0,28,16,0,9,27,16,24,12,6,27,19,14,9,9,11,3,10,0,24,13,11,0,25,23,0,13,6,0,11,3,13,7,20,0,0,21,23,19,20,28,16,242.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,10,6,6,20,12,7,6,7,3,28,0,24,13,7,0,25,23,0,13,6,0,12,3,12,11,3,12,12,3,3,28,26,7,7,245.txt
0,2,2,6,7,30,10,26,2,27,16,25,13,13,24,17,2,2,19,2,2,2,2,27,2,21,28,3,21,26,22,0,2,21,27,23,17,7,6,6,2,30,13,9,9,2,12,27,2,2,13,24,13,13,247.txt
0,16,2,6,7,3,19,2,22,27,14,12,12,12,2,0,9,27,8,24,27,25,6,2,3,7,6,7,2,28,5,5,3,3,4,12,13,11,10,26,3,13,18,14,8,3,4,25,3,3,6,7,9,9,249.txt
0,0,0,0,0,20,4,0,7,0,0,16,30,27,16,6,7,7,8,10,27,25,5,26,24,4,30,4,5,4,22,24,21,18,27,23,23,7,13,6,30,30,5,14,14,13,4,25,9,8,6,7,11,11,250.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,6,7,7,7,252.txt
27,15,6,1,25,1,14,1,6,3,27,4,6,3,3,11,11,29,12,20,5,11,19,12,18,10,17,27,30,8,7,27,6,9,22,1,9,30,30,16,24,23,28,28,22,24,20,29,29,6,13,28,30,23,256.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,28,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,5,3,2,5,5,1,1,1,16,258.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,3,3,2,3,3,18,18,26,16,260.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,19,0,9,27,16,26,23,4,6,20,3,7,6,7,3,28,2,2,13,3,2,14,15,13,2,23,0,12,21,23,11,0,8,7,0,0,17,5,5,5,261.txt
0,0,0,0,0,26,19,0,0,0,0,0,0,29,16,0,9,27,16,26,0,23,25,0,13,26,27,0,3,25,0,24,11,11,0,25,22,0,14,5,7,11,14,9,7,22,13,21,29,26,19,20,28,1,264.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,0,24,3,3,0,25,18,0,5,5,3,12,6,6,11,0,3,2,0,0,10,9,16,16,269.txt
0,0,0,0,0,26,20,0,23,0,0,21,0,28,16,0,9,27,18,24,12,6,27,18,14,22,23,26,0,18,0,24,16,11,0,25,23,0,13,6,7,15,14,12,17,17,28,28,13,16,12,9,17,29,272.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,1,24,1,27,6,24,4,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,20,3,2,20,18,10,9,16,16,274.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,20,6,17,3,7,6,7,3,28,5,5,3,3,4,13,14,8,10,30,3,28,6,6,11,5,3,2,5,5,22,28,22,20,276.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,17,0,9,27,4,27,5,1,6,12,17,7,6,7,3,28,0,24,3,3,0,25,23,0,13,6,3,12,6,6,11,20,3,2,21,19,13,30,22,20,280.txt
0,0,0,0,0,26,19,0,23,0,0,0,0,28,16,0,9,27,16,24,10,6,27,19,12,9,9,11,3,10,0,24,13,7,0,25,18,0,5,5,0,26,21,23,7,3,0,0,3,3,10,9,16,16,282.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,5,5,3,3,4,12,13,9,10,24,3,12,6,6,11,3,3,2,3,3,6,7,24,24,283.txt
0,0,0,0,0,20,19,0,22,0,0,16,30,27,16,0,9,27,16,24,23,4,6,6,3,7,6,7,3,28,22,24,3,3,27,23,23,7,13,6,3,12,5,14,11,3,3,2,3,3,21,28,9,9,284.txt
