0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,filename
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,105.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,108.txt
0,19,16,19,19,25,27,22,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,110.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,27,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,112.txt
0,19,25,17,17,20,22,11,20,20,12,21,13,10,26,25,12,13,13,11,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,10,28,30,29,29,30,28,14,13,13,13,13,29,114.txt
0,0,25,17,17,20,22,11,20,20,12,21,14,10,9,25,12,13,13,11,12,12,13,13,14,13,14,13,13,10,11,17,17,24,17,17,17,17,17,18,16,27,18,9,23,22,22,28,24,23,14,13,13,13,13,9,116.txt
0,19,16,19,19,25,27,22,20,20,17,26,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,29,30,28,28,30,27,29,29,27,118.txt
29,29,19,24,24,28,18,25,20,20,27,21,26,23,19,25,20,22,21,26,24,24,29,30,29,22,25,25,25,26,28,27,27,4,28,28,28,28,28,27,28,28,28,28,30,29,28,29,29,27,30,27,27,27,26,26,121.txt
0,19,16,19,19,25,27,22,24,23,14,19,9,12,5,27,22,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,29,30,28,28,30,27,29,29,27,123.txt
0,19,17,23,23,30,19,26,20,20,14,21,26,9,26,9,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,5,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,124.txt
0,19,16,19,19,28,18,25,11,11,17,13,10,6,26,30,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,126.txt
0,19,16,19,19,25,27,22,11,11,28,13,10,10,26,27,22,29,11,28,30,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,28,30,27,29,29,27,128.txt
0,19,16,19,19,28,18,25,20,20,14,21,26,6,5,30,9,30,11,28,28,28,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,24,30,28,28,30,27,29,29,27,130.txt
0,19,16,19,19,25,27,27,24,23,14,19,22,24,5,27,22,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,132.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,12,12,25,25,25,13,14,13,13,10,11,17,17,17,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,135.txt
29,29,19,29,12,28,18,25,20,20,16,21,26,20,5,19,20,22,21,5,23,23,24,24,24,22,25,25,25,26,28,27,27,28,28,28,28,28,28,27,28,20,28,28,30,29,28,24,29,27,30,27,27,27,26,26,137.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,141.txt
0,19,16,19,19,28,18,25,14,14,14,15,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,144.txt
0,19,16,19,19,25,27,22,29,29,28,26,26,10,26,27,22,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,145.txt
0,19,16,19,19,28,18,25,20,20,16,21,26,24,26,25,9,7,8,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,147.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,10,9,25,9,7,8,13,12,12,13,13,14,13,14,13,13,10,11,17,17,24,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,149.txt
0,19,16,19,19,28,18,25,29,29,14,21,26,6,5,20,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,29,30,28,30,27,27,27,26,27,151.txt
0,19,16,19,19,25,27,22,20,20,26,21,26,10,5,25,22,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,154.txt
0,19,16,19,19,25,27,22,24,23,17,19,9,6,26,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,156.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,12,5,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,158.txt
0,19,16,19,19,25,27,22,14,14,14,15,26,10,26,25,22,7,8,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,160.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,12,12,13,13,14,13,14,13,13,10,11,17,17,24,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,161.txt
0,19,17,23,23,30,19,26,20,20,17,21,26,9,5,9,25,5,5,13,26,26,27,26,27,8,26,24,24,25,10,9,9,1,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,163.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,26,30,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,1,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,165.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,26,30,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,167.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,29,23,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,169.txt
0,19,16,19,19,28,18,25,24,23,14,24,9,6,26,20,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,171.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,12,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,173.txt
0,19,16,19,19,25,27,27,11,11,14,13,10,10,26,25,22,7,8,13,28,28,20,21,23,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,28,30,27,29,29,27,175.txt
0,12,16,4,4,11,13,7,6,4,3,9,1,1,5,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,26,29,26,27,29,1,30,30,1,29,1,1,1,1,1,1,177.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,179.txt
0,19,16,19,19,28,18,25,24,23,16,24,9,6,26,30,9,7,8,5,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,182.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,10,5,10,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,184.txt
0,19,16,19,19,28,18,25,24,23,14,24,9,6,5,30,9,29,23,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,188.txt
0,19,17,23,23,30,19,26,20,20,17,21,26,9,26,9,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,11,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,189.txt
0,19,16,19,19,25,27,22,20,20,17,21,26,10,26,25,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,12,28,30,29,24,30,28,30,27,27,27,26,9,191.txt
0,23,9,19,19,28,18,30,24,23,14,7,9,6,4,7,8,30,24,29,24,24,25,25,25,18,19,18,19,14,18,28,28,4,29,29,29,29,29,28,24,4,24,28,28,30,29,29,30,28,30,27,27,27,26,27,194.txt
0,19,28,19,19,25,27,22,11,11,28,13,10,10,26,27,22,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,197.txt
0,19,16,19,19,25,27,22,20,20,14,21,26,10,26,25,22,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,9,28,30,29,29,30,28,28,30,27,29,29,8,199.txt
0,19,17,23,23,30,19,26,20,20,17,21,26,6,26,30,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,5,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,203.txt
0,19,28,19,19,25,27,22,24,23,14,19,23,10,26,27,22,29,23,28,28,28,20,21,23,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,28,30,27,29,29,27,204.txt
0,19,11,6,5,30,19,26,20,20,17,21,26,9,5,9,25,5,5,13,26,26,27,26,27,8,5,5,5,5,10,6,6,11,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,27,209.txt
0,0,16,10,9,28,18,25,20,20,7,21,26,12,9,25,9,7,8,13,12,12,13,13,14,13,14,13,13,10,11,17,17,24,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,210.txt
0,10,14,7,6,8,10,10,17,18,17,24,9,6,26,30,9,29,11,23,17,17,25,25,25,18,19,18,19,21,26,24,26,24,26,27,27,27,27,26,24,29,24,22,28,28,27,27,28,26,30,27,27,27,26,24,212.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,10,28,30,29,29,30,28,30,27,27,27,26,8,214.txt
0,27,4,25,4,11,13,7,6,4,3,8,8,8,24,28,27,9,4,6,4,4,4,4,1,26,28,27,26,27,4,4,4,4,4,4,4,4,4,4,30,30,30,27,4,4,4,4,4,4,4,4,4,4,4,4,217.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,26,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,28,29,29,29,29,29,28,24,20,24,28,28,30,29,29,30,28,30,27,27,27,26,27,219.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,20,24,28,28,30,29,29,30,28,30,27,27,27,26,27,220.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,10,9,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,9,8,8,8,8,8,8,30,27,27,27,26,9,222.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,5,30,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,6,8,8,8,8,8,8,30,27,27,27,26,27,225.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,20,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,227.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,229.txt
0,0,16,10,9,28,18,25,20,20,8,21,26,10,9,10,9,7,8,5,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,21,8,8,8,8,8,8,30,27,27,27,26,21,231.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,12,5,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,236.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,10,28,30,29,29,30,28,30,27,27,27,26,8,241.txt
0,19,16,19,19,28,18,25,20,20,16,21,26,10,26,10,9,7,8,28,6,6,6,6,6,6,6,6,6,6,8,8,8,28,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,242.txt
0,19,16,19,19,28,18,25,29,29,14,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,245.txt
0,0,0,0,0,1,3,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,9,28,30,29,24,30,28,30,27,27,27,26,9,249.txt
29,30,29,24,24,20,22,13,20,20,25,21,14,23,30,27,14,29,11,15,23,23,24,24,24,30,25,25,25,26,28,20,27,23,21,21,20,19,20,19,17,28,28,29,18,19,19,19,19,18,14,13,13,13,13,29,250.txt
0,19,16,19,19,25,27,22,29,29,26,21,26,10,26,25,22,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,252.txt
0,11,16,3,2,7,9,2,2,2,4,9,1,1,5,1,1,1,1,1,16,16,16,16,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,26,8,26,27,29,1,30,30,1,29,1,1,1,1,1,1,256.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,6,7,7,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,5,8,8,8,8,30,27,27,27,26,27,258.txt
0,19,16,19,19,28,18,25,29,29,14,26,26,6,5,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,260.txt
0,0,17,23,23,30,19,26,20,20,17,21,26,9,9,9,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,11,9,9,9,9,9,9,29,9,29,21,9,9,9,9,9,9,9,9,9,9,9,21,261.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,264.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,269.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,272.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,274.txt
0,0,17,23,23,30,19,26,20,20,17,21,26,9,9,9,25,5,5,13,26,26,27,26,27,8,26,24,24,25,10,9,9,11,9,9,9,9,9,9,29,9,29,21,9,5,9,9,9,9,9,9,9,9,9,21,276.txt
