0,1,2,3,filename
5,13,5,5,582.txt
5,13,5,3,584.txt
5,13,5,6,586.txt
5,13,5,13,588.txt
5,13,5,6,591.txt
5,13,5,5,594.txt
5,13,5,6,596.txt
5,13,5,3,598.txt
5,13,5,3,600.txt
5,13,5,6,603.txt
5,13,5,5,604.txt
5,13,5,13,606.txt
5,13,5,5,607.txt
5,13,5,3,613.txt
5,13,5,3,615.txt
5,13,5,3,618.txt
5,13,5,3,621.txt
5,13,5,5,623.txt
5,13,5,5,624.txt
5,13,5,14,627.txt
5,13,5,5,628.txt
5,13,5,5,629.txt
5,10,5,3,631.txt
5,13,5,6,633.txt
5,13,5,5,635.txt
5,13,5,5,637.txt
9,11,5,17,642.txt
5,13,5,5,645.txt
5,13,5,5,647.txt
5,13,5,6,650.txt
5,13,5,5,652.txt
5,13,5,3,654.txt
5,13,5,5,657.txt
5,13,5,3,658.txt
5,13,5,3,662.txt
5,13,5,5,663.txt
5,13,5,5,665.txt
5,13,5,5,669.txt
5,13,5,3,671.txt
5,13,5,5,673.txt
5,13,5,5,675.txt
5,13,5,5,678.txt
5,13,5,5,680.txt
5,13,5,5,683.txt
5,13,5,3,685.txt
5,13,5,5,687.txt
5,13,5,5,689.txt
5,10,5,5,691.txt
5,13,5,6,695.txt
5,13,5,5,696.txt
5,13,5,5,700.txt
5,13,5,5,703.txt
11,13,5,3,705.txt
5,13,5,5,706.txt
11,13,5,3,709.txt
5,13,5,7,711.txt
5,13,5,6,712.txt
5,12,6,16,713.txt
5,13,5,3,716.txt
5,13,5,7,722.txt
5,13,5,5,724.txt
8,13,5,3,727.txt
5,13,5,5,728.txt
5,13,5,5,732.txt
5,13,5,5,734.txt
5,13,5,5,735.txt
5,13,5,5,737.txt
5,13,5,5,738.txt
5,13,5,3,741.txt
8,13,5,10,743.txt
5,13,5,5,747.txt
5,12,6,16,748.txt
5,13,5,5,751.txt
5,13,5,3,755.txt
5,13,5,6,756.txt
5,13,5,5,760.txt
5,13,5,3,765.txt
5,13,5,3,766.txt
5,13,5,5,768.txt
5,13,5,5,771.txt
5,13,5,5,772.txt
5,13,5,3,773.txt
5,13,5,6,775.txt
13,30,0,16,777.txt
5,13,5,5,779.txt
5,13,5,5,781.txt
5,13,5,5,785.txt
5,13,5,3,787.txt
5,13,5,5,790.txt
5,13,5,5,792.txt
5,13,5,5,796.txt
5,13,5,5,800.txt
5,13,5,5,802.txt
5,12,5,5,806.txt
5,13,5,5,807.txt
5,13,5,5,810.txt
5,13,5,3,813.txt
5,13,5,6,816.txt
5,13,5,3,817.txt
5,13,5,6,818.txt
3,2,5,3,821.txt
5,13,5,5,824.txt
5,10,5,5,827.txt
5,13,5,5,831.txt
5,13,5,3,832.txt
8,13,5,5,834.txt
5,13,5,5,836.txt
5,13,5,5,839.txt
5,13,5,5,842.txt
5,13,5,13,847.txt
5,13,5,3,851.txt
5,12,5,5,852.txt
5,13,5,3,855.txt
5,13,5,5,857.txt
5,13,5,3,859.txt
5,13,5,5,861.txt
8,13,5,3,864.txt
5,16,5,16,866.txt
5,13,5,5,868.txt
5,13,5,3,870.txt
5,13,5,5,872.txt
11,13,5,7,874.txt
5,13,5,3,879.txt
5,13,5,13,882.txt
11,13,5,3,884.txt
5,13,5,5,885.txt
5,13,5,3,886.txt
5,13,5,5,889.txt
5,13,5,3,891.txt
5,13,5,5,893.txt
5,13,5,5,896.txt
5,13,5,5,900.txt
5,13,5,5,902.txt
5,13,5,3,905.txt
5,13,5,5,907.txt
5,13,5,3,909.txt
5,13,5,5,911.txt
5,13,5,3,914.txt
5,13,5,5,917.txt
5,13,5,5,922.txt
5,13,5,6,924.txt
5,13,5,5,925.txt
5,13,5,5,926.txt
5,13,5,5,928.txt
5,13,5,5,930.txt
5,13,5,6,932.txt
5,13,5,6,935.txt
5,10,5,24,940.txt
5,13,5,5,942.txt
5,13,5,5,944.txt
5,13,5,5,946.txt
5,13,5,5,949.txt
5,13,5,3,951.txt
5,13,5,5,954.txt
5,13,5,3,956.txt
5,13,5,5,959.txt
5,13,5,5,961.txt
5,13,5,5,962.txt
5,13,5,3,964.txt
5,13,5,5,966.txt
5,13,5,5,968.txt
5,13,5,3,970.txt
5,13,5,3,974.txt
5,13,5,5,975.txt
5,13,5,5,979.txt
8,13,5,0,981.txt
5,13,5,5,987.txt
8,13,5,3,989.txt
5,16,5,5,994.txt
5,13,5,13,996.txt
5,13,5,5,998.txt
5,13,5,13,1002.txt
5,13,5,3,1005.txt
5,13,5,5,1008.txt
5,13,5,6,1010.txt
5,13,5,5,1013.txt
5,13,5,5,1015.txt
5,13,5,6,1018.txt
10,13,5,3,1020.txt
8,13,4,3,1022.txt
5,13,5,3,1025.txt
5,10,5,3,1027.txt
8,13,5,3,1030.txt
5,13,5,5,1036.txt
5,13,5,3,1041.txt
5,13,5,3,1043.txt
5,13,5,3,1045.txt
5,13,5,5,1046.txt
5,13,5,5,1048.txt
5,13,5,5,1051.txt
5,13,5,5,1054.txt
5,13,5,6,1057.txt
5,13,5,25,1059.txt
5,13,5,3,1060.txt
5,13,5,5,1064.txt
5,13,5,5,1069.txt
5,13,5,3,1071.txt
5,13,5,5,1073.txt
0,13,5,3,1075.txt
5,13,5,5,1076.txt
5,13,5,5,1078.txt
5,13,5,5,1080.txt
5,13,5,3,1082.txt
0,13,5,3,1084.txt
5,13,5,5,1086.txt
7,13,5,3,1088.txt
5,13,5,6,1090.txt
5,13,5,16,1093.txt
5,13,5,5,1094.txt
5,13,5,5,1096.txt
5,13,5,5,1101.txt
5,13,5,5,1105.txt
5,13,5,17,1106.txt
19,13,5,3,1108.txt
5,13,5,5,1109.txt
5,13,5,5,1114.txt
5,13,5,5,1117.txt
3,7,5,24,1118.txt
5,13,5,5,1121.txt
5,13,5,5,1122.txt
8,13,5,3,1124.txt
5,13,5,3,1126.txt
5,13,5,3,1128.txt
5,13,5,5,1130.txt
5,13,5,5,1135.txt
5,13,5,5,1136.txt
5,13,5,5,1137.txt
5,13,5,5,1139.txt
11,13,5,21,1141.txt
11,13,5,6,1143.txt
5,13,5,3,1147.txt
5,13,5,3,1149.txt
8,13,5,7,1151.txt
5,13,5,5,1152.txt
5,13,5,5,1156.txt
5,13,5,3,1158.txt
5,13,5,6,1161.txt
5,13,5,25,1166.txt
5,13,5,5,1168.txt
5,13,5,5,1169.txt
5,13,5,5,1171.txt
5,13,5,3,1175.txt
5,13,5,5,1177.txt
5,13,5,6,1179.txt
5,13,5,3,1183.txt
5,13,5,5,1184.txt
5,13,5,3,1190.txt
5,13,5,5,1192.txt
5,13,5,5,1194.txt
5,13,5,5,1196.txt
5,13,5,5,1197.txt
5,13,5,3,1199.txt
8,13,4,4,1201.txt
5,13,5,5,1203.txt
5,13,5,3,1205.txt
5,13,5,3,1207.txt
5,13,5,13,1211.txt
5,13,5,3,1214.txt
5,13,5,3,1216.txt
5,13,5,5,1217.txt
5,13,5,3,1219.txt
5,13,5,6,1221.txt
5,13,5,3,1225.txt
5,13,5,3,1228.txt
5,13,5,5,1230.txt
5,13,5,3,1234.txt
5,13,5,5,1237.txt
5,13,5,6,1239.txt
5,13,5,3,1241.txt
5,10,5,16,1243.txt
5,13,5,5,1245.txt
5,13,5,5,1249.txt
5,13,5,3,1251.txt
11,13,5,3,1254.txt
5,16,5,5,1255.txt
16,27,4,10,1267.txt
5,13,5,6,1271.txt
5,13,5,6,1274.txt
5,13,5,24,1276.txt
11,13,5,3,1278.txt
5,10,5,5,1280.txt
5,13,5,5,1283.txt
5,13,5,6,1285.txt
5,13,5,5,1287.txt
0,2,5,3,1288.txt
10,13,5,3,1290.txt
5,13,5,3,1292.txt
5,13,5,3,1295.txt
5,13,5,5,1297.txt
5,13,5,5,1300.txt
5,13,5,5,1302.txt
5,13,5,13,1303.txt
5,13,5,5,1305.txt
5,13,5,5,1307.txt
5,13,5,5,1309.txt
5,13,5,5,1311.txt
5,13,5,13,1314.txt
5,13,5,3,1315.txt
5,13,5,5,1317.txt
5,13,5,5,1318.txt
5,13,5,3,1320.txt
5,13,5,3,1323.txt
5,13,5,5,1325.txt
5,13,5,3,1327.txt
5,13,5,5,1329.txt
5,13,5,3,1331.txt
0,13,5,3,1332.txt
5,13,5,6,1335.txt
5,13,5,5,1337.txt
5,13,5,3,1339.txt
5,13,5,5,1341.txt
5,13,5,13,1344.txt
5,13,5,5,1346.txt
5,13,5,5,1348.txt
5,13,5,6,1351.txt
5,13,5,5,1352.txt
5,13,5,3,1354.txt
5,13,5,3,1356.txt
5,13,5,3,1358.txt
8,13,5,3,1360.txt
5,13,5,5,1362.txt
5,13,5,13,1364.txt
5,13,5,5,1367.txt
5,12,5,5,1368.txt
5,13,5,5,1371.txt
10,13,5,6,1372.txt
5,13,5,3,1375.txt
5,13,5,5,1377.txt
5,10,5,6,1379.txt
5,26,6,5,1380.txt
8,13,5,3,1383.txt
5,13,5,5,1389.txt
5,13,5,5,1390.txt
5,13,5,5,1392.txt
5,13,5,5,1395.txt
5,13,5,13,1396.txt
5,13,5,6,1398.txt
5,13,5,26,1400.txt
8,13,5,3,1402.txt
5,13,5,5,1405.txt
5,13,5,13,1407.txt
5,13,5,5,1409.txt
11,13,5,3,1412.txt
5,13,5,5,1416.txt
5,13,5,3,1418.txt
5,13,5,5,1421.txt
8,13,5,13,1422.txt
5,13,5,5,1425.txt
5,13,5,6,1427.txt
5,13,5,5,1429.txt
5,13,5,5,1431.txt
5,13,5,5,1433.txt
8,13,5,3,1434.txt
8,13,5,3,1436.txt
5,13,5,3,1439.txt
5,13,5,13,1441.txt
5,13,5,5,1442.txt
5,13,5,29,1444.txt
8,13,5,13,1446.txt
5,13,5,6,1448.txt
5,13,5,5,1451.txt
5,13,5,5,1453.txt
11,13,5,3,1454.txt
5,13,5,5,1456.txt
5,13,5,3,1458.txt
8,17,5,17,1460.txt
5,13,5,6,1462.txt
5,13,5,5,1465.txt
5,13,5,3,1467.txt
5,13,5,3,1469.txt
11,13,5,3,1470.txt
5,13,5,5,1473.txt
5,13,5,5,1475.txt
0,13,4,3,1477.txt
5,13,5,5,1480.txt
10,13,5,6,1482.txt
5,13,5,5,1484.txt
5,13,5,5,1487.txt
5,13,5,3,1490.txt
5,13,5,13,1491.txt
5,13,5,5,1494.txt
5,13,5,9,1497.txt
5,13,5,6,1499.txt
5,13,5,13,1502.txt
5,13,5,5,1504.txt
19,13,5,3,1505.txt
5,13,5,3,1507.txt
11,13,5,3,1509.txt
5,13,5,6,1511.txt
5,13,5,5,1513.txt
5,13,5,6,1515.txt
5,13,5,5,1518.txt
8,13,5,3,1519.txt
5,13,5,5,1521.txt
5,13,5,5,1523.txt
5,13,5,5,1526.txt
5,13,5,6,1528.txt
5,13,5,6,1529.txt
5,13,5,5,1532.txt
5,13,5,13,1534.txt
14,13,5,6,1536.txt
11,13,5,7,1538.txt
5,13,5,3,1540.txt
5,13,5,5,1543.txt
5,13,5,6,1545.txt
5,13,5,5,1546.txt
5,13,5,6,1548.txt
5,13,5,6,1551.txt
5,13,5,13,1552.txt
5,10,5,13,1556.txt
5,13,5,3,1558.txt
13,8,0,16,1561.txt
5,13,5,5,1563.txt
8,13,5,3,1565.txt
5,13,5,5,1567.txt
5,13,5,5,1570.txt
5,13,5,5,1572.txt
5,13,5,3,1574.txt
5,13,5,5,1581.txt
5,13,5,3,1583.txt
5,13,5,6,1585.txt
5,13,5,5,1587.txt
5,13,5,5,1589.txt
5,13,5,3,1590.txt
5,10,5,5,1594.txt
5,13,5,3,1596.txt
5,13,5,5,1598.txt
5,13,5,5,1600.txt
5,13,5,5,1602.txt
5,13,5,13,1604.txt
5,13,5,5,1605.txt
5,13,5,6,1608.txt
5,13,5,5,1610.txt
8,13,4,16,1612.txt
5,13,5,3,1615.txt
8,18,5,3,1616.txt
5,13,5,5,1618.txt
5,13,5,3,1622.txt
8,17,5,17,1623.txt
5,13,5,13,1626.txt
8,13,5,10,1629.txt
5,13,5,5,1631.txt
8,13,5,3,1632.txt
5,13,5,5,1637.txt
5,13,5,5,1639.txt
5,13,5,3,1641.txt
5,13,5,5,1643.txt
5,13,5,5,1645.txt
5,13,5,24,1647.txt
0,13,5,3,1650.txt
5,13,5,6,1652.txt
5,13,5,5,1654.txt
5,13,5,5,1655.txt
5,13,5,5,1657.txt
5,13,5,5,1660.txt
10,13,5,7,1662.txt
5,13,5,5,1663.txt
5,13,5,5,1666.txt
5,13,5,5,1667.txt
5,13,5,5,1669.txt
5,13,5,3,1671.txt
5,13,5,5,1673.txt
5,13,5,5,1676.txt
5,13,5,5,1677.txt
5,12,5,10,1680.txt
5,13,5,5,1682.txt
5,13,5,5,1684.txt
5,13,5,5,1686.txt
5,13,5,3,1692.txt
5,13,5,6,1694.txt
5,13,5,3,1696.txt
5,13,5,5,1698.txt
5,13,5,5,1699.txt
5,13,5,5,1701.txt
5,13,5,5,1705.txt
5,13,5,5,1707.txt
5,13,5,3,1709.txt
5,13,5,5,1715.txt
5,13,5,5,1717.txt
5,13,5,3,1720.txt
5,13,5,3,1723.txt
5,13,5,5,1725.txt
5,13,5,15,1727.txt
20,11,5,16,1728.txt
5,13,5,13,1732.txt
5,13,5,3,1734.txt
5,12,5,5,1735.txt
5,13,5,5,1737.txt
8,13,5,3,1739.txt
8,13,5,6,1744.txt
5,13,5,3,1745.txt
5,13,5,5,1747.txt
5,13,5,5,1749.txt
3,11,5,10,1751.txt
8,13,5,3,1755.txt
5,13,5,3,1759.txt
13,13,5,10,1762.txt
5,13,5,3,1764.txt
5,13,5,5,1765.txt
5,13,5,5,1769.txt
5,13,5,5,1771.txt
8,13,5,3,1774.txt
5,13,5,5,1775.txt
5,13,5,26,1778.txt
5,13,5,5,1780.txt
5,13,5,22,1783.txt
5,13,5,5,1784.txt
5,13,5,5,1787.txt
5,13,5,5,1789.txt
5,13,5,5,1791.txt
5,13,5,6,1794.txt
5,10,5,5,1798.txt
10,13,5,3,1800.txt
5,13,5,5,1801.txt
5,13,5,5,1803.txt
14,13,5,7,1805.txt
5,13,5,3,1808.txt
5,12,6,5,1810.txt
5,13,5,6,1812.txt
5,13,5,6,1814.txt
5,13,5,3,1816.txt
5,13,5,3,1818.txt
5,13,5,5,1820.txt
5,13,5,5,1824.txt
5,13,5,5,1825.txt
5,10,5,5,1827.txt
11,13,5,6,1830.txt
5,13,5,5,1831.txt
5,13,5,3,1833.txt
5,13,5,3,1836.txt
8,13,5,3,1838.txt
5,13,5,9,1840.txt
5,13,5,5,1842.txt
5,13,5,3,1844.txt
5,13,5,3,1847.txt
5,10,5,5,1850.txt
8,13,5,3,1851.txt
5,13,5,5,1854.txt
5,13,5,5,1855.txt
5,13,5,13,1858.txt
5,13,5,16,1860.txt
5,13,5,5,1861.txt
5,9,5,5,1863.txt
8,13,5,17,1865.txt
5,13,5,13,1867.txt
5,13,5,6,1870.txt
5,13,5,5,1872.txt
5,13,5,5,1874.txt
5,13,5,5,1876.txt
11,13,5,13,1879.txt
8,13,5,3,1880.txt
5,13,5,5,1884.txt
5,13,5,3,1885.txt
5,13,5,3,1887.txt
8,13,5,3,1890.txt
5,13,5,5,1892.txt
5,13,5,5,1894.txt
11,13,5,7,1898.txt
11,13,5,21,1900.txt
5,13,5,5,1901.txt
5,13,5,5,1903.txt
5,10,5,5,1906.txt
5,10,5,5,1908.txt
5,13,5,5,1911.txt
10,13,5,3,1913.txt
5,13,5,5,1914.txt
5,10,5,3,1916.txt
5,13,5,5,1919.txt
5,13,5,5,1921.txt
5,13,5,6,1923.txt
5,13,5,0,1926.txt
5,13,5,5,1928.txt
5,13,5,3,1930.txt
5,13,5,6,1932.txt
8,13,5,3,1934.txt
5,13,5,5,1937.txt
5,13,5,3,1938.txt
13,13,5,5,1941.txt
5,13,5,5,1942.txt
5,13,5,3,1944.txt
5,13,5,5,1947.txt
5,13,5,5,1948.txt
5,10,5,6,1951.txt
13,13,5,5,1952.txt
8,13,5,5,1954.txt
5,13,5,5,1956.txt
5,13,5,13,1959.txt
5,13,5,3,1961.txt
8,13,5,3,1964.txt
5,10,5,5,1965.txt
5,13,5,5,1970.txt
5,13,5,5,1973.txt
5,13,5,5,1974.txt
5,13,5,5,1976.txt
5,13,5,5,1979.txt
5,10,5,5,1981.txt
6,3,5,3,1983.txt
14,13,5,3,1984.txt
5,13,5,3,1986.txt
5,13,5,5,1989.txt
5,13,5,5,1991.txt
5,13,5,13,1992.txt
5,13,5,13,1995.txt
5,13,5,6,1997.txt
5,13,5,5,1999.txt
5,13,5,6,2001.txt
5,13,5,5,2005.txt
5,13,5,5,2007.txt
5,13,5,5,2008.txt
5,13,5,5,2012.txt
5,13,5,3,2015.txt
5,13,5,5,2017.txt
5,13,5,5,2020.txt
5,13,5,3,2022.txt
5,13,5,5,2024.txt
8,13,5,5,2026.txt
5,13,5,5,2029.txt
5,16,5,6,2031.txt
5,13,5,3,2032.txt
5,13,5,5,2034.txt
5,13,5,5,2037.txt
5,12,5,5,2038.txt
5,14,5,5,2040.txt
5,13,5,6,2043.txt
5,13,5,5,2045.txt
5,13,5,6,2049.txt
5,13,5,5,2052.txt
5,13,5,6,2053.txt
5,13,5,6,2055.txt
5,13,5,6,2057.txt
5,13,5,3,2060.txt
5,13,5,5,2062.txt
5,13,5,5,2066.txt
5,13,5,6,2067.txt
5,13,5,5,2069.txt
5,13,5,6,2072.txt
3,7,5,10,2074.txt
5,13,5,13,2078.txt
5,13,5,5,2080.txt
5,10,5,5,2083.txt
5,13,5,3,2085.txt
5,13,5,5,2087.txt
5,13,5,3,2090.txt
5,13,5,22,2092.txt
11,13,5,6,2093.txt
5,13,5,3,2096.txt
5,13,5,6,2098.txt
5,10,5,3,2099.txt
5,13,5,5,2101.txt
8,13,5,24,2103.txt
5,13,5,5,2105.txt
5,13,5,5,2107.txt
4,17,5,4,2110.txt
5,13,5,5,2113.txt
13,13,4,24,2114.txt
5,13,5,5,2117.txt
5,13,5,5,2119.txt
5,13,5,5,2121.txt
5,13,5,3,2122.txt
5,13,5,6,2125.txt
5,13,5,5,2126.txt
5,13,5,5,2129.txt
5,13,5,6,2130.txt
5,13,5,0,2133.txt
5,13,5,6,2135.txt
5,13,5,5,2137.txt
5,13,5,5,2139.txt
5,10,5,5,2141.txt
5,13,5,5,2142.txt
5,13,5,3,2145.txt
5,13,5,5,2147.txt
5,13,5,5,2149.txt
5,10,5,5,2151.txt
10,13,5,6,2153.txt
11,13,5,7,2154.txt
11,13,5,21,2156.txt
3,7,5,5,2160.txt
5,13,5,5,2161.txt
5,13,5,3,2165.txt
5,13,5,6,2166.txt
5,13,5,3,2168.txt
5,13,5,3,2171.txt
5,13,5,5,2173.txt
5,13,5,5,2176.txt
8,13,4,24,2177.txt
5,13,5,5,2179.txt
5,13,5,5,2181.txt
5,13,5,5,2184.txt
5,13,5,5,2186.txt
5,13,5,6,2188.txt
5,13,5,3,2189.txt
5,13,5,5,2191.txt
5,13,5,5,2194.txt
5,13,5,5,2196.txt
12,23,6,24,2200.txt
5,13,5,5,2201.txt
13,13,4,16,2204.txt
5,13,5,6,2206.txt
5,13,5,5,2209.txt
5,13,5,6,2211.txt
5,13,5,5,2213.txt
5,13,5,5,2215.txt
5,13,5,5,2217.txt
5,13,5,5,2219.txt
5,13,5,5,2220.txt
5,10,5,5,2223.txt
5,13,5,5,2225.txt
5,13,5,5,2227.txt
5,13,5,13,2229.txt
10,13,5,7,2231.txt
8,13,5,3,2232.txt
5,13,5,3,2234.txt
5,13,5,5,2237.txt
5,13,5,6,2240.txt
5,13,5,6,2241.txt
5,13,5,5,2244.txt
5,13,5,5,2245.txt
8,13,5,22,2247.txt
5,10,5,5,2249.txt
5,13,5,5,2252.txt
11,13,5,6,2255.txt
5,13,5,5,2257.txt
5,13,5,5,2258.txt
5,13,5,5,2260.txt
11,13,5,7,2263.txt
8,13,5,3,2265.txt
14,13,5,3,2266.txt
5,13,5,3,2268.txt
5,13,5,5,2271.txt
5,13,5,5,2273.txt
5,13,5,6,2275.txt
5,13,5,5,2276.txt
8,13,5,24,2278.txt
5,13,5,5,2280.txt
5,13,5,5,2283.txt
5,13,5,5,2284.txt
5,13,5,3,2286.txt
5,13,5,6,2288.txt
0,2,5,3,2291.txt
5,13,5,5,2292.txt
5,13,5,6,2294.txt
5,13,5,5,2297.txt
5,13,5,5,2300.txt
8,13,5,17,2302.txt
5,13,5,5,2304.txt
8,13,5,3,2306.txt
0,13,5,3,2308.txt
5,13,5,5,2310.txt
5,13,5,5,2312.txt
5,13,5,5,2313.txt
5,13,5,6,2315.txt
5,13,5,3,2318.txt
5,13,5,5,2319.txt
5,13,5,3,2322.txt
13,8,0,16,2324.txt
5,13,5,3,2325.txt
5,13,5,16,2328.txt
5,13,5,5,2330.txt
5,13,5,5,2332.txt
5,13,5,5,2333.txt
5,13,5,5,2337.txt
5,13,5,6,2339.txt
5,13,5,13,2341.txt
5,13,5,5,2343.txt
5,13,5,3,2344.txt
5,13,5,5,2346.txt
5,13,5,25,2348.txt
5,13,5,3,2352.txt
11,13,5,6,2354.txt
8,13,5,6,2355.txt
5,13,5,5,2358.txt
5,10,5,5,2360.txt
5,13,5,5,2361.txt
5,16,5,19,2364.txt
5,13,5,5,2365.txt
5,13,5,5,2370.txt
10,13,5,7,2371.txt
5,13,5,5,2375.txt
5,13,5,5,2376.txt
5,13,5,5,2378.txt
5,13,5,5,2380.txt
