0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,filename
1,3,1,1,8,0,6,1,4,0,1,7,5,5,3,4,2,6,2,2,2,2,2,2,3,26,10,9,5,5,13,5,2,11,6,5,6,5,5,5,5,5,5,5,5,5,5,6,5,2,4,2,2,2,2,1,1,32.txt
4,1,1,1,8,0,1,15,4,0,1,7,5,5,5,5,2,3,2,4,2,2,2,2,3,29,4,3,8,2,2,2,11,20,3,9,10,2,2,10,0,2,8,8,8,8,8,7,6,1,1,0,0,0,0,0,1,34.txt
1,3,1,1,8,0,1,26,4,0,1,7,4,5,5,5,2,3,2,2,2,2,2,2,3,20,13,10,6,6,11,11,12,6,10,10,7,1,1,1,1,6,1,2,1,1,1,1,1,4,2,2,2,2,2,2,0,36.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,13,10,6,15,11,12,12,13,12,10,17,9,13,6,6,8,7,9,10,7,7,5,11,4,4,2,2,2,2,2,1,40.txt
1,1,1,1,10,0,6,1,4,0,1,7,4,5,5,5,2,3,2,2,2,2,2,2,3,20,7,6,6,9,9,8,9,12,12,6,2,3,3,4,4,4,4,4,4,4,4,4,6,4,2,2,2,2,2,2,0,41.txt
1,3,1,1,8,0,7,3,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,7,6,7,6,7,8,8,6,11,6,7,6,7,7,7,5,11,4,4,2,2,2,2,2,0,49.txt
1,1,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,29,4,3,8,8,2,2,3,20,3,9,10,2,2,9,0,2,8,8,8,8,8,7,9,1,1,0,0,0,0,0,0,53.txt
4,1,1,1,10,0,1,1,0,0,1,7,4,3,5,5,2,3,2,2,2,2,2,2,3,7,4,3,8,2,2,2,11,20,3,2,2,2,2,10,0,0,8,8,8,8,8,0,13,1,1,0,0,0,0,0,2,55.txt
1,1,1,1,26,0,3,11,5,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,29,4,3,11,2,2,2,3,20,3,9,10,2,2,9,0,2,8,12,0,0,11,0,9,1,0,1,1,0,1,1,1,57.txt
1,3,1,1,7,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,6,3,15,3,3,3,3,4,2,4,3,4,12,11,3,3,3,11,3,3,9,3,3,6,3,2,2,2,2,2,1,1,60.txt
5,1,1,1,8,0,1,1,4,15,1,7,4,5,5,3,2,3,2,4,2,2,2,2,3,18,4,3,8,2,2,2,3,20,3,9,9,2,2,8,0,2,8,8,8,8,8,0,13,6,1,0,0,0,0,1,1,61.txt
1,1,1,1,8,0,1,26,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,8,4,3,11,8,2,2,11,10,3,9,0,2,2,2,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,2,1,63.txt
1,1,1,1,10,0,6,1,6,0,1,7,4,4,5,5,2,3,2,2,2,2,2,2,3,29,4,1,1,8,2,2,3,20,3,9,10,2,2,8,0,2,8,8,8,8,8,1,3,1,0,1,1,0,0,1,1,65.txt
1,1,1,1,10,0,1,3,4,0,1,7,11,4,3,5,2,2,2,2,2,2,2,2,3,4,4,3,2,8,2,2,3,20,3,9,10,2,2,9,0,1,1,1,1,1,1,1,1,2,1,0,1,0,0,1,1,68.txt
1,1,1,1,8,0,1,15,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,8,4,3,8,8,2,2,3,8,3,9,11,2,2,9,1,1,1,8,8,8,1,1,1,1,2,0,0,0,0,2,0,71.txt
1,3,1,1,8,0,1,3,4,0,1,7,4,5,3,5,2,6,2,2,2,2,2,2,3,20,13,10,6,6,11,11,12,6,10,1,1,1,1,6,11,8,7,9,1,1,1,1,2,4,2,2,2,2,2,2,0,72.txt
1,3,1,1,10,0,3,1,5,0,1,7,10,4,3,4,2,3,2,2,2,2,2,2,3,20,11,10,6,6,6,11,12,6,7,6,7,8,8,6,6,6,7,6,7,7,7,5,11,0,0,1,1,2,2,2,0,76.txt
5,1,1,1,8,0,1,1,4,0,1,7,5,5,5,3,2,3,2,4,2,2,2,2,3,29,4,3,8,8,2,2,3,20,3,9,9,2,2,8,0,2,8,8,8,8,8,0,13,6,1,0,0,0,1,0,2,78.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,5,5,4,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,12,6,15,6,7,6,9,6,11,7,6,6,6,7,6,5,3,4,2,2,2,2,1,2,0,81.txt
4,1,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,29,4,3,8,2,2,2,3,17,3,2,10,2,2,10,0,2,8,8,8,8,8,0,13,1,1,1,1,0,0,0,2,84.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,7,23,7,6,7,9,6,6,6,8,7,9,7,7,7,5,11,4,3,1,1,2,2,2,0,86.txt
5,1,1,1,8,0,1,1,4,13,2,2,10,1,2,2,0,0,0,0,0,0,0,0,0,29,0,3,8,2,2,2,3,20,3,2,9,2,2,8,8,2,8,8,8,8,9,0,13,7,0,1,1,0,0,0,1,89.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,6,11,7,6,7,6,7,9,13,6,6,6,10,6,7,7,7,5,11,4,4,2,2,2,2,2,0,90.txt
1,3,1,1,7,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,6,3,2,3,3,3,3,4,2,4,3,4,11,11,3,3,10,11,3,9,9,3,3,3,0,0,1,1,2,2,2,0,92.txt
1,1,1,1,10,0,1,1,4,0,1,7,5,3,5,4,2,3,2,2,2,2,2,2,3,4,4,3,2,2,2,2,3,15,3,9,12,2,2,2,0,2,0,0,0,0,11,0,14,1,1,0,0,0,0,1,1,95.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,3,2,2,3,20,13,10,6,12,9,12,12,12,10,10,1,1,1,1,1,6,1,1,1,1,1,1,1,0,0,2,1,2,1,2,0,97.txt
1,3,1,1,7,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,14,6,11,7,6,7,6,7,6,13,6,6,8,10,9,7,7,4,5,12,4,4,2,2,2,2,2,0,98.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,5,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,14,6,11,12,6,15,6,7,7,7,6,6,7,7,9,7,7,1,5,2,4,0,2,2,2,2,2,0,100.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,7,6,6,12,9,6,14,12,12,6,16,6,9,7,7,7,6,7,6,6,6,6,2,4,4,2,2,2,2,2,0,102.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,12,11,6,14,22,12,6,16,6,7,6,7,7,7,7,6,6,6,5,12,4,4,2,2,2,1,2,0,105.txt
1,3,1,1,8,0,7,1,4,0,1,7,10,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,6,7,6,7,6,17,10,10,6,6,7,7,6,10,6,6,5,11,4,3,2,2,2,2,2,0,108.txt
1,3,1,1,5,0,1,1,4,0,1,7,10,3,3,3,2,3,2,2,2,2,2,2,3,20,11,10,10,14,11,11,14,13,10,10,7,8,8,6,6,6,7,6,7,7,7,5,4,4,4,2,1,2,2,2,1,110.txt
1,3,1,1,8,0,1,15,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,6,15,14,9,3,10,3,4,2,4,3,15,4,4,11,3,9,9,11,3,3,3,9,10,3,3,1,1,2,2,1,1,112.txt
1,3,1,1,8,0,3,1,5,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,20,7,6,6,9,9,7,8,7,8,7,8,3,3,4,4,4,4,4,4,4,4,4,3,0,0,1,1,2,1,2,0,114.txt
1,1,1,1,8,0,1,8,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,1,4,3,8,2,2,2,3,18,3,9,13,2,2,9,0,2,8,8,8,8,8,0,9,1,1,0,0,1,1,0,0,116.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,5,2,3,2,2,2,0,0,0,0,20,0,10,6,14,11,6,7,13,15,10,17,7,7,6,6,7,6,9,10,6,6,5,3,4,0,1,1,2,2,2,1,118.txt
1,3,1,1,3,0,1,3,4,0,1,7,5,4,3,4,2,5,2,2,2,2,2,2,3,20,9,8,12,9,11,8,9,3,10,6,7,13,9,6,11,5,7,9,6,6,5,6,11,2,4,1,1,2,2,1,1,121.txt
5,1,1,1,7,0,1,1,4,0,1,7,5,3,5,3,2,3,2,4,0,0,0,0,0,4,0,3,8,8,2,2,3,20,3,2,9,2,2,8,8,2,1,1,1,1,1,1,1,5,2,0,0,0,0,0,2,123.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,5,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,12,12,22,10,10,17,6,9,6,6,6,6,6,6,2,2,1,3,4,2,2,2,2,2,2,0,124.txt
1,3,1,1,8,0,1,18,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,6,15,14,9,3,3,10,4,2,4,3,15,10,10,3,10,9,9,11,3,3,12,3,10,3,3,2,2,2,2,2,0,126.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,5,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,12,6,15,10,7,6,9,6,6,6,7,6,10,7,6,1,1,4,2,2,2,2,2,2,0,128.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,14,11,12,12,23,10,10,7,12,11,6,6,8,7,9,10,1,1,5,1,0,0,1,1,2,2,2,0,130.txt
1,3,1,1,16,0,1,1,0,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,6,3,2,3,3,3,3,4,2,4,3,4,4,10,3,3,1,1,3,1,1,1,1,1,0,0,1,1,2,1,2,0,132.txt
1,1,1,1,8,0,1,1,4,0,1,7,10,4,5,3,2,3,2,2,2,2,2,2,3,10,4,3,8,8,2,2,11,20,3,9,10,2,2,9,0,2,8,10,0,8,11,0,9,1,1,0,1,0,0,0,1,135.txt
1,3,1,1,7,0,8,1,10,0,1,7,4,4,3,4,2,3,2,2,2,2,2,2,3,20,11,10,6,6,6,11,7,6,7,6,7,6,6,6,6,6,10,6,7,7,7,5,11,0,0,1,1,2,2,2,0,137.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,20,11,10,10,15,11,6,14,13,7,6,17,10,10,6,6,8,7,9,10,7,5,6,12,4,4,1,1,2,2,1,1,141.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,15,11,6,14,12,12,6,8,7,1,6,6,7,6,9,6,6,6,6,11,4,4,2,2,2,1,2,1,144.txt
1,1,1,1,8,0,1,1,4,0,1,7,4,4,5,4,2,3,2,2,2,2,2,2,3,29,4,3,11,8,2,2,11,20,3,9,10,2,2,9,0,2,8,12,0,0,11,0,2,1,2,1,1,0,0,1,1,145.txt
1,3,1,1,8,0,1,3,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,6,3,2,3,3,3,10,4,2,4,3,4,11,8,3,3,3,11,3,9,9,3,3,7,3,3,1,1,2,2,2,0,147.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,12,9,6,14,12,12,6,16,3,3,6,4,4,4,4,4,4,4,4,12,4,4,2,2,2,2,2,0,149.txt
1,1,1,1,8,0,1,1,4,0,1,0,5,1,2,2,0,0,0,0,0,0,0,0,0,8,0,3,8,8,2,2,11,14,3,2,11,2,2,9,0,1,1,10,0,8,1,1,1,1,2,0,0,0,0,2,1,151.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,20,11,10,10,15,11,6,7,13,10,6,17,11,11,6,6,8,7,9,10,7,7,5,5,4,3,1,1,2,2,1,1,154.txt
1,3,1,1,8,0,7,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,7,6,10,6,7,6,9,6,6,7,7,6,10,6,6,5,5,4,2,2,2,2,2,2,0,156.txt
1,1,1,1,8,0,6,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,19,4,3,8,8,2,2,3,20,3,2,10,2,2,10,0,2,8,8,8,8,8,7,0,1,1,1,1,0,0,0,1,158.txt
1,3,1,1,8,0,1,1,4,0,1,7,7,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,12,6,10,10,7,6,6,6,6,6,10,6,7,7,7,5,1,4,2,2,1,2,2,2,0,160.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,5,2,3,2,2,2,2,2,2,3,20,11,10,6,12,11,6,7,22,12,6,16,6,9,6,6,6,7,6,4,4,4,4,11,4,4,1,1,2,2,2,0,161.txt
5,1,1,1,8,0,1,1,4,16,1,6,5,5,5,3,2,3,2,4,2,2,2,2,2,15,4,3,8,2,2,2,3,19,3,9,9,2,2,8,8,2,8,8,8,8,10,0,13,5,5,3,0,0,1,0,2,163.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,6,3,2,3,3,3,3,4,2,4,3,15,4,12,3,3,10,3,11,3,3,12,9,10,3,3,1,1,2,2,2,1,165.txt
5,1,1,1,8,0,7,1,4,0,1,7,5,3,5,3,2,3,2,4,2,2,2,2,3,4,4,3,8,8,2,2,3,20,3,9,9,2,2,8,0,2,8,8,8,8,8,0,13,6,1,0,0,0,0,1,1,167.txt
4,1,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,4,2,2,2,2,3,10,4,3,8,2,2,2,3,17,3,9,10,2,2,8,0,2,8,8,8,8,8,0,13,1,1,0,0,0,0,1,1,169.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,3,2,2,3,20,13,10,6,6,11,11,12,6,10,6,7,8,8,6,6,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,0,171.txt
4,1,1,1,10,0,1,1,4,0,1,7,4,4,5,3,2,3,2,4,2,2,2,2,3,0,4,3,8,2,2,2,3,20,3,9,9,2,2,8,0,2,8,8,8,8,8,0,13,1,1,1,1,0,0,0,1,173.txt
1,1,1,1,3,0,6,1,6,0,1,7,10,4,5,3,2,3,2,2,2,2,2,2,3,29,4,3,8,8,2,2,11,14,3,9,18,2,2,9,0,2,8,10,0,8,0,0,5,0,0,1,1,0,0,0,1,175.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,5,5,2,3,2,2,2,2,0,0,0,26,0,5,5,13,12,5,15,5,14,5,6,5,5,5,5,5,5,5,5,5,5,5,12,4,0,1,1,2,2,1,1,177.txt
1,3,1,1,10,0,6,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,6,3,15,9,3,10,3,4,2,13,3,15,4,4,11,3,9,9,11,3,3,3,9,10,3,0,1,1,2,2,1,1,179.txt
1,3,1,1,8,0,1,3,4,0,1,7,4,4,3,5,2,3,2,2,2,2,2,2,3,6,3,2,3,3,3,3,4,2,13,3,4,4,4,3,3,10,3,3,9,3,3,9,2,0,0,1,1,2,2,2,1,182.txt
1,3,1,1,8,0,1,1,4,0,1,7,10,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,14,11,6,7,13,10,6,17,8,8,6,6,8,7,9,10,6,1,5,2,4,4,2,2,2,2,2,1,184.txt
1,3,1,1,10,0,1,1,4,0,1,7,10,3,5,3,2,3,2,2,2,2,2,2,3,20,7,7,6,7,7,7,8,7,8,7,8,7,7,6,6,7,6,7,6,6,6,1,3,4,2,2,2,2,2,2,0,188.txt
5,1,1,1,8,0,1,1,4,0,1,7,5,4,5,3,2,3,2,4,2,2,2,2,3,29,4,3,8,8,2,2,3,20,3,9,9,2,2,8,8,2,8,8,8,8,10,7,13,5,1,1,1,0,0,0,2,189.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,3,5,4,2,3,2,2,2,2,2,2,3,20,11,10,6,12,11,6,13,22,12,6,17,3,3,6,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,0,191.txt
1,1,1,1,8,0,1,1,4,3,1,7,4,5,3,1,2,3,2,2,2,2,2,2,3,29,4,3,2,8,1,2,3,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,3,0,0,1,1,194.txt
1,3,1,1,8,0,1,4,4,0,1,7,4,3,3,3,2,3,2,2,2,2,2,2,3,20,11,10,6,14,11,11,7,6,10,10,7,8,8,6,11,8,7,9,7,7,1,1,2,4,2,2,2,2,2,2,0,197.txt
1,3,1,1,8,0,1,9,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,0,3,2,3,3,3,3,4,2,13,3,15,12,4,11,3,10,3,11,3,3,3,9,4,0,0,2,1,2,2,1,1,199.txt
1,3,1,1,8,0,1,15,4,0,1,7,10,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,13,6,15,6,17,13,13,6,11,6,10,7,6,7,6,5,11,4,4,2,2,2,2,2,0,203.txt
1,3,1,1,8,0,1,3,4,0,1,7,5,3,3,3,2,3,2,2,2,3,2,2,3,20,13,12,6,6,11,11,2,6,10,10,7,9,9,6,1,6,7,1,1,1,1,1,1,4,2,2,2,2,2,2,0,204.txt
5,1,1,1,8,0,1,1,4,0,1,7,5,5,5,4,2,0,0,0,0,0,0,0,0,29,0,3,8,2,2,2,3,19,3,2,9,2,2,8,0,2,8,8,8,8,8,7,13,6,1,0,0,0,0,0,2,209.txt
1,3,1,1,10,0,1,1,4,0,1,7,4,5,5,3,2,3,2,2,2,2,2,2,3,4,8,7,7,7,7,7,8,7,8,7,8,7,7,7,7,7,6,1,1,1,1,1,2,4,4,2,2,2,2,2,0,210.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,12,11,6,12,22,7,6,17,11,8,6,6,8,7,9,10,7,7,5,3,4,4,2,2,2,2,2,0,212.txt
5,1,1,1,8,0,1,1,4,21,1,7,4,5,5,3,2,3,2,4,2,2,2,2,3,30,4,3,8,8,2,2,3,20,3,9,9,2,2,8,8,2,8,8,8,8,8,7,13,6,1,0,0,0,1,0,1,214.txt
1,3,1,1,9,0,1,1,4,0,1,7,10,5,3,3,2,4,2,2,2,3,2,2,3,27,6,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,2,2,2,1,1,217.txt
1,3,1,1,3,0,8,1,5,0,1,7,4,4,3,5,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,7,23,15,6,7,6,6,6,6,6,10,6,7,6,7,5,12,0,0,1,1,2,2,2,0,219.txt
1,3,1,1,8,0,1,1,4,0,1,7,10,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,7,6,15,6,7,9,6,6,6,6,10,6,7,7,7,5,11,4,4,2,2,2,2,2,0,220.txt
1,3,1,1,8,0,6,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,0,5,4,4,4,4,4,5,4,5,4,5,3,3,4,4,4,4,4,4,4,4,4,12,4,4,2,1,2,2,2,0,222.txt
1,3,1,1,10,0,1,1,0,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,20,0,10,6,6,6,11,7,6,15,6,7,9,6,6,6,6,10,6,7,7,7,5,7,4,0,1,1,2,2,2,0,225.txt
1,3,1,1,8,0,1,15,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,12,11,6,7,22,12,6,16,7,7,6,11,7,6,9,10,6,6,1,1,4,2,2,2,2,2,2,0,227.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,6,6,7,6,7,6,17,10,10,6,6,6,7,4,4,4,4,4,11,4,4,2,2,2,2,2,0,229.txt
1,3,1,1,8,0,1,1,4,0,1,7,4,4,3,3,2,3,2,2,2,2,2,2,3,13,5,4,4,4,4,4,5,4,5,4,5,8,8,4,4,4,4,4,4,4,4,4,12,0,0,1,1,2,2,2,0,231.txt
1,1,1,1,10,0,1,1,4,0,1,7,10,3,5,3,2,3,2,2,2,2,2,2,3,4,9,8,7,7,7,7,8,3,8,7,8,7,7,7,7,5,6,5,5,5,5,6,11,4,4,2,2,2,2,1,1,236.txt
1,1,1,1,8,0,1,15,4,0,1,7,5,5,5,3,2,3,2,2,2,2,2,2,3,1,4,3,8,8,2,2,11,21,3,9,18,2,2,9,0,2,8,8,8,1,1,7,2,1,2,0,1,0,0,0,0,241.txt
1,3,1,1,8,0,1,20,4,0,1,7,4,4,3,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,11,14,6,15,6,7,9,6,6,11,6,7,6,7,6,7,5,11,4,4,1,1,2,2,2,0,242.txt
1,3,1,1,10,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,3,2,2,3,20,7,6,6,9,9,8,9,12,10,10,16,6,9,6,6,7,7,9,1,1,1,1,1,4,2,1,1,2,2,2,1,245.txt
1,1,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,2,9,8,4,4,4,4,5,10,5,4,5,3,3,4,4,4,4,4,4,4,4,4,12,4,4,1,1,1,1,2,1,247.txt
1,3,1,1,17,0,6,1,9,0,1,7,5,5,3,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,6,11,13,23,10,10,7,6,13,6,6,6,4,4,4,4,4,4,3,4,2,2,2,2,1,2,0,249.txt
1,3,1,1,3,0,1,3,4,0,1,7,5,5,5,4,2,3,2,2,2,2,2,2,3,20,11,10,6,14,11,11,13,23,10,10,7,9,9,6,11,7,7,9,7,1,1,5,2,0,0,2,2,1,1,2,0,250.txt
1,3,1,1,8,0,1,15,4,0,1,7,5,5,5,3,2,3,2,2,2,3,2,2,3,6,3,2,3,3,3,3,4,2,4,3,15,10,12,3,10,9,9,11,1,1,1,9,2,3,2,2,2,2,2,2,0,252.txt
1,1,1,1,8,0,1,1,4,0,1,7,4,4,5,3,2,3,2,2,2,2,2,2,3,26,18,9,5,13,12,5,15,15,14,5,6,5,5,5,5,5,5,5,5,5,5,4,12,0,0,1,1,2,2,1,1,256.txt
1,3,1,1,8,0,1,1,4,0,1,7,5,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,11,6,14,22,7,6,17,6,9,6,6,6,7,9,10,6,7,5,11,4,4,2,2,2,1,2,0,258.txt
1,3,1,1,8,0,1,1,4,0,1,7,10,3,5,3,2,3,2,2,2,3,2,2,3,20,11,10,6,14,11,11,7,13,10,6,8,7,7,6,6,7,6,9,10,6,6,5,1,4,2,2,2,2,2,2,1,260.txt
4,1,1,1,8,0,6,1,4,0,1,7,4,4,5,5,2,3,2,2,2,2,2,2,3,18,4,3,8,2,2,2,3,20,3,9,2,2,2,9,0,2,8,8,8,8,8,0,13,1,1,1,1,0,0,0,2,261.txt
1,3,1,1,10,0,1,1,4,0,1,7,4,3,5,3,2,3,2,2,2,2,2,2,3,20,11,10,6,14,6,11,7,6,7,6,7,8,8,6,6,6,7,6,7,7,7,5,7,4,4,2,1,2,2,2,0,264.txt
1,3,1,1,8,0,7,1,4,0,1,7,4,4,3,3,2,3,2,2,2,2,2,2,3,20,11,10,6,6,6,11,7,6,7,6,7,8,8,6,6,6,7,6,7,7,7,5,11,4,4,2,1,2,2,2,0,269.txt
1,3,1,1,8,0,1,15,4,0,1,7,4,4,5,4,2,3,2,2,2,2,2,2,3,6,3,2,9,3,3,3,4,2,4,3,15,4,4,11,3,3,3,11,9,3,3,1,1,0,0,1,1,2,2,1,1,272.txt
