0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,filename
1,1,9,26,24,25,1,1,8,26,12,30,13,28,29,18,20,19,24,24,16,2,2,11,2,12,30,27,25,26,2,2,2,2,2,14,167.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,28,28,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,169.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,171.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,3,25,15,27,27,26,26,1,27,25,25,28,14,173.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,175.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,177.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,1,1,1,1,14,179.txt
1,1,9,16,15,0,29,30,28,8,23,14,4,17,0,5,30,25,24,24,6,6,6,6,6,15,6,6,6,7,2,2,2,2,2,5,182.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,27,26,26,1,1,1,1,1,14,184.txt
1,1,9,26,24,25,1,1,8,26,12,30,13,28,29,18,20,19,24,24,20,22,21,19,20,15,30,25,25,24,2,2,2,2,2,14,188.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,189.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,28,25,27,1,27,25,25,28,14,191.txt
28,14,3,24,9,13,6,9,10,15,20,21,15,18,10,1,19,25,9,9,28,25,25,26,29,19,17,22,17,17,12,5,5,5,3,24,194.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,28,28,25,28,29,30,6,24,23,22,22,22,1,27,25,25,28,24,197.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,199.txt
1,12,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,23,5,5,5,3,14,203.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,204.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,27,25,26,12,5,5,5,3,14,209.txt
1,0,9,26,24,25,29,30,28,26,28,26,25,26,25,25,25,27,24,24,19,20,24,18,24,24,23,22,22,22,1,27,25,25,28,24,210.txt
1,24,24,16,18,5,29,30,28,28,23,27,4,17,0,25,25,27,24,24,6,6,6,6,6,21,27,25,26,24,3,3,3,3,4,14,212.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,214.txt
30,0,16,26,24,27,6,9,22,13,29,12,30,11,28,8,30,3,8,8,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,217.txt
1,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,3,0,0,6,6,6,6,6,15,12,25,12,24,1,27,25,25,28,14,219.txt
1,24,24,16,15,5,8,25,19,28,23,14,4,17,7,5,20,19,24,24,6,6,6,6,6,15,27,25,26,24,3,3,3,3,4,14,220.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,222.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,225.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,227.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,1,1,1,1,14,229.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,231.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,236.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,241.txt
1,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,242.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,245.txt
1,0,9,26,24,25,22,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,12,26,13,1,27,25,25,28,14,247.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,25,28,29,30,6,15,30,25,25,24,1,27,25,25,28,14,249.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,250.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,252.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,256.txt
1,0,9,26,24,20,26,28,6,2,12,30,13,28,29,2,15,1,24,24,6,6,6,6,6,0,0,0,0,0,1,1,1,1,1,12,258.txt
1,0,9,26,24,25,29,22,30,26,12,11,13,13,14,18,16,17,24,24,6,6,6,6,6,15,26,25,25,24,2,2,2,2,2,14,260.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,261.txt
1,24,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,264.txt
1,1,24,16,17,5,29,22,27,28,23,14,4,0,0,5,16,3,24,24,6,6,6,6,6,13,26,25,25,24,7,7,7,7,7,14,269.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,6,6,6,7,2,2,2,2,2,5,272.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,274.txt
1,0,9,26,24,20,26,28,6,2,12,30,13,28,29,2,15,1,24,24,3,3,3,3,3,0,0,0,0,0,5,5,5,5,23,12,276.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,280.txt
1,0,9,16,15,5,29,30,28,28,23,14,4,17,7,5,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,282.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,283.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,284.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,286.txt
1,19,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,27,27,11,26,15,27,27,26,26,23,5,5,5,23,14,288.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,290.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,293.txt
1,12,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,16,16,3,16,15,27,25,26,24,12,5,5,5,3,14,295.txt
12,14,3,24,2,13,29,30,28,7,2,2,2,2,2,3,19,25,12,12,16,26,26,11,25,8,6,6,6,7,1,27,25,25,28,5,297.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,300.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,303.txt
1,1,9,26,24,25,29,22,27,26,12,11,13,13,14,18,16,17,3,3,16,26,26,11,25,15,27,12,26,13,1,27,25,25,28,14,305.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,16,16,11,26,15,30,25,25,24,1,27,25,25,28,14,307.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,311.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,313.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,318.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,25,28,29,30,6,15,30,25,25,24,1,27,25,25,28,14,320.txt
1,14,3,24,9,13,29,30,28,17,20,21,15,18,27,1,19,25,16,15,16,26,26,11,25,24,23,22,22,22,12,5,5,5,23,19,322.txt
1,14,3,24,9,13,29,30,28,17,20,21,15,18,27,1,19,25,16,15,16,26,26,11,25,24,23,22,22,22,12,5,5,5,23,19,323.txt
1,1,9,26,24,25,29,22,27,26,12,11,13,13,14,18,16,17,24,24,6,6,6,6,6,15,27,25,26,24,1,1,1,1,1,14,324.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,22,30,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,326.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,12,5,5,5,3,14,328.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,329.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,333.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,335.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,12,25,12,24,1,1,1,1,1,14,337.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,341.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,342.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,344.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,347.txt
1,12,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,27,25,26,24,12,5,5,5,3,14,349.txt
1,12,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,27,25,26,24,12,5,5,5,3,14,352.txt
1,14,27,0,15,5,29,30,28,28,15,14,0,17,0,18,30,25,3,3,4,26,26,4,25,15,30,25,25,24,0,0,0,0,0,14,354.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,28,28,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,358.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,360.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,27,25,26,12,5,5,5,3,14,362.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,364.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,1,1,1,1,14,365.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,368.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,369.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,1,1,1,1,14,371.txt
1,24,4,3,9,8,29,30,28,3,20,21,1,18,1,1,8,25,24,24,16,26,26,11,25,15,11,11,11,7,0,0,0,0,0,11,375.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,12,5,5,5,3,14,377.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,380.txt
28,30,15,26,24,25,23,11,20,13,12,30,13,28,29,7,30,8,9,9,28,25,25,26,29,24,23,22,22,22,12,5,5,5,3,24,382.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,385.txt
1,14,3,24,9,13,29,30,28,3,20,21,18,18,27,1,9,25,3,3,16,26,26,11,25,15,11,11,11,7,12,5,5,5,3,11,386.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,387.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,24,23,22,22,22,12,5,5,5,3,24,391.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,16,16,3,16,15,12,25,12,24,19,5,5,5,3,14,394.txt
1,1,9,4,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,16,16,3,16,15,27,25,26,24,1,27,25,25,28,14,395.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,1,1,1,1,14,397.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,12,26,13,1,27,25,25,28,14,400.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,2,2,2,2,2,14,402.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,27,25,26,24,1,27,25,25,28,14,405.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,407.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,27,27,11,16,15,27,25,26,24,12,5,5,5,3,14,411.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,27,25,26,12,5,5,5,3,14,413.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,416.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,5,5,5,5,4,1,27,25,25,28,24,417.txt
1,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,3,9,9,25,28,29,30,6,15,30,27,25,26,1,27,25,25,28,14,419.txt
