0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,filename
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,41.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,49.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,53.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,28,0,0,0,2,9,2,2,2,55.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,57.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,60.txt
0,11,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,9,2,3,2,2,2,61.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,11,8,8,11,0,0,0,2,9,2,2,2,63.txt
0,10,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,65.txt
0,0,3,0,3,0,0,5,0,2,0,0,0,0,0,6,11,0,0,0,2,9,2,2,2,68.txt
0,7,3,0,3,0,0,5,0,2,0,6,0,0,6,5,0,0,7,14,4,5,3,10,12,71.txt
0,0,3,0,5,0,0,5,0,15,0,0,0,0,8,0,11,0,0,0,8,9,10,7,2,72.txt
0,0,0,0,4,0,0,0,0,25,0,0,0,8,0,0,11,0,0,0,8,9,2,7,2,76.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,10,2,2,2,78.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,81.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,84.txt
0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,86.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,11,5,0,9,2,3,2,2,2,89.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,90.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,92.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,95.txt
0,0,3,0,3,4,0,0,0,2,4,6,0,0,0,11,8,0,0,0,2,9,2,2,2,97.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,98.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,100.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,102.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,17,0,0,0,2,9,2,2,2,105.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,108.txt
0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,11,0,0,0,8,9,2,2,10,110.txt
0,0,0,0,3,0,0,5,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,9,112.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,8,0,0,0,0,0,2,9,2,2,2,114.txt
0,7,0,0,3,0,0,0,0,2,4,6,0,0,6,5,11,0,0,0,2,9,2,2,2,116.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,118.txt
0,0,0,0,3,4,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,121.txt
0,7,3,0,3,0,3,0,4,2,0,6,0,0,6,5,0,0,0,0,2,3,2,2,2,123.txt
0,0,0,0,4,4,0,0,0,2,0,6,0,0,8,0,0,0,0,0,2,9,2,2,2,124.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,8,0,11,0,0,0,2,9,2,2,2,126.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,128.txt
0,0,0,0,4,4,0,0,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,130.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,10,132.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,135.txt
0,0,0,0,13,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,8,9,8,7,2,137.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,141.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,144.txt
0,0,3,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,145.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,147.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,8,0,0,0,0,0,2,9,2,2,2,149.txt
0,7,3,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,151.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,154.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,156.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,158.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,7,2,160.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,161.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,0,5,0,9,2,3,2,2,2,163.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,165.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,3,2,2,2,167.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,7,14,4,5,3,10,12,169.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,171.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,173.txt
0,7,3,0,3,4,0,0,0,2,0,6,0,0,6,6,11,0,0,0,2,9,9,2,2,175.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,177.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,179.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,182.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,184.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,188.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,0,6,5,0,0,0,0,2,3,2,2,2,189.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,191.txt
0,0,3,0,3,0,0,0,0,2,0,0,0,4,1,9,26,1,2,8,10,9,2,2,1,194.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,197.txt
0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,199.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,203.txt
0,0,3,0,4,0,0,5,0,25,0,0,0,0,0,6,24,0,7,3,4,5,3,11,3,204.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,10,2,2,2,209.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,210.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,212.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,0,6,5,11,0,0,0,2,3,2,2,2,214.txt
0,0,3,0,3,4,5,7,3,1,0,5,2,3,1,9,5,0,2,0,8,9,9,2,2,217.txt
0,0,0,0,8,4,0,0,0,25,0,0,0,0,0,0,11,0,0,0,8,9,10,7,2,219.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,220.txt
0,0,0,0,4,0,0,0,0,2,4,0,0,0,0,0,11,0,0,0,2,9,2,2,2,222.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,225.txt
0,0,0,0,3,0,0,5,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,227.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,229.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,2,9,2,7,2,231.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,236.txt
0,7,0,0,3,0,0,5,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,241.txt
0,0,0,0,8,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,8,9,8,7,10,242.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,245.txt
0,0,0,0,3,0,0,0,0,2,4,6,0,0,0,0,11,0,0,0,2,9,2,2,2,247.txt
0,0,3,0,4,0,0,0,0,2,4,0,0,0,0,0,11,0,0,0,2,9,2,7,2,249.txt
0,0,0,0,4,4,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,250.txt
0,0,0,0,3,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,252.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,256.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,258.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,260.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,261.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,264.txt
0,0,0,0,14,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,8,9,2,7,2,269.txt
0,0,0,0,3,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,272.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,274.txt
6,7,0,0,3,0,3,4,4,2,0,6,0,6,5,5,0,4,0,7,2,12,2,2,7,276.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,280.txt
0,0,0,0,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,2,9,2,7,2,282.txt
0,0,0,0,4,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,283.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,284.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,286.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,288.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,290.txt
0,0,0,0,9,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,9,10,7,2,293.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,10,2,2,2,295.txt
0,0,3,0,3,0,0,5,0,2,4,0,0,8,15,11,11,9,11,8,2,9,2,2,2,297.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,300.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,303.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,305.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,307.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,311.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,313.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,6,11,0,0,0,2,9,2,2,2,318.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,8,9,2,7,2,320.txt
0,0,3,0,3,0,0,0,0,2,0,0,0,0,5,0,1,9,0,1,1,1,1,1,1,322.txt
0,0,3,0,3,0,0,0,0,2,0,0,0,0,5,0,1,9,0,1,1,1,1,1,1,323.txt
0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,324.txt
0,7,0,0,3,4,0,5,0,2,0,6,0,0,6,5,0,0,0,0,2,10,2,2,2,326.txt
0,7,0,0,3,0,3,5,4,2,0,6,0,6,6,5,0,5,0,9,2,14,2,2,2,328.txt
0,0,0,0,4,4,0,5,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,329.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,8,9,2,7,2,333.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,335.txt
0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,7,2,337.txt
0,0,0,0,3,4,0,5,0,2,7,6,0,0,0,0,0,0,0,0,2,9,2,2,2,341.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,28,0,0,9,2,3,2,2,2,342.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,344.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,347.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,349.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,0,5,0,7,2,12,2,2,2,352.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,0,6,5,0,0,0,0,2,3,2,2,2,354.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,358.txt
0,0,0,0,11,0,0,5,0,21,0,0,0,0,0,0,11,0,0,0,8,9,8,7,2,360.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,362.txt
0,0,0,0,3,0,0,5,0,2,0,6,0,0,8,0,0,0,0,0,2,9,2,2,2,364.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,2,9,2,2,2,365.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,368.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,369.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,371.txt
0,0,3,0,3,4,0,5,0,2,0,0,0,8,5,12,11,9,11,8,9,9,2,2,2,375.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,0,0,0,0,2,3,2,2,2,377.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,10,2,2,2,380.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,5,0,0,5,0,0,0,8,9,2,2,2,382.txt
0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,385.txt
0,0,0,0,3,0,0,5,0,2,0,4,1,4,2,10,1,9,2,1,1,1,1,1,1,386.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,387.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,7,14,4,5,3,10,12,391.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,2,9,2,2,10,394.txt
0,7,0,0,3,0,0,0,0,2,4,6,0,0,6,5,0,0,0,0,2,9,2,2,2,395.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,397.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,400.txt
0,0,3,0,3,0,0,0,0,2,4,6,0,0,8,0,11,0,0,0,2,9,2,2,2,402.txt
0,7,0,0,3,0,0,5,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,405.txt
0,0,0,0,3,4,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,10,407.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,411.txt
0,7,0,0,3,0,0,5,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,413.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,416.txt
0,0,0,0,3,0,0,5,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,417.txt
0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,9,10,7,2,419.txt
0,0,0,0,3,4,0,5,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,421.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,423.txt
0,7,0,0,3,0,3,0,0,2,0,6,0,0,6,5,11,0,0,9,2,3,2,2,2,425.txt
0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,8,9,2,7,2,427.txt
0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,8,9,2,7,10,430.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,434.txt
0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,436.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,439.txt
0,0,0,0,4,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,9,2,2,2,444.txt
0,0,0,0,3,0,0,0,0,2,4,6,0,0,0,0,11,0,0,0,2,9,2,2,2,447.txt
0,0,0,0,7,4,0,0,0,9,4,0,0,0,0,0,0,0,0,0,8,9,10,7,2,449.txt
0,0,3,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,11,0,2,9,2,2,2,452.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,10,2,2,2,454.txt
0,7,0,0,3,0,0,0,0,2,4,6,0,0,6,5,11,0,0,0,2,9,2,2,2,456.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,458.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,460.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,463.txt
0,7,0,0,3,0,0,5,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,465.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,469.txt
0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,11,0,0,9,2,9,2,2,2,472.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,473.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,475.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,477.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,479.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,7,14,4,5,3,10,12,481.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,485.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,8,0,11,0,0,0,2,9,2,2,2,487.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,488.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,491.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,492.txt
0,0,0,0,3,0,0,5,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,494.txt
0,7,0,0,3,0,3,0,4,2,4,6,0,6,11,5,0,5,0,7,2,12,2,2,2,496.txt
0,0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,498.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,500.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,11,5,0,9,2,12,2,2,2,502.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,0,6,5,11,0,0,9,2,3,2,2,2,503.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,505.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,507.txt
0,7,0,0,3,0,0,0,0,2,4,6,0,0,6,5,11,0,0,0,2,9,2,2,2,510.txt
0,0,0,0,3,4,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,513.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,516.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,518.txt
0,0,0,0,4,0,0,5,0,2,4,0,0,15,0,6,11,0,0,0,8,9,2,2,2,521.txt
0,0,0,0,3,0,0,5,0,2,0,0,0,0,8,0,11,0,0,9,2,9,2,2,2,524.txt
6,7,0,0,3,0,4,4,6,2,0,6,0,6,5,5,0,4,0,7,2,8,2,2,7,527.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,529.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,11,0,0,9,2,3,2,2,2,530.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,532.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,534.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,536.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,538.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,541.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,9,2,2,2,543.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,545.txt
0,0,0,0,4,0,0,0,0,2,4,0,0,0,0,0,11,0,0,0,2,9,2,2,2,549.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,551.txt
0,7,0,0,3,0,0,0,0,2,0,6,0,0,6,5,11,0,0,0,2,9,2,2,2,554.txt
0,7,0,0,3,0,3,0,4,2,0,6,0,6,6,5,0,5,0,7,2,12,2,2,2,557.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,558.txt
0,0,0,0,3,0,0,5,0,2,0,6,0,0,8,0,11,0,0,0,2,9,2,2,2,561.txt
0,0,0,0,3,0,0,0,0,2,4,6,0,0,11,0,11,9,0,8,2,9,2,2,2,564.txt
0,0,0,0,3,0,0,0,0,2,4,6,0,0,0,0,11,0,0,0,2,9,2,2,2,566.txt
0,0,0,0,3,0,0,0,0,2,4,6,0,0,0,0,11,0,0,0,2,9,2,2,2,568.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,572.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,574.txt
0,0,0,0,3,4,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,576.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,578.txt
0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,2,9,2,2,2,580.txt
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,582.txt
0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,7,2,584.txt
0,10,0,0,3,4,0,0,0,2,0,6,0,0,5,5,11,6,0,8,2,3,2,2,2,586.txt
0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,9,2,2,2,588.txt
0,7,3,0,3,4,0,0,0,2,0,6,0,0,6,5,0,0,0,0,2,9,2,2,2,591.txt
