0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,filename
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,2,2,2,2,2,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,0,0,0,4,4,14,2,2,2,2,2,2,2,0,0,26.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,24,15,24,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,29,2,30,2,26,28,26,1,1,20,19,25,6,20,14,5,5,5,16,1,1,1,5,6,28.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,2,2,2,2,2,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,0,0,0,0,0,14,2,2,2,2,2,2,2,0,0,30.txt
17,29,1,23,13,10,12,27,12,2,13,17,10,23,27,25,18,21,12,7,27,17,25,21,7,16,25,20,30,18,28,23,26,0,10,14,14,14,16,27,22,11,23,30,26,4,26,5,24,28,12,15,9,10,8,13,8,7,25,29,32.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,25,10,0,0,18,21,0,10,14,13,16,21,2,2,23,30,2,0,0,2,0,2,4,23,4,4,25,5,27,5,19,22,20,3,3,3,26,28,8,16,15,19,34.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,24,2,0,0,19,16,0,23,14,13,16,21,2,2,23,30,2,0,0,0,0,0,4,10,4,4,12,28,10,25,6,20,30,5,5,5,16,3,3,3,29,21,36.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,40.txt
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,28,0,30,3,10,0,0,18,3,0,10,14,13,16,21,2,2,23,30,2,0,0,2,0,2,14,4,17,16,14,12,12,2,4,4,27,3,3,3,5,11,8,7,15,20,41.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,49.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,10,0,0,9,1,0,12,5,5,26,7,22,11,16,25,5,0,0,2,0,2,26,28,26,1,1,0,0,0,4,4,20,16,8,12,5,29,7,16,15,20,53.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,13,14,13,16,21,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,0,0,0,13,9,4,3,3,3,25,3,3,3,3,17,55.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,0,0,0,4,4,14,2,2,2,2,1,1,1,5,6,57.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,60.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,28,0,30,3,10,0,0,18,12,10,7,14,13,16,3,2,2,23,30,2,4,4,11,15,1,4,4,4,4,29,5,27,5,13,9,1,3,3,3,8,11,6,15,15,20,61.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,63.txt
17,29,8,30,16,0,3,13,13,0,0,0,0,21,27,28,0,30,24,10,0,0,18,4,7,2,2,2,2,2,2,2,23,30,2,23,20,14,16,1,5,6,6,6,6,5,27,4,3,3,6,2,2,2,2,2,2,2,3,17,65.txt
22,30,11,2,2,1,6,22,2,17,2,19,2,2,1,5,12,5,12,7,4,4,6,1,3,2,2,2,2,2,9,9,9,8,1,1,1,7,1,8,26,28,26,1,1,0,0,0,3,3,14,2,2,2,2,2,2,2,0,0,68.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,10,0,0,9,1,0,2,2,2,2,2,2,2,23,30,2,0,0,5,0,5,1,29,1,1,1,22,20,10,3,3,30,2,2,2,2,2,2,2,0,0,71.txt
0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,28,0,0,15,2,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,30,10,25,6,20,18,4,4,4,17,1,1,1,5,6,72.txt
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,76.txt
0,0,0,0,0,21,9,8,0,0,0,0,0,0,0,28,0,30,2,10,0,0,2,28,0,25,4,19,30,18,4,4,4,4,4,0,29,2,30,2,4,4,4,4,10,3,3,5,10,11,8,20,14,16,7,13,6,16,26,3,78.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,24,15,24,0,0,9,1,0,24,6,6,8,8,12,11,16,18,20,0,0,2,0,2,26,28,26,1,1,20,19,20,13,2,14,0,8,9,8,29,7,16,13,13,81.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,7,14,13,16,21,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,0,0,0,4,4,14,3,3,3,0,3,3,3,3,17,84.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,86.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,4,6,6,30,8,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,12,10,29,30,6,14,3,3,3,8,29,7,7,14,13,89.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,24,2,0,0,18,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,5,27,4,4,4,8,3,3,3,5,1,1,1,5,6,90.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,30,20,0,0,9,1,0,9,10,10,11,11,25,18,20,27,29,0,0,2,0,2,25,26,25,24,30,1,1,1,1,1,14,1,1,1,1,18,12,11,5,30,92.txt
17,0,0,9,0,25,2,2,1,0,0,0,5,0,0,2,2,2,15,0,0,0,9,4,0,2,2,2,2,2,3,3,3,3,3,0,0,2,0,2,5,6,6,6,6,0,0,0,4,4,14,2,2,2,2,2,2,2,8,3,95.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,24,10,0,0,19,1,0,4,14,13,16,21,2,2,23,30,2,0,0,5,0,5,27,1,27,1,1,12,10,25,6,20,12,4,4,4,8,22,7,7,3,17,97.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,5,10,0,0,8,1,0,24,6,6,30,8,20,11,16,20,11,0,0,2,0,2,26,28,26,1,1,27,25,19,0,0,8,0,8,12,3,29,7,6,26,29,98.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,100.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,5,10,0,0,18,1,0,4,5,5,21,7,20,11,16,24,12,0,0,2,0,2,26,28,26,1,1,3,3,4,9,21,8,20,8,12,20,29,7,16,0,0,102.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,4,14,13,16,21,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,0,0,0,4,4,14,3,3,3,5,3,3,3,14,17,105.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,108.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,110.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,112.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,24,10,0,0,18,1,0,2,2,2,2,2,2,2,23,30,2,0,0,0,0,0,26,28,26,1,1,20,19,2,3,3,14,2,2,2,2,2,2,2,0,0,114.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,10,0,0,9,12,0,7,14,13,16,21,2,2,23,30,2,0,0,2,0,2,10,4,10,16,29,0,0,0,24,28,20,3,3,3,8,28,24,7,15,20,116.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,118.txt
22,8,11,1,16,10,2,2,1,2,13,17,22,19,10,5,12,5,12,7,26,11,25,1,28,21,18,18,26,17,14,30,30,11,14,13,13,11,15,27,26,28,26,1,1,0,0,0,2,2,5,0,16,30,20,19,16,13,2,2,121.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,3,10,0,0,18,1,0,2,2,2,2,2,2,2,23,30,2,0,0,5,0,5,27,29,27,1,1,12,10,15,3,3,29,2,2,2,2,2,2,2,0,0,123.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,30,24,10,0,0,19,1,0,4,6,6,8,8,2,2,23,30,2,0,0,0,0,0,1,1,1,1,1,12,10,29,14,14,8,3,3,3,19,29,7,7,13,29,124.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,126.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,17,29,23,9,2,14,0,20,21,27,1,1,1,5,6,128.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,130.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,132.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,135.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,10,4,0,0,16,0,0,9,12,1,13,10,4,4,4,4,4,0,28,2,29,2,0,0,0,0,0,18,17,4,13,9,2,0,12,14,4,1,1,1,5,1,137.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,141.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,0,0,0,0,0,14,3,3,3,5,1,1,1,5,6,144.txt
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,26,0,0,9,1,0,9,12,1,13,10,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,22,10,23,27,8,18,5,5,5,28,1,1,1,5,6,145.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,29,2,30,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,147.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,4,14,13,16,21,2,2,23,30,2,0,29,3,30,3,26,28,26,1,1,0,0,0,4,4,14,3,3,3,5,29,7,7,13,17,149.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,151.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,154.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,19,14,13,16,21,2,2,23,30,2,0,29,2,30,2,26,28,26,1,1,24,15,2,9,2,8,3,3,3,27,3,3,3,14,17,156.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,10,0,0,9,1,0,2,2,2,2,2,3,3,3,3,3,0,29,2,30,2,26,28,26,1,1,0,0,0,4,4,14,2,2,2,2,2,2,2,3,29,158.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,24,2,0,0,18,16,0,23,14,13,16,21,2,2,23,30,2,0,0,2,0,2,13,23,23,16,12,14,23,2,27,15,8,3,3,3,27,22,7,16,14,17,160.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,4,0,4,26,28,26,1,1,0,0,0,13,2,14,3,3,3,6,1,1,1,5,6,161.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,24,10,0,0,3,4,0,2,2,2,2,2,3,3,3,3,3,0,0,3,0,3,4,4,4,4,9,3,3,6,0,0,6,2,2,2,2,2,2,2,8,29,163.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,165.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,28,0,30,15,10,0,0,9,1,3,2,2,2,2,2,9,9,9,8,1,1,1,7,1,8,26,28,26,1,1,0,0,0,4,4,14,2,2,2,2,2,2,2,0,0,167.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,169.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,171.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,2,2,2,2,2,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,0,0,0,0,0,14,2,2,2,2,2,2,2,0,0,173.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,6,6,9,1,0,9,12,1,13,10,9,9,9,8,1,5,5,2,6,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,175.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,0,0,0,13,2,14,3,3,3,22,1,1,1,5,6,177.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,179.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,1,182.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,5,6,184.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,20,19,2,3,3,14,2,2,2,2,1,1,1,5,6,188.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,5,10,0,0,16,21,0,4,0,0,30,22,18,30,29,17,20,0,0,5,0,5,18,4,18,21,29,3,3,5,11,12,12,7,13,15,20,13,0,13,26,13,189.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,0,0,0,13,2,14,0,8,12,7,1,1,1,5,6,191.txt
27,29,24,30,13,28,3,27,11,2,23,9,8,21,7,19,20,26,23,30,19,16,26,14,7,4,22,25,21,26,28,23,26,0,10,15,15,14,21,17,16,20,15,15,22,28,30,22,25,6,16,28,13,15,28,12,13,0,3,11,194.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,197.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,199.txt
0,0,0,0,0,21,9,8,0,0,0,0,0,0,0,29,0,30,24,10,0,0,19,21,0,21,17,17,26,16,20,11,16,25,15,0,0,4,0,4,4,4,4,4,13,26,24,5,24,28,8,20,24,24,26,28,14,16,14,29,203.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,5,6,204.txt
0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,3,7,3,2,3,0,0,2,11,0,3,4,21,6,18,18,11,16,17,20,0,0,4,0,4,10,4,18,10,29,27,25,6,24,28,8,11,14,16,25,13,24,16,13,29,209.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,2,2,2,2,2,9,9,9,8,1,0,0,0,0,0,1,29,1,1,1,0,0,0,3,3,0,2,2,2,2,2,2,2,0,0,210.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,212.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,4,14,13,16,21,2,2,23,30,2,0,29,2,30,2,26,28,26,1,1,0,0,0,13,15,14,3,3,3,8,29,7,7,3,17,214.txt
22,29,24,9,24,8,16,3,29,16,12,5,8,12,7,26,16,14,14,9,16,27,12,24,9,9,12,1,13,10,13,14,15,18,12,15,15,13,12,13,8,8,8,8,8,23,11,25,6,20,16,18,22,12,16,1,1,1,5,6,217.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,24,2,6,13,18,0,0,16,14,13,16,21,2,2,23,30,2,10,10,2,2,2,0,0,0,0,0,5,27,19,27,8,2,3,3,3,0,9,7,0,3,17,219.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,24,2,0,0,18,0,0,9,12,1,13,10,2,2,23,30,2,0,0,2,0,2,0,0,0,0,0,5,27,19,13,15,2,3,3,3,20,1,1,1,5,6,220.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,222.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,24,2,0,0,18,1,0,9,12,1,13,10,2,2,23,30,2,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,225.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,4,14,13,16,21,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,20,19,2,13,2,14,3,3,3,20,8,14,16,0,0,227.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,229.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,29,0,30,0,26,28,26,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,231.txt
22,0,0,2,0,0,6,22,2,0,0,0,0,2,1,28,0,30,15,0,0,0,9,1,3,2,2,2,2,2,2,2,23,30,2,1,1,7,1,8,26,28,26,1,1,0,0,0,4,4,14,2,2,2,2,2,2,2,0,0,236.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,4,6,6,8,8,28,23,26,0,10,0,29,2,30,2,26,28,26,1,1,11,10,20,13,2,8,8,8,12,8,29,7,7,14,13,241.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,9,0,0,9,12,1,13,10,2,2,23,30,2,0,0,2,0,2,0,0,0,0,0,0,0,0,7,2,2,3,3,3,0,1,1,1,5,6,242.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,20,19,2,13,2,14,20,8,12,20,1,1,1,5,6,245.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,0,0,0,0,0,14,3,3,3,0,1,1,1,5,6,247.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,5,2,0,0,16,1,0,25,6,4,8,18,0,0,0,0,0,0,0,2,0,2,26,28,26,1,1,12,15,25,6,20,8,0,8,9,8,29,7,8,26,8,249.txt
0,0,0,0,0,12,0,0,14,28,5,23,3,0,0,2,2,2,15,0,0,0,9,1,4,9,8,7,13,10,9,9,9,8,1,0,29,6,30,6,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,1,250.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,5,6,252.txt
22,30,11,2,2,1,6,22,2,17,2,19,2,2,1,28,0,30,1,1,4,4,6,1,3,9,12,1,13,10,9,9,9,8,1,1,1,7,1,8,26,28,26,1,1,0,0,0,0,0,14,0,8,12,0,1,1,1,5,6,256.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30,15,0,0,0,9,1,0,9,12,1,13,10,9,9,9,8,1,0,0,2,0,2,26,28,26,1,1,0,0,0,4,4,14,3,3,3,5,1,1,1,5,6,258.txt
