0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,filename
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,98.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,100.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,102.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,105.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,108.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,110.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,112.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,114.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,116.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,118.txt
1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,1,1,121.txt
0,0,2,0,2,0,0,0,0,2,0,3,0,2,4,1,1,123.txt
0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,124.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,126.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,128.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,2,4,1,1,130.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,132.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,135.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,4,1,1,137.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,141.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,144.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,4,1,1,145.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,147.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,149.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,151.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,154.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,156.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,158.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,160.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,161.txt
0,0,2,1,2,0,0,0,0,2,0,3,0,1,1,1,1,163.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,165.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,167.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,169.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,171.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,173.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,175.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,177.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,179.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,182.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,184.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,188.txt
0,0,1,0,2,0,0,0,0,2,0,3,0,1,1,1,1,189.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,191.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,194.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,197.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,199.txt
0,0,0,0,4,0,0,0,0,0,0,3,0,1,1,1,1,203.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,2,1,1,1,204.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,209.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,210.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,212.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,214.txt
2,0,0,0,2,0,0,0,0,0,0,0,0,2,4,1,1,217.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,219.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,220.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,222.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,225.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,227.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,229.txt
1,0,0,0,0,0,0,0,0,3,0,3,0,1,1,1,1,231.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,236.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,241.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,242.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,4,1,1,245.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,247.txt
1,0,0,0,3,0,0,0,0,3,0,3,0,1,1,1,1,249.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,250.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,2,4,1,1,252.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,256.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,258.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,260.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,261.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,264.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,269.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,272.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,274.txt
0,1,2,2,2,0,0,2,0,2,3,3,0,1,3,3,3,276.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,280.txt
1,0,0,0,7,0,0,0,0,3,0,3,0,1,1,1,1,282.txt
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,283.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,284.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,286.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,288.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,290.txt
1,0,0,0,4,0,0,0,0,3,0,3,0,1,1,1,1,293.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,295.txt
1,0,0,0,2,0,0,0,0,0,0,3,3,1,4,1,1,297.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,300.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,303.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,305.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,307.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,311.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,313.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,2,1,1,1,318.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,4,1,1,320.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,322.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,323.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,324.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,326.txt
0,1,2,1,2,0,0,0,0,2,0,3,0,1,1,2,2,328.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,329.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,333.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,335.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,337.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,341.txt
0,0,2,0,2,0,0,0,0,2,0,3,0,1,4,1,1,342.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,344.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,347.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,349.txt
0,1,2,2,2,0,0,2,0,2,3,3,0,1,4,2,4,352.txt
0,0,2,0,2,0,0,0,0,2,0,3,0,1,1,1,1,354.txt
1,0,0,0,3,0,0,0,0,0,0,3,0,1,1,1,1,358.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,360.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,362.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,364.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,365.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,368.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,369.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,371.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,375.txt
0,0,2,0,2,0,0,0,0,2,0,3,0,1,1,1,1,377.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,380.txt
3,0,0,0,2,0,0,0,0,0,0,0,0,2,4,1,1,382.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,385.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,386.txt
0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,387.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,391.txt
0,0,0,0,3,0,0,0,0,0,0,3,0,1,1,1,1,394.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,395.txt
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,397.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,400.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,402.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,405.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,407.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,411.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,413.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,416.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,417.txt
1,0,0,0,0,0,0,0,0,3,0,3,0,1,1,1,1,419.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,421.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,423.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,425.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,427.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,430.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,434.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,2,4,1,1,436.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,439.txt
0,0,0,0,3,0,0,0,0,0,0,3,0,1,1,1,1,444.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,447.txt
1,0,0,0,0,0,0,0,0,3,0,3,0,1,1,1,1,449.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,452.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,454.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,456.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,458.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,460.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,4,1,1,463.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,465.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,469.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,472.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,473.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,475.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,477.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,479.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,481.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,485.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,487.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,488.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,491.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,492.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,494.txt
0,1,2,2,2,0,0,0,0,2,3,3,0,1,4,2,2,496.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,498.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,500.txt
0,1,2,1,2,0,0,0,0,2,0,3,0,1,4,2,5,502.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,503.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,505.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,507.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,4,1,1,510.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,513.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,516.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,518.txt
1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,1,1,521.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,524.txt
0,1,2,2,2,0,0,3,0,2,3,3,2,1,5,4,3,527.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,529.txt
0,0,2,0,2,0,0,0,0,2,0,3,0,1,4,1,1,530.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,532.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,534.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,536.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,538.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,541.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,543.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,545.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,549.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,551.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,554.txt
0,3,2,1,2,0,0,0,0,2,3,3,0,1,4,2,5,557.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,558.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,561.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,564.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,566.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,568.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,572.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,574.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,576.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,578.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,580.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,582.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,584.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,586.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,588.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,1,1,1,591.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,594.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,596.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,4,1,1,598.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,600.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,603.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,604.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,606.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,607.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,613.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,615.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,618.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,621.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,623.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,624.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,627.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,628.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,629.txt
3,0,0,0,2,0,0,0,0,3,0,0,0,2,4,1,1,631.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,1,1,1,633.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,635.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,637.txt
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,642.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,645.txt
0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,1,1,647.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,650.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,652.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,654.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,657.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,658.txt
2,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,662.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,663.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,665.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,669.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,671.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,4,1,1,673.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,675.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,678.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,680.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,683.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,1,1,1,685.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,687.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,689.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,691.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,695.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,696.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,700.txt
0,0,2,0,2,0,0,0,0,2,0,3,0,1,4,1,1,703.txt
1,0,0,0,2,0,0,0,0,0,0,0,0,2,4,1,1,705.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,706.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,709.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,711.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,2,1,1,1,712.txt
0,1,2,2,2,0,0,3,0,2,3,3,2,1,5,4,3,713.txt
2,0,0,0,2,0,0,0,0,3,0,0,0,1,1,1,1,716.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,722.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,724.txt
2,0,0,0,3,0,0,0,0,3,0,3,0,2,0,0,0,727.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,728.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,732.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,734.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,735.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,737.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,738.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,741.txt
0,0,0,0,3,0,0,0,0,2,0,3,0,1,1,1,1,743.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,747.txt
0,1,2,2,2,0,0,3,0,2,3,3,2,1,5,3,6,748.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,751.txt
1,0,0,0,2,0,0,0,0,3,0,0,0,2,4,1,1,755.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,756.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,760.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,2,1,1,1,765.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,766.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,768.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,771.txt
0,0,0,0,2,0,0,0,0,2,1,3,0,1,4,1,1,772.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,4,1,1,773.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,775.txt
0,0,0,0,0,0,0,0,0,2,0,3,0,1,1,1,1,777.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,779.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,781.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,785.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,787.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,790.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,792.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,796.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,1,1,1,800.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,802.txt
0,1,2,2,2,0,0,0,0,2,3,3,0,1,4,2,2,806.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,807.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,810.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,813.txt
1,0,0,0,2,0,0,0,0,0,0,3,0,2,4,1,1,816.txt
1,0,0,0,2,0,0,0,0,3,0,3,0,1,4,1,1,817.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,1,1,818.txt
1,0,0,0,0,0,0,0,0,3,0,3,0,1,1,1,1,821.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,824.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,2,1,1,1,827.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,2,4,1,1,831.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,832.txt
0,0,0,0,3,0,0,0,0,0,0,3,0,1,1,1,1,834.txt
0,0,0,0,2,0,0,0,0,2,0,3,0,1,4,1,1,836.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,839.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,842.txt
0,0,0,0,2,0,0,0,0,0,0,3,0,1,4,1,1,847.txt
