0,1,2,3,4,5,filename
3,22,11,24,24,24,322.txt
3,22,11,24,24,24,323.txt
3,8,7,11,30,7,324.txt
11,8,11,16,24,18,326.txt
12,22,8,28,8,29,328.txt
11,8,11,26,18,18,329.txt
11,8,21,26,18,18,333.txt
11,19,11,24,14,18,335.txt
12,8,11,24,18,18,337.txt
11,19,8,30,8,8,341.txt
9,15,22,24,14,18,342.txt
3,19,11,24,23,18,344.txt
3,8,11,24,27,18,347.txt
11,8,11,23,20,18,349.txt
11,8,22,16,24,18,352.txt
3,8,11,16,24,18,354.txt
3,19,11,24,18,17,358.txt
11,8,11,24,18,18,360.txt
3,19,11,24,24,18,362.txt
11,8,11,16,18,18,364.txt
3,8,11,24,18,18,365.txt
11,8,11,24,18,21,368.txt
3,8,11,24,27,18,369.txt
12,8,11,24,18,18,371.txt
9,15,22,24,20,18,375.txt
12,27,11,24,20,18,377.txt
3,8,11,24,20,18,380.txt
9,15,11,24,23,18,382.txt
3,8,22,24,18,18,385.txt
3,8,11,24,20,18,386.txt
3,8,11,16,27,18,387.txt
11,19,11,23,14,18,391.txt
11,19,11,23,14,18,394.txt
3,19,8,30,8,29,395.txt
3,8,11,16,18,18,397.txt
3,8,11,24,18,18,400.txt
11,19,22,23,27,18,402.txt
3,8,11,24,24,18,405.txt
3,8,11,24,18,18,407.txt
3,19,22,24,14,18,411.txt
11,8,11,24,20,18,413.txt
3,8,11,24,24,18,416.txt
11,19,11,23,14,18,417.txt
4,16,12,17,13,24,419.txt
11,8,11,23,18,18,421.txt
3,8,11,24,18,18,423.txt
3,19,11,24,24,18,425.txt
3,8,11,24,18,18,427.txt
3,8,11,24,18,18,430.txt
3,8,11,24,24,18,434.txt
3,22,22,24,18,18,436.txt
3,19,11,24,14,18,439.txt
11,19,11,24,14,17,444.txt
3,19,11,24,14,18,447.txt
11,19,11,24,14,24,449.txt
11,8,11,23,23,24,452.txt
11,29,11,16,24,18,454.txt
12,19,22,24,14,18,456.txt
3,8,11,24,18,18,458.txt
3,8,11,24,18,18,460.txt
3,19,11,24,23,18,463.txt
12,8,11,16,24,18,465.txt
3,19,27,27,7,7,469.txt
3,19,11,24,14,18,472.txt
3,8,11,24,28,18,473.txt
12,19,11,24,14,18,475.txt
3,8,11,24,27,18,477.txt
3,8,11,24,18,18,479.txt
3,8,18,24,24,18,481.txt
11,8,11,24,18,18,485.txt
11,8,11,23,18,18,487.txt
11,19,21,24,14,18,488.txt
3,8,11,24,18,18,491.txt
3,8,11,24,18,18,492.txt
3,19,21,24,14,18,494.txt
3,19,22,16,14,17,496.txt
3,8,11,24,18,18,498.txt
3,8,11,24,18,18,500.txt
11,19,27,27,7,25,502.txt
11,8,11,24,20,18,503.txt
3,8,11,24,20,18,505.txt
3,8,11,24,18,18,507.txt
11,19,22,24,14,18,510.txt
11,8,11,24,20,18,513.txt
3,8,11,24,18,21,516.txt
9,17,22,23,14,18,518.txt
11,19,22,24,14,18,521.txt
11,8,11,26,18,18,524.txt
3,8,11,21,24,17,527.txt
3,8,22,24,18,17,529.txt
11,8,11,24,20,18,530.txt
11,8,22,24,24,18,532.txt
3,19,22,24,14,18,534.txt
3,8,22,24,18,18,536.txt
3,8,11,24,18,18,538.txt
11,8,16,16,20,18,541.txt
11,8,11,24,18,18,543.txt
11,19,11,24,18,18,545.txt
12,19,22,24,14,18,549.txt
3,8,11,24,18,18,551.txt
3,8,11,24,24,18,554.txt
3,8,11,16,20,18,557.txt
11,8,11,24,27,18,558.txt
11,8,11,23,28,18,561.txt
3,19,22,24,14,18,564.txt
3,19,22,24,14,18,566.txt
12,19,16,24,14,18,568.txt
3,30,11,24,18,18,572.txt
11,8,16,24,18,18,574.txt
3,8,11,24,18,18,576.txt
11,8,22,24,18,18,578.txt
3,8,18,24,27,18,580.txt
3,8,11,24,18,18,582.txt
3,8,11,24,18,24,584.txt
3,19,11,24,14,18,586.txt
11,8,8,30,8,8,588.txt
3,8,11,24,27,18,591.txt
3,8,11,24,24,18,594.txt
3,8,11,24,18,18,596.txt
3,8,11,24,18,24,598.txt
3,8,11,24,18,18,600.txt
3,8,11,24,18,18,603.txt
11,8,11,24,20,18,604.txt
11,8,11,24,18,18,606.txt
3,8,19,24,18,18,607.txt
3,8,16,24,29,18,613.txt
11,8,11,24,18,18,615.txt
3,8,11,24,18,17,618.txt
11,8,11,26,18,18,621.txt
11,8,22,23,14,17,623.txt
12,22,11,24,20,18,624.txt
3,8,11,24,18,18,627.txt
3,19,11,24,14,20,628.txt
11,8,11,24,18,18,629.txt
3,8,11,24,23,24,631.txt
9,17,11,16,24,18,633.txt
3,8,11,24,18,18,635.txt
3,8,11,24,18,18,637.txt
11,19,21,16,14,18,642.txt
11,8,24,23,18,18,645.txt
3,8,11,24,18,18,647.txt
9,15,22,23,18,18,650.txt
3,8,11,24,23,18,652.txt
11,19,11,24,25,18,654.txt
3,19,22,24,14,18,657.txt
3,8,22,24,18,18,658.txt
3,8,11,24,18,17,662.txt
11,8,11,24,20,18,663.txt
3,8,11,24,18,18,665.txt
11,8,22,24,18,18,669.txt
11,8,11,23,18,18,671.txt
11,27,11,23,14,18,673.txt
3,8,11,24,24,18,675.txt
11,8,11,24,21,18,678.txt
11,22,22,24,24,18,680.txt
11,8,11,24,18,18,683.txt
3,8,11,24,18,18,685.txt
3,8,11,24,18,18,687.txt
3,8,11,24,18,18,689.txt
3,8,11,24,18,18,691.txt
12,22,22,24,23,18,695.txt
3,19,11,24,14,18,696.txt
11,8,11,23,24,18,700.txt
3,8,21,24,20,18,703.txt
3,19,11,24,14,17,705.txt
3,8,22,24,18,18,706.txt
12,19,22,24,14,18,709.txt
3,19,16,24,14,18,711.txt
3,19,11,24,18,18,712.txt
3,19,22,25,14,21,713.txt
11,8,16,24,18,17,716.txt
12,19,19,24,14,18,722.txt
11,8,11,23,18,18,724.txt
3,8,30,0,18,0,727.txt
11,8,11,24,24,18,728.txt
11,8,11,24,18,18,732.txt
3,8,11,24,18,18,734.txt
3,8,22,24,24,18,735.txt
11,19,11,24,14,18,737.txt
3,8,11,24,24,18,738.txt
12,8,11,24,18,18,741.txt
11,19,16,16,14,18,743.txt
3,8,11,24,18,18,747.txt
3,8,11,25,20,18,748.txt
11,8,11,23,18,18,751.txt
11,19,11,26,14,17,755.txt
12,30,8,30,8,29,756.txt
11,8,11,23,24,18,760.txt
11,19,19,26,18,17,765.txt
3,19,11,24,14,17,766.txt
11,8,11,23,18,18,768.txt
11,19,8,30,8,29,771.txt
11,30,8,30,8,29,772.txt
3,8,11,24,18,18,773.txt
3,8,11,24,24,18,775.txt
3,8,16,16,16,18,777.txt
11,8,11,24,20,18,779.txt
3,8,11,24,18,18,781.txt
3,8,11,24,18,18,785.txt
11,8,11,24,18,18,787.txt
3,8,11,24,24,18,790.txt
11,30,11,24,18,18,792.txt
3,19,11,24,24,18,796.txt
3,8,11,24,18,18,800.txt
3,8,22,24,18,18,802.txt
13,15,11,21,20,18,806.txt
3,30,11,24,18,18,807.txt
3,8,11,24,18,18,810.txt
3,8,11,24,18,17,813.txt
3,8,11,24,18,18,816.txt
3,19,11,24,14,18,817.txt
3,19,11,24,14,18,818.txt
3,19,11,24,18,17,821.txt
3,19,11,16,14,18,824.txt
3,8,11,24,18,18,827.txt
11,8,11,24,18,18,831.txt
3,8,11,24,18,18,832.txt
11,8,11,16,18,18,834.txt
3,8,22,24,23,18,836.txt
3,8,11,24,18,18,839.txt
11,19,11,23,18,18,842.txt
11,8,11,24,18,18,847.txt
3,19,16,24,14,18,851.txt
11,19,22,21,14,18,852.txt
3,19,11,24,14,18,855.txt
11,8,11,23,24,18,857.txt
11,8,11,24,18,18,859.txt
3,8,11,24,24,18,861.txt
11,19,11,26,14,18,864.txt
12,19,11,16,24,18,866.txt
3,8,11,24,24,18,868.txt
3,8,21,24,18,18,870.txt
3,8,11,24,24,18,872.txt
3,19,22,24,14,18,874.txt
11,8,11,24,18,18,879.txt
3,8,11,24,18,18,882.txt
3,19,11,24,14,17,884.txt
3,19,22,24,14,18,885.txt
12,8,11,24,18,18,886.txt
3,8,11,24,18,18,889.txt
11,19,21,26,14,17,891.txt
3,8,11,24,24,18,893.txt
11,19,21,24,14,18,896.txt
3,22,8,30,8,29,900.txt
3,8,11,24,24,18,902.txt
11,19,22,24,14,18,905.txt
3,19,22,24,14,18,907.txt
3,8,11,24,18,18,909.txt
3,19,22,24,14,18,911.txt
3,8,22,24,18,18,914.txt
3,8,11,24,20,18,917.txt
11,19,11,23,14,18,922.txt
3,8,11,16,18,24,924.txt
3,8,11,24,18,18,925.txt
3,19,11,24,14,18,926.txt
3,8,22,24,24,18,928.txt
3,8,11,24,24,18,930.txt
3,19,11,24,14,18,932.txt
12,19,11,24,14,17,935.txt
12,22,11,16,24,18,940.txt
11,8,11,24,18,18,942.txt
11,8,21,23,27,18,944.txt
3,8,11,24,18,18,946.txt
3,8,8,30,8,8,949.txt
12,8,11,24,18,17,951.txt
11,19,22,24,14,18,954.txt
3,8,11,24,18,18,956.txt
3,8,22,24,20,18,959.txt
3,19,16,24,14,18,961.txt
3,8,11,24,18,18,962.txt
11,19,22,24,14,18,964.txt
11,19,11,24,14,18,966.txt
3,8,21,24,18,18,968.txt
3,8,11,24,18,18,970.txt
3,8,11,24,18,21,974.txt
3,8,11,24,18,18,975.txt
3,19,11,24,14,24,979.txt
3,19,11,16,14,18,981.txt
11,8,11,24,21,18,987.txt
3,19,16,16,14,17,989.txt
6,6,2,4,1,1,994.txt
3,8,11,24,18,17,996.txt
11,22,8,30,8,29,998.txt
11,8,11,23,18,24,1002.txt
11,8,11,24,18,18,1005.txt
11,8,11,24,18,18,1008.txt
12,8,11,24,18,18,1010.txt
11,8,11,23,18,18,1013.txt
3,8,11,24,27,18,1015.txt
11,8,21,23,18,18,1018.txt
12,19,22,24,14,18,1020.txt
3,8,11,16,18,18,1022.txt
11,19,11,26,14,18,1025.txt
3,8,11,24,18,18,1027.txt
3,8,11,24,18,17,1030.txt
11,8,11,24,18,18,1036.txt
3,8,11,24,18,18,1041.txt
11,8,11,26,27,18,1043.txt
3,8,22,24,14,17,1045.txt
3,8,11,24,18,18,1046.txt
3,8,11,24,27,18,1048.txt
3,8,11,24,18,18,1051.txt
3,8,11,24,18,18,1054.txt
11,8,11,23,27,18,1057.txt
3,19,22,24,14,18,1059.txt
3,8,22,24,18,18,1060.txt
3,8,22,24,18,18,1064.txt
11,8,11,23,18,18,1069.txt
3,8,11,24,18,18,1071.txt
11,8,21,23,18,18,1073.txt
11,8,11,16,18,24,1075.txt
11,19,11,23,14,18,1076.txt
3,8,7,11,7,7,1078.txt
11,8,11,23,18,18,1080.txt
3,19,21,24,14,18,1082.txt
3,8,11,16,18,18,1084.txt
3,19,11,24,14,18,1086.txt
3,8,23,24,26,18,1088.txt
3,8,11,24,18,18,1090.txt
3,19,11,16,14,18,1093.txt
11,8,11,24,18,18,1094.txt
3,22,11,16,14,18,1096.txt
3,8,11,24,18,18,1101.txt
11,8,11,24,18,18,1105.txt
3,8,11,24,18,18,1106.txt
14,22,11,24,18,17,1108.txt
3,8,11,24,20,18,1109.txt
3,8,11,24,18,18,1114.txt
3,19,11,24,14,18,1117.txt
3,8,11,16,18,17,1118.txt
3,8,16,24,23,18,1121.txt
11,8,11,24,24,18,1122.txt
3,8,19,24,18,18,1124.txt
12,8,11,24,18,22,1126.txt
3,19,19,24,18,18,1128.txt
3,19,22,24,14,18,1130.txt
3,8,11,24,18,18,1135.txt
3,8,11,24,18,21,1136.txt
11,8,16,23,27,18,1137.txt
3,8,20,24,18,18,1139.txt
12,30,11,24,27,18,1141.txt
11,19,11,23,14,18,1143.txt
11,8,11,24,18,20,1147.txt
3,8,21,24,18,17,1149.txt
3,8,11,16,18,24,1151.txt
11,8,22,23,18,18,1152.txt
3,8,22,24,18,18,1156.txt
12,19,24,24,14,24,1158.txt
3,19,11,24,14,18,1161.txt
3,8,11,24,18,18,1166.txt
3,19,11,24,27,18,1168.txt
6,6,2,2,1,1,1169.txt
11,8,11,23,20,18,1171.txt
3,8,11,24,18,21,1175.txt
3,19,11,24,18,18,1177.txt
3,8,11,24,18,22,1179.txt
3,8,11,24,18,18,1183.txt
11,8,11,23,20,18,1184.txt
11,19,11,23,14,18,1190.txt
12,19,11,24,14,18,1192.txt
3,19,19,24,14,18,1194.txt
3,19,11,24,24,18,1196.txt
3,8,11,24,24,18,1197.txt
3,8,11,24,18,18,1199.txt
12,19,11,16,14,18,1201.txt
3,19,21,24,18,18,1203.txt
11,8,11,26,18,18,1205.txt
9,15,11,24,18,28,1207.txt
3,8,11,24,18,24,1211.txt
3,8,11,24,18,18,1214.txt
3,8,11,24,18,18,1216.txt
3,8,11,24,23,18,1217.txt
11,8,11,24,18,18,1219.txt
10,2,11,24,20,14,1221.txt
3,19,11,24,14,18,1225.txt
11,8,11,26,18,24,1228.txt
3,19,22,24,14,18,1230.txt
11,8,22,26,18,17,1234.txt
11,8,11,24,18,18,1237.txt
11,8,11,24,18,18,1239.txt
11,19,22,24,14,28,1241.txt
9,15,11,16,14,18,1243.txt
3,19,11,24,14,18,1245.txt
11,19,21,23,14,18,1249.txt
3,8,11,24,18,18,1251.txt
11,19,22,26,22,18,1254.txt
11,19,22,23,24,18,1255.txt
4,16,12,17,13,17,1267.txt
11,8,11,24,18,18,1271.txt
3,22,19,24,20,24,1274.txt
3,8,11,16,24,24,1276.txt
12,19,22,24,14,18,1278.txt
3,8,8,30,8,29,1280.txt
3,19,11,24,14,18,1283.txt
3,19,11,24,14,24,1285.txt
3,19,22,24,14,18,1287.txt
4,16,12,17,13,17,1288.txt
3,19,22,24,14,18,1290.txt
3,19,11,24,14,18,1292.txt
3,8,22,24,18,18,1295.txt
3,8,7,11,30,27,1297.txt
3,8,11,24,18,18,1300.txt
11,8,11,26,27,18,1302.txt
11,8,11,24,18,17,1303.txt
12,19,11,24,14,18,1305.txt
11,8,11,23,23,18,1307.txt
3,19,11,16,14,18,1309.txt
3,8,21,24,18,18,1311.txt
3,8,19,24,18,18,1314.txt
3,8,21,24,18,17,1315.txt
3,8,11,24,18,18,1317.txt
3,8,11,16,18,18,1318.txt
11,8,16,26,18,18,1320.txt
11,8,11,24,18,18,1323.txt
3,19,16,24,18,18,1325.txt
3,19,11,24,14,18,1327.txt
11,19,11,23,14,18,1329.txt
11,19,11,26,14,18,1331.txt
4,16,12,17,13,17,1332.txt
3,8,11,24,18,18,1335.txt
3,19,8,30,8,29,1337.txt
11,8,11,26,18,17,1339.txt
3,8,11,24,18,18,1341.txt
11,8,11,24,18,17,1344.txt
11,8,22,23,18,18,1346.txt
11,8,11,23,18,18,1348.txt
9,15,22,24,27,18,1351.txt
3,8,11,24,18,18,1352.txt
11,8,11,26,18,18,1354.txt
3,8,21,24,18,17,1356.txt
3,19,16,24,14,18,1358.txt
3,19,16,24,14,18,1360.txt
3,8,11,24,24,18,1362.txt
3,19,21,24,14,18,1364.txt
3,8,22,24,27,18,1367.txt
12,30,11,24,20,18,1368.txt
3,8,22,24,18,18,1371.txt
11,19,11,23,14,18,1372.txt
12,22,11,24,22,18,1375.txt
3,8,16,24,14,18,1377.txt
3,8,11,24,23,18,1379.txt
3,19,11,21,14,18,1380.txt
3,19,11,16,14,17,1383.txt
3,19,11,24,14,18,1389.txt
3,19,11,24,14,18,1390.txt
3,19,21,16,14,18,1392.txt
3,8,11,24,18,18,1395.txt
11,19,11,23,18,18,1396.txt
11,8,11,24,18,18,1398.txt
3,8,11,24,18,17,1400.txt
11,19,11,16,22,18,1402.txt
3,19,11,24,14,18,1405.txt
11,8,11,23,18,18,1407.txt
3,8,11,16,18,18,1409.txt
11,19,19,24,26,21,1412.txt
3,8,11,24,18,18,1416.txt
14,19,11,24,14,18,1418.txt
3,8,22,24,24,18,1421.txt
3,19,21,24,14,18,1422.txt
3,8,11,24,18,18,1425.txt
11,8,11,24,18,18,1427.txt
11,8,11,24,20,18,1429.txt
3,8,11,24,24,18,1431.txt
11,19,11,23,18,18,1433.txt
11,30,11,24,18,18,1434.txt
11,30,11,24,18,18,1436.txt
3,8,11,24,18,24,1439.txt
3,8,11,24,18,18,1441.txt
3,8,11,24,24,18,1442.txt
11,8,11,16,24,18,1444.txt
3,19,11,24,14,18,1446.txt
3,19,11,16,14,18,1448.txt
3,8,11,24,18,18,1451.txt
3,8,22,24,18,18,1453.txt
12,19,21,24,14,17,1454.txt
3,19,11,24,14,18,1456.txt
3,8,11,24,18,18,1458.txt
11,8,11,16,18,18,1460.txt
11,30,11,23,18,18,1462.txt
3,8,22,24,18,18,1465.txt
3,8,22,24,18,24,1467.txt
3,8,22,24,14,17,1469.txt
11,19,11,26,14,17,1470.txt
3,19,22,24,14,18,1473.txt
3,8,11,24,18,18,1475.txt
4,9,12,14,13,18,1477.txt
3,19,11,24,27,18,1480.txt
11,8,11,23,18,18,1482.txt
11,19,11,24,14,18,1484.txt
3,8,11,24,24,18,1487.txt
3,19,11,24,14,18,1490.txt
3,8,11,24,23,18,1491.txt
3,19,11,24,14,18,1494.txt
11,8,11,26,18,18,1497.txt
3,8,11,24,18,18,1499.txt
3,8,11,24,18,17,1502.txt
11,8,11,16,27,18,1504.txt
12,19,11,24,22,17,1505.txt
11,8,16,24,18,17,1507.txt
11,19,11,26,14,18,1509.txt
11,8,11,24,24,18,1511.txt
3,19,11,16,24,18,1513.txt
3,8,8,30,8,29,1515.txt
12,22,21,24,14,17,1518.txt
11,19,8,7,8,8,1519.txt
3,8,8,30,8,29,1521.txt
3,19,11,24,14,18,1523.txt
3,8,11,24,18,18,1526.txt
9,15,11,24,18,18,1528.txt
11,8,11,23,27,18,1529.txt
3,19,11,24,14,18,1532.txt
12,19,16,24,18,17,1534.txt
3,8,11,24,18,17,1536.txt
11,19,16,16,14,18,1538.txt
3,8,11,24,18,18,1540.txt
11,8,11,24,18,18,1543.txt
11,8,11,24,20,18,1545.txt
6,6,2,4,1,1,1546.txt
11,8,11,23,27,18,1548.txt
3,8,11,24,18,18,1551.txt
3,19,7,11,7,7,1552.txt
3,19,11,24,18,18,1556.txt
3,8,11,24,18,21,1558.txt
3,8,11,16,23,17,1561.txt
3,8,11,24,18,18,1563.txt
12,19,11,24,14,18,1565.txt
3,19,11,24,14,18,1567.txt
3,8,11,24,18,18,1570.txt
3,8,11,24,27,18,1572.txt
11,8,11,26,18,18,1574.txt
3,8,11,24,18,18,1581.txt
3,8,11,24,18,18,1583.txt
11,19,22,23,14,18,1585.txt
12,19,27,27,30,7,1587.txt
3,8,11,24,18,18,1589.txt
3,8,11,24,18,18,1590.txt
12,8,11,24,18,18,1594.txt
11,19,11,24,14,18,1596.txt
11,8,22,24,18,18,1598.txt
11,19,22,24,14,18,1600.txt
11,19,11,23,14,18,1602.txt
3,8,11,24,18,17,1604.txt
3,19,11,24,24,18,1605.txt
3,22,19,24,14,18,1608.txt
11,8,11,23,20,18,1610.txt
11,19,19,16,14,18,1612.txt
3,8,22,24,18,21,1615.txt
3,19,21,24,18,18,1616.txt
11,19,11,24,14,18,1618.txt
3,19,11,24,14,18,1622.txt
11,8,11,16,18,18,1623.txt
3,8,11,24,18,17,1626.txt
11,8,7,11,7,30,1629.txt
11,19,11,24,14,18,1631.txt
3,8,11,24,14,18,1632.txt
12,19,11,24,14,18,1637.txt
3,19,11,24,14,18,1639.txt
3,8,11,24,18,17,1641.txt
11,8,22,23,27,18,1643.txt
3,8,11,24,24,18,1645.txt
11,8,11,16,20,18,1647.txt
11,8,11,16,23,18,1650.txt
3,8,11,24,18,18,1652.txt
11,8,11,23,18,21,1654.txt
12,19,11,16,14,18,1655.txt
3,8,19,24,20,18,1657.txt
3,8,11,16,18,18,1660.txt
3,19,11,24,14,18,1662.txt
11,8,11,23,24,18,1663.txt
12,19,16,24,14,18,1666.txt
11,19,22,23,14,18,1667.txt
3,8,11,24,18,18,1669.txt
11,8,11,24,18,18,1671.txt
3,8,11,24,18,18,1673.txt
11,30,11,23,18,18,1676.txt
3,19,22,24,14,18,1677.txt
11,30,11,16,20,18,1680.txt
11,19,22,23,14,18,1682.txt
3,8,11,24,24,18,1684.txt
3,8,11,24,18,18,1686.txt
3,8,11,24,18,18,1692.txt
3,8,11,24,18,17,1694.txt
3,8,16,24,18,17,1696.txt
11,8,11,23,18,18,1698.txt
3,8,11,24,20,18,1699.txt
3,8,22,24,14,18,1701.txt
11,8,22,24,24,18,1705.txt
3,8,11,24,18,18,1707.txt
11,8,11,26,18,18,1709.txt
3,8,11,24,18,18,1715.txt
11,19,8,30,8,29,1717.txt
11,8,11,26,18,17,1720.txt
3,8,11,24,18,18,1723.txt
11,8,22,24,18,18,1725.txt
3,8,11,24,18,18,1727.txt
3,8,11,16,24,18,1728.txt
3,8,11,24,18,21,1732.txt
3,8,21,24,23,18,1734.txt
3,8,11,16,20,18,1735.txt
3,8,27,27,7,7,1737.txt
3,8,11,16,18,18,1739.txt
3,8,11,16,18,17,1744.txt
3,19,11,24,14,24,1745.txt
11,19,11,16,14,18,1747.txt
11,22,21,24,24,18,1749.txt
9,15,11,16,14,17,1751.txt
3,19,11,16,14,18,1755.txt
3,8,11,24,18,18,1759.txt
11,8,11,16,20,18,1762.txt
11,22,11,24,18,18,1764.txt
3,19,21,24,14,18,1765.txt
11,22,11,23,14,21,1769.txt
11,8,16,24,23,18,1771.txt
11,27,11,26,18,18,1774.txt
3,8,11,24,18,18,1775.txt
3,8,11,24,18,18,1778.txt
11,8,11,24,24,18,1780.txt
11,8,11,23,18,18,1783.txt
3,19,11,24,18,18,1784.txt
3,8,16,24,24,18,1787.txt
11,8,19,24,24,17,1789.txt
3,8,11,24,24,18,1791.txt
3,22,11,24,18,18,1794.txt
12,22,8,30,8,29,1798.txt
11,19,22,24,14,18,1800.txt
3,8,22,24,24,18,1801.txt
3,8,22,24,18,18,1803.txt
14,22,11,24,14,18,1805.txt
3,8,11,24,18,18,1808.txt
3,8,26,27,7,25,1810.txt
3,19,11,24,20,18,1812.txt
3,8,11,24,18,18,1814.txt
3,8,11,24,18,17,1816.txt
3,22,11,24,18,28,1818.txt
11,29,11,23,24,18,1820.txt
11,8,11,16,24,18,1824.txt
3,8,11,24,18,18,1825.txt
3,8,11,16,21,18,1827.txt
3,19,22,24,14,18,1830.txt
3,8,22,24,18,18,1831.txt
3,8,11,24,18,18,1833.txt
9,15,21,24,14,18,1836.txt
12,8,11,24,18,18,1838.txt
11,19,11,26,18,18,1840.txt
3,8,11,24,18,18,1842.txt
3,8,11,24,18,18,1844.txt
3,8,22,24,18,18,1847.txt
3,8,11,24,18,18,1850.txt
11,8,11,24,18,24,1851.txt
3,8,18,24,20,24,1854.txt
3,19,16,24,14,18,1855.txt
3,8,11,24,18,18,1858.txt
3,8,11,16,18,18,1860.txt
11,19,11,23,14,18,1861.txt
3,8,27,27,30,25,1863.txt
3,19,11,24,14,18,1865.txt
11,8,11,23,18,18,1867.txt
11,8,11,24,18,18,1870.txt
3,8,11,24,18,18,1872.txt
3,19,7,27,30,7,1874.txt
3,8,22,24,19,18,1876.txt
3,19,19,24,14,18,1879.txt
3,19,11,24,18,18,1880.txt
11,8,22,24,24,18,1884.txt
