0,1,2,3,filename
0,1,11,4,283.txt
0,1,11,4,284.txt
0,1,11,2,286.txt
0,1,11,4,288.txt
0,1,11,2,290.txt
0,1,14,4,293.txt
0,1,11,2,295.txt
0,1,11,4,297.txt
0,1,11,2,300.txt
0,1,11,4,303.txt
0,1,11,2,305.txt
8,1,11,4,307.txt
0,1,11,4,311.txt
0,1,11,4,313.txt
0,1,14,4,318.txt
0,1,14,4,320.txt
0,1,11,4,322.txt
0,1,11,4,323.txt
0,1,11,4,324.txt
0,1,11,2,326.txt
19,1,11,2,328.txt
0,1,14,4,329.txt
0,1,14,4,333.txt
0,1,11,4,335.txt
0,1,14,4,337.txt
8,1,11,4,341.txt
20,1,11,2,342.txt
0,1,11,4,344.txt
0,1,11,4,347.txt
0,1,11,2,349.txt
18,7,6,0,352.txt
20,1,11,2,354.txt
0,1,14,4,358.txt
0,1,14,4,360.txt
0,1,11,2,362.txt
0,1,11,4,364.txt
0,1,11,4,365.txt
0,1,14,4,368.txt
0,1,11,2,369.txt
0,1,11,4,371.txt
0,1,11,4,375.txt
20,1,11,2,377.txt
0,1,11,2,380.txt
0,1,14,4,382.txt
0,1,11,4,385.txt
0,1,11,3,386.txt
0,1,13,4,387.txt
0,1,11,2,391.txt
0,1,11,4,394.txt
0,1,11,2,395.txt
0,1,11,4,397.txt
0,1,11,4,400.txt
14,1,11,4,402.txt
0,1,11,2,405.txt
0,1,11,4,407.txt
0,1,11,2,411.txt
0,1,11,2,413.txt
0,1,11,2,416.txt
0,1,11,4,417.txt
0,1,14,4,419.txt
0,1,11,4,421.txt
0,1,14,4,423.txt
0,1,11,2,425.txt
0,1,14,4,427.txt
0,1,14,4,430.txt
0,1,11,2,434.txt
0,1,11,4,436.txt
0,1,11,4,439.txt
0,1,14,4,444.txt
0,1,11,4,447.txt
0,1,14,4,449.txt
0,1,11,4,452.txt
0,1,11,2,454.txt
0,1,11,2,456.txt
0,1,11,4,458.txt
0,1,11,4,460.txt
0,1,11,4,463.txt
0,1,11,2,465.txt
0,1,11,4,469.txt
0,1,11,4,472.txt
0,1,11,2,473.txt
0,1,11,4,475.txt
0,1,11,4,477.txt
0,1,11,4,479.txt
0,1,11,2,481.txt
0,1,11,4,485.txt
0,1,11,4,487.txt
0,1,11,4,488.txt
0,1,11,4,491.txt
0,1,11,4,492.txt
0,1,11,4,494.txt
18,7,6,0,496.txt
0,1,14,4,498.txt
0,1,11,4,500.txt
26,7,6,2,502.txt
0,1,11,2,503.txt
0,1,11,4,505.txt
0,1,11,4,507.txt
0,1,11,4,510.txt
0,1,11,4,513.txt
0,1,14,4,516.txt
0,1,11,2,518.txt
0,1,14,4,521.txt
0,1,11,4,524.txt
18,6,20,12,527.txt
0,1,11,4,529.txt
20,1,11,2,530.txt
0,1,11,2,532.txt
0,1,11,2,534.txt
0,1,11,4,536.txt
0,1,11,4,538.txt
0,1,11,2,541.txt
0,1,11,4,543.txt
0,1,11,4,545.txt
0,1,14,4,549.txt
0,1,11,4,551.txt
0,1,11,2,554.txt
30,7,6,6,557.txt
0,1,11,4,558.txt
0,1,11,4,561.txt
14,1,6,3,564.txt
0,1,11,4,566.txt
0,1,11,4,568.txt
0,1,11,4,572.txt
0,1,14,4,574.txt
0,1,11,4,576.txt
0,1,13,4,578.txt
0,1,11,4,580.txt
0,1,11,4,582.txt
0,1,14,4,584.txt
0,1,11,2,586.txt
0,1,11,4,588.txt
0,1,11,2,591.txt
0,1,11,2,594.txt
0,1,11,4,596.txt
0,1,14,4,598.txt
0,1,14,4,600.txt
0,1,11,4,603.txt
0,1,11,2,604.txt
0,1,11,4,606.txt
0,1,11,4,607.txt
0,1,14,4,613.txt
0,1,14,4,615.txt
0,1,14,4,618.txt
0,1,14,4,621.txt
0,1,11,4,623.txt
0,1,11,4,624.txt
0,1,11,4,627.txt
0,1,11,4,628.txt
0,1,11,4,629.txt
0,1,12,4,631.txt
0,1,11,2,633.txt
0,1,11,4,635.txt
0,1,11,4,637.txt
0,1,11,4,642.txt
0,1,11,4,645.txt
0,1,11,4,647.txt
0,1,11,4,650.txt
0,1,11,4,652.txt
0,1,14,4,654.txt
0,1,11,4,657.txt
0,1,11,4,658.txt
0,1,14,4,662.txt
0,1,11,2,663.txt
0,1,11,4,665.txt
0,1,11,4,669.txt
0,1,13,4,671.txt
0,1,11,2,673.txt
0,1,11,2,675.txt
21,1,6,2,678.txt
0,1,11,2,680.txt
0,1,11,4,683.txt
0,1,14,4,685.txt
0,1,11,4,687.txt
0,1,11,4,689.txt
0,1,11,4,691.txt
0,1,11,4,695.txt
0,1,11,4,696.txt
0,1,11,4,700.txt
20,1,11,2,703.txt
0,1,14,4,705.txt
0,1,11,4,706.txt
14,1,14,4,709.txt
0,1,11,4,711.txt
0,1,11,4,712.txt
18,6,28,8,713.txt
0,1,14,4,716.txt
0,1,11,4,722.txt
0,1,11,4,724.txt
0,1,14,4,727.txt
0,1,11,2,728.txt
0,1,11,4,732.txt
0,1,11,2,734.txt
0,1,11,2,735.txt
0,1,11,4,737.txt
0,1,11,2,738.txt
0,1,14,4,741.txt
14,1,11,4,743.txt
0,1,11,4,747.txt
18,6,28,8,748.txt
0,1,11,4,751.txt
0,1,14,4,755.txt
0,1,11,2,756.txt
0,1,11,2,760.txt
0,1,14,4,765.txt
0,1,14,4,766.txt
0,1,11,4,768.txt
0,1,11,2,771.txt
0,1,11,4,772.txt
0,1,14,4,773.txt
0,1,11,2,775.txt
0,1,11,2,777.txt
0,1,11,2,779.txt
0,1,11,4,781.txt
0,1,11,4,785.txt
0,1,14,4,787.txt
0,1,11,2,790.txt
0,1,11,4,792.txt
0,1,11,2,796.txt
0,1,11,4,800.txt
0,1,11,4,802.txt
18,7,1,0,806.txt
0,1,11,4,807.txt
0,1,11,4,810.txt
0,1,14,4,813.txt
0,1,11,4,816.txt
0,1,14,4,817.txt
0,1,11,4,818.txt
0,1,14,4,821.txt
0,1,11,2,824.txt
0,1,11,4,827.txt
0,1,11,4,831.txt
0,1,14,4,832.txt
0,1,11,4,834.txt
0,1,11,4,836.txt
0,1,11,4,839.txt
0,1,11,4,842.txt
0,1,13,4,847.txt
0,1,14,4,851.txt
26,7,6,6,852.txt
0,1,11,4,855.txt
0,1,11,2,857.txt
0,1,14,4,859.txt
0,1,11,2,861.txt
0,1,14,4,864.txt
20,1,11,2,866.txt
0,1,11,2,868.txt
0,1,14,4,870.txt
0,1,11,2,872.txt
14,1,11,4,874.txt
0,1,14,4,879.txt
0,1,13,4,882.txt
0,1,14,4,884.txt
0,1,11,4,885.txt
0,1,14,4,886.txt
0,1,11,4,889.txt
0,1,14,4,891.txt
0,1,11,2,893.txt
0,1,11,4,896.txt
0,1,11,2,900.txt
0,1,11,2,902.txt
16,1,14,4,905.txt
0,1,11,4,907.txt
0,1,14,4,909.txt
0,1,11,4,911.txt
0,1,14,4,914.txt
0,1,11,2,917.txt
0,1,11,2,922.txt
0,1,11,4,924.txt
0,1,11,4,925.txt
0,1,11,4,926.txt
0,1,11,2,928.txt
0,1,11,2,930.txt
0,1,11,4,932.txt
0,1,11,4,935.txt
20,1,11,2,940.txt
0,1,11,4,942.txt
0,1,11,4,944.txt
0,1,11,4,946.txt
0,1,11,4,949.txt
0,1,14,4,951.txt
0,1,11,2,954.txt
0,1,13,4,956.txt
0,1,11,2,959.txt
0,1,11,2,961.txt
0,1,11,4,962.txt
0,1,13,4,964.txt
0,1,11,4,966.txt
0,1,11,4,968.txt
0,1,14,4,970.txt
0,1,14,4,974.txt
0,1,11,4,975.txt
0,1,11,4,979.txt
0,1,11,4,981.txt
0,1,11,2,987.txt
0,1,14,4,989.txt
28,8,11,4,994.txt
0,1,14,4,996.txt
14,1,11,2,998.txt
0,1,14,4,1002.txt
0,1,14,4,1005.txt
0,1,11,4,1008.txt
0,1,11,4,1010.txt
0,1,11,4,1013.txt
0,1,11,4,1015.txt
0,1,11,4,1018.txt
8,1,14,4,1020.txt
0,1,14,4,1022.txt
0,1,14,4,1025.txt
0,1,14,4,1027.txt
0,1,14,4,1030.txt
0,1,11,4,1036.txt
0,1,14,4,1041.txt
0,1,13,4,1043.txt
0,1,14,4,1045.txt
0,1,11,4,1046.txt
0,1,11,4,1048.txt
0,1,11,4,1051.txt
0,1,11,4,1054.txt
0,1,11,4,1057.txt
0,1,11,4,1059.txt
0,1,14,4,1060.txt
0,1,11,4,1064.txt
0,1,11,4,1069.txt
0,1,14,4,1071.txt
0,1,11,4,1073.txt
0,1,14,4,1075.txt
0,1,11,4,1076.txt
0,1,11,4,1078.txt
0,1,11,4,1080.txt
0,1,14,4,1082.txt
0,1,14,4,1084.txt
0,1,11,2,1086.txt
0,1,12,4,1088.txt
0,1,11,4,1090.txt
20,1,11,2,1093.txt
0,1,11,4,1094.txt
0,1,11,2,1096.txt
0,1,11,4,1101.txt
0,1,11,4,1105.txt
0,1,11,4,1106.txt
0,1,14,4,1108.txt
0,1,11,2,1109.txt
0,1,11,4,1114.txt
0,1,11,2,1117.txt
0,1,11,4,1118.txt
0,1,11,4,1121.txt
20,1,11,2,1122.txt
0,1,14,4,1124.txt
0,1,14,4,1126.txt
0,1,14,4,1128.txt
0,1,11,4,1130.txt
0,1,11,4,1135.txt
0,1,11,4,1136.txt
0,1,11,4,1137.txt
0,1,11,4,1139.txt
0,1,11,4,1141.txt
8,1,11,4,1143.txt
0,1,14,4,1147.txt
0,1,14,4,1149.txt
0,1,11,4,1151.txt
0,1,11,4,1152.txt
0,1,11,4,1156.txt
0,1,14,4,1158.txt
0,1,11,4,1161.txt
0,1,11,4,1166.txt
0,1,11,4,1168.txt
14,8,11,2,1169.txt
0,1,11,2,1171.txt
0,1,14,4,1175.txt
0,1,11,4,1177.txt
0,1,11,4,1179.txt
0,1,14,4,1183.txt
0,1,11,4,1184.txt
0,1,11,4,1190.txt
0,1,11,4,1192.txt
0,1,11,4,1194.txt
20,1,11,2,1196.txt
0,1,11,2,1197.txt
0,1,14,4,1199.txt
0,1,11,4,1201.txt
0,1,11,4,1203.txt
0,1,14,4,1205.txt
0,1,14,4,1207.txt
0,1,13,4,1211.txt
0,1,14,4,1214.txt
0,1,14,4,1216.txt
0,1,11,4,1217.txt
0,1,11,4,1219.txt
0,1,11,2,1221.txt
0,1,13,4,1225.txt
0,1,14,4,1228.txt
0,1,11,4,1230.txt
0,1,11,4,1234.txt
0,1,11,4,1237.txt
0,1,11,4,1239.txt
0,1,14,4,1241.txt
0,1,11,2,1243.txt
0,1,11,4,1245.txt
0,1,11,2,1249.txt
0,1,11,4,1251.txt
14,1,14,4,1254.txt
0,1,11,2,1255.txt
0,1,11,4,1267.txt
0,1,11,4,1271.txt
0,8,11,4,1274.txt
20,1,11,2,1276.txt
0,1,14,4,1278.txt
0,1,11,4,1280.txt
0,1,11,4,1283.txt
21,1,6,2,1285.txt
0,1,11,4,1287.txt
0,1,14,4,1288.txt
8,1,14,4,1290.txt
0,1,11,4,1292.txt
0,1,13,4,1295.txt
0,1,11,4,1297.txt
0,1,11,4,1300.txt
0,1,11,4,1302.txt
0,1,13,4,1303.txt
0,1,11,4,1305.txt
0,1,11,4,1307.txt
0,1,11,2,1309.txt
0,1,11,4,1311.txt
0,1,13,4,1314.txt
0,1,14,4,1315.txt
0,1,11,4,1317.txt
0,1,11,2,1318.txt
0,1,14,4,1320.txt
0,1,14,4,1323.txt
0,1,11,4,1325.txt
0,1,14,4,1327.txt
0,1,11,4,1329.txt
0,1,11,4,1331.txt
0,1,14,4,1332.txt
0,1,11,4,1335.txt
0,1,11,2,1337.txt
0,1,14,4,1339.txt
0,1,11,4,1341.txt
0,1,14,4,1344.txt
0,1,11,4,1346.txt
0,1,11,4,1348.txt
0,1,5,4,1351.txt
0,1,11,4,1352.txt
0,1,14,4,1354.txt
0,1,14,4,1356.txt
0,1,14,4,1358.txt
0,1,14,4,1360.txt
0,1,11,2,1362.txt
0,1,11,4,1364.txt
0,1,11,4,1367.txt
19,1,6,2,1368.txt
0,1,11,4,1371.txt
8,1,11,4,1372.txt
0,1,14,4,1375.txt
0,1,11,4,1377.txt
0,1,11,4,1379.txt
27,10,20,12,1380.txt
0,1,14,4,1383.txt
0,1,11,2,1389.txt
0,1,11,4,1390.txt
0,1,11,4,1392.txt
0,1,11,4,1395.txt
0,1,11,4,1396.txt
0,1,11,4,1398.txt
0,1,11,4,1400.txt
0,1,14,4,1402.txt
0,1,11,4,1405.txt
0,1,14,4,1407.txt
0,1,11,4,1409.txt
2,1,18,4,1412.txt
0,1,11,4,1416.txt
0,1,14,4,1418.txt
0,1,11,4,1421.txt
0,1,11,4,1422.txt
0,1,11,4,1425.txt
0,1,11,4,1427.txt
0,1,11,2,1429.txt
0,1,11,2,1431.txt
0,1,11,4,1433.txt
0,1,14,4,1434.txt
0,1,14,4,1436.txt
0,1,12,4,1439.txt
0,1,13,4,1441.txt
0,1,11,2,1442.txt
0,1,11,2,1444.txt
0,1,14,4,1446.txt
0,1,11,4,1448.txt
0,1,11,4,1451.txt
0,1,11,4,1453.txt
0,1,14,4,1454.txt
0,1,11,4,1456.txt
0,1,14,4,1458.txt
0,1,11,4,1460.txt
0,1,11,4,1462.txt
0,1,11,4,1465.txt
0,1,14,4,1467.txt
0,1,14,4,1469.txt
0,1,14,4,1470.txt
0,1,11,2,1473.txt
0,1,11,4,1475.txt
0,1,14,4,1477.txt
0,1,11,2,1480.txt
8,1,11,4,1482.txt
0,1,11,2,1484.txt
0,1,11,2,1487.txt
0,1,14,4,1490.txt
0,1,11,4,1491.txt
0,1,6,4,1494.txt
0,1,11,4,1497.txt
0,1,11,2,1499.txt
0,1,11,4,1502.txt
0,1,11,4,1504.txt
8,1,14,4,1505.txt
0,1,14,4,1507.txt
0,1,13,4,1509.txt
0,1,11,2,1511.txt
0,1,11,2,1513.txt
0,1,11,4,1515.txt
0,1,11,4,1518.txt
0,1,14,4,1519.txt
0,1,11,2,1521.txt
0,1,11,4,1523.txt
0,1,11,4,1526.txt
0,1,11,4,1528.txt
0,1,11,4,1529.txt
0,1,11,4,1532.txt
0,1,11,4,1534.txt
0,1,11,4,1536.txt
0,1,11,4,1538.txt
0,1,14,4,1540.txt
0,1,11,4,1543.txt
0,1,11,2,1545.txt
0,8,11,4,1546.txt
0,1,11,4,1548.txt
0,1,11,4,1551.txt
0,1,11,4,1552.txt
0,1,13,4,1556.txt
0,1,14,4,1558.txt
0,1,11,2,1561.txt
0,1,11,4,1563.txt
0,1,14,4,1565.txt
0,1,11,4,1567.txt
0,1,11,4,1570.txt
0,1,11,4,1572.txt
0,1,14,4,1574.txt
0,1,11,4,1581.txt
0,1,14,4,1583.txt
0,1,11,4,1585.txt
0,1,11,2,1587.txt
0,1,11,4,1589.txt
0,1,14,4,1590.txt
0,1,11,4,1594.txt
0,1,14,4,1596.txt
0,1,11,4,1598.txt
0,1,11,4,1600.txt
0,1,11,2,1602.txt
0,1,13,4,1604.txt
0,1,11,2,1605.txt
0,1,11,2,1608.txt
0,1,11,4,1610.txt
0,1,11,4,1612.txt
0,1,14,4,1615.txt
0,1,14,4,1616.txt
0,1,11,4,1618.txt
0,1,11,4,1622.txt
0,1,11,4,1623.txt
0,1,14,4,1626.txt
0,1,11,4,1629.txt
0,1,11,2,1631.txt
0,1,14,4,1632.txt
0,1,11,2,1637.txt
0,1,11,2,1639.txt
0,1,14,4,1641.txt
0,1,11,4,1643.txt
0,1,11,2,1645.txt
0,1,11,2,1647.txt
0,1,14,4,1650.txt
0,1,11,4,1652.txt
0,1,11,4,1654.txt
0,1,11,4,1655.txt
0,1,11,2,1657.txt
0,1,11,4,1660.txt
8,1,11,4,1662.txt
0,1,11,2,1663.txt
0,1,11,4,1666.txt
0,1,11,4,1667.txt
0,1,11,4,1669.txt
0,1,14,4,1671.txt
0,1,11,4,1673.txt
0,1,11,4,1676.txt
0,1,11,2,1677.txt
30,7,6,6,1680.txt
0,1,11,3,1682.txt
0,1,11,2,1684.txt
0,1,11,4,1686.txt
0,1,14,4,1692.txt
0,1,11,4,1694.txt
0,1,14,4,1696.txt
0,1,11,4,1698.txt
19,1,11,2,1699.txt
0,1,11,4,1701.txt
0,1,11,2,1705.txt
0,1,11,4,1707.txt
0,1,14,4,1709.txt
0,1,11,4,1715.txt
0,1,11,2,1717.txt
0,1,14,4,1720.txt
0,1,14,4,1723.txt
0,1,11,4,1725.txt
0,1,11,4,1727.txt
0,1,11,2,1728.txt
0,1,11,4,1732.txt
0,1,14,4,1734.txt
19,1,10,2,1735.txt
0,1,11,2,1737.txt
0,1,14,4,1739.txt
0,1,11,4,1744.txt
0,1,14,4,1745.txt
0,1,11,4,1747.txt
0,1,11,2,1749.txt
0,1,11,4,1751.txt
0,1,14,4,1755.txt
0,1,14,4,1759.txt
0,1,11,2,1762.txt
0,1,14,4,1764.txt
0,1,11,2,1765.txt
0,1,11,4,1769.txt
0,1,11,4,1771.txt
0,1,14,4,1774.txt
0,1,11,4,1775.txt
0,1,13,4,1778.txt
0,1,11,2,1780.txt
0,1,14,4,1783.txt
0,1,11,4,1784.txt
0,1,11,2,1787.txt
0,1,11,2,1789.txt
0,1,11,2,1791.txt
0,1,11,4,1794.txt
0,1,11,2,1798.txt
8,1,14,4,1800.txt
0,1,11,2,1801.txt
0,1,11,4,1803.txt
0,1,11,4,1805.txt
0,1,14,4,1808.txt
18,7,6,0,1810.txt
0,1,11,2,1812.txt
0,1,11,4,1814.txt
0,1,14,4,1816.txt
0,1,14,4,1818.txt
0,1,11,2,1820.txt
0,1,11,2,1824.txt
0,1,11,4,1825.txt
0,1,11,2,1827.txt
8,1,11,4,1830.txt
0,1,11,4,1831.txt
0,1,14,4,1833.txt
0,1,14,4,1836.txt
0,1,14,4,1838.txt
0,1,11,4,1840.txt
0,1,11,4,1842.txt
0,1,14,4,1844.txt
0,1,14,4,1847.txt
0,1,11,4,1850.txt
0,1,14,4,1851.txt
0,1,11,2,1854.txt
0,1,11,4,1855.txt
0,1,11,4,1858.txt
0,1,11,4,1860.txt
0,1,11,2,1861.txt
20,1,6,2,1863.txt
0,1,11,4,1865.txt
0,1,14,4,1867.txt
0,1,11,4,1870.txt
0,1,11,4,1872.txt
0,1,11,2,1874.txt
0,1,11,4,1876.txt
14,1,13,4,1879.txt
0,1,14,4,1880.txt
0,1,11,2,1884.txt
0,1,14,4,1885.txt
0,1,14,4,1887.txt
0,1,14,4,1890.txt
0,1,11,4,1892.txt
0,1,11,4,1894.txt
0,1,11,2,1898.txt
8,1,11,2,1900.txt
0,1,11,4,1901.txt
0,1,11,4,1903.txt
0,1,11,4,1906.txt
0,1,11,2,1908.txt
0,1,11,4,1911.txt
8,1,14,4,1913.txt
0,1,11,4,1914.txt
14,1,14,4,1916.txt
0,1,11,4,1919.txt
0,1,11,4,1921.txt
0,1,11,4,1923.txt
0,1,11,4,1926.txt
0,1,11,4,1928.txt
0,1,14,4,1930.txt
0,1,11,2,1932.txt
0,1,14,4,1934.txt
0,1,11,4,1937.txt
0,1,14,4,1938.txt
0,1,11,2,1941.txt
0,1,11,4,1942.txt
0,1,14,4,1944.txt
0,1,11,2,1947.txt
0,1,11,4,1948.txt
0,1,11,4,1951.txt
0,1,11,4,1952.txt
0,1,11,4,1954.txt
0,1,11,2,1956.txt
0,1,11,4,1959.txt
0,1,14,4,1961.txt
0,1,14,4,1964.txt
0,1,11,2,1965.txt
0,1,11,4,1970.txt
0,1,11,4,1973.txt
0,1,11,2,1974.txt
0,1,11,4,1976.txt
0,1,11,4,1979.txt
0,1,11,4,1981.txt
8,1,18,4,1983.txt
0,1,14,4,1984.txt
0,1,12,4,1986.txt
14,1,11,2,1989.txt
0,1,11,4,1991.txt
0,1,13,4,1992.txt
0,1,11,4,1995.txt
0,1,11,4,1997.txt
0,1,11,4,1999.txt
0,1,11,4,2001.txt
0,1,11,2,2005.txt
0,1,11,4,2007.txt
0,1,11,4,2008.txt
21,1,6,3,2012.txt
0,1,14,4,2015.txt
0,1,11,4,2017.txt
0,1,11,4,2020.txt
0,1,14,4,2022.txt
0,1,11,4,2024.txt
0,1,11,4,2026.txt
0,1,11,2,2029.txt
0,1,11,2,2031.txt
0,1,14,4,2032.txt
0,1,11,4,2034.txt
0,1,11,4,2037.txt
19,1,11,2,2038.txt
19,1,6,2,2040.txt
0,1,11,4,2043.txt
0,1,11,4,2045.txt
0,1,11,4,2049.txt
0,1,11,2,2052.txt
0,1,11,4,2053.txt
0,1,11,4,2055.txt
0,1,11,4,2057.txt
0,1,14,4,2060.txt
0,1,11,4,2062.txt
0,1,11,4,2066.txt
0,1,11,4,2067.txt
0,1,11,4,2069.txt
0,1,11,4,2072.txt
0,1,11,4,2074.txt
0,1,13,4,2078.txt
0,1,11,4,2080.txt
0,1,11,2,2083.txt
0,1,14,4,2085.txt
0,1,11,4,2087.txt
0,1,14,4,2090.txt
0,1,11,4,2092.txt
0,1,11,4,2093.txt
0,1,14,4,2096.txt
0,1,11,4,2098.txt
0,2,14,4,2099.txt
0,1,11,2,2101.txt
0,1,11,4,2103.txt
0,1,11,2,2105.txt
0,1,11,2,2107.txt
0,1,14,4,2110.txt
0,1,11,4,2113.txt
0,1,11,2,2114.txt
0,1,5,2,2117.txt
0,1,11,4,2119.txt
0,1,11,4,2121.txt
0,1,14,4,2122.txt
0,1,11,2,2125.txt
0,1,11,4,2126.txt
0,1,11,4,2129.txt
0,1,11,4,2130.txt
0,1,11,4,2133.txt
0,1,11,4,2135.txt
0,1,11,2,2137.txt
0,1,11,2,2139.txt
0,1,11,4,2141.txt
0,1,11,4,2142.txt
0,1,14,4,2145.txt
0,1,11,2,2147.txt
0,1,11,4,2149.txt
0,1,11,2,2151.txt
8,1,11,4,2153.txt
8,1,11,4,2154.txt
0,1,11,2,2156.txt
0,1,11,4,2160.txt
0,1,11,4,2161.txt
0,1,14,4,2165.txt
0,1,11,4,2166.txt
0,1,14,4,2168.txt
0,1,11,4,2171.txt
0,1,11,2,2173.txt
0,1,11,2,2176.txt
0,1,11,4,2177.txt
14,1,11,2,2179.txt
0,1,11,4,2181.txt
0,1,11,4,2184.txt
0,1,11,4,2186.txt
0,1,11,4,2188.txt
0,1,14,4,2189.txt
0,1,11,4,2191.txt
0,1,11,2,2194.txt
0,1,11,2,2196.txt
18,7,6,0,2200.txt
0,1,11,4,2201.txt
0,1,11,2,2204.txt
0,1,11,4,2206.txt
0,1,11,4,2209.txt
0,1,11,4,2211.txt
0,1,11,4,2213.txt
0,1,11,4,2215.txt
20,1,11,2,2217.txt
0,1,11,4,2219.txt
0,1,11,2,2220.txt
0,1,11,2,2223.txt
0,1,11,4,2225.txt
0,1,11,2,2227.txt
0,1,11,4,2229.txt
8,1,11,2,2231.txt
0,1,14,4,2232.txt
0,1,14,4,2234.txt
0,1,11,2,2237.txt
0,1,11,4,2240.txt
0,1,11,2,2241.txt
0,1,11,4,2244.txt
0,1,11,4,2245.txt
0,1,11,4,2247.txt
0,1,11,4,2249.txt
0,1,11,4,2252.txt
14,1,11,2,2255.txt
0,1,11,4,2257.txt
0,1,11,4,2258.txt
0,1,11,4,2260.txt
0,1,11,4,2263.txt
0,1,14,4,2265.txt
8,1,13,4,2266.txt
0,1,14,4,2268.txt
0,1,11,4,2271.txt
0,1,11,4,2273.txt
0,1,11,4,2275.txt
0,1,11,2,2276.txt
0,1,11,4,2278.txt
0,1,11,4,2280.txt
0,1,11,2,2283.txt
20,1,11,2,2284.txt
0,1,14,4,2286.txt
0,1,11,4,2288.txt
0,1,14,4,2291.txt
0,1,11,2,2292.txt
0,1,11,4,2294.txt
0,1,11,4,2297.txt
0,1,11,2,2300.txt
0,1,13,4,2302.txt
0,1,11,4,2304.txt
0,1,14,4,2306.txt
0,1,14,4,2308.txt
0,1,11,4,2310.txt
0,1,11,2,2312.txt
0,1,11,2,2313.txt
0,1,11,2,2315.txt
0,1,14,4,2318.txt
0,1,11,4,2319.txt
0,1,14,4,2322.txt
0,1,11,2,2324.txt
0,1,14,4,2325.txt
0,1,11,4,2328.txt
0,1,11,4,2330.txt
0,1,11,2,2332.txt
0,1,11,4,2333.txt
0,1,11,4,2337.txt
0,1,11,4,2339.txt
0,1,11,4,2341.txt
0,1,11,2,2343.txt
0,1,14,4,2344.txt
21,1,6,2,2346.txt
0,1,11,4,2348.txt
0,1,14,4,2352.txt
21,1,6,2,2354.txt
0,1,11,4,2355.txt
0,1,11,4,2358.txt
0,1,11,2,2360.txt
0,1,11,2,2361.txt
20,1,11,2,2364.txt
0,1,11,2,2365.txt
0,1,11,2,2370.txt
5,1,11,2,2371.txt
0,1,11,4,2375.txt
0,1,11,4,2376.txt
0,1,11,4,2378.txt
0,1,11,4,2380.txt
