0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,filename
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,6,6,6,6,6,17,7,0,0,4,18,14,0,0,11,5,11,5,5,3,17,8,9,89.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,0,1,4,1,1,24,0,13,1,11,1,1,3,17,0,0,90.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92.txt
0,0,0,0,0,0,28,28,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,0,29,28,11,0,27,0,28,4,4,4,4,4,9,7,8,8,0,6,6,6,6,6,6,7,0,0,3,23,30,0,0,5,5,0,5,5,12,22,17,0,95.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,15,12,29,11,0,22,27,18,28,1,1,1,1,1,8,6,7,7,10,5,5,5,5,5,17,5,4,30,14,7,6,4,4,3,8,11,8,10,3,17,7,4,97.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,17,7,0,0,4,23,30,0,0,13,0,8,0,6,3,17,0,0,98.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,0,15,13,15,15,8,17,8,10,15,11,6,6,27,27,0,30,11,19,13,3,17,14,3,102.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,0,6,6,6,6,6,2,7,0,0,4,23,30,0,0,0,5,11,5,5,3,17,0,0,105.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,10,8,9,9,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,108.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,2,2,2,2,2,17,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,110.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,112.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,12,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,4,6,6,6,6,6,2,7,0,15,4,6,6,0,0,0,5,11,5,5,3,17,14,4,114.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,0,27,0,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,4,7,0,7,4,6,6,0,0,16,5,11,5,5,4,17,8,11,116.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118.txt
12,2,1,15,2,12,22,18,13,8,1,1,7,1,17,21,11,14,1,19,22,26,16,16,20,12,25,9,7,4,26,4,23,19,10,1,1,1,1,1,3,3,3,5,21,5,5,5,5,5,6,5,4,0,28,29,14,4,4,4,4,11,20,23,13,13,21,17,121.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,0,29,28,11,0,27,0,28,0,0,25,28,0,9,7,8,8,3,13,12,16,16,15,17,17,9,5,25,23,30,11,16,0,9,11,14,26,3,17,0,0,123.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,5,29,28,15,22,27,18,28,1,1,1,1,1,9,7,8,8,10,5,5,5,5,5,17,5,4,15,4,6,6,4,4,3,5,11,5,5,3,17,27,9,124.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,0,1,28,1,1,0,0,16,1,11,1,1,3,17,4,5,128.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,130.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,132.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,135.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,27,3,27,15,3,9,7,8,8,7,2,2,2,2,2,17,2,0,2,5,2,2,24,0,23,2,21,2,2,3,7,14,6,137.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,141.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,0,1,4,1,1,0,0,0,1,11,1,1,3,17,0,0,144.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,10,9,10,10,13,17,9,7,15,8,6,6,9,15,16,10,11,11,12,3,17,14,4,145.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,0,6,6,6,6,6,2,7,0,0,4,23,30,0,0,4,5,11,5,5,3,17,0,0,149.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,151.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,154.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,10,8,9,9,7,15,13,15,15,3,17,3,2,5,2,14,14,27,27,13,11,2,3,13,7,7,14,5,156.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,17,7,0,0,4,10,5,0,0,0,5,11,5,5,3,17,14,4,158.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,29,26,23,26,20,9,7,8,8,7,6,7,6,6,7,17,0,0,30,4,30,6,24,0,27,0,11,0,6,3,17,14,4,160.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,0,0,0,0,0,17,7,0,5,4,23,30,0,0,3,27,11,25,7,3,17,0,0,161.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,0,29,28,11,0,27,0,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,6,7,0,0,4,23,30,0,0,3,5,11,5,5,3,17,0,0,163.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,10,8,9,9,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,165.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,12,13,15,15,8,12,25,15,3,4,26,1,23,29,4,1,1,1,1,1,1,3,14,17,0,6,6,6,6,6,17,7,0,0,3,8,5,0,0,0,4,0,20,23,3,11,5,14,167.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,8,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,0,6,6,6,6,6,17,7,0,0,4,23,30,0,0,0,5,11,5,5,3,17,0,0,173.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,177.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,179.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,10,8,30,9,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,182.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,184.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,2,1,2,1,1,13,15,0,1,2,1,1,3,22,14,3,188.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,5,29,28,11,10,27,7,28,0,0,25,28,0,9,7,8,8,10,19,16,19,19,29,5,13,27,23,14,18,14,14,10,24,5,11,5,5,3,17,27,4,189.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,0,1,28,1,1,0,0,4,1,12,1,1,3,17,0,0,191.txt
18,2,25,21,1,28,13,11,17,25,6,29,28,30,12,25,17,12,17,20,18,19,15,15,18,17,18,27,19,17,19,16,20,28,24,29,26,23,26,20,22,13,11,22,4,10,9,10,10,23,17,29,20,22,20,29,14,9,22,3,19,11,11,12,22,8,20,25,194.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,197.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,199.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,5,29,28,15,0,27,0,28,17,15,19,25,16,9,7,8,8,0,6,6,6,6,6,5,7,0,25,3,10,27,0,0,28,27,11,26,8,10,17,22,10,203.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,27,29,28,18,24,17,22,1,3,1,2,22,1,1,1,30,1,10,11,1,1,1,1,204.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,10,27,7,28,4,4,4,4,10,9,7,8,8,0,6,6,6,6,6,17,7,0,0,3,23,30,0,0,3,5,11,5,5,10,17,0,0,209.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,0,1,4,1,1,0,0,0,1,11,1,1,3,17,0,0,210.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,212.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,4,7,0,0,4,6,6,0,0,3,5,11,5,5,3,17,14,3,214.txt
12,2,1,24,0,0,3,3,17,6,27,0,20,0,8,5,5,4,4,7,6,5,10,10,7,19,21,4,23,27,29,28,20,19,24,11,16,5,6,14,3,25,3,3,20,10,9,10,10,28,27,28,30,15,30,6,6,9,19,14,11,23,11,12,28,8,20,25,217.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,29,26,23,26,20,9,7,8,8,10,2,2,2,2,2,17,2,2,2,2,2,2,7,7,3,2,11,2,2,3,17,0,0,219.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,27,3,27,15,3,0,0,0,0,7,2,2,2,2,2,17,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,220.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,222.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,29,26,23,26,20,9,7,8,8,7,2,2,2,2,2,17,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,225.txt
