0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,filename
25,14,25,15,28,24,22,28,22,21,20,16,23,23,28,29,30,21,27,24,29,27,27,25,123.txt
7,14,17,15,28,24,22,28,22,28,26,16,29,25,28,28,23,26,27,24,25,25,27,25,124.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,29,23,26,27,24,25,25,28,21,126.txt
7,14,17,15,28,24,22,28,22,26,20,16,29,30,28,28,30,26,27,24,25,27,28,21,128.txt
7,14,17,15,28,24,22,28,29,26,20,16,29,30,28,28,29,26,27,24,25,25,27,21,130.txt
7,14,23,15,30,24,22,28,29,30,27,21,27,25,28,28,30,26,27,28,25,27,26,25,132.txt
7,23,17,15,28,24,22,28,28,21,20,16,26,23,28,29,23,26,27,24,25,25,27,29,135.txt
7,14,17,15,29,24,22,28,29,26,20,26,27,30,28,29,23,26,27,24,25,28,27,26,137.txt
7,14,23,15,28,24,22,28,29,28,26,16,29,25,28,27,23,26,27,29,25,25,27,29,141.txt
7,14,17,15,28,24,22,30,22,21,27,16,26,25,28,27,23,26,27,24,25,25,28,25,144.txt
7,14,17,15,28,24,22,28,28,21,27,16,26,28,28,27,30,26,27,24,25,25,26,21,145.txt
7,14,17,15,30,24,22,28,28,26,20,21,27,30,28,29,23,26,27,24,25,28,27,21,147.txt
7,14,23,15,28,24,22,28,22,21,27,16,26,25,28,29,23,26,27,30,25,25,27,25,149.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,30,26,27,24,25,27,28,21,151.txt
7,14,17,15,28,24,22,28,29,28,20,16,29,30,28,29,23,26,27,24,25,25,27,21,154.txt
7,14,17,15,28,24,22,28,22,26,20,16,29,30,28,29,30,26,27,24,25,25,28,21,156.txt
7,14,17,15,28,24,22,28,29,21,27,16,26,23,28,29,23,26,27,24,25,25,27,21,158.txt
7,14,23,15,29,24,22,28,29,30,27,21,27,30,28,28,30,26,27,30,25,27,27,21,160.txt
17,14,17,15,28,24,22,28,29,21,20,16,26,30,28,27,23,26,27,24,25,25,27,21,161.txt
27,14,25,22,23,30,22,28,22,21,26,16,22,23,28,27,25,25,27,24,24,25,27,25,163.txt
7,14,17,15,28,24,22,28,29,28,20,16,29,30,28,29,23,26,27,24,25,25,27,21,165.txt
25,23,17,15,28,24,22,28,22,21,20,16,24,23,28,27,23,21,27,24,24,25,27,21,167.txt
25,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,28,21,169.txt
7,14,17,15,28,24,22,28,29,30,20,16,29,30,28,28,30,26,27,24,25,27,26,21,171.txt
25,23,17,15,28,24,22,28,29,21,27,16,26,23,28,27,23,26,27,24,25,25,27,28,173.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,27,28,29,30,26,27,24,25,28,27,26,175.txt
7,23,17,15,28,24,22,28,29,28,20,16,29,30,28,27,23,26,27,24,25,25,27,21,177.txt
7,23,17,15,28,24,22,30,29,28,20,16,29,30,28,27,23,26,27,24,25,25,27,21,179.txt
7,14,17,15,29,24,22,30,28,26,20,26,27,30,28,28,23,26,27,24,25,25,27,21,182.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,23,26,27,24,25,25,27,21,184.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,28,28,27,30,26,27,24,25,25,28,21,188.txt
25,14,17,15,28,24,22,28,29,21,27,16,23,23,28,27,23,21,27,24,24,25,27,21,189.txt
7,14,23,15,28,24,22,28,28,21,26,16,26,25,28,27,23,26,27,30,25,25,27,25,191.txt
28,30,17,26,19,7,14,16,13,13,13,10,9,11,21,10,10,10,10,10,10,14,12,12,194.txt
7,14,17,15,29,24,22,30,28,30,20,26,27,30,28,28,30,26,27,24,25,28,26,21,197.txt
7,14,17,15,28,24,22,30,28,28,26,16,29,25,28,27,30,26,27,24,25,25,27,25,199.txt
7,14,17,15,28,24,22,30,28,28,20,16,29,30,28,28,23,26,27,24,25,28,27,21,203.txt
26,14,17,15,29,24,22,30,28,30,20,21,27,30,28,28,29,26,27,24,22,29,26,21,204.txt
25,14,17,15,28,24,22,28,22,21,26,16,26,23,28,27,23,26,27,24,22,25,27,21,209.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,28,28,27,23,26,27,24,25,25,27,21,210.txt
17,14,17,15,28,24,22,28,22,28,20,16,29,30,28,27,30,26,27,24,25,28,27,21,212.txt
25,23,25,23,28,24,22,28,29,21,26,16,24,23,28,29,23,25,27,30,24,25,27,25,214.txt
13,23,17,15,27,7,14,16,13,13,13,10,9,11,21,10,10,10,10,10,10,16,15,14,217.txt
7,14,23,15,29,24,22,30,29,26,27,21,27,30,28,28,23,26,27,29,25,25,27,26,219.txt
7,14,17,15,28,24,22,28,22,26,20,21,27,30,28,28,23,26,27,24,25,28,28,21,220.txt
7,2,6,5,7,24,15,12,29,26,0,0,0,0,0,11,13,26,27,0,15,0,0,0,222.txt
7,14,17,15,29,24,22,28,29,26,20,26,27,30,28,28,23,26,27,24,25,28,27,21,225.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,30,28,27,23,26,27,24,25,29,26,21,227.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,23,26,27,24,25,25,28,21,229.txt
7,14,17,15,29,24,22,28,28,26,27,21,27,25,28,29,23,26,27,30,25,28,27,21,231.txt
7,23,17,15,28,24,22,30,22,28,20,16,26,30,28,27,23,26,27,24,25,25,27,21,236.txt
7,14,23,15,28,24,22,28,28,21,26,16,26,23,28,29,23,26,27,30,25,25,27,25,241.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,28,23,26,27,24,25,25,27,25,242.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,27,28,27,29,26,27,24,25,25,26,21,245.txt
7,14,23,23,28,24,22,28,29,21,26,16,26,14,28,27,26,26,27,28,22,25,27,25,247.txt
7,14,23,23,29,24,22,28,22,26,26,21,27,25,28,28,26,26,27,28,25,28,27,25,249.txt
7,14,23,23,30,24,22,28,30,26,26,26,27,14,28,29,23,26,27,28,25,25,27,25,250.txt
7,14,17,15,28,24,22,30,28,28,20,16,29,30,28,27,30,26,27,24,25,25,27,21,252.txt
7,23,17,15,28,24,22,28,29,28,25,16,29,25,28,29,23,26,27,24,25,25,27,25,256.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,23,26,27,24,25,25,28,25,258.txt
7,14,17,15,28,24,22,28,22,26,20,26,27,30,28,28,23,26,27,24,25,27,27,21,260.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,261.txt
7,14,17,15,30,24,22,28,29,26,20,26,27,30,28,28,23,26,27,24,25,28,27,21,264.txt
7,14,17,15,29,24,22,28,29,26,20,21,27,30,28,28,23,26,27,24,25,25,27,21,269.txt
7,23,17,15,28,24,22,28,28,28,20,16,29,30,28,29,23,26,27,24,25,29,27,21,272.txt
7,14,17,15,30,24,22,28,22,26,20,26,27,30,28,28,23,26,27,24,25,25,27,21,274.txt
28,15,6,5,7,27,15,21,25,24,18,14,16,0,24,15,15,13,12,12,27,10,10,9,276.txt
7,14,17,15,29,24,22,28,22,26,26,26,27,25,28,28,23,26,27,24,25,25,27,25,280.txt
7,14,17,15,29,24,22,28,28,30,20,21,27,30,28,28,29,26,27,24,25,28,27,21,282.txt
7,14,23,15,28,24,22,28,29,28,26,16,29,25,28,29,30,26,27,30,25,25,27,21,283.txt
7,23,23,15,28,24,22,30,29,21,26,16,26,23,28,27,23,26,27,30,25,25,27,25,284.txt
7,14,23,15,28,24,22,28,29,21,26,16,26,23,28,27,23,26,27,30,25,25,27,25,286.txt
7,14,17,15,28,24,22,30,29,21,20,16,26,27,28,27,23,26,27,24,22,25,27,21,288.txt
7,23,23,23,28,24,22,30,22,21,26,16,26,23,28,27,23,26,27,29,25,25,27,25,290.txt
7,14,23,23,29,24,22,28,28,26,26,21,27,25,28,28,30,26,27,30,25,25,27,25,293.txt
25,14,17,15,28,24,22,30,22,21,27,16,26,23,28,27,23,26,27,24,25,25,27,21,295.txt
13,25,3,27,1,7,12,11,11,11,11,8,7,9,18,13,12,16,16,15,14,12,16,15,297.txt
7,14,17,15,28,24,22,28,28,21,26,16,26,23,28,27,23,26,27,24,25,25,27,29,300.txt
7,14,17,15,28,24,22,28,22,28,20,16,26,30,28,27,23,26,27,24,25,25,28,21,303.txt
25,23,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,24,25,27,21,305.txt
7,23,23,15,28,24,28,28,29,21,29,22,26,25,28,27,23,26,27,30,25,25,27,25,307.txt
7,14,17,15,28,24,22,28,29,21,26,22,26,25,28,27,30,26,27,30,25,25,27,25,311.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,28,28,27,30,26,27,24,25,25,27,21,313.txt
7,14,17,15,29,24,22,30,28,30,27,21,27,25,28,28,29,26,27,24,25,28,26,21,318.txt
7,14,17,15,29,24,22,30,28,26,20,26,27,30,28,28,30,26,27,24,25,28,27,21,320.txt
13,25,3,27,1,27,12,11,11,11,11,8,7,9,18,13,12,16,16,15,14,12,16,15,322.txt
13,25,3,27,1,27,12,11,11,11,11,8,7,9,18,13,12,16,16,15,14,12,16,15,323.txt
7,14,17,15,28,25,22,28,28,22,20,26,27,30,28,28,23,26,27,24,25,25,27,21,324.txt
25,14,17,15,28,24,22,30,28,21,26,16,26,23,28,27,30,26,27,24,22,25,27,21,326.txt
24,14,25,29,22,30,22,28,28,21,30,16,20,23,28,27,25,25,27,30,24,25,28,29,328.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,29,23,26,27,24,25,25,27,21,329.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,29,23,26,27,24,25,25,27,25,333.txt
7,14,17,15,28,24,22,30,29,28,27,16,29,25,28,28,23,26,27,24,25,25,27,25,335.txt
7,14,17,15,29,24,22,28,22,26,20,21,27,30,28,28,23,26,27,24,25,25,27,21,337.txt
7,14,23,23,28,24,28,28,27,28,29,16,26,25,28,29,26,26,27,28,25,28,27,25,341.txt
27,23,25,22,22,30,22,30,27,21,26,16,22,23,28,27,25,25,27,30,24,25,27,25,342.txt
7,14,17,15,28,24,22,30,28,21,20,16,26,28,28,27,30,26,27,24,25,25,27,25,344.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,24,28,27,23,26,27,24,25,25,28,21,347.txt
7,14,17,15,28,24,22,28,22,21,27,16,26,23,28,29,23,26,27,24,25,25,27,21,349.txt
28,25,25,26,19,27,25,21,25,24,18,14,16,23,24,15,15,30,12,12,27,10,10,9,352.txt
25,14,17,15,28,30,22,28,22,21,20,16,23,23,28,27,23,21,27,24,24,25,27,21,354.txt
7,14,17,15,29,24,22,28,22,26,20,21,27,30,28,28,23,26,27,24,25,28,28,25,358.txt
7,14,17,15,29,24,22,30,28,26,20,21,27,30,28,28,23,26,27,24,22,25,27,21,360.txt
25,14,23,15,28,24,22,28,29,21,27,16,26,23,28,27,23,26,27,30,22,25,27,25,362.txt
7,14,17,15,28,24,22,30,23,21,27,16,26,25,28,27,23,22,15,24,22,29,27,29,364.txt
7,14,17,15,28,24,22,28,29,26,27,16,29,25,28,28,23,26,27,24,25,25,27,26,365.txt
7,14,17,15,30,24,22,28,27,30,26,26,27,25,28,29,30,26,27,24,25,27,26,21,368.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,21,28,27,30,26,27,24,25,27,28,21,369.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,28,23,26,27,24,25,25,27,21,371.txt
28,25,17,26,19,27,25,16,25,24,18,14,16,25,24,15,15,30,30,12,12,14,10,9,375.txt
27,14,25,22,28,30,22,28,29,21,26,16,23,23,28,27,23,21,27,30,24,25,27,25,377.txt
25,23,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,380.txt
29,23,17,15,27,24,22,28,27,27,25,30,27,30,28,26,27,21,27,26,29,30,26,21,382.txt
7,23,17,15,28,24,22,28,29,28,26,22,29,25,28,27,23,26,27,24,25,25,27,26,385.txt
13,25,19,27,1,27,12,11,11,11,11,8,7,9,18,13,12,16,16,15,14,12,16,15,386.txt
7,14,17,15,28,24,22,30,28,30,20,21,27,30,28,28,29,26,27,24,25,25,27,21,387.txt
7,14,17,15,28,24,22,28,22,21,27,16,26,23,28,29,23,26,27,24,25,25,28,25,391.txt
7,14,23,15,28,24,22,28,28,28,27,16,29,25,28,29,23,26,27,29,25,25,27,25,394.txt
25,14,17,23,28,24,22,28,29,21,26,16,26,23,28,27,23,26,27,24,25,25,27,25,395.txt
7,14,17,15,28,24,22,30,29,28,20,16,29,30,28,28,23,26,27,24,25,25,27,21,397.txt
7,23,17,15,28,24,22,28,29,28,20,16,29,30,28,27,23,26,27,24,25,25,27,21,400.txt
7,6,9,8,12,17,18,30,18,17,26,19,26,14,28,27,26,26,27,24,22,25,27,25,402.txt
7,23,17,15,28,24,22,28,28,21,20,16,26,21,28,27,23,26,27,24,25,25,27,21,405.txt
7,23,17,15,28,24,22,28,28,28,20,16,29,30,28,29,23,26,27,24,25,25,27,25,407.txt
7,23,23,23,28,24,22,28,29,21,25,30,26,21,28,27,28,25,27,29,24,25,27,25,411.txt
25,14,17,15,28,24,22,28,28,21,20,16,26,23,28,27,23,26,27,24,22,28,28,21,413.txt
7,14,17,15,28,24,22,28,22,21,27,16,26,23,28,29,23,26,27,24,25,25,27,21,416.txt
7,14,17,15,28,24,22,28,28,21,25,30,26,25,28,27,28,25,27,26,26,25,27,25,417.txt
7,14,17,15,29,24,22,30,28,26,20,21,27,30,28,28,30,26,27,24,25,28,30,21,419.txt
7,14,17,15,28,24,22,30,28,28,20,25,29,30,28,28,23,26,27,24,22,25,27,26,421.txt
7,14,17,15,30,24,22,28,29,26,20,26,27,30,28,28,23,26,27,24,25,25,27,21,423.txt
25,23,25,15,28,24,22,28,22,21,27,16,23,23,28,27,23,25,27,30,24,28,28,25,425.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,28,23,26,27,24,25,28,27,21,427.txt
7,14,17,15,29,24,22,30,28,26,20,26,27,30,28,28,23,26,27,24,25,28,27,21,430.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,434.txt
7,23,17,15,30,24,22,28,29,30,26,26,27,25,28,28,29,26,27,24,25,27,27,21,436.txt
7,14,23,15,28,24,22,28,29,28,26,16,29,25,28,29,23,26,27,30,25,25,27,25,439.txt
7,14,23,23,30,24,22,28,28,30,26,21,27,25,28,28,30,26,27,29,25,28,27,29,444.txt
7,14,23,23,28,24,22,30,22,21,26,16,26,14,28,27,23,26,27,30,25,25,27,25,447.txt
7,14,23,23,29,24,22,28,28,26,26,21,27,25,28,28,26,26,27,28,22,28,27,25,449.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,27,30,26,27,24,25,27,26,21,452.txt
25,14,23,15,28,24,22,30,27,21,26,16,26,23,28,29,23,26,27,30,25,25,27,27,454.txt
25,14,23,23,28,24,22,28,22,21,26,16,26,23,28,27,23,26,27,29,25,25,28,25,456.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,27,28,27,23,26,27,24,25,25,27,21,458.txt
7,23,17,15,28,24,22,28,29,21,20,16,26,28,28,27,23,26,27,24,25,25,27,21,460.txt
7,14,23,15,28,24,22,30,29,21,27,16,26,25,28,27,30,26,27,30,25,25,26,21,463.txt
7,14,17,15,28,24,22,28,28,21,26,16,26,23,28,27,23,26,27,30,25,25,27,25,465.txt
7,14,23,15,28,24,22,30,29,21,27,23,26,25,28,27,23,26,27,30,25,25,27,25,469.txt
7,23,23,23,22,24,22,30,27,28,25,30,29,25,28,30,25,28,27,26,24,25,27,25,472.txt
7,14,17,15,28,24,22,28,29,21,20,22,26,23,28,27,23,26,27,24,25,25,27,26,473.txt
7,14,23,23,28,24,22,28,29,28,26,22,29,25,28,28,23,26,27,29,25,25,27,25,475.txt
7,23,17,15,28,24,22,30,29,21,20,16,26,27,28,27,23,26,27,24,22,25,27,25,477.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,24,28,27,23,26,27,24,25,25,27,21,479.txt
25,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,28,21,481.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,27,28,27,23,26,27,24,25,25,27,28,485.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,27,23,26,27,24,22,25,27,21,487.txt
7,14,17,15,28,24,22,28,22,21,26,16,26,14,28,27,23,26,27,24,25,25,27,25,488.txt
7,14,17,15,28,24,22,28,22,26,20,16,29,30,28,28,23,26,27,24,25,25,28,21,491.txt
7,15,6,5,7,24,15,12,28,28,0,0,21,0,0,11,13,26,27,0,15,0,0,0,492.txt
7,14,23,15,28,24,22,28,28,21,27,16,26,25,28,27,23,26,27,29,25,25,27,25,494.txt
28,25,25,26,19,27,25,21,25,24,18,14,16,23,24,15,15,13,12,12,27,10,10,9,496.txt
7,14,17,15,29,24,22,30,28,26,20,26,27,30,28,28,23,26,27,24,25,28,27,26,498.txt
7,14,17,15,28,24,22,28,28,21,27,16,26,27,28,27,23,26,27,24,25,28,27,21,500.txt
19,25,25,26,19,28,26,22,24,25,19,13,17,23,25,14,14,12,13,11,11,9,9,8,502.txt
25,23,25,15,28,24,22,28,22,21,20,16,22,23,28,27,23,25,27,24,24,25,28,25,503.txt
7,14,17,15,28,24,22,28,22,21,26,16,26,25,28,29,23,26,27,24,25,25,27,25,505.txt
7,23,17,15,28,24,22,28,29,21,20,16,26,28,28,27,23,26,27,24,25,25,27,21,507.txt
7,14,23,23,28,24,22,30,22,21,26,16,26,25,28,27,30,26,27,29,22,25,27,25,510.txt
7,14,17,15,28,24,22,28,29,21,27,16,26,27,28,29,30,26,27,24,25,28,27,26,513.txt
7,14,17,15,29,24,22,30,28,26,20,21,27,30,28,28,23,26,27,24,22,25,27,21,516.txt
25,14,23,23,28,24,22,30,27,21,26,16,26,23,28,27,23,26,27,30,25,25,27,25,518.txt
7,14,23,23,29,24,22,28,28,26,25,30,27,25,28,29,28,26,27,29,25,29,27,25,521.txt
7,14,17,15,29,24,22,28,28,28,25,30,27,30,28,29,25,25,27,26,24,25,27,26,524.txt
28,24,25,25,19,27,25,21,25,24,18,14,16,23,24,15,15,13,12,12,27,10,10,9,527.txt
7,14,17,15,28,24,22,30,28,26,20,16,29,30,28,28,23,26,27,24,25,28,27,21,529.txt
25,23,25,15,22,30,22,28,28,21,26,16,22,23,28,27,25,25,27,24,24,27,28,21,530.txt
7,23,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,28,28,532.txt
7,14,17,15,28,24,22,28,22,21,27,16,26,23,28,27,23,26,27,24,25,28,28,25,534.txt
7,23,17,15,28,24,22,28,22,28,20,16,29,30,28,29,23,26,27,24,25,28,28,21,536.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,23,26,27,24,25,25,27,21,538.txt
25,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,22,25,28,21,541.txt
7,14,17,15,28,24,22,30,22,28,20,16,29,30,28,28,23,26,27,24,25,25,28,21,543.txt
7,14,17,15,28,24,22,28,22,26,27,16,29,25,28,28,23,26,27,24,25,25,28,25,545.txt
7,14,23,23,29,24,22,28,29,30,26,26,27,25,28,28,30,26,27,29,25,25,27,25,549.txt
7,14,17,15,28,24,22,28,22,21,26,16,26,25,28,27,23,26,27,24,25,25,27,21,551.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,554.txt
23,22,25,29,22,29,22,30,22,21,27,16,20,23,28,27,25,27,27,24,24,25,27,21,557.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,29,23,26,27,24,25,25,27,21,558.txt
7,14,17,15,28,24,22,28,28,21,27,16,26,27,28,29,23,26,27,24,25,25,27,21,561.txt
28,25,23,26,19,27,25,21,25,24,18,14,16,14,24,15,15,13,30,12,27,10,10,9,564.txt
7,14,23,23,28,24,22,28,29,21,26,16,26,14,28,27,30,26,27,30,25,25,27,25,566.txt
7,14,23,23,28,24,22,28,29,21,26,16,26,25,28,27,23,26,27,30,25,25,27,25,568.txt
7,14,17,15,28,24,22,28,29,28,27,16,28,25,28,27,23,26,27,30,25,25,27,28,572.txt
7,14,17,15,30,24,22,28,22,26,27,21,27,30,28,28,23,26,27,24,22,28,27,25,574.txt
7,14,17,15,28,24,22,28,29,21,20,22,26,28,28,27,23,26,27,24,22,25,27,26,576.txt
7,14,17,15,30,24,22,28,22,26,20,26,27,30,28,28,23,26,27,24,25,28,27,21,578.txt
7,23,17,15,28,24,22,28,22,21,20,16,26,28,28,27,23,26,27,24,25,25,28,25,580.txt
7,23,17,15,28,24,22,28,29,28,20,22,29,30,28,27,23,26,27,24,25,25,27,26,582.txt
7,14,17,15,29,24,22,28,29,26,20,26,27,30,28,28,23,26,27,24,25,27,27,21,584.txt
28,25,25,26,19,27,25,21,25,24,18,14,16,23,24,15,15,13,30,12,27,10,10,9,586.txt
7,14,17,15,28,24,22,30,28,26,26,21,27,25,28,28,23,26,27,24,22,25,27,21,588.txt
7,14,17,15,28,24,22,28,29,21,26,16,26,23,28,27,30,26,27,24,22,27,26,21,591.txt
7,14,17,15,28,24,22,28,28,21,27,16,26,23,28,27,23,26,27,24,25,25,27,21,594.txt
7,14,17,15,28,24,22,28,22,28,20,26,27,30,28,28,30,26,27,24,25,25,27,21,596.txt
7,14,17,15,29,24,22,30,29,26,20,26,27,30,28,28,23,26,27,24,25,28,27,26,598.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,28,23,26,27,24,25,25,27,21,600.txt
7,14,17,15,28,24,22,28,29,28,20,16,29,30,28,27,23,26,27,24,25,25,27,21,603.txt
25,23,17,15,28,24,22,30,28,21,20,16,26,23,28,27,23,26,27,24,24,25,27,21,604.txt
7,14,17,15,28,24,22,30,28,26,20,16,29,30,28,28,23,26,27,24,22,25,28,21,606.txt
7,14,17,15,28,24,22,28,22,30,20,16,29,30,28,28,30,26,27,24,25,25,28,21,607.txt
7,14,17,15,30,24,22,30,28,26,20,21,27,30,28,28,23,26,27,24,25,25,27,25,613.txt
7,14,17,15,30,24,22,28,28,26,20,26,27,30,28,29,23,26,27,24,25,28,27,21,615.txt
