0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,filename
21,25,10,29,20,25,0,30,27,26,0,29,28,0,0,25,26,0,89.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,26,90.txt
21,21,10,29,20,30,0,30,30,29,0,23,0,29,0,27,0,0,92.txt
21,27,25,20,20,30,30,30,26,26,30,29,0,28,0,27,0,0,95.txt
21,21,23,0,26,30,27,30,26,0,29,23,0,28,0,27,26,29,97.txt
21,21,10,29,20,30,0,30,30,27,30,23,0,29,0,27,0,0,98.txt
21,21,10,29,20,30,0,30,30,29,0,23,0,29,0,27,0,0,100.txt
21,21,10,29,20,30,0,30,26,0,29,23,0,28,0,27,26,0,102.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,29,27,0,29,105.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,108.txt
21,21,10,29,20,30,0,25,30,27,0,30,0,29,30,30,0,26,110.txt
21,21,10,29,20,30,0,30,25,26,0,23,0,29,28,27,0,0,112.txt
21,21,10,29,20,30,0,30,26,0,29,23,0,28,29,27,26,29,114.txt
21,27,26,29,20,30,0,30,26,26,29,29,0,28,28,27,26,29,116.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,118.txt
21,20,15,20,29,30,30,27,25,25,0,29,0,29,28,27,0,0,121.txt
21,30,10,29,20,25,0,30,27,26,0,29,28,0,0,25,26,0,123.txt
21,21,10,0,20,0,0,30,30,0,29,23,0,29,29,27,0,0,124.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,29,27,0,0,126.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,0,128.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,29,27,0,0,130.txt
21,21,10,29,27,30,0,30,30,0,29,23,0,29,30,27,0,26,132.txt
21,27,10,29,20,30,0,30,26,26,0,29,0,28,0,27,26,0,135.txt
21,21,10,29,20,30,0,25,30,29,26,30,0,29,0,29,0,26,137.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,141.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,29,27,0,0,144.txt
21,27,30,29,20,30,30,30,26,26,29,29,0,28,0,0,0,0,145.txt
21,21,10,29,20,30,0,29,25,0,0,23,0,29,28,27,0,0,147.txt
21,21,10,29,20,30,0,30,26,0,29,23,0,28,29,27,26,0,149.txt
21,27,10,29,20,30,0,30,26,26,0,23,0,28,0,27,26,0,151.txt
21,21,18,29,20,30,30,30,30,26,0,30,0,29,0,27,0,0,154.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,156.txt
21,27,10,29,20,30,0,30,26,26,0,29,0,28,29,0,26,0,158.txt
21,21,26,0,20,30,0,25,30,0,29,23,0,29,0,30,0,26,160.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,0,161.txt
21,30,19,29,20,25,0,30,27,0,29,29,28,0,0,25,26,0,163.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,165.txt
21,30,10,29,20,25,30,30,27,26,0,29,28,0,0,0,26,0,167.txt
21,30,10,29,20,25,0,30,26,26,0,29,28,0,0,0,26,0,169.txt
21,21,10,29,27,30,0,30,30,0,0,23,0,29,29,27,0,0,171.txt
21,30,10,29,20,25,0,30,26,26,30,29,28,0,0,0,26,0,173.txt
21,27,10,29,20,30,0,30,26,26,0,23,0,28,0,27,26,0,175.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,177.txt
21,21,18,29,20,30,30,30,30,26,0,23,0,29,0,27,0,0,179.txt
21,21,10,29,20,30,0,30,25,27,0,30,0,29,28,27,0,26,182.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,184.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,0,27,26,0,188.txt
21,30,10,0,20,25,0,30,27,0,0,29,28,0,0,25,26,0,189.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,0,27,0,29,191.txt
21,29,2,20,12,27,15,30,26,24,27,18,30,28,0,26,29,0,194.txt
21,21,10,29,20,30,0,30,25,27,0,23,0,29,28,30,0,26,197.txt
21,21,10,29,20,30,0,30,30,26,29,30,0,29,28,27,0,29,199.txt
21,18,26,0,13,0,0,30,25,0,0,23,0,29,28,27,0,0,203.txt
21,21,10,29,28,30,0,25,25,29,0,23,0,29,28,29,0,26,204.txt
21,30,19,29,20,25,0,30,26,0,0,29,28,0,29,0,26,0,209.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,28,0,27,0,0,210.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,212.txt
21,30,10,29,20,25,0,30,27,26,0,29,28,0,29,0,26,29,214.txt
21,2,15,20,28,30,30,30,30,25,0,30,0,29,29,27,0,0,217.txt
21,21,10,29,20,30,0,25,30,28,26,23,0,29,0,29,0,26,219.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,0,220.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,0,27,0,29,222.txt
21,21,10,29,20,30,0,30,30,29,0,23,0,29,0,27,0,26,225.txt
21,21,10,29,20,30,0,30,25,0,0,23,0,29,28,27,0,0,227.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,229.txt
21,21,10,0,20,30,0,25,30,0,0,23,0,29,29,29,0,26,231.txt
21,27,30,29,20,30,30,30,30,26,29,30,0,28,0,27,0,0,236.txt
21,27,10,0,20,30,0,30,25,0,29,23,0,28,28,27,26,0,241.txt
21,21,10,29,20,30,0,25,30,29,26,30,0,29,28,29,0,26,242.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,245.txt
21,21,10,29,20,30,0,30,26,26,29,23,0,28,0,27,26,29,247.txt
21,21,24,0,20,30,0,25,30,0,29,23,0,29,0,29,0,26,249.txt
21,21,10,29,20,30,0,30,25,0,29,23,0,29,28,27,0,29,250.txt
21,21,10,29,20,30,0,30,25,0,0,23,0,29,28,27,0,0,252.txt
21,27,25,20,20,30,30,30,26,25,30,29,0,28,0,27,0,0,256.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,0,27,0,29,258.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,260.txt
21,27,10,0,13,25,0,30,26,0,0,23,0,28,0,27,26,0,261.txt
21,21,10,29,20,30,0,30,30,29,0,23,0,29,0,27,0,0,264.txt
21,21,10,0,20,30,0,25,30,0,0,23,0,29,0,29,0,26,269.txt
21,21,10,29,20,30,0,30,25,26,0,23,0,29,28,27,0,0,272.txt
21,21,10,29,20,30,0,30,30,27,0,30,0,29,0,27,0,0,274.txt
25,17,26,23,19,25,0,28,27,0,27,29,29,0,0,25,26,28,276.txt
21,21,10,29,20,30,0,30,30,27,0,30,0,29,0,27,0,0,280.txt
21,21,10,0,20,30,0,25,25,0,0,23,0,29,28,29,0,26,282.txt
21,21,10,0,20,30,0,30,30,0,29,23,0,29,0,27,0,0,283.txt
21,27,10,29,20,30,0,30,26,26,29,29,0,28,0,27,26,29,284.txt
21,27,10,29,20,30,0,30,26,26,29,29,0,28,0,27,26,0,286.txt
21,21,26,29,20,30,0,30,26,0,0,23,0,28,29,27,26,0,288.txt
21,27,10,29,20,25,0,30,26,26,0,29,0,28,0,0,26,0,290.txt
21,21,10,0,20,30,0,25,30,0,26,23,0,29,28,29,0,26,293.txt
21,26,26,26,20,25,0,30,26,0,30,29,28,0,0,0,26,0,295.txt
21,14,15,12,19,11,30,12,12,12,16,27,18,15,19,20,21,21,297.txt
21,27,10,29,20,25,0,30,26,0,0,29,0,28,28,27,26,0,300.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,303.txt
21,30,18,29,20,25,30,30,26,26,0,29,28,0,0,0,26,0,305.txt
21,27,18,29,20,30,30,30,26,26,29,29,0,28,0,27,0,0,307.txt
21,21,10,29,20,30,0,30,26,26,30,23,0,28,0,27,26,0,311.txt
21,27,18,29,20,30,30,30,26,26,0,30,0,28,0,27,0,0,313.txt
21,21,10,29,20,30,0,25,25,0,0,23,0,29,28,30,0,26,318.txt
21,21,10,29,20,30,0,25,25,27,0,30,0,29,28,30,0,26,320.txt
26,12,2,6,6,22,15,22,20,21,7,6,6,6,6,6,6,6,322.txt
26,12,2,6,6,22,15,22,20,21,7,6,6,6,6,6,6,6,323.txt
21,21,18,29,20,30,30,30,30,26,0,30,0,29,0,27,0,0,324.txt
21,27,26,0,20,25,0,30,25,0,29,29,28,0,28,0,26,0,326.txt
25,23,26,29,20,25,0,30,27,0,0,29,28,0,28,25,26,28,328.txt
21,21,10,29,20,30,0,30,25,29,0,23,0,29,28,27,0,0,329.txt
21,21,10,29,20,30,0,25,30,29,0,23,0,29,29,30,0,26,333.txt
21,21,10,29,20,30,0,30,30,26,29,23,0,29,29,27,0,29,335.txt
21,21,10,29,20,30,0,25,30,0,0,23,0,29,0,30,0,26,337.txt
21,21,21,0,20,30,0,30,25,0,29,23,0,29,28,27,0,29,341.txt
21,30,26,29,20,25,0,30,27,26,0,29,28,0,0,25,26,0,342.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,28,0,27,0,0,344.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,0,27,26,0,347.txt
21,27,26,29,20,30,0,30,26,0,0,23,0,28,29,27,26,0,349.txt
25,23,19,21,19,25,0,30,27,26,30,29,29,0,29,25,26,28,352.txt
21,30,19,21,20,25,0,30,27,0,0,29,28,0,0,25,26,0,354.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,26,358.txt
21,21,10,0,20,30,0,25,25,0,26,23,0,29,28,29,0,26,360.txt
21,27,19,29,20,25,0,30,26,0,30,29,0,28,0,0,26,0,362.txt
21,21,10,0,20,30,0,30,25,0,29,23,0,28,28,27,26,0,364.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,0,365.txt
21,21,10,29,30,30,0,30,30,27,0,23,0,29,29,27,0,0,368.txt
21,27,10,29,22,30,0,30,26,26,0,23,0,28,0,27,26,0,369.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,371.txt
1,16,2,20,12,26,30,26,25,24,27,27,30,28,28,26,28,29,375.txt
21,30,26,29,20,25,0,30,27,0,29,29,28,0,0,25,26,0,377.txt
21,30,10,29,20,25,0,30,26,26,0,29,28,0,0,0,26,0,380.txt
21,20,15,20,21,30,15,30,30,24,0,18,28,27,0,0,0,0,382.txt
21,21,30,29,20,30,30,30,30,26,0,30,0,29,0,27,0,0,385.txt
21,16,2,20,12,26,15,26,25,24,27,18,29,0,28,26,28,0,386.txt
21,21,10,0,20,30,0,30,30,0,0,23,0,29,0,27,0,0,387.txt
21,27,19,29,20,30,0,30,26,26,29,29,0,28,29,27,26,0,391.txt
21,21,26,0,20,30,0,30,30,0,29,23,0,29,28,27,0,0,394.txt
21,27,10,24,20,25,0,30,26,0,29,29,0,0,0,0,26,29,395.txt
21,21,10,0,20,30,0,30,30,0,30,23,0,29,0,27,0,0,397.txt
21,21,30,29,20,30,30,30,30,26,0,30,0,29,0,27,0,0,400.txt
2,21,30,29,20,30,30,30,30,26,29,30,0,29,29,27,0,29,402.txt
21,27,10,29,20,30,0,30,25,26,30,23,0,28,28,27,26,0,405.txt
21,21,10,29,20,30,0,30,25,26,29,23,0,29,28,27,0,0,407.txt
21,29,25,20,20,29,30,30,26,25,29,29,28,0,0,0,26,29,411.txt
21,30,26,29,20,25,0,30,25,0,0,29,28,0,28,0,26,0,413.txt
21,27,10,29,20,25,0,30,26,0,0,29,0,28,0,27,26,0,416.txt
21,20,25,20,22,29,30,29,25,25,29,29,28,28,28,27,0,0,417.txt
21,21,10,0,20,30,14,25,30,0,26,23,0,29,0,29,0,26,419.txt
21,21,18,29,20,30,30,30,25,26,0,23,0,29,28,27,0,0,421.txt
21,21,10,29,20,30,0,30,30,27,0,23,0,29,0,27,0,0,423.txt
21,30,19,29,20,25,0,30,27,26,29,29,28,0,0,0,26,0,425.txt
21,21,10,29,20,30,0,25,30,29,0,23,0,29,28,29,0,26,427.txt
21,21,10,29,20,30,0,25,30,29,0,23,0,29,30,29,0,26,430.txt
21,27,10,29,20,30,0,30,26,26,0,29,0,28,0,0,26,0,434.txt
21,21,10,29,30,30,0,30,30,26,30,30,0,29,0,27,0,0,436.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,0,27,0,29,439.txt
21,21,10,0,20,30,0,30,30,0,30,23,0,29,29,27,0,26,444.txt
21,27,10,29,20,30,0,30,26,26,29,23,0,28,0,27,26,29,447.txt
21,21,24,0,26,30,0,25,30,0,26,23,0,29,0,29,0,26,449.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,29,27,0,0,452.txt
21,27,10,29,20,25,0,30,26,0,0,29,28,0,29,0,26,0,454.txt
21,30,10,29,20,25,0,30,26,26,29,29,28,0,0,0,26,29,456.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,0,27,26,0,458.txt
21,21,10,29,20,30,0,30,30,26,30,23,0,28,0,27,0,0,460.txt
21,21,19,29,22,30,0,30,30,26,30,23,0,29,0,27,0,0,463.txt
21,27,26,0,20,25,0,30,26,0,0,23,0,28,28,27,26,0,465.txt
21,21,10,29,20,30,0,30,26,26,29,23,0,28,0,27,0,29,469.txt
21,20,27,20,23,28,30,30,30,24,29,29,28,28,28,27,0,29,472.txt
21,27,26,29,20,30,0,30,26,0,29,23,0,28,0,27,26,0,473.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,475.txt
21,27,10,29,20,30,0,30,26,26,30,23,0,28,0,27,26,0,477.txt
21,27,10,29,20,30,0,30,26,26,0,23,0,28,0,27,26,0,479.txt
21,27,10,29,20,25,0,30,26,26,0,29,28,0,0,0,26,0,481.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,26,0,485.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,29,27,0,0,487.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,29,27,0,29,488.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,491.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,492.txt
21,21,26,29,20,30,0,30,25,0,29,23,0,29,28,27,0,29,494.txt
25,17,19,29,19,25,0,30,27,26,29,29,29,0,0,25,26,27,496.txt
21,21,10,29,20,30,0,29,25,27,0,23,0,29,28,30,0,26,498.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,0,27,0,0,500.txt
25,23,19,29,20,25,0,30,27,26,29,29,29,0,29,25,26,29,502.txt
21,30,10,29,20,25,0,30,27,26,30,29,28,0,0,0,26,0,503.txt
21,27,10,29,20,30,30,30,26,26,29,30,0,28,0,27,26,0,505.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,507.txt
21,27,10,29,20,30,0,30,26,26,29,29,0,28,29,0,26,0,510.txt
21,27,10,29,20,30,0,30,26,26,0,23,0,28,29,27,26,0,513.txt
21,21,10,29,20,30,0,30,30,29,0,23,0,29,0,27,0,26,516.txt
21,27,19,29,20,25,0,30,26,0,29,29,0,28,29,0,26,0,518.txt
21,21,15,20,20,30,30,27,25,25,29,30,0,29,28,27,0,26,521.txt
21,20,15,18,23,3,2,2,2,2,12,11,11,11,21,10,10,11,524.txt
27,12,12,6,6,22,14,22,20,21,7,6,6,6,6,6,6,6,527.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,529.txt
21,25,10,29,20,25,0,30,27,26,0,29,28,0,0,25,26,0,530.txt
21,27,10,29,20,30,0,30,26,26,29,29,0,28,29,27,26,0,532.txt
21,27,19,29,20,30,0,30,26,26,29,23,0,28,0,27,26,29,534.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,536.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,538.txt
21,27,26,0,20,25,0,30,26,0,0,29,0,28,29,27,26,0,541.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,29,27,0,0,543.txt
21,21,10,0,20,30,0,30,30,0,29,23,0,29,29,27,0,0,545.txt
21,21,10,29,20,30,0,30,30,27,30,30,0,29,0,27,0,0,549.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,0,27,26,0,551.txt
21,27,10,29,20,30,0,30,26,26,0,23,0,28,0,27,26,0,554.txt
25,23,26,29,20,25,0,30,27,0,0,29,29,0,0,25,26,28,557.txt
21,21,26,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,558.txt
21,27,10,29,20,30,0,30,25,26,29,23,0,28,28,27,26,0,561.txt
21,16,2,20,12,26,15,26,27,24,27,18,29,0,0,26,28,29,564.txt
21,21,10,29,30,30,0,30,26,26,29,23,0,28,0,27,26,29,566.txt
21,21,19,29,20,30,0,30,26,0,29,23,0,28,0,27,26,0,568.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,572.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,29,27,0,0,574.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,576.txt
21,21,10,29,20,30,0,30,30,27,0,23,0,29,0,27,0,0,578.txt
21,27,18,29,20,30,30,30,26,26,29,29,0,28,0,27,0,0,580.txt
21,21,10,29,20,30,0,30,30,26,30,23,0,29,0,27,0,0,582.txt
21,21,10,29,20,30,0,25,30,29,0,23,0,29,0,30,0,26,584.txt
21,29,25,20,19,25,30,30,27,25,29,29,29,0,0,0,26,0,586.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,588.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,0,27,26,0,591.txt
21,27,10,29,20,30,0,30,26,0,0,23,0,28,0,27,26,0,594.txt
21,21,10,29,20,30,0,30,30,26,0,30,0,29,0,27,0,0,596.txt
21,21,10,29,20,30,0,25,30,29,0,30,0,29,0,30,0,26,598.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,30,0,26,600.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,603.txt
21,26,10,29,20,25,0,30,25,26,0,29,28,0,28,0,26,0,604.txt
21,21,10,0,20,30,0,29,25,0,0,23,0,29,28,27,0,0,606.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,607.txt
21,21,26,0,20,30,0,30,30,0,29,23,0,29,0,27,0,0,613.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,28,27,0,0,615.txt
21,21,10,29,20,30,0,30,25,0,0,23,0,29,28,27,0,0,618.txt
21,21,10,0,20,30,0,25,30,0,0,23,0,29,29,29,0,26,621.txt
21,21,30,29,20,30,30,30,30,26,0,30,0,29,28,27,0,0,623.txt
21,29,25,20,23,28,30,27,25,24,30,29,28,28,28,0,30,0,624.txt
21,21,10,29,20,30,0,30,30,26,0,30,0,29,0,27,0,0,627.txt
21,21,10,29,20,30,0,30,30,0,30,23,0,29,0,27,0,0,628.txt
21,21,10,29,20,30,0,30,25,0,0,23,0,29,28,27,0,0,629.txt
21,12,12,6,6,22,14,22,20,21,7,6,6,6,6,6,6,6,631.txt
21,12,12,6,6,22,14,22,20,21,7,6,6,6,6,6,6,6,633.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,635.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,637.txt
21,21,10,0,20,30,0,30,30,0,29,23,0,29,29,27,0,29,642.txt
21,21,10,29,20,30,0,30,25,0,0,23,0,29,28,27,0,0,645.txt
21,20,15,20,23,28,30,29,25,24,0,26,28,29,28,27,0,0,647.txt
21,21,10,29,20,30,0,29,25,26,30,23,0,28,28,27,0,0,650.txt
21,21,19,0,20,30,0,30,26,0,0,23,0,28,0,27,26,0,652.txt
21,21,10,29,20,30,0,25,30,29,26,23,0,29,29,29,0,26,654.txt
21,21,10,29,20,30,0,30,26,26,29,23,0,28,0,27,26,29,657.txt
21,21,10,29,20,30,0,30,30,26,0,30,0,29,0,27,0,0,658.txt
21,21,10,0,20,30,0,25,30,28,26,23,0,29,30,29,0,26,662.txt
21,27,10,29,20,30,0,30,25,0,0,23,0,28,28,27,26,0,663.txt
21,21,10,29,20,30,0,30,30,26,0,23,0,29,0,27,0,0,665.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,28,29,27,0,0,669.txt
21,21,10,29,20,30,0,30,30,27,0,23,0,29,29,27,0,0,671.txt
21,27,10,29,22,30,0,30,26,26,30,29,0,28,29,27,26,0,673.txt
21,27,10,29,20,30,0,30,26,26,0,29,28,28,28,27,26,0,675.txt
21,16,25,20,19,26,30,26,27,24,27,27,29,0,0,26,26,0,678.txt
21,27,10,29,20,30,0,30,26,26,30,29,0,28,29,27,26,0,680.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,683.txt
21,21,10,29,20,30,0,25,30,29,0,30,0,29,0,29,0,26,685.txt
21,21,10,29,20,30,0,30,30,29,0,23,0,29,0,27,0,0,687.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,689.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,691.txt
21,20,15,20,20,30,30,30,30,25,30,30,0,29,0,27,0,0,695.txt
21,27,10,29,20,30,0,30,26,26,29,23,0,28,0,27,0,29,696.txt
21,27,30,29,20,30,30,30,26,26,0,29,28,28,29,27,26,0,700.txt
21,30,10,29,20,25,0,30,27,26,0,29,28,0,0,25,26,0,703.txt
21,20,15,20,21,30,30,30,30,24,29,29,0,29,0,27,0,0,705.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,706.txt
21,21,22,29,20,30,0,30,30,0,29,23,0,29,0,27,0,26,709.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,0,27,0,29,711.txt
21,21,10,29,20,30,0,30,30,0,29,23,0,29,0,27,0,0,712.txt
27,17,19,21,19,25,0,0,27,0,27,29,24,0,0,25,26,28,713.txt
21,21,10,29,20,30,0,25,30,28,26,30,0,29,28,29,0,26,716.txt
21,21,19,29,20,30,0,30,30,26,30,23,0,29,0,27,0,0,722.txt
21,21,10,0,20,30,0,30,25,0,30,23,0,28,28,27,26,0,724.txt
21,0,11,0,0,30,0,25,30,28,26,0,0,29,0,29,0,26,727.txt
21,30,19,29,20,25,0,30,26,0,0,29,28,0,29,0,26,0,728.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,732.txt
21,27,10,29,20,30,0,30,26,26,30,23,0,28,0,27,26,0,734.txt
21,30,30,29,20,29,30,30,26,26,0,29,28,0,0,0,26,0,735.txt
21,21,10,29,20,30,0,30,30,26,29,23,0,29,0,27,0,29,737.txt
21,27,10,29,20,30,0,30,26,0,0,29,0,28,0,27,26,0,738.txt
21,21,10,29,20,30,0,30,30,27,0,30,0,29,0,27,0,0,741.txt
21,21,22,0,20,30,0,30,30,0,29,23,0,29,29,27,0,29,743.txt
21,27,10,29,20,30,0,30,26,26,0,23,0,28,0,27,26,0,747.txt
25,17,19,26,19,25,0,0,27,0,27,29,24,0,0,25,26,28,748.txt
21,21,10,29,20,30,0,30,25,0,0,23,0,29,28,27,0,0,751.txt
21,21,15,30,28,30,30,25,25,27,30,28,0,29,28,30,0,30,755.txt
21,27,10,29,20,25,0,30,26,0,0,29,28,0,28,0,26,0,756.txt
21,30,30,29,20,30,26,30,25,26,0,29,28,28,28,0,26,0,760.txt
21,21,10,0,27,30,0,25,30,0,0,23,0,29,28,30,0,26,765.txt
21,21,10,0,20,30,0,25,30,0,30,23,0,29,0,30,0,26,766.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,29,27,0,0,768.txt
21,30,26,29,20,25,0,30,26,0,29,29,28,0,28,0,26,0,771.txt
21,21,10,29,20,30,0,30,26,0,0,23,0,28,29,27,26,0,772.txt
21,21,10,29,20,30,0,25,30,29,26,30,0,29,0,29,0,26,773.txt
21,26,10,29,20,25,0,30,26,26,0,29,28,0,0,0,26,0,775.txt
21,18,26,0,13,0,0,30,26,0,0,23,0,28,0,27,26,0,777.txt
21,30,18,29,20,30,30,30,26,26,0,29,28,0,0,0,26,0,779.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,781.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,0,27,0,0,785.txt
21,21,10,29,20,30,0,30,30,0,0,23,0,29,29,27,0,0,787.txt
21,27,30,29,20,30,30,30,26,26,0,29,28,28,0,0,26,0,790.txt
21,21,10,29,20,30,0,30,26,26,0,23,0,28,0,27,0,0,792.txt
21,27,10,29,20,25,0,30,26,0,30,29,0,0,0,0,26,0,796.txt
21,21,10,29,20,30,0,30,26,0,29,23,0,28,0,27,0,0,800.txt
