0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,filename
0,0,13,0,0,0,24,0,0,7,24,6,5,29,4,26,30,5,14,4,22,30,26,26,26,26,4,3,23,3,14,0,15,19,16,18,15,19,24,21,2,2,6,20,0,2,2,2,2,9,0,2,6,11,5,24,6,26,15,7,30,8,18,30,15,97.txt
0,0,13,0,0,0,24,0,0,7,24,6,5,29,3,26,30,5,28,3,22,30,6,6,6,14,18,6,15,8,20,2,19,24,21,18,14,19,24,9,18,0,13,0,0,2,2,10,2,13,0,9,4,3,30,29,3,28,0,3,4,30,7,13,11,98.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,100.txt
0,0,13,0,0,0,24,0,0,7,24,6,5,29,4,26,30,5,28,4,22,30,26,26,26,26,4,3,23,3,13,2,27,13,16,18,15,19,24,9,2,2,6,2,0,2,2,2,2,0,0,2,4,3,30,12,7,9,1,3,4,8,5,13,11,102.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,16,18,6,19,24,9,2,2,6,2,0,0,0,0,0,0,0,2,6,8,5,12,7,13,1,7,4,3,4,0,10,105.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,108.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,3,1,1,1,0,27,110.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,112.txt
0,0,0,0,0,0,24,0,0,9,3,11,11,19,4,26,30,5,3,4,22,30,26,26,26,23,4,3,23,3,13,8,27,13,16,6,2,27,26,6,2,2,6,2,0,2,2,2,2,9,0,2,9,6,9,2,2,2,2,10,2,0,2,1,2,114.txt
0,0,13,0,0,30,24,0,0,30,24,0,0,12,4,27,8,11,28,4,5,20,27,27,27,26,4,19,23,29,13,2,27,13,7,29,21,11,23,27,8,14,9,3,3,11,11,11,10,0,7,6,4,3,30,12,7,13,1,3,4,8,29,13,30,116.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,118.txt
16,0,4,23,23,1,30,30,30,15,29,13,13,2,2,7,12,27,16,29,1,27,21,22,3,2,9,6,20,8,27,11,9,8,21,20,6,10,17,22,18,0,13,0,4,0,0,0,0,0,4,9,25,25,21,20,13,13,16,21,19,14,6,0,5,121.txt
0,0,13,0,0,30,24,0,0,7,24,11,11,12,4,27,8,11,28,4,5,20,6,6,6,26,12,19,23,29,14,6,15,19,2,18,2,27,26,21,9,9,10,15,19,11,11,11,10,15,7,6,4,3,30,2,2,2,2,3,2,8,2,13,2,123.txt
0,0,13,0,0,25,25,0,0,7,14,6,5,29,4,23,30,5,28,4,13,20,12,12,12,26,12,9,24,29,14,8,15,19,2,19,18,19,24,21,4,4,4,3,3,11,11,23,10,15,1,1,9,11,9,12,7,21,1,8,4,8,27,13,25,124.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,126.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,19,6,19,24,9,18,0,13,0,0,0,0,0,0,0,0,9,6,11,5,29,3,28,0,5,3,3,6,2,10,128.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,7,27,130.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,7,27,132.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,135.txt
0,0,0,0,0,0,24,0,0,9,3,6,5,29,6,26,30,5,3,5,22,30,26,26,26,23,4,6,5,8,5,2,5,5,21,6,15,18,24,6,18,0,13,0,4,26,30,2,6,12,4,9,4,3,7,22,19,27,0,3,27,4,4,1,3,137.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,141.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,3,0,9,4,3,30,29,3,28,0,5,4,3,4,0,4,144.txt
0,0,13,0,0,0,24,0,0,7,24,6,5,29,4,26,30,5,28,4,22,30,26,26,26,26,4,6,23,8,13,2,27,13,21,18,18,19,24,9,18,0,13,0,5,20,10,2,22,0,26,9,2,2,2,29,3,28,0,3,4,17,23,13,5,145.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,147.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,9,18,0,21,18,6,19,24,20,18,0,13,0,0,0,0,0,0,0,0,9,4,3,30,29,3,28,0,3,4,3,4,0,5,149.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,7,27,151.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,154.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,9,0,9,4,3,30,29,3,28,0,3,27,8,23,0,16,156.txt
0,0,13,0,0,0,24,0,0,30,24,11,11,12,4,26,8,11,27,4,22,30,26,26,26,26,4,3,23,3,13,2,27,13,16,1,2,27,26,27,2,2,6,2,0,2,2,2,2,9,0,2,4,3,30,2,2,2,2,3,2,0,2,1,2,158.txt
0,0,13,0,0,0,24,0,0,30,24,6,5,29,4,26,30,5,28,4,22,30,26,26,26,26,4,6,23,8,13,2,27,13,16,29,15,19,24,27,2,2,6,2,0,2,2,2,2,29,0,11,6,11,5,12,7,9,26,8,4,8,23,13,16,160.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,8,18,0,21,18,6,19,24,2,18,0,13,0,0,0,0,0,0,0,0,9,6,10,5,29,3,28,0,5,4,5,4,0,5,161.txt
0,0,13,0,0,30,24,0,0,30,24,0,0,12,4,27,8,11,28,4,5,20,6,6,6,4,18,7,23,29,15,8,3,19,2,29,2,27,26,28,9,9,10,1,1,11,11,4,10,0,7,6,4,3,30,2,2,2,2,3,2,8,2,13,2,163.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,165.txt
0,0,13,0,0,30,24,0,0,7,24,6,5,29,4,27,30,5,28,4,5,20,6,6,6,26,18,13,6,23,16,2,17,18,2,18,18,19,24,9,9,9,10,15,13,3,21,26,3,0,19,20,2,2,2,2,2,2,2,29,2,3,2,3,2,167.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,169.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,7,27,171.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,3,17,3,21,2,18,0,16,18,6,19,24,9,2,2,6,2,0,0,0,0,0,0,0,2,4,3,30,2,2,2,2,3,2,0,2,0,2,173.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,17,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,175.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,0,0,9,4,3,30,29,3,28,0,5,4,5,4,0,7,177.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,179.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,0,6,1,24,0,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,0,0,0,0,5,1,1,1,0,27,182.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,184.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,0,0,9,6,11,5,29,3,28,0,5,2,3,2,0,2,188.txt
0,0,13,0,0,30,25,0,0,30,24,11,11,22,4,27,13,20,28,4,6,23,26,26,26,26,4,17,5,29,20,8,19,24,7,29,4,17,23,28,7,14,8,15,18,11,11,12,10,0,28,30,6,11,5,12,7,13,1,15,4,8,4,13,7,189.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,2,0,0,0,0,0,2,9,4,3,30,29,3,28,0,5,3,3,6,0,10,191.txt
21,0,30,15,22,5,9,25,28,15,30,27,27,25,29,18,25,4,21,25,1,11,2,7,11,5,7,4,9,28,12,29,30,26,7,13,21,30,21,30,27,22,15,28,30,29,29,21,25,25,22,19,12,14,12,12,7,9,23,18,7,27,30,13,14,194.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,7,27,197.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,199.txt
0,0,13,0,0,30,25,0,0,30,14,11,11,28,4,27,13,13,28,4,18,23,26,26,26,27,4,18,4,29,15,16,3,14,2,29,21,17,23,28,4,4,4,1,1,12,12,12,13,13,28,30,26,7,8,25,29,13,10,8,5,8,5,17,12,203.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,7,27,204.txt
0,0,13,0,0,30,24,0,0,30,24,11,11,12,4,27,8,11,28,4,5,23,6,6,6,26,24,10,5,29,22,8,22,27,2,29,4,17,23,27,9,9,10,3,3,11,11,12,10,13,7,6,4,3,30,13,29,13,16,3,4,8,13,13,12,209.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,14,23,6,17,8,21,0,18,0,16,18,6,19,24,20,2,2,6,2,0,0,0,0,0,0,0,2,6,11,5,2,2,2,2,7,2,3,2,0,2,210.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,212.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,3,17,3,21,2,18,0,16,29,6,19,24,27,2,2,6,2,0,0,0,0,0,0,0,2,4,3,30,20,7,13,1,3,4,3,5,0,5,214.txt
16,0,2,26,22,1,6,24,5,16,22,5,7,9,8,20,6,21,22,29,16,19,21,16,3,1,2,6,2,8,27,11,9,15,21,18,9,10,8,22,18,13,13,7,0,2,2,8,2,9,0,9,12,26,12,29,3,28,0,30,26,20,19,25,21,217.txt
0,0,13,0,0,0,24,0,0,7,24,6,5,29,4,26,30,5,14,4,22,30,26,26,26,26,4,6,23,8,13,2,27,13,21,18,15,19,17,9,18,12,13,6,0,2,2,2,2,12,0,9,0,0,0,29,3,28,0,1,4,4,4,1,3,219.txt
0,0,13,0,0,0,24,0,0,7,24,6,5,29,4,26,30,5,28,4,22,30,26,26,26,26,4,6,23,8,13,2,27,13,21,18,15,19,24,9,18,0,13,0,0,2,2,2,2,13,0,9,0,0,0,29,3,28,0,1,27,8,5,13,5,220.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,222.txt
0,0,13,0,0,0,24,0,0,7,24,6,5,29,4,26,30,5,14,4,22,30,26,26,26,26,4,6,23,8,13,2,27,13,21,18,18,19,24,9,18,0,13,0,0,2,2,2,2,1,0,9,1,1,25,29,3,28,0,3,1,1,1,1,27,225.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,0,0,9,6,11,5,29,3,28,0,8,4,3,6,2,10,227.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,2,18,0,21,18,6,19,24,9,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,29,3,28,0,5,1,1,1,0,27,229.txt
0,0,13,0,0,0,24,0,0,7,0,6,5,29,0,26,30,5,17,24,22,30,23,20,22,26,23,6,17,8,21,8,18,0,21,0,6,1,24,0,18,0,13,0,0,0,0,0,0,1,0,9,1,1,25,0,0,0,0,5,1,1,1,0,27,231.txt
16,0,13,0,0,0,30,30,30,7,0,13,13,2,0,26,12,28,17,13,22,30,23,20,22,26,23,3,21,3,4,17,12,9,16,18,6,8,24,9,2,2,6,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,29,2,0,2,2,2,236.txt
