0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,filename
5,13,4,0,6,6,0,1,3,18,0,0,13,1,0,1,19,4,0,18,0,0,0,2,0,13,21,0,8,5,0,4,5,2,0,3,0,6,2,2,3,21,9,4,3,9,0,0,0,0,0,0,2,7,0,0,18,0,0,17,1,1,0,15,0,4,5,114.txt
5,11,6,1,6,6,0,1,0,11,0,0,13,9,0,1,7,4,0,8,0,27,0,2,1,2,7,0,7,6,0,4,8,2,0,3,0,6,5,25,3,21,5,3,5,12,0,0,0,0,0,1,2,2,0,0,16,0,0,11,1,1,0,14,3,4,5,116.txt
5,11,0,1,6,6,0,0,0,0,13,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,20,9,0,0,0,4,1,2,0,4,1,4,0,14,4,17,6,11,7,12,0,0,0,0,0,0,5,3,0,0,19,0,0,5,0,1,0,5,0,10,5,118.txt
9,12,0,1,6,6,0,0,0,2,29,0,2,9,8,1,7,4,0,11,0,20,0,2,1,22,3,9,0,6,0,4,1,2,0,20,1,3,0,1,1,17,1,5,7,12,0,5,0,0,0,10,5,1,5,6,1,0,4,5,13,1,0,5,7,10,3,121.txt
10,13,0,0,6,9,0,1,5,0,0,2,15,3,1,1,1,3,0,8,0,0,0,0,0,3,17,0,2,26,0,4,7,2,0,3,0,6,5,13,2,3,5,10,9,8,0,0,0,0,7,12,11,1,0,0,19,1,1,3,1,1,0,7,3,2,5,123.txt
5,13,4,0,6,6,0,0,3,14,0,2,2,1,0,1,4,4,0,10,0,15,0,2,0,0,4,0,5,0,0,5,1,0,0,7,0,3,0,13,4,17,0,4,10,2,0,0,0,0,0,0,2,3,0,0,18,0,0,5,3,1,0,4,3,4,12,124.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,0,0,6,0,4,1,2,0,0,0,3,0,0,0,17,4,14,0,12,0,0,0,0,0,0,5,3,0,0,1,0,0,5,3,1,0,5,0,4,5,126.txt
5,11,0,1,6,6,0,0,0,0,0,2,2,9,0,1,12,4,0,11,0,17,0,2,1,6,3,0,0,5,0,4,1,2,0,7,0,0,0,14,4,17,4,10,10,12,0,0,0,0,0,0,2,3,0,0,23,0,0,5,0,1,0,6,7,17,5,128.txt
5,11,0,1,6,6,0,0,0,0,28,0,2,9,0,1,7,4,0,5,0,14,0,2,10,11,3,0,0,0,0,4,1,2,0,0,0,3,0,0,4,17,4,14,0,12,0,0,0,2,0,0,2,3,0,0,0,0,0,5,3,1,0,5,0,4,5,130.txt
5,11,4,1,6,6,0,0,3,19,0,2,2,9,0,1,22,4,0,30,0,0,0,2,2,6,20,0,5,0,0,4,1,2,0,0,0,5,0,13,4,21,6,4,0,12,0,0,0,0,0,0,2,3,0,0,3,0,0,5,0,1,0,4,0,4,5,132.txt
5,11,0,1,6,6,0,1,0,0,0,0,13,9,0,1,7,4,0,16,0,0,0,2,1,27,7,0,18,5,1,4,1,2,0,3,1,6,5,13,3,7,6,14,0,12,0,0,0,0,0,1,3,1,0,0,9,0,0,8,2,1,0,0,0,10,5,135.txt
5,11,0,1,6,6,0,0,0,0,13,0,2,9,0,9,7,4,0,5,0,10,0,2,1,19,3,11,0,0,0,4,1,2,0,6,0,0,0,2,4,22,1,14,23,12,0,0,0,6,0,0,5,3,0,0,0,0,0,5,0,1,0,0,0,4,5,137.txt
5,11,0,1,6,6,0,0,0,16,13,0,2,9,0,1,7,4,0,11,0,0,0,2,1,6,20,0,0,0,0,4,1,2,0,6,1,0,0,22,4,17,5,4,4,12,0,0,0,0,0,0,2,3,0,4,3,0,0,18,4,1,0,6,0,10,5,141.txt
5,11,0,1,6,6,0,1,0,18,0,0,2,9,0,1,7,4,0,10,0,0,0,2,1,6,20,3,0,0,0,4,1,2,0,4,1,4,0,14,4,17,4,6,7,12,0,0,0,0,0,0,2,3,0,0,19,0,0,18,14,1,0,5,0,10,9,144.txt
5,11,0,1,6,6,0,1,3,0,0,2,2,9,0,1,7,4,0,15,0,10,0,2,1,28,20,0,0,5,0,4,1,2,0,7,1,2,0,1,1,30,5,5,13,12,0,0,0,0,0,1,2,1,5,6,25,0,0,4,4,1,0,8,0,10,5,145.txt
5,11,3,1,6,6,0,0,0,0,26,0,2,9,0,1,7,4,0,5,0,3,0,2,1,6,3,0,0,6,0,4,1,2,0,0,0,13,0,0,0,17,4,14,0,12,0,0,0,2,0,0,5,3,0,0,1,0,0,5,3,1,0,5,0,0,3,147.txt
5,11,4,1,6,6,0,1,0,0,0,0,2,1,0,1,12,4,0,19,0,0,0,2,1,6,20,0,8,0,0,4,1,2,0,3,0,6,2,13,0,17,6,4,15,12,0,0,0,0,0,0,5,5,0,0,18,0,0,23,1,1,0,11,3,16,5,149.txt
5,11,0,1,6,6,0,1,3,0,13,2,16,9,14,1,12,4,0,23,0,0,0,2,2,13,7,9,4,0,0,4,1,2,0,3,1,6,5,14,2,25,4,9,7,12,0,0,0,0,0,1,2,0,0,0,19,0,0,24,1,1,0,0,3,10,5,151.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,11,0,0,0,2,1,6,28,0,0,0,0,4,1,2,0,13,1,0,0,13,1,17,5,8,19,12,0,0,0,2,0,0,5,3,0,4,14,0,0,5,0,1,0,0,0,4,6,154.txt
5,11,0,1,6,6,0,0,3,0,0,2,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,0,0,0,0,4,1,2,0,4,0,4,0,0,4,17,4,14,7,12,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,1,0,12,3,4,5,156.txt
5,11,0,1,6,6,0,1,0,0,0,0,13,9,0,1,7,4,0,7,0,0,0,2,1,24,7,0,18,0,0,4,1,2,0,3,1,6,5,4,2,6,5,8,4,12,0,0,0,0,0,1,3,1,0,0,19,0,0,4,2,1,0,5,0,10,5,158.txt
5,11,3,1,6,6,0,0,3,0,0,0,2,9,0,1,7,4,0,11,0,3,0,2,1,6,20,0,5,0,0,4,1,2,0,7,0,19,0,13,4,17,5,4,16,12,0,0,0,2,0,0,2,3,0,0,30,0,0,5,7,1,0,6,0,4,4,160.txt
5,11,0,1,6,6,0,1,0,0,13,0,2,1,0,1,20,4,0,11,0,0,0,2,1,6,12,23,0,0,0,4,1,2,0,6,0,0,0,11,4,17,5,6,7,12,0,0,0,0,0,0,2,3,0,0,19,0,0,5,0,1,0,0,0,18,9,161.txt
10,13,0,0,6,9,0,1,5,29,14,0,13,3,0,1,1,3,0,15,0,0,1,3,0,0,17,16,20,10,0,5,0,2,0,5,0,6,1,13,2,21,5,4,1,6,0,0,0,0,5,2,1,1,0,0,19,1,1,3,1,1,0,0,3,16,4,163.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,0,0,0,0,4,1,2,0,4,1,4,0,0,0,17,4,14,12,12,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,1,0,6,0,1,5,165.txt
5,11,0,1,6,6,0,1,0,0,13,0,15,3,0,1,26,4,0,17,0,0,0,0,1,3,7,9,18,15,1,4,7,2,0,3,1,2,5,14,3,3,4,14,7,12,0,0,0,0,9,1,6,1,0,1,14,1,0,19,2,1,0,6,2,2,6,167.txt
5,11,0,1,6,6,0,1,0,0,0,0,13,3,0,1,13,4,0,0,0,0,0,2,1,3,7,0,4,0,0,4,1,2,0,3,1,6,5,0,2,5,4,14,0,12,0,0,0,0,9,1,2,1,0,0,0,1,0,3,2,1,0,0,3,2,5,169.txt
5,11,0,1,6,6,0,0,3,0,13,2,2,9,1,1,7,4,0,5,0,17,0,2,10,6,3,9,0,0,0,4,1,2,0,4,0,4,0,13,4,17,5,18,7,12,0,0,0,2,0,0,2,3,0,0,0,0,0,5,0,1,0,5,0,4,5,171.txt
5,11,0,1,6,6,0,1,0,0,13,0,13,3,0,1,13,4,0,8,0,0,0,0,1,3,7,9,18,0,1,4,1,2,0,3,1,6,5,25,3,4,5,6,7,12,0,0,0,0,9,1,2,1,0,0,19,1,0,3,2,1,0,0,0,2,5,173.txt
5,11,3,1,6,6,0,1,3,2,24,2,13,9,14,1,7,4,0,29,0,3,0,2,2,28,21,12,18,0,0,4,1,2,0,3,1,6,5,21,3,9,5,9,3,12,0,0,0,0,0,1,3,0,0,0,19,0,0,24,1,1,0,7,0,4,5,175.txt
5,11,0,1,6,6,0,0,0,0,13,0,2,9,0,1,7,4,1,11,0,13,0,2,1,6,20,8,15,0,1,4,1,2,0,4,1,4,0,25,0,17,5,7,30,12,0,0,0,0,0,0,2,3,0,6,19,0,0,10,0,1,0,12,0,10,5,177.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,11,0,0,0,2,1,6,16,0,0,5,1,4,1,2,0,30,1,0,0,7,1,17,5,11,4,12,0,0,0,0,0,0,2,3,0,6,10,0,0,5,4,1,0,0,0,10,5,179.txt
5,11,0,1,6,6,0,0,0,0,26,0,2,9,0,4,7,4,0,5,0,0,0,2,1,6,3,5,0,6,0,4,1,2,0,4,1,0,0,9,0,17,5,14,4,12,0,0,0,0,0,0,2,3,0,0,1,0,0,5,0,1,0,0,0,4,7,182.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,11,0,0,0,2,1,6,3,0,0,0,0,4,1,2,0,0,1,0,0,14,0,17,4,14,0,12,0,0,0,2,0,0,2,3,0,0,14,0,0,5,0,1,0,0,0,10,5,184.txt
5,11,0,1,6,6,0,1,0,0,0,0,13,9,1,1,7,4,0,4,0,0,0,2,1,13,3,0,12,0,0,4,1,2,0,3,0,6,2,0,2,15,4,14,0,12,0,0,0,0,0,0,2,5,0,0,0,0,0,17,1,1,0,0,0,4,5,188.txt
10,13,0,0,6,5,0,1,5,0,13,0,15,3,0,1,1,3,0,8,0,0,0,0,0,0,17,9,2,9,0,5,0,0,0,3,0,6,5,13,3,3,13,7,7,2,0,0,0,0,3,7,2,1,0,0,19,1,1,3,1,1,0,6,0,4,12,189.txt
5,11,4,1,6,6,0,0,0,16,0,0,2,9,0,1,7,4,0,9,0,1,0,2,1,7,4,0,0,6,0,4,5,2,0,0,0,0,0,23,0,21,5,4,4,12,0,0,0,0,0,0,2,3,0,0,18,0,0,5,4,1,0,3,7,13,5,191.txt
5,12,0,1,6,6,0,3,3,20,13,2,2,9,1,10,7,2,0,16,0,0,0,2,10,28,20,4,15,2,11,4,1,2,0,17,1,11,3,1,1,17,6,5,21,12,3,0,0,0,0,1,4,1,5,4,10,3,0,3,4,1,0,0,0,10,2,194.txt
5,11,3,1,6,6,0,0,0,0,26,2,2,9,11,1,7,4,0,5,0,3,0,2,1,6,3,0,0,6,0,4,1,2,0,0,0,4,0,0,4,17,4,14,0,12,0,0,0,2,0,0,2,3,0,0,17,0,0,5,3,1,0,4,0,4,7,197.txt
5,11,4,1,6,6,0,0,3,13,0,2,2,9,0,1,7,4,0,9,0,0,0,2,2,6,4,0,0,6,0,4,5,2,0,0,1,0,0,24,4,21,5,4,30,12,0,0,0,0,0,0,2,3,0,1,16,0,0,5,4,1,0,14,0,10,5,199.txt
5,13,0,0,6,6,0,0,0,0,26,0,2,1,0,1,3,4,0,5,0,0,0,2,0,0,23,10,0,3,0,5,1,0,0,4,0,0,0,28,4,17,0,14,7,2,0,0,0,1,0,0,2,3,0,0,17,0,0,5,5,1,0,0,0,8,3,203.txt
5,11,0,1,6,6,0,0,3,0,26,2,2,9,16,1,7,4,0,11,0,1,0,2,10,6,3,0,5,6,0,4,1,2,0,0,0,4,0,0,4,17,4,14,0,12,0,0,0,2,0,0,2,3,0,0,17,0,0,5,3,1,0,4,2,17,3,204.txt
7,13,0,0,6,6,0,1,0,13,13,0,15,3,0,1,1,4,0,8,0,0,0,0,0,3,7,8,18,10,0,4,1,2,0,3,0,6,5,11,2,3,5,4,7,7,0,0,0,5,6,1,2,1,0,0,19,1,0,3,1,1,0,5,0,2,4,209.txt
5,13,0,0,6,6,0,1,0,0,13,0,2,1,0,1,19,4,0,11,0,0,0,2,0,6,20,3,12,0,0,4,1,2,0,6,0,0,0,14,0,17,4,7,7,8,0,0,0,0,0,0,2,3,0,0,19,0,0,18,4,1,0,0,0,3,9,210.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,28,0,2,1,6,3,23,0,0,0,4,1,2,0,4,0,0,0,0,4,17,4,14,0,12,0,0,0,2,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,18,9,212.txt
10,11,0,1,6,6,0,1,0,16,13,0,13,3,0,1,1,3,0,15,0,0,0,0,1,3,7,13,8,15,1,4,7,2,0,3,1,6,5,13,2,21,5,4,7,12,0,0,0,0,9,1,6,1,0,0,3,1,1,19,2,1,0,15,0,2,6,214.txt
5,12,0,1,6,6,0,0,3,23,29,2,2,9,9,9,5,4,1,11,0,17,0,2,19,9,20,1,22,22,1,4,5,2,2,20,2,4,4,1,1,19,5,5,30,13,0,0,1,0,0,0,5,3,5,9,25,0,0,10,10,1,0,10,0,5,5,217.txt
5,11,0,1,6,6,0,0,0,2,29,0,2,9,0,9,7,4,0,5,0,0,0,2,1,6,20,9,0,0,0,4,1,2,0,6,0,0,0,2,0,22,9,4,3,12,0,0,0,9,0,0,2,3,0,0,18,0,0,5,0,1,0,0,0,4,5,219.txt
5,11,3,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,28,0,2,1,6,3,0,0,0,0,4,1,2,0,4,0,0,0,0,0,17,4,14,0,12,0,0,0,6,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,4,5,220.txt
5,11,4,1,6,6,0,0,0,13,0,0,2,9,0,1,7,4,0,9,0,17,0,2,1,6,4,0,0,0,0,4,8,2,0,7,0,15,0,7,0,21,5,3,4,12,0,0,0,0,0,0,2,3,0,0,18,0,0,5,0,1,0,14,0,0,5,222.txt
5,11,3,1,6,6,0,0,0,0,0,2,2,9,0,1,7,4,0,5,0,3,0,2,1,6,3,0,0,0,0,4,1,2,0,0,0,0,0,0,0,17,4,14,0,12,0,0,0,6,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,4,5,225.txt
5,11,0,1,6,6,0,0,0,0,26,0,2,9,1,1,12,4,0,11,0,0,0,2,1,6,3,0,0,3,0,4,1,2,0,7,0,0,0,0,4,17,4,14,12,12,0,0,0,0,0,0,2,3,0,0,1,0,0,5,0,1,0,6,3,4,7,227.txt
