0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,filename
0,0,3,0,0,0,4,0,0,0,2,0,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,1,2,3,0,0,0,4,2,1,0,0,1,0,0,0,32.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0,0,2,2,0,0,1,3,3,0,1,0,0,1,1,2,1,34.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,1,3,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,36.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,40.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,2,2,1,41.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,1,1,1,0,0,0,49.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,0,1,1,1,2,1,53.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,2,0,3,0,0,0,3,0,0,0,0,1,1,2,1,55.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,2,1,57.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,1,0,0,2,0,0,1,1,0,0,0,60.txt
0,3,3,0,0,0,2,3,0,0,2,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,2,0,0,0,3,3,0,3,0,0,0,1,2,1,61.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,3,1,1,1,1,1,1,1,1,1,2,2,1,63.txt
0,0,3,0,0,0,2,3,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0,0,2,2,0,0,0,1,1,1,1,0,2,1,1,2,1,65.txt
0,0,3,0,0,0,4,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,68.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,2,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,1,2,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,1,2,2,1,71.txt
0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,1,3,0,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,72.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,6,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,2,0,1,1,1,0,0,0,76.txt
0,3,3,0,0,0,2,3,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,2,3,0,0,0,0,2,3,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,2,2,3,0,0,3,1,0,3,0,0,1,1,2,1,78.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,0,0,0,4,1,1,0,0,1,0,0,0,81.txt
0,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,2,2,3,0,0,0,3,0,0,0,0,1,1,2,1,84.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0,1,0,0,0,86.txt
0,3,3,0,0,3,2,3,0,0,2,0,0,3,2,0,0,0,0,2,0,3,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,2,3,0,2,2,0,4,2,2,2,2,2,0,2,2,0,2,0,0,0,1,2,1,89.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,1,1,0,0,0,90.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,1,0,0,2,0,0,1,1,0,0,0,92.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,1,1,1,1,1,1,1,0,1,0,95.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,1,1,1,3,1,0,0,1,1,0,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,97.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0,1,0,1,0,98.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,1,1,0,0,1,0,0,0,100.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0,4,1,1,1,1,1,2,2,1,102.txt
0,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,2,1,105.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,2,1,0,1,0,108.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,0,1,1,1,1,0,0,1,0,0,0,110.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2,0,112.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,3,0,0,0,1,1,1,0,0,1,2,2,1,114.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,2,2,1,116.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,1,0,0,2,0,0,0,1,0,1,0,118.txt
0,0,3,0,0,0,4,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,1,1,0,0,1,0,0,0,121.txt
0,3,3,0,0,0,2,3,0,0,2,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,3,2,0,0,0,0,3,2,3,0,0,0,3,3,0,3,3,1,1,1,1,0,0,0,1,2,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,0,1,1,2,1,123.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,1,1,0,1,1,1,0,0,1,0,2,1,124.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,1,126.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,3,0,1,0,4,1,1,0,0,1,0,1,0,128.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,2,3,0,0,1,1,1,1,0,0,1,0,1,0,130.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,132.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,1,2,1,135.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,1,1,1,0,0,0,137.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,141.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,2,1,144.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,2,2,1,145.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,147.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,2,2,1,149.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,2,3,1,1,0,4,1,1,0,0,1,2,2,1,151.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,154.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,1,1,0,1,1,0,1,0,156.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0,0,2,2,3,0,0,0,3,0,0,0,2,1,1,2,1,158.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,0,0,1,0,0,0,160.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,2,1,161.txt
0,3,3,0,0,3,2,3,0,0,0,0,0,3,2,0,0,0,0,2,0,3,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,3,7,0,0,0,0,0,0,3,0,0,2,2,2,0,2,2,0,4,2,2,2,2,0,0,2,2,0,2,0,0,0,1,2,1,163.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,1,1,1,0,1,0,165.txt
0,3,3,0,0,0,2,3,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,2,3,0,0,3,3,0,1,0,2,1,1,2,1,167.txt
0,0,3,0,0,0,2,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,2,3,0,0,3,3,0,3,0,1,1,1,2,1,169.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,1,0,171.txt
0,3,3,0,0,0,2,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,2,3,0,0,3,3,0,3,0,0,1,1,2,1,173.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,1,1,1,1,1,0,1,0,0,1,2,2,1,175.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,1,0,177.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,179.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,3,0,0,0,2,1,1,1,1,0,0,0,182.txt
0,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,1,1,0,1,0,184.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,1,1,1,0,1,0,1,1,2,2,1,188.txt
0,3,0,0,0,0,2,3,0,0,2,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,0,0,0,3,2,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,2,0,2,2,3,0,0,3,3,0,2,0,0,1,1,2,1,189.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,2,1,191.txt
0,0,3,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,0,3,0,0,1,1,0,0,3,3,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,194.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,197.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,3,0,0,0,4,1,1,0,0,1,0,1,0,199.txt
0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,4,2,1,0,0,1,0,1,0,203.txt
0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,3,2,3,0,0,3,0,0,0,3,1,0,0,1,1,0,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,204.txt
